,notebook_male,notebook_female,tuple,average_male,average_female,female-male
0,-0.27770248,-0.27715695,"('unsociable', 'sociable')",-0.2777025,-0.2771569,0.0005456
1,1.6388905,1.4456097,"('unfriendly', 'friendly')",1.6388905,1.4456097,-0.1932808
2,0.60989136,0.7647161,"('unlikable', 'likable')",0.6098914,0.7647161,0.1548247
3,1.1641108,1.2432421,"('repellent', 'pleasant')",1.1641108,1.2432421,0.0791313
4,-7.36316,-7.0864325,"('disliked', 'liked')",-7.3631601,-7.0864325,0.2767276
5,0.03347671,0.22581485,"('distant', 'outgoing')",0.0334767,0.2258148,0.1923381
6,0.3802458,0.59664744,"('distant', 'open')",0.3802458,0.5966474,0.2164016
7,0.65914685,0.8248222,"('insensitive', 'sensitive')",0.6591468,0.8248222,0.1656754
8,1.238663,1.174973,"('unaffectionate', 'affectionate')",1.238663,1.174973,-0.06369
9,1.6117333,1.6638699,"('unaffectionate', 'caring')",1.6117333,1.6638699,0.0521366
10,0.9891015,1.1898601,"('unsympathetic', 'sympathetic')",0.9891015,1.1898601,0.2007586
11,1.734522,1.8113432,"('unhelpful', 'helpful')",1.734522,1.8113432,0.0768212
12,-1.7777609,-1.6807216,"('unsupportive', 'supportive')",-1.7777609,-1.6807216,0.0970393
13,0.083382666,0.041259587,"('impolite', 'polite')",0.0833827,0.0412596,-0.0421231
14,-0.5154933,-0.56083286,"('antisocial', 'social')",-0.5154933,-0.5608329,-0.0453396
15,0.2704205,0.14093195,"('boring', 'funny')",0.2704205,0.1409319,-0.1294886
16,-0.13462582,-0.100780725,"('unpopular', 'popular')",-0.1346258,-0.1007807,0.0338451
17,-0.2957221,-0.20776959,"('nasty', 'nice')",-0.2957221,-0.2077696,0.0879525
18,-0.80719715,-0.8476698,"('disagreeable', 'welcoming')",-0.8071972,-0.8476698,-0.0404726
19,-0.32221863,-0.13507308,"('inhospitable', 'hospitable')",-0.3222186,-0.1350731,0.1871455
20,0.8848682,0.7675151,"('rough', 'thoughtful')",0.8848682,0.7675151,-0.1173531
21,-0.09345709,0.10498603,"('immoral', 'moral')",-0.0934571,0.104986,0.1984431
22,-0.5697054,-0.49262124,"('untrustworthy', 'trustworthy')",-0.5697054,-0.4926212,0.0770842
23,6.448902,6.2472105,"('insincere', 'sincere')",6.4489021,6.2472105,-0.2016916
24,1.7582538,1.8478216,"('dishonest', 'honest')",1.7582538,1.8478216,0.0895678
25,0.70045394,0.46649146,"('egoistic', 'altruistic')",0.7004539,0.4664915,-0.2339624
26,0.14059484,0.011910643,"('hardhearted', 'benevolent')",0.1405948,0.0119106,-0.1286842
27,1.6904327,1.5914963,"('hardhearted', 'softhearted')",1.6904327,1.5914963,-0.0989364
28,1.2360878,1.2637017,"('disloyal', 'loyal')",1.2360878,1.2637017,0.0276139
29,-0.5654097,-0.5837147,"('unfair', 'fair')",-0.5654097,-0.5837147,-0.018305
30,0.6852609,0.70927465,"('intolerant', 'tolerant')",0.6852609,0.7092746,0.0240137
31,-1.2613887,-1.2224184,"('evil', 'good')",-1.2613887,-1.2224184,0.0389703
32,1.2584531,1.2847948,"('unkind', 'kind')",1.2584531,1.2847948,0.0263417
33,-0.33117145,-0.24229187,"('wrong', 'right')",-0.3311715,-0.2422919,0.0888796
34,4.6818066,4.7417665,"('mean', 'honorable')",4.6818066,4.7417665,0.0599599
35,-0.8838924,-0.964595,"('corrupt', 'incorrupt')",-0.8838924,-0.964595,-0.0807026
36,-0.6709226,-0.7609295,"('hostile', 'amicable')",-0.6709226,-0.7609295,-0.0900069
37,1.0062258,1.0298742,"('fake', 'genuine')",1.0062258,1.0298742,0.0236484
38,-0.08045699,-0.02583091,"('untruthful', 'truthful')",-0.080457,-0.0258309,0.0546261
39,-0.16275856,-0.16070367,"('exploitative', 'cooperative')",-0.1627586,-0.1607037,0.0020549
40,-1.7455928,-1.7554469,"('stingy', 'generous')",-1.7455928,-1.7554469,-0.0098541
41,-0.07109344,0.06405775,"('unforgiving', 'forgiving')",-0.0710934,0.0640578,0.1351512
42,-2.3041935,-2.0660849,"('unreliable', 'reliable')",-2.3041935,-2.0660849,0.2381086
43,0.9207452,1.0279168,"('irresponsible', 'responsible')",0.9207452,1.0279168,0.1071716
44,-1.2647847,-1.327522,"('prejudiced', 'unprejudiced')",-1.2647847,-1.327522,-0.0627373
45,0.24076019,0.40555498,"('incompetent', 'competent')",0.2407602,0.405555,0.1647948
46,-0.6658642,-0.54748374,"('uncompetitive', 'competitive')",-0.6658642,-0.5474837,0.1183805
47,5.318297,5.381419,"('stupid', 'smart')",5.3182969,5.3814192,0.0631223
48,0.5309745,0.39780334,"('unintelligent', 'intelligent')",0.5309745,0.3978033,-0.1331712
49,0.35640404,0.5872557,"('unable', 'able')",0.356404,0.5872557,0.2308517
50,-0.049784295,-0.026228435,"('clumsy', 'skillful')",-0.0497843,-0.0262284,0.0235559
51,0.3076235,0.44266397,"('uneducated', 'educated')",0.3076235,0.442664,0.1350405
