,racism_male,racism_female,tuple,average_male,average_female,female-male
0,-0.03997677,-0.16428576,"('unsociable', 'sociable')",-0.0399768,-0.1642858,-0.124309
1,1.1073642,1.0042071,"('unfriendly', 'friendly')",1.1073642,1.0042071,-0.1031571
2,0.5144612,0.6355685,"('unlikable', 'likable')",0.5144612,0.6355685,0.1211073
3,1.0379564,1.0192727,"('repellent', 'pleasant')",1.0379564,1.0192727,-0.0186837
4,-7.3696303,-7.2801933,"('disliked', 'liked')",-7.3696303,-7.2801933,0.089437
5,-0.26362744,-0.20682895,"('distant', 'outgoing')",-0.2636274,-0.206829,0.0567984
6,0.031485915,0.039246876,"('distant', 'open')",0.0314859,0.0392469,0.007761
7,0.5598287,0.58305967,"('insensitive', 'sensitive')",0.5598287,0.5830597,0.023231
8,0.8091972,0.8306919,"('unaffectionate', 'affectionate')",0.8091972,0.8306919,0.0214947
9,1.37626,1.4552947,"('unaffectionate', 'caring')",1.37626,1.4552947,0.0790347
10,1.3815291,1.4189181,"('unsympathetic', 'sympathetic')",1.3815291,1.4189181,0.037389
11,1.9019734,1.9221498,"('unhelpful', 'helpful')",1.9019734,1.9221498,0.0201764
12,-1.669164,-1.6181778,"('unsupportive', 'supportive')",-1.6691639,-1.6181778,0.0509861
13,0.4286943,0.36899325,"('impolite', 'polite')",0.4286943,0.3689933,-0.059701
14,-0.30206928,-0.40958717,"('antisocial', 'social')",-0.3020693,-0.4095872,-0.1075179
15,0.17723899,0.10555382,"('boring', 'funny')",0.177239,0.1055538,-0.0716852
16,-0.47637647,-0.47020233,"('unpopular', 'popular')",-0.4763765,-0.4702023,0.0061742
17,-0.17456652,-0.072751716,"('nasty', 'nice')",-0.1745665,-0.0727517,0.1018148
18,-0.56197035,-0.60657126,"('disagreeable', 'welcoming')",-0.5619704,-0.6065713,-0.0446009
19,-0.5021616,-0.40312147,"('inhospitable', 'hospitable')",-0.5021616,-0.4031215,0.0990401
20,0.695186,0.5099776,"('rough', 'thoughtful')",0.695186,0.5099776,-0.1852084
21,0.27609444,0.33481675,"('immoral', 'moral')",0.2760944,0.3348168,0.0587224
22,-0.40604353,-0.42040586,"('untrustworthy', 'trustworthy')",-0.4060435,-0.4204059,-0.0143624
23,6.284428,6.139404,"('insincere', 'sincere')",6.2844281,6.1394038,-0.1450243
24,1.7723955,1.7165997,"('dishonest', 'honest')",1.7723955,1.7165997,-0.0557958
25,0.24768952,0.21831828,"('egoistic', 'altruistic')",0.2476895,0.2183183,-0.0293712
26,-0.032006323,-0.07440567,"('hardhearted', 'benevolent')",-0.0320063,-0.0744057,-0.0423994
27,1.5411617,1.3974618,"('hardhearted', 'softhearted')",1.5411617,1.3974618,-0.1436999
28,1.0206189,1.0113621,"('disloyal', 'loyal')",1.0206189,1.0113621,-0.0092568
29,-0.66439444,-0.81923366,"('unfair', 'fair')",-0.6643944,-0.8192337,-0.1548393
30,0.8940776,0.8745597,"('intolerant', 'tolerant')",0.8940776,0.8745597,-0.0195179
31,-1.6386302,-1.6310941,"('evil', 'good')",-1.6386302,-1.6310941,0.0075361
32,1.3058251,1.239226,"('unkind', 'kind')",1.3058251,1.239226,-0.0665991
33,-0.5696672,-0.5242703,"('wrong', 'right')",-0.5696672,-0.5242703,0.0453969
34,4.5827713,4.63735,"('mean', 'honorable')",4.5827713,4.6373501,0.0545788
35,-1.3152277,-1.4146755,"('corrupt', 'incorrupt')",-1.3152277,-1.4146755,-0.0994478
36,-1.0823505,-1.1279167,"('hostile', 'amicable')",-1.0823505,-1.1279167,-0.0455662
37,0.91595525,0.90545106,"('fake', 'genuine')",0.9159552,0.9054511,-0.0105041
38,-0.24254572,-0.1443468,"('untruthful', 'truthful')",-0.2425457,-0.1443468,0.0981989
39,0.057686567,0.03588737,"('exploitative', 'cooperative')",0.0576866,0.0358874,-0.0217992
40,-1.6381631,-1.7853522,"('stingy', 'generous')",-1.6381631,-1.7853522,-0.1471891
41,-0.07371317,-0.024776407,"('unforgiving', 'forgiving')",-0.0737132,-0.0247764,0.0489368
42,-1.9431962,-1.9407488,"('unreliable', 'reliable')",-1.9431962,-1.9407488,0.0024474
43,1.2070392,1.2041055,"('irresponsible', 'responsible')",1.2070392,1.2041055,-0.0029337
44,-0.95458734,-0.98374397,"('prejudiced', 'unprejudiced')",-0.9545873,-0.983744,-0.0291567
45,0.20588222,0.14932391,"('incompetent', 'competent')",0.2058822,0.1493239,-0.0565583
46,-0.23293239,-0.24435753,"('uncompetitive', 'competitive')",-0.2329324,-0.2443575,-0.0114251
47,5.221163,5.251309,"('stupid', 'smart')",5.2211628,5.2513089,0.0301461
48,0.41875175,0.328039,"('unintelligent', 'intelligent')",0.4187517,0.328039,-0.0907127
49,0.3934446,0.5200215,"('unable', 'able')",0.3934446,0.5200215,0.1265769
50,-0.20266566,-0.22030233,"('clumsy', 'skillful')",-0.2026657,-0.2203023,-0.0176366
51,0.487069,0.45367357,"('uneducated', 'educated')",0.487069,0.4536736,-0.0333954
52,-0.5115415,-0.56647176,"('irrational', 'rational')",-0.5115415,-0.5664718,-0.0549303
53,-0.19276993,-0.24079965,"('uncreative', 'creative')",-0.1927699,-0.2407997,-0.0480298
54,0.9271338,1.1216551,"('incapable', 'capable')",0.9271338,1.1216551,0.1945213
55,0.687382,0.61320996,"('incompetent', 'clever')",0.687382,0.61321,-0.074172
56,0.74288934,0.7075942,"('impractical', 'practical')",0.7428893,0.7075942,-0.0352951
57,-2.4459572,-2.3994174,"('unimaginative', 'imaginative')",-2.4459572,-2.3994174,0.0465398
