,softdrink_male,softdrink_female,tuple,average_male,average_female,female-male
0,-0.3214069,-0.34613928,"('unsociable', 'sociable')",-0.3214069,-0.3461393,-0.0247324
1,-0.7307817,-1.1465887,"('unfriendly', 'friendly')",-0.7307817,-1.1465887,-0.415807
2,0.4557156,0.35015,"('unlikable', 'likable')",0.4557156,0.35015,-0.1055656
3,-0.8371062,-0.6476467,"('repellent', 'pleasant')",-0.8371062,-0.6476467,0.1894595
4,-1.712732,-1.7677932,"('disliked', 'liked')",-1.712732,-1.7677932,-0.0550612
5,-0.788588,-0.91986144,"('distant', 'outgoing')",-0.788588,-0.9198614,-0.1312734
6,-0.9178958,-1.1380621,"('distant', 'open')",-0.9178958,-1.1380621,-0.2201663
7,-0.14749292,-0.0791258,"('insensitive', 'sensitive')",-0.1474929,-0.0791258,0.0683671
8,-0.42804387,-0.8050884,"('unaffectionate', 'affectionate')",-0.4280439,-0.8050884,-0.3770445
9,-0.2432489,-0.60165656,"('unaffectionate', 'caring')",-0.2432489,-0.6016566,-0.3584077
10,-0.9834023,-1.0250343,"('unsympathetic', 'sympathetic')",-0.9834023,-1.0250343,-0.041632
11,0.22158846,0.26616067,"('unhelpful', 'helpful')",0.2215885,0.2661607,0.0445722
12,-0.91260916,-0.92657375,"('unsupportive', 'supportive')",-0.9126092,-0.9265738,-0.0139646
13,-0.289312,-0.28037038,"('impolite', 'polite')",-0.289312,-0.2803704,0.0089416
14,0.4842737,0.59721303,"('antisocial', 'social')",0.4842737,0.597213,0.1129393
15,0.91013616,0.7755057,"('boring', 'funny')",0.9101362,0.7755057,-0.1346305
16,-0.19008145,-0.20150581,"('unpopular', 'popular')",-0.1900814,-0.2015058,-0.0114244
17,-0.709716,-0.64999324,"('nasty', 'nice')",-0.709716,-0.6499932,0.0597228
18,-0.58672047,-0.5766931,"('disagreeable', 'welcoming')",-0.5867205,-0.5766931,0.0100274
19,-1.1196581,-1.2377522,"('inhospitable', 'hospitable')",-1.1196581,-1.2377522,-0.1180941
20,-0.033941496,0.15480888,"('rough', 'thoughtful')",-0.0339415,0.1548089,0.1887504
21,-0.65874517,-0.4746312,"('immoral', 'moral')",-0.6587452,-0.4746312,0.184114
22,-0.8327479,-0.6716256,"('untrustworthy', 'trustworthy')",-0.8327479,-0.6716256,0.1611223
23,1.1674085,1.1700006,"('insincere', 'sincere')",1.1674085,1.1700006,0.0025921
24,-0.03664686,-0.20355725,"('dishonest', 'honest')",-0.0366469,-0.2035573,-0.1669104
25,-0.35473546,-0.4961947,"('egoistic', 'altruistic')",-0.3547355,-0.4961947,-0.1414592
26,-0.09723666,-0.3318061,"('hardhearted', 'benevolent')",-0.0972367,-0.3318061,-0.2345694
27,-0.049429215,-0.1488449,"('hardhearted', 'softhearted')",-0.0494292,-0.1488449,-0.0994157
28,-0.13820085,-0.26583526,"('disloyal', 'loyal')",-0.1382008,-0.2658353,-0.1276345
29,-0.062279858,-0.10116307,"('unfair', 'fair')",-0.0622799,-0.1011631,-0.0388832
30,0.6648334,0.669885,"('intolerant', 'tolerant')",0.6648334,0.669885,0.0050516
31,-1.1261135,-1.1880052,"('evil', 'good')",-1.1261135,-1.1880052,-0.0618917
32,0.09258882,-0.072715774,"('unkind', 'kind')",0.0925888,-0.0727158,-0.1653046
33,0.5687261,0.294957,"('wrong', 'right')",0.5687261,0.294957,-0.2737691
34,0.6558117,0.84289163,"('mean', 'honorable')",0.6558117,0.8428916,0.1870799
35,-0.14980207,-0.38360864,"('corrupt', 'incorrupt')",-0.1498021,-0.3836086,-0.2338065
36,-1.1312428,-1.3571305,"('hostile', 'amicable')",-1.1312428,-1.3571305,-0.2258877
37,0.29675418,0.17390037,"('fake', 'genuine')",0.2967542,0.1739004,-0.1228538
38,-0.5279389,-0.6980958,"('untruthful', 'truthful')",-0.5279389,-0.6980958,-0.1701569
