,siding_male,siding_female,tuple,average_male,average_female,female-male
0,0.30274934,0.14686823,"('unsociable', 'sociable')",0.3027493,0.1468682,-0.1558811
1,1.8181915,1.736981,"('unfriendly', 'friendly')",1.8181915,1.736981,-0.0812105
2,0.5461221,0.82937926,"('unlikable', 'likable')",0.5461221,0.8293793,0.2832572
3,0.26339498,0.55047673,"('repellent', 'pleasant')",0.263395,0.5504767,0.2870817
4,-7.5186725,-7.433495,"('disliked', 'liked')",-7.5186725,-7.433495,0.0851775
5,-0.12573709,0.15691304,"('distant', 'outgoing')",-0.1257371,0.156913,0.2826501
6,0.12374505,0.35497284,"('distant', 'open')",0.123745,0.3549728,0.2312278
7,0.81995064,0.92892337,"('insensitive', 'sensitive')",0.8199506,0.9289234,0.1089728
8,1.3402023,1.2919698,"('unaffectionate', 'affectionate')",1.3402023,1.2919698,-0.0482325
9,1.9951969,2.0281513,"('unaffectionate', 'caring')",1.9951969,2.0281513,0.0329544
10,0.8588263,1.1344976,"('unsympathetic', 'sympathetic')",0.8588263,1.1344976,0.2756713
11,2.059799,2.1875758,"('unhelpful', 'helpful')",2.059799,2.1875758,0.1277768
12,-1.5900403,-1.4823194,"('unsupportive', 'supportive')",-1.5900403,-1.4823194,0.1077209
13,0.33034867,0.332545,"('impolite', 'polite')",0.3303487,0.332545,0.0021963
14,-0.3770403,-0.4879349,"('antisocial', 'social')",-0.3770403,-0.4879349,-0.1108946
15,1.07858,1.0291365,"('boring', 'funny')",1.07858,1.0291365,-0.0494435
16,0.29207516,0.14237215,"('unpopular', 'popular')",0.2920752,0.1423721,-0.1497031
17,-0.23517932,-0.21879789,"('nasty', 'nice')",-0.2351793,-0.2187979,0.0163814
18,-0.6681421,-0.5862047,"('disagreeable', 'welcoming')",-0.6681421,-0.5862047,0.0819374
19,-0.52114356,-0.17636237,"('inhospitable', 'hospitable')",-0.5211436,-0.1763624,0.3447812
20,0.46091872,0.39498463,"('rough', 'thoughtful')",0.4609187,0.3949846,-0.0659341
21,-0.32861382,0.015205078,"('immoral', 'moral')",-0.3286138,0.0152051,0.3438189
22,-0.602904,-0.3523885,"('untrustworthy', 'trustworthy')",-0.602904,-0.3523885,0.2505155
23,6.686837,6.747313,"('insincere', 'sincere')",6.6868372,6.747313,0.0604758
24,1.7944529,1.9959353,"('dishonest', 'honest')",1.7944529,1.9959353,0.2014824
25,1.0601879,0.81209797,"('egoistic', 'altruistic')",1.0601879,0.812098,-0.2480899
26,1.017013,0.61378425,"('hardhearted', 'benevolent')",1.017013,0.6137843,-0.4032287
27,1.1494273,1.2187811,"('hardhearted', 'softhearted')",1.1494273,1.2187811,0.0693538
28,1.1759841,1.1159474,"('disloyal', 'loyal')",1.1759841,1.1159474,-0.0600367
29,-0.41559112,-0.41057235,"('unfair', 'fair')",-0.4155911,-0.4105724,0.0050187
30,0.86632806,0.8565648,"('intolerant', 'tolerant')",0.8663281,0.8565648,-0.0097633
31,-1.3981587,-1.4007148,"('evil', 'good')",-1.3981587,-1.4007148,-0.0025561
32,1.2348137,1.2728542,"('unkind', 'kind')",1.2348137,1.2728542,0.0380405
33,-0.03880125,-0.15322107,"('wrong', 'right')",-0.0388012,-0.1532211,-0.1144199
34,4.9344997,5.090042,"('mean', 'honorable')",4.9344997,5.0900421,0.1555424
35,-0.80707645,-1.038541,"('corrupt', 'incorrupt')",-0.8070765,-1.038541,-0.2314645
36,-0.927969,-1.0036299,"('hostile', 'amicable')",-0.927969,-1.0036299,-0.0756609
37,0.7921085,0.9057768,"('fake', 'genuine')",0.7921085,0.9057768,0.1136683
38,0.14874732,0.14522402,"('untruthful', 'truthful')",0.1487473,0.145224,-0.0035233
39,-0.17009233,-0.13372985,"('exploitative', 'cooperative')",-0.1700923,-0.1337298,0.0363625
40,-1.8894868,-1.8390983,"('stingy', 'generous')",-1.8894868,-1.8390983,0.0503885
41,-0.03258256,-0.07855851,"('unforgiving', 'forgiving')",-0.0325826,-0.0785585,-0.0459759
42,-2.5151908,-2.1975982,"('unreliable', 'reliable')",-2.5151908,-2.1975982,0.3175926
43,1.2800353,1.4501115,"('irresponsible', 'responsible')",1.2800353,1.4501115,0.1700762
44,-1.3585025,-1.4058305,"('prejudiced', 'unprejudiced')",-1.3585025,-1.4058305,-0.047328
45,0.3207975,0.35743034,"('incompetent', 'competent')",0.3207975,0.3574303,0.0366328
46,-0.46134564,-0.38976792,"('uncompetitive', 'competitive')",-0.4613456,-0.3897679,0.0715777
47,5.420046,5.5850954,"('stupid', 'smart')",5.4200459,5.5850954,0.1650495
48,1.0261734,0.98270273,"('unintelligent', 'intelligent')",1.0261734,0.9827027,-0.0434707
49,-0.013405506,0.38534266,"('unable', 'able')",-0.0134055,0.3853427,0.3987482
50,-0.17092209,0.005407907,"('clumsy', 'skillful')",-0.1709221,0.0054079,0.17633
51,-0.101357274,0.1697565,"('uneducated', 'educated')",-0.1013573,0.1697565,0.2711138
52,-0.36683902,-0.53526074,"('irrational', 'rational')",-0.366839,-0.5352607,-0.1684217
53,0.23638637,0.3124609,"('uncreative', 'creative')",0.2363864,0.3124609,0.0760745
54,1.0962831,1.4429156,"('incapable', 'capable')",1.0962831,1.4429156,0.3466325
55,0.7862175,0.92283183,"('incompetent', 'clever')",0.7862175,0.9228318,0.1366143
56,1.0049475,1.02314,"('impractical', 'practical')",1.0049475,1.02314,0.0181925
57,-2.9320118,-2.7084997,"('unimaginative', 'imaginative')",-2.9320118,-2.7084997,0.2235121
58,-0.047895376,-0.014770912,"('undiscriminating', 'discriminating')",-0.0478954,-0.0147709,0.0331245
59,0.08732231,0.14906718,"('foolish', 'wise')",0.0873223,0.1490672,0.0617449
60,0.66263247,0.8887708,"('inefficient', 'efficient')",0.6626325,0.8887708,0.2261383
61,0.20814353,0.15926594,"('illogical', 'logical')",0.2081435,0.1592659,-0.0488776
62,1.2065798,1.3942134,"('incompetent', 'brilliant')",1.2065798,1.3942134,0.1876336
63,0.5035661,0.7327435,"('unperceptive', 'insightful')",0.5035661,0.7327435,0.2291774
64,-6.5882864,-6.436662,"('shy', 'confident')",-6.5882864,-6.4366622,0.1516242
65,0.32663584,0.4974744,"('insecure', 'secure')",0.3266358,0.4974744,0.1708386
66,-0.23034118,-0.17909908,"('inactive', 'active')",-0.2303412,-0.1790991,0.0512421
67,-0.38264263,-0.43523848,"('doubtful', 'determined')",-0.3826426,-0.4352385,-0.0525959
68,-1.0501227,-0.61876774,"('dependent', 'independent')",-1.0501227,-0.6187677,0.431355
69,-1.5385135,-1.652306,"('lazy', 'industrious')",-1.5385135,-1.652306,-0.1137925
70,1.1870832,1.4396579,"('lethargic', 'energetic')",1.1870832,1.4396579,0.2525747
71,0.7017902,0.69259745,"('diffident', 'self-confident')",0.7017902,0.6925974,-0.0091928
