,bibliography_male,bibliography_female,tuple,average_male,average_female,female-male
0,0.48427415,0.44505665,"('unsociable', 'sociable')",0.4842741,0.4450566,-0.0392175
1,1.1006036,1.0545243,"('unfriendly', 'friendly')",1.1006036,1.0545243,-0.0460793
2,0.7592987,0.85009897,"('unlikable', 'likable')",0.7592987,0.850099,0.0908003
3,1.3455542,1.4790653,"('repellent', 'pleasant')",1.3455542,1.4790653,0.1335111
4,-7.175074,-7.1327343,"('disliked', 'liked')",-7.1750741,-7.1327343,0.0423398
5,-0.41415215,-0.3736857,"('distant', 'outgoing')",-0.4141521,-0.3736857,0.0404664
6,-0.25245267,-0.21806352,"('distant', 'open')",-0.2524527,-0.2180635,0.0343892
7,1.7605332,1.7874876,"('insensitive', 'sensitive')",1.7605332,1.7874876,0.0269544
8,0.56546724,0.4874986,"('unaffectionate', 'affectionate')",0.5654672,0.4874986,-0.0779686
9,1.0782547,1.1099317,"('unaffectionate', 'caring')",1.0782547,1.1099317,0.031677
10,2.0047245,2.0332696,"('unsympathetic', 'sympathetic')",2.0047245,2.0332696,0.0285451
11,2.3949358,2.3888423,"('unhelpful', 'helpful')",2.3949358,2.3888423,-0.0060935
12,-0.78868264,-0.74896467,"('unsupportive', 'supportive')",-0.7886826,-0.7489647,0.0397179
13,0.6294221,0.6082236,"('impolite', 'polite')",0.6294221,0.6082236,-0.0211985
14,0.58507323,0.56526023,"('antisocial', 'social')",0.5850732,0.5652602,-0.019813
15,0.18602644,0.18835087,"('boring', 'funny')",0.1860264,0.1883509,0.0023245
16,-0.6786692,-0.56652164,"('unpopular', 'popular')",-0.6786692,-0.5665216,0.1121476
17,-0.025860157,-0.009428114,"('nasty', 'nice')",-0.0258602,-0.0094281,0.0164321
18,-0.15005219,-0.13241653,"('disagreeable', 'welcoming')",-0.1500522,-0.1324165,0.0176357
19,-0.30966076,-0.25842822,"('inhospitable', 'hospitable')",-0.3096608,-0.2584282,0.0512326
20,0.9423935,0.85875297,"('rough', 'thoughtful')",0.9423935,0.858753,-0.0836405
21,0.9546034,1.0338635,"('immoral', 'moral')",0.9546034,1.0338635,0.0792601
22,0.5138473,0.4355503,"('untrustworthy', 'trustworthy')",0.5138473,0.4355503,-0.078297
23,7.056609,7.1281857,"('insincere', 'sincere')",7.0566092,7.1281857,0.0715765
24,2.5011244,2.5169098,"('dishonest', 'honest')",2.5011244,2.5169098,0.0157854
25,0.086432144,0.009384677,"('egoistic', 'altruistic')",0.0864321,0.0093847,-0.0770474
26,-0.113515444,-0.11723661,"('hardhearted', 'benevolent')",-0.1135154,-0.1172366,-0.0037212
27,1.375712,1.2394264,"('hardhearted', 'softhearted')",1.375712,1.2394264,-0.1362856
28,1.3425066,1.3933195,"('disloyal', 'loyal')",1.3425066,1.3933195,0.0508129
29,-0.07277339,-0.14101326,"('unfair', 'fair')",-0.0727734,-0.1410133,-0.0682399
30,1.3227351,1.2600704,"('intolerant', 'tolerant')",1.3227351,1.2600704,-0.0626647
