,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.67660624,0.5211196,"('unsociable', 'sociable')",0.6766062,0.5211196,-0.1554866
1,0.67908925,0.602803,"('unfriendly', 'friendly')",0.6790892,0.602803,-0.0762862
2,0.9134115,0.8681941,"('unlikable', 'likable')",0.9134115,0.8681941,-0.0452174
3,0.355591,0.5379366,"('repellent', 'pleasant')",0.355591,0.5379366,0.1823456
4,-2.2110705,-2.287932,"('disliked', 'liked')",-2.2110705,-2.2879319,-0.0768614
5,-0.611137,-0.6694053,"('distant', 'outgoing')",-0.611137,-0.6694053,-0.0582683
6,-0.3913801,-0.4117606,"('distant', 'open')",-0.3913801,-0.4117606,-0.0203805
7,0.5451198,0.5572421,"('insensitive', 'sensitive')",0.5451198,0.5572421,0.0121223
8,0.11391697,0.1363685,"('unaffectionate', 'affectionate')",0.113917,0.1363685,0.0224515
9,0.4887728,0.45404196,"('unaffectionate', 'caring')",0.4887728,0.454042,-0.0347308
10,0.03551343,0.16132888,"('unsympathetic', 'sympathetic')",0.0355134,0.1613289,0.1258155
11,0.8975558,0.8272082,"('unhelpful', 'helpful')",0.8975558,0.8272082,-0.0703476
12,-0.31123802,-0.31936565,"('unsupportive', 'supportive')",-0.311238,-0.3193657,-0.0081277
13,0.1940816,0.13422173,"('impolite', 'polite')",0.1940816,0.1342217,-0.0598599
14,0.4670111,0.42571127,"('antisocial', 'social')",0.4670111,0.4257113,-0.0412998
15,0.1112303,-0.1300333,"('boring', 'funny')",0.1112303,-0.1300333,-0.2412636
16,0.06524132,0.10380401,"('unpopular', 'popular')",0.0652413,0.103804,0.0385627
17,-0.31076884,-0.26946074,"('nasty', 'nice')",-0.3107688,-0.2694607,0.0413081
18,-0.014329687,-0.021641478,"('disagreeable', 'welcoming')",-0.0143297,-0.0216415,-0.0073118
19,-1.1262105,-1.1023554,"('inhospitable', 'hospitable')",-1.1262105,-1.1023554,0.0238551
20,0.07621589,0.1044045,"('rough', 'thoughtful')",0.0762159,0.1044045,0.0281886
21,0.2469533,0.43307394,"('immoral', 'moral')",0.2469533,0.4330739,0.1861206
22,0.3185421,0.3047482,"('untrustworthy', 'trustworthy')",0.3185421,0.3047482,-0.0137939
23,2.946197,2.8990364,"('insincere', 'sincere')",2.946197,2.8990364,-0.0471606
24,0.6549088,0.58038723,"('dishonest', 'honest')",0.6549088,0.5803872,-0.0745216
25,-0.50859195,-0.5041239,"('egoistic', 'altruistic')",-0.5085919,-0.5041239,0.004468
26,0.51392186,0.30508605,"('hardhearted', 'benevolent')",0.5139219,0.305086,-0.2088359
27,-0.041788682,-0.11050233,"('hardhearted', 'softhearted')",-0.0417887,-0.1105023,-0.0687136
28,0.35556394,0.42488158,"('disloyal', 'loyal')",0.3555639,0.4248816,0.0693177
29,-0.59123117,-0.64549416,"('unfair', 'fair')",-0.5912312,-0.6454942,-0.054263
30,0.75152344,0.5716105,"('intolerant', 'tolerant')",0.7515234,0.5716105,-0.1799129
31,-1.8024839,-1.7453706,"('evil', 'good')",-1.8024839,-1.7453706,0.0571133
32,0.62848485,0.4823294,"('unkind', 'kind')",0.6284848,0.4823294,-0.1461554
33,-0.444176,-0.47302336,"('wrong', 'right')",-0.444176,-0.4730234,-0.0288474
34,2.1391737,2.3028603,"('mean', 'honorable')",2.1391737,2.3028603,0.1636866
35,-1.142983,-1.2690654,"('corrupt', 'incorrupt')",-1.142983,-1.2690654,-0.1260824
36,-0.87870073,-0.9000869,"('hostile', 'amicable')",-0.8787007,-0.9000869,-0.0213862
37,-0.059846222,-0.08810117,"('fake', 'genuine')",-0.0598462,-0.0881012,-0.028255
38,0.35637647,0.36906403,"('untruthful', 'truthful')",0.3563765,0.369064,0.0126875
39,0.44108477,0.50614727,"('exploitative', 'cooperative')",0.4410848,0.5061473,0.0650625
40,-0.4415184,-0.49750832,"('stingy', 'generous')",-0.4415184,-0.4975083,-0.0559899
41,1.6844676,1.7048677,"('unforgiving', 'forgiving')",1.6844676,1.7048677,0.0204001
42,-0.86192495,-0.85369813,"('unreliable', 'reliable')",-0.8619249,-0.8536981,0.0082268
43,0.46456864,0.5079171,"('irresponsible', 'responsible')",0.4645686,0.5079171,0.0433485
44,-0.97193974,-0.866634,"('prejudiced', 'unprejudiced')",-0.9719397,-0.866634,0.1053057
45,0.3915848,0.50493664,"('incompetent', 'competent')",0.3915848,0.5049366,0.1133518
46,0.28942102,0.35735923,"('uncompetitive', 'competitive')",0.289421,0.3573592,0.0679382
47,1.829513,1.8754447,"('stupid', 'smart')",1.829513,1.8754447,0.0459317
48,0.2758514,0.26455346,"('unintelligent', 'intelligent')",0.2758514,0.2645535,-0.0112979
49,-0.17099759,0.0510397,"('unable', 'able')",-0.1709976,0.0510397,0.2220373
50,0.18701176,0.17693885,"('clumsy', 'skillful')",0.1870118,0.1769388,-0.010073
51,1.1606982,0.90833426,"('uneducated', 'educated')",1.1606982,0.9083343,-0.2523639
52,-0.65361714,-0.7604606,"('irrational', 'rational')",-0.6536171,-0.7604606,-0.1068435
