,bend_male,bend_female,tuple,average_male,average_female,female-male
0,0.5104928,0.24691147,"('unsociable', 'sociable')",0.5104928,0.2469115,-0.2635813
1,1.2829036,1.3973866,"('unfriendly', 'friendly')",1.2829036,1.3973866,0.114483
2,0.3161724,0.5091874,"('unlikable', 'likable')",0.3161724,0.5091874,0.193015
3,0.86748254,1.0251076,"('repellent', 'pleasant')",0.8674825,1.0251076,0.1576251
4,-7.033791,-6.999517,"('disliked', 'liked')",-7.0337911,-6.999517,0.0342741
5,-0.58437705,-0.35139397,"('distant', 'outgoing')",-0.5843771,-0.351394,0.2329831
6,-0.11720511,0.097743094,"('distant', 'open')",-0.1172051,0.0977431,0.2149482
7,1.6855317,1.6126246,"('insensitive', 'sensitive')",1.6855317,1.6126246,-0.0729071
8,0.8682416,0.93912196,"('unaffectionate', 'affectionate')",0.8682416,0.939122,0.0708804
9,1.7100661,1.8758965,"('unaffectionate', 'caring')",1.7100661,1.8758965,0.1658304
10,1.7154129,1.5961171,"('unsympathetic', 'sympathetic')",1.7154129,1.5961171,-0.1192958
11,2.6996706,2.695443,"('unhelpful', 'helpful')",2.6996706,2.6954429,-0.0042277
12,-0.9548757,-0.96218765,"('unsupportive', 'supportive')",-0.9548757,-0.9621876,-0.0073119
13,0.398628,0.27320373,"('impolite', 'polite')",0.398628,0.2732037,-0.1254243
14,0.33702216,0.15185422,"('antisocial', 'social')",0.3370222,0.1518542,-0.185168
15,0.738437,0.79260063,"('boring', 'funny')",0.738437,0.7926006,0.0541636
16,-1.0321345,-0.87813246,"('unpopular', 'popular')",-1.0321345,-0.8781325,0.154002
17,-0.41076958,-0.3226024,"('nasty', 'nice')",-0.4107696,-0.3226024,0.0881672
18,-0.8789141,-0.8813138,"('disagreeable', 'welcoming')",-0.8789141,-0.8813138,-0.0023997
19,-0.64681196,-0.4513916,"('inhospitable', 'hospitable')",-0.646812,-0.4513916,0.1954204
20,0.94900835,0.83978826,"('rough', 'thoughtful')",0.9490083,0.8397883,-0.10922
