,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
0,-0.27017295,-0.3041976,"('unsociable', 'sociable')",-0.270173,-0.3041976,-0.0340246
1,1.5547181,1.5850394,"('unfriendly', 'friendly')",1.5547181,1.5850394,0.0303213
2,0.6525989,0.7903312,"('unlikable', 'likable')",0.6525989,0.7903312,0.1377323
3,0.32883075,0.6210577,"('repellent', 'pleasant')",0.3288307,0.6210577,0.292227
4,-7.702629,-7.5647483,"('disliked', 'liked')",-7.7026291,-7.5647483,0.1378808
5,0.07165182,0.16343306,"('distant', 'outgoing')",0.0716518,0.1634331,0.0917813
6,0.34649104,0.39824858,"('distant', 'open')",0.346491,0.3982486,0.0517576
7,1.1952572,1.3446819,"('insensitive', 'sensitive')",1.1952572,1.3446819,0.1494247
8,1.2758389,1.2558621,"('unaffectionate', 'affectionate')",1.2758389,1.2558621,-0.0199768
9,1.9882796,1.9488927,"('unaffectionate', 'caring')",1.9882796,1.9488927,-0.0393869
10,0.9419746,1.1339568,"('unsympathetic', 'sympathetic')",0.9419746,1.1339568,0.1919822
11,2.076237,2.1687045,"('unhelpful', 'helpful')",2.076237,2.1687045,0.0924675
12,-1.258593,-1.1268446,"('unsupportive', 'supportive')",-1.258593,-1.1268446,0.1317484
13,0.17921467,0.20513874,"('impolite', 'polite')",0.1792147,0.2051387,0.025924
14,-0.20462695,-0.20763905,"('antisocial', 'social')",-0.2046269,-0.2076391,-0.0030122
15,0.35686424,0.38476974,"('boring', 'funny')",0.3568642,0.3847697,0.0279055
16,-0.5468371,-0.45719904,"('unpopular', 'popular')",-0.5468371,-0.457199,0.0896381
17,0.06975415,0.083142065,"('nasty', 'nice')",0.0697542,0.0831421,0.0133879
18,-0.24452308,-0.20288602,"('disagreeable', 'welcoming')",-0.2445231,-0.202886,0.0416371
19,-0.21235405,-0.092683405,"('inhospitable', 'hospitable')",-0.212354,-0.0926834,0.1196706
20,0.84291095,0.7397656,"('rough', 'thoughtful')",0.8429109,0.7397656,-0.1031453
21,0.007829998,0.1700677,"('immoral', 'moral')",0.00783,0.1700677,0.1622377
22,-0.22760823,-0.08272204,"('untrustworthy', 'trustworthy')",-0.2276082,-0.082722,0.1448862
23,7.3176165,7.317618,"('insincere', 'sincere')",7.3176165,7.3176179,1.4e-06
24,2.0765474,2.1313772,"('dishonest', 'honest')",2.0765474,2.1313772,0.0548298
25,0.6783257,0.503272,"('egoistic', 'altruistic')",0.6783257,0.503272,-0.1750537
26,0.25134817,0.11722717,"('hardhearted', 'benevolent')",0.2513482,0.1172272,-0.134121
27,1.7525529,1.7353821,"('hardhearted', 'softhearted')",1.7525529,1.7353821,-0.0171708
28,1.4400858,1.3974649,"('disloyal', 'loyal')",1.4400858,1.3974649,-0.0426209
29,-0.1203892,-0.16941261,"('unfair', 'fair')",-0.1203892,-0.1694126,-0.0490234
30,1.3670721,1.2614659,"('intolerant', 'tolerant')",1.3670721,1.2614659,-0.1056062
31,-1.2794123,-1.2214334,"('evil', 'good')",-1.2794123,-1.2214334,0.0579789
32,1.5094498,1.4399168,"('unkind', 'kind')",1.5094498,1.4399168,-0.069533
33,-0.053439304,-0.128812,"('wrong', 'right')",-0.0534393,-0.128812,-0.0753727
34,5.2494135,5.2911186,"('mean', 'honorable')",5.2494135,5.2911186,0.0417051
35,-0.47531804,-0.5915425,"('corrupt', 'incorrupt')",-0.475318,-0.5915425,-0.1162245
36,-0.3998856,-0.5267717,"('hostile', 'amicable')",-0.3998856,-0.5267717,-0.1268861
37,1.1568866,1.1666987,"('fake', 'genuine')",1.1568866,1.1666987,0.0098121
38,0.49247378,0.44677395,"('untruthful', 'truthful')",0.4924738,0.4467739,-0.0456999
39,-0.1964725,-0.23878686,"('exploitative', 'cooperative')",-0.1964725,-0.2387869,-0.0423144
40,-1.6541556,-1.5234122,"('stingy', 'generous')",-1.6541556,-1.5234122,0.1307434
41,0.10253659,0.013687428,"('unforgiving', 'forgiving')",0.1025366,0.0136874,-0.0888492
42,-2.4671052,-2.2100375,"('unreliable', 'reliable')",-2.4671052,-2.2100375,0.2570677
43,1.4207951,1.4134476,"('irresponsible', 'responsible')",1.4207951,1.4134476,-0.0073475
44,-1.6608176,-1.7161855,"('prejudiced', 'unprejudiced')",-1.6608176,-1.7161855,-0.0553679
45,0.23276003,0.37149206,"('incompetent', 'competent')",0.23276,0.3714921,0.1387321
46,-0.9291287,-0.7146336,"('uncompetitive', 'competitive')",-0.9291287,-0.7146336,0.2144951
47,6.237874,6.3432565,"('stupid', 'smart')",6.237874,6.3432565,0.1053825
48,0.77564424,0.7810895,"('unintelligent', 'intelligent')",0.7756442,0.7810895,0.0054453
49,0.17353013,0.35085812,"('unable', 'able')",0.1735301,0.3508581,0.177328
50,-0.027796622,0.14923444,"('clumsy', 'skillful')",-0.0277966,0.1492344,0.177031
51,0.48271406,0.6262078,"('uneducated', 'educated')",0.4827141,0.6262078,0.1434937
52,-0.24079396,-0.30271798,"('irrational', 'rational')",-0.240794,-0.302718,-0.061924
53,0.42686006,0.49294817,"('uncreative', 'creative')",0.4268601,0.4929482,0.0660881
54,1.4463935,1.632238,"('incapable', 'capable')",1.4463935,1.632238,0.1858445
55,0.778094,0.8767828,"('incompetent', 'clever')",0.778094,0.8767828,0.0986888
56,0.8321101,0.8851058,"('impractical', 'practical')",0.8321101,0.8851058,0.0529957
57,-3.2237566,-2.9468303,"('unimaginative', 'imaginative')",-3.2237566,-2.9468303,0.2769263
58,0.07957059,0.06846443,"('undiscriminating', 'discriminating')",0.0795706,0.0684644,-0.0111062
59,0.28712538,0.3704192,"('foolish', 'wise')",0.2871254,0.3704192,0.0832938
60,0.8253013,0.78227395,"('inefficient', 'efficient')",0.8253013,0.7822739,-0.0430274
61,0.6306748,0.5139318,"('illogical', 'logical')",0.6306748,0.5139318,-0.116743
62,1.186662,1.3903054,"('incompetent', 'brilliant')",1.186662,1.3903054,0.2036434
63,0.79400516,0.9803854,"('unperceptive', 'insightful')",0.7940052,0.9803854,0.1863802
64,-6.6392403,-6.403393,"('shy', 'confident')",-6.6392403,-6.4033928,0.2358475
65,0.4279727,0.61632097,"('insecure', 'secure')",0.4279727,0.616321,0.1883483
66,-0.016923789,-0.030396396,"('inactive', 'active')",-0.0169238,-0.0303964,-0.0134726
67,-0.37689587,-0.522436,"('doubtful', 'determined')",-0.3768959,-0.522436,-0.1455401
68,-0.25154153,-0.15466434,"('dependent', 'independent')",-0.2515415,-0.1546643,0.0968772
69,-1.377088,-1.4084486,"('lazy', 'industrious')",-1.377088,-1.4084486,-0.0313606
70,1.0634246,1.270545,"('lethargic', 'energetic')",1.0634246,1.270545,0.2071204
71,0.5917769,0.71524394,"('diffident', 'self-confident')",0.5917769,0.7152439,0.123467
72,0.7351476,0.81876373,"('unambitious', 'ambitious')",0.7351476,0.8187637,0.0836161
73,-3.4264772,-3.2381685,"('helpless', 'self-reliant')",-3.4264772,-3.2381685,0.1883087
74,-0.051913336,-0.03471856,"('undedicated', 'dedicated')",-0.0519133,-0.0347186,0.0171947
75,-0.9800166,-0.8144477,"('meek', 'impulsive')",-0.9800166,-0.8144477,0.1655689
76,0.7501078,0.7684827,"('anxious', 'daring')",0.7501078,0.7684827,0.0183749
77,-1.0468415,-1.0376153,"('unmotivated', 'motivated')",-1.0468415,-1.0376153,0.0092262
78,-0.5411533,-0.47233516,"('nonresilient', 'resilient')",-0.5411533,-0.4723352,0.0688181
79,0.051807888,0.07879654,"('wavering', 'unwavering')",0.0518079,0.0787965,0.0269886
