,hare_male,hare_female,tuple,average_male,average_female,female-male
0,-0.16352272,-0.23365137,"('unsociable', 'sociable')",-0.1635227,-0.2336514,-0.0701287
1,1.5933334,1.5606763,"('unfriendly', 'friendly')",1.5933334,1.5606763,-0.0326571
2,-0.27095038,-0.2006791,"('unlikable', 'likable')",-0.2709504,-0.2006791,0.0702713
3,0.4307915,0.44722408,"('repellent', 'pleasant')",0.4307915,0.4472241,0.0164326
4,-7.1081815,-7.2213907,"('disliked', 'liked')",-7.1081815,-7.2213907,-0.1132092
5,-0.2706823,-0.23427147,"('distant', 'outgoing')",-0.2706823,-0.2342715,0.0364108
6,0.37275335,0.33744395,"('distant', 'open')",0.3727534,0.3374439,-0.0353095
7,0.64818734,0.6683325,"('insensitive', 'sensitive')",0.6481873,0.6683325,0.0201452
8,1.408323,1.3383781,"('unaffectionate', 'affectionate')",1.408323,1.3383781,-0.0699449
9,1.5363762,1.5886165,"('unaffectionate', 'caring')",1.5363762,1.5886165,0.0522403
10,0.9328674,0.8872245,"('unsympathetic', 'sympathetic')",0.9328674,0.8872245,-0.0456429
11,1.3988347,1.4204305,"('unhelpful', 'helpful')",1.3988347,1.4204305,0.0215958
12,-1.7349445,-1.7493912,"('unsupportive', 'supportive')",-1.7349445,-1.7493912,-0.0144467
13,-0.40815887,-0.44170514,"('impolite', 'polite')",-0.4081589,-0.4417051,-0.0335462
14,0.030961616,-0.006351115,"('antisocial', 'social')",0.0309616,-0.0063511,-0.0373127
15,0.21809079,0.15182564,"('boring', 'funny')",0.2180908,0.1518256,-0.0662652
16,-0.47884098,-0.4307109,"('unpopular', 'popular')",-0.478841,-0.4307109,0.0481301
17,-0.31863242,-0.2249819,"('nasty', 'nice')",-0.3186324,-0.2249819,0.0936505
18,0.0016186945,-0.10846996,"('disagreeable', 'welcoming')",0.0016187,-0.10847,-0.1100887
19,-0.39843196,-0.42250773,"('inhospitable', 'hospitable')",-0.398432,-0.4225077,-0.0240757
20,0.8878044,0.8435004,"('rough', 'thoughtful')",0.8878044,0.8435004,-0.044304
21,-0.5429833,-0.5149765,"('immoral', 'moral')",-0.5429833,-0.5149765,0.0280068
22,-0.63352203,-0.7099271,"('untrustworthy', 'trustworthy')",-0.633522,-0.7099271,-0.0764051
23,6.2758703,6.289869,"('insincere', 'sincere')",6.2758703,6.2898688,0.0139985
24,1.3395946,1.2143917,"('dishonest', 'honest')",1.3395946,1.2143917,-0.1252029
25,0.8290796,0.80453306,"('egoistic', 'altruistic')",0.8290796,0.8045331,-0.0245465
26,0.9125051,0.8949346,"('hardhearted', 'benevolent')",0.9125051,0.8949346,-0.0175705
27,1.6859692,1.5550914,"('hardhearted', 'softhearted')",1.6859692,1.5550914,-0.1308778
28,1.0877095,1.0275725,"('disloyal', 'loyal')",1.0877095,1.0275725,-0.060137
29,-0.744642,-0.8138332,"('unfair', 'fair')",-0.744642,-0.8138332,-0.0691912
30,0.73897165,0.6482702,"('intolerant', 'tolerant')",0.7389717,0.6482702,-0.0907015
31,-1.2592137,-1.2062479,"('evil', 'good')",-1.2592137,-1.2062479,0.0529658
32,0.88628346,0.8132454,"('unkind', 'kind')",0.8862835,0.8132454,-0.0730381
33,-0.35490155,-0.3325957,"('wrong', 'right')",-0.3549016,-0.3325957,0.0223059
34,4.863874,4.9968224,"('mean', 'honorable')",4.863874,4.9968224,0.1329484
35,-0.15008748,-0.29584628,"('corrupt', 'incorrupt')",-0.1500875,-0.2958463,-0.1457588
36,-0.34434623,-0.36155456,"('hostile', 'amicable')",-0.3443462,-0.3615546,-0.0172084
37,0.89113915,0.8289188,"('fake', 'genuine')",0.8911391,0.8289188,-0.0622203
38,-0.07180774,-0.04560983,"('untruthful', 'truthful')",-0.0718077,-0.0456098,0.0261979
39,0.38990107,0.3869585,"('exploitative', 'cooperative')",0.3899011,0.3869585,-0.0029426
40,-1.2430117,-1.444851,"('stingy', 'generous')",-1.2430117,-1.444851,-0.2018393
41,-0.061440073,-0.054887563,"('unforgiving', 'forgiving')",-0.0614401,-0.0548876,0.0065525
42,-2.454678,-2.5928333,"('unreliable', 'reliable')",-2.4546781,-2.5928333,-0.1381552
43,0.8523656,0.81756675,"('irresponsible', 'responsible')",0.8523656,0.8175668,-0.0347988
44,-0.9223829,-0.9243722,"('prejudiced', 'unprejudiced')",-0.9223829,-0.9243722,-0.0019893
45,-0.36149567,-0.40792367,"('incompetent', 'competent')",-0.3614957,-0.4079237,-0.046428
46,-0.8169469,-0.94737935,"('uncompetitive', 'competitive')",-0.8169469,-0.9473794,-0.1304325
47,4.9435525,5.109084,"('stupid', 'smart')",4.9435525,5.1090841,0.1655316
48,0.31040457,0.2273865,"('unintelligent', 'intelligent')",0.3104046,0.2273865,-0.0830181
49,-0.008588964,-0.004639657,"('unable', 'able')",-0.008589,-0.0046397,0.0039493
50,-0.42990464,-0.5200119,"('clumsy', 'skillful')",-0.4299046,-0.5200119,-0.0901073
51,0.5693627,0.4584805,"('uneducated', 'educated')",0.5693627,0.4584805,-0.1108822
52,-0.28449997,-0.31579888,"('irrational', 'rational')",-0.2845,-0.3157989,-0.0312989
53,-0.037186407,-0.12112321,"('uncreative', 'creative')",-0.0371864,-0.1211232,-0.0839368
