,metaphor_male,metaphor_female,tuple,average_male,average_female,female-male
0,0.098036304,0.055100523,"('unsociable', 'sociable')",0.0980363,0.0551005,-0.0429358
1,1.4678103,1.4533798,"('unfriendly', 'friendly')",1.4678103,1.4533798,-0.0144305
2,0.6546896,0.77344996,"('unlikable', 'likable')",0.6546896,0.77345,0.1187604
3,0.9398258,1.077328,"('repellent', 'pleasant')",0.9398258,1.077328,0.1375022
4,-7.256453,-7.09532,"('disliked', 'liked')",-7.256453,-7.0953202,0.1611328
5,0.008728289,0.078151815,"('distant', 'outgoing')",0.0087283,0.0781518,0.0694235
6,0.22111762,0.28037083,"('distant', 'open')",0.2211176,0.2803708,0.0592532
7,1.5904299,1.5974556,"('insensitive', 'sensitive')",1.5904299,1.5974556,0.0070257
8,1.1223866,1.1194236,"('unaffectionate', 'affectionate')",1.1223866,1.1194236,-0.002963
9,1.4594873,1.5317845,"('unaffectionate', 'caring')",1.4594873,1.5317845,0.0722972
10,1.5573213,1.5872254,"('unsympathetic', 'sympathetic')",1.5573213,1.5872254,0.0299041
11,2.272988,2.270492,"('unhelpful', 'helpful')",2.2729881,2.2704921,-0.002496
12,-0.82758206,-0.755017,"('unsupportive', 'supportive')",-0.8275821,-0.755017,0.0725651
13,0.36308578,0.2728405,"('impolite', 'polite')",0.3630858,0.2728405,-0.0902453
14,0.16625537,0.07067466,"('antisocial', 'social')",0.1662554,0.0706747,-0.0955807
15,0.1886293,0.20160499,"('boring', 'funny')",0.1886293,0.201605,0.0129757
16,-0.53458947,-0.42390352,"('unpopular', 'popular')",-0.5345895,-0.4239035,0.110686
17,-0.10718538,-0.056284707,"('nasty', 'nice')",-0.1071854,-0.0562847,0.0509007
18,-0.044822287,-0.036079325,"('disagreeable', 'welcoming')",-0.0448223,-0.0360793,0.008743
19,-0.14785047,-0.06326285,"('inhospitable', 'hospitable')",-0.1478505,-0.0632629,0.0845876
20,0.8663541,0.75521195,"('rough', 'thoughtful')",0.8663541,0.7552119,-0.1111422
21,0.47033405,0.5291917,"('immoral', 'moral')",0.4703341,0.5291917,0.0588576
22,0.12753874,0.08859577,"('untrustworthy', 'trustworthy')",0.1275387,0.0885958,-0.0389429
23,6.943584,6.8964133,"('insincere', 'sincere')",6.943584,6.8964133,-0.0471707
24,2.4453783,2.4158149,"('dishonest', 'honest')",2.4453783,2.4158149,-0.0295634
25,0.23134643,0.2233112,"('egoistic', 'altruistic')",0.2313464,0.2233112,-0.0080352
26,-0.0029683262,-0.01995086,"('hardhearted', 'benevolent')",-0.0029683,-0.0199509,-0.0169826
27,1.5082037,1.4389125,"('hardhearted', 'softhearted')",1.5082037,1.4389125,-0.0692912
28,1.2715309,1.2889534,"('disloyal', 'loyal')",1.2715309,1.2889534,0.0174225
29,-0.13550988,-0.2175771,"('unfair', 'fair')",-0.1355099,-0.2175771,-0.0820672
30,1.0862962,0.9855502,"('intolerant', 'tolerant')",1.0862962,0.9855502,-0.100746
31,-1.4081864,-1.3853778,"('evil', 'good')",-1.4081864,-1.3853778,0.0228086
32,1.4724203,1.4021462,"('unkind', 'kind')",1.4724203,1.4021462,-0.0702741
33,-0.53998613,-0.5348542,"('wrong', 'right')",-0.5399861,-0.5348542,0.0051319
34,4.582952,4.6663046,"('mean', 'honorable')",4.582952,4.6663046,0.0833526
35,-0.9466653,-1.0161012,"('corrupt', 'incorrupt')",-0.9466653,-1.0161012,-0.0694359
36,-1.1991893,-1.1587073,"('hostile', 'amicable')",-1.1991893,-1.1587073,0.040482
