,tracksuit_male,tracksuit_female,tuple,average_male,average_female,female-male
0,0.34065694,0.2305612,"('unsociable', 'sociable')",0.3406569,0.2305612,-0.1100957
1,0.76051724,0.6976595,"('unfriendly', 'friendly')",0.7605172,0.6976595,-0.0628577
2,-0.008760696,0.028228857,"('unlikable', 'likable')",-0.0087607,0.0282289,0.0369896
3,0.25863558,0.2707204,"('repellent', 'pleasant')",0.2586356,0.2707204,0.0120848
4,-4.093048,-4.1453686,"('disliked', 'liked')",-4.0930481,-4.1453686,-0.0523205
5,-0.93924636,-0.9600984,"('distant', 'outgoing')",-0.9392464,-0.9600984,-0.020852
6,-0.5022772,-0.56676584,"('distant', 'open')",-0.5022772,-0.5667658,-0.0644886
7,0.7961287,0.82447344,"('insensitive', 'sensitive')",0.7961287,0.8244734,0.0283447
8,0.3044393,0.27237457,"('unaffectionate', 'affectionate')",0.3044393,0.2723746,-0.0320647
9,0.98499346,0.9652388,"('unaffectionate', 'caring')",0.9849935,0.9652388,-0.0197547
10,0.23986506,0.24041271,"('unsympathetic', 'sympathetic')",0.2398651,0.2404127,0.0005476
11,0.9689076,1.0094066,"('unhelpful', 'helpful')",0.9689076,1.0094066,0.040499
12,-1.0273628,-1.0083761,"('unsupportive', 'supportive')",-1.0273628,-1.0083761,0.0189867
13,-0.06666559,-0.11393285,"('impolite', 'polite')",-0.0666656,-0.1139328,-0.0472672
14,0.4622923,0.4384394,"('antisocial', 'social')",0.4622923,0.4384394,-0.0238529
15,0.32358602,0.29561782,"('boring', 'funny')",0.323586,0.2956178,-0.0279682
16,-0.60767114,-0.6367961,"('unpopular', 'popular')",-0.6076711,-0.6367961,-0.029125
17,-0.40535378,-0.38898712,"('nasty', 'nice')",-0.4053538,-0.3889871,0.0163667
18,-0.37394366,-0.43284065,"('disagreeable', 'welcoming')",-0.3739437,-0.4328406,-0.0588969
19,-1.6803364,-1.6913834,"('inhospitable', 'hospitable')",-1.6803364,-1.6913834,-0.011047
20,0.23653893,0.23822066,"('rough', 'thoughtful')",0.2365389,0.2382207,0.0016818
21,0.34453177,0.32725474,"('immoral', 'moral')",0.3445318,0.3272547,-0.0172771
22,0.035185236,0.012364607,"('untrustworthy', 'trustworthy')",0.0351852,0.0123646,-0.0228206
23,3.7292855,3.729106,"('insincere', 'sincere')",3.7292855,3.7291059,-0.0001796
24,0.8073834,0.72857165,"('dishonest', 'honest')",0.8073834,0.7285717,-0.0788117
25,0.7488095,0.7189153,"('egoistic', 'altruistic')",0.7488095,0.7189153,-0.0298942
26,0.5249808,0.53591007,"('hardhearted', 'benevolent')",0.5249808,0.5359101,0.0109293
27,0.46764112,0.39512506,"('hardhearted', 'softhearted')",0.4676411,0.3951251,-0.072516
28,1.0976439,0.9876845,"('disloyal', 'loyal')",1.0976439,0.9876845,-0.1099594
29,0.06920327,-0.022900378,"('unfair', 'fair')",0.0692033,-0.0229004,-0.0921037
30,1.030303,0.9694445,"('intolerant', 'tolerant')",1.030303,0.9694445,-0.0608585
31,-1.3716475,-1.3229997,"('evil', 'good')",-1.3716475,-1.3229997,0.0486478
32,0.9827642,0.91520005,"('unkind', 'kind')",0.9827642,0.9152001,-0.0675641
33,-0.14279342,-0.16944583,"('wrong', 'right')",-0.1427934,-0.1694458,-0.0266524
34,2.948884,3.0247748,"('mean', 'honorable')",2.948884,3.0247748,0.0758908
35,-1.2854213,-1.3420253,"('corrupt', 'incorrupt')",-1.2854213,-1.3420253,-0.056604
36,-0.6985015,-0.73099446,"('hostile', 'amicable')",-0.6985015,-0.7309945,-0.032493
37,0.21245266,0.21097255,"('fake', 'genuine')",0.2124527,0.2109725,-0.0014802
38,0.23311067,0.23168054,"('untruthful', 'truthful')",0.2331107,0.2316805,-0.0014302
39,0.007199047,0.049034767,"('exploitative', 'cooperative')",0.007199,0.0490348,0.0418358
40,-0.9142095,-0.9723939,"('stingy', 'generous')",-0.9142095,-0.9723939,-0.0581844
41,0.14690278,0.10249156,"('unforgiving', 'forgiving')",0.1469028,0.1024916,-0.0444112
42,-1.2252307,-1.2475768,"('unreliable', 'reliable')",-1.2252307,-1.2475768,-0.0223461
43,0.33279526,0.34578496,"('irresponsible', 'responsible')",0.3327953,0.345785,0.0129897
44,-0.97828895,-0.9455214,"('prejudiced', 'unprejudiced')",-0.9782889,-0.9455214,0.0327675
45,-0.3515978,-0.38960344,"('incompetent', 'competent')",-0.3515978,-0.3896034,-0.0380056
46,-0.008190058,-0.05254793,"('uncompetitive', 'competitive')",-0.0081901,-0.0525479,-0.0443578
47,3.1034484,3.142375,"('stupid', 'smart')",3.1034484,3.142375,0.0389266
48,0.53764397,0.48760766,"('unintelligent', 'intelligent')",0.537644,0.4876077,-0.0500363
49,-0.30865875,-0.30618995,"('unable', 'able')",-0.3086587,-0.30619,0.0024687
50,-0.33868727,-0.36710125,"('clumsy', 'skillful')",-0.3386873,-0.3671013,-0.028414
51,0.030664235,-0.035221055,"('uneducated', 'educated')",0.0306642,-0.0352211,-0.0658853
52,-0.6203705,-0.7134253,"('irrational', 'rational')",-0.6203705,-0.7134253,-0.0930548
53,-0.12390009,-0.21628056,"('uncreative', 'creative')",-0.1239001,-0.2162806,-0.0923805
54,-0.075992346,-0.04153306,"('incapable', 'capable')",-0.0759923,-0.0415331,0.0344592
55,0.78336865,0.7687264,"('incompetent', 'clever')",0.7833686,0.7687264,-0.0146422
56,1.0138519,0.9858085,"('impractical', 'practical')",1.0138519,0.9858085,-0.0280434
57,-1.7129388,-1.7344066,"('unimaginative', 'imaginative')",-1.7129388,-1.7344066,-0.0214678
58,0.05553328,0.05961928,"('undiscriminating', 'discriminating')",0.0555333,0.0596193,0.004086
59,-0.4318217,-0.42170602,"('foolish', 'wise')",-0.4318217,-0.421706,0.0101157
60,1.4237368,1.4106624,"('inefficient', 'efficient')",1.4237368,1.4106624,-0.0130744
61,1.0276761,0.8947376,"('illogical', 'logical')",1.0276761,0.8947376,-0.1329385
62,0.11612809,0.15266712,"('incompetent', 'brilliant')",0.1161281,0.1526671,0.036539
63,0.35044426,0.3724319,"('unperceptive', 'insightful')",0.3504443,0.3724319,0.0219876
64,-3.3288596,-3.314187,"('shy', 'confident')",-3.3288596,-3.314187,0.0146726
65,0.7757324,0.77708167,"('insecure', 'secure')",0.7757324,0.7770817,0.0013493
66,-0.8360246,-0.8316641,"('inactive', 'active')",-0.8360246,-0.8316641,0.0043605
67,-0.13019842,-0.15397587,"('doubtful', 'determined')",-0.1301984,-0.1539759,-0.0237775
68,-0.23525123,-0.30899817,"('dependent', 'independent')",-0.2352512,-0.3089982,-0.073747
69,-1.1501344,-1.1319805,"('lazy', 'industrious')",-1.1501344,-1.1319805,0.0181539
70,0.47334212,0.46273637,"('lethargic', 'energetic')",0.4733421,0.4627364,-0.0106057
71,0.59884137,0.5996466,"('diffident', 'self-confident')",0.5988414,0.5996466,0.0008052
72,0.32334238,0.35000354,"('unambitious', 'ambitious')",0.3233424,0.3500035,0.0266611
73,-1.9510312,-1.915101,"('helpless', 'self-reliant')",-1.9510312,-1.9151011,0.0359301
74,-0.086554796,-0.16685715,"('undedicated', 'dedicated')",-0.0865548,-0.1668572,-0.0803024
75,-0.8877278,-0.83205277,"('meek', 'impulsive')",-0.8877278,-0.8320528,0.055675
76,0.2579475,0.25539768,"('anxious', 'daring')",0.2579475,0.2553977,-0.0025498
77,-0.5453169,-0.52409667,"('unmotivated', 'motivated')",-0.5453169,-0.5240967,0.0212202
78,-0.6148729,-0.59676886,"('nonresilient', 'resilient')",-0.6148729,-0.5967689,0.018104
79,-0.9511366,-0.9778268,"('wavering', 'unwavering')",-0.9511366,-0.9778268,-0.0266902
80,-0.03418231,-0.024991453,"('dominated', 'dominating')",-0.0341823,-0.0249915,0.0091908
81,0.399922,0.44443193,"('submissive', 'aggressive')",0.399922,0.4444319,0.0445099
82,3.0601137,3.0763733,"('poor', 'rich')",3.0601137,3.0763733,0.0162596
83,0.082913466,0.062062107,"('powerless', 'powerful')",0.0829135,0.0620621,-0.0208514
84,0.17876136,0.14019105,"('inferior', 'superior')",0.1787614,0.140191,-0.0385704
85,-0.21564719,-0.19439635,"('insignificant', 'prestigious')",-0.2156472,-0.1943963,0.0212509
86,0.35534126,0.23475906,"('uninfluential', 'influential')",0.3553413,0.2347591,-0.1205822
87,-0.16912073,-0.1548285,"('unsuccessful', 'successful')",-0.1691207,-0.1548285,0.0142922
88,-0.041136958,-0.04616986,"('low', 'eminent')",-0.041137,-0.0461699,-0.0050329
