,continent_male,continent_female,tuple,average_male,average_female,female-male
0,0.39435586,0.2694528,"('unsociable', 'sociable')",0.3943559,0.2694528,-0.1249031
1,1.7733761,1.6630896,"('unfriendly', 'friendly')",1.7733761,1.6630896,-0.1102865
2,0.33836028,0.4775836,"('unlikable', 'likable')",0.3383603,0.4775836,0.1392233
3,1.1807369,1.201117,"('repellent', 'pleasant')",1.1807369,1.201117,0.0203801
4,-6.875615,-6.8799906,"('disliked', 'liked')",-6.8756151,-6.8799906,-0.0043755
5,0.120996855,0.3014574,"('distant', 'outgoing')",0.1209969,0.3014574,0.1804605
6,0.37674236,0.4855539,"('distant', 'open')",0.3767424,0.4855539,0.1088115
7,1.5616981,1.4909154,"('insensitive', 'sensitive')",1.5616981,1.4909154,-0.0707827
8,1.0470027,1.06603,"('unaffectionate', 'affectionate')",1.0470027,1.06603,0.0190273
9,1.6224049,1.7114513,"('unaffectionate', 'caring')",1.6224049,1.7114513,0.0890464
10,1.2480015,1.2301961,"('unsympathetic', 'sympathetic')",1.2480015,1.2301961,-0.0178054
11,2.159443,2.1665137,"('unhelpful', 'helpful')",2.1594429,2.1665137,0.0070708
12,-0.9785711,-0.8213904,"('unsupportive', 'supportive')",-0.9785711,-0.8213904,0.1571807
13,0.17071971,-0.007905498,"('impolite', 'polite')",0.1707197,-0.0079055,-0.1786252
14,-0.0038598813,-0.055785686,"('antisocial', 'social')",-0.0038599,-0.0557857,-0.0519258
15,0.574597,0.52946436,"('boring', 'funny')",0.574597,0.5294644,-0.0451326
16,-0.3869433,-0.26355127,"('unpopular', 'popular')",-0.3869433,-0.2635513,0.123392
17,-0.36005026,-0.23621908,"('nasty', 'nice')",-0.3600503,-0.2362191,0.1238312
18,-0.16535728,-0.107641816,"('disagreeable', 'welcoming')",-0.1653573,-0.1076418,0.0577155
19,-0.15604793,0.060331024,"('inhospitable', 'hospitable')",-0.1560479,0.060331,0.2163789
20,0.36331177,0.21984,"('rough', 'thoughtful')",0.3633118,0.21984,-0.1434718
21,0.20036356,0.35524267,"('immoral', 'moral')",0.2003636,0.3552427,0.1548791
