,politician_male,politician_female,tuple,average_male,average_female,female-male
0,0.65454096,0.6284447,"('unsociable', 'sociable')",0.654541,0.6284447,-0.0260963
1,-0.006610658,-0.10732232,"('unfriendly', 'friendly')",-0.0066107,-0.1073223,-0.1007116
2,-0.54964703,-0.47321025,"('unlikable', 'likable')",-0.549647,-0.4732102,0.0764368
3,1.1559312,1.260201,"('repellent', 'pleasant')",1.1559312,1.260201,0.1042698
4,-6.6261907,-6.762047,"('disliked', 'liked')",-6.6261907,-6.7620468,-0.1358561
5,-2.0421374,-1.9919426,"('distant', 'outgoing')",-2.0421374,-1.9919426,0.0501948
6,-1.617294,-1.6288936,"('distant', 'open')",-1.617294,-1.6288936,-0.0115996
7,1.479682,1.4502152,"('insensitive', 'sensitive')",1.479682,1.4502152,-0.0294668
8,0.121099174,0.016535528,"('unaffectionate', 'affectionate')",0.1210992,0.0165355,-0.1045637
9,1.0734254,0.9994159,"('unaffectionate', 'caring')",1.0734254,0.9994159,-0.0740095
10,1.4578879,1.5113902,"('unsympathetic', 'sympathetic')",1.4578879,1.5113902,0.0535023
11,1.6947863,1.6811978,"('unhelpful', 'helpful')",1.6947863,1.6811978,-0.0135885
12,-1.6817098,-1.732529,"('unsupportive', 'supportive')",-1.6817098,-1.732529,-0.0508192
13,0.06265023,0.10706444,"('impolite', 'polite')",0.0626502,0.1070644,0.0444142
14,1.2176745,1.2507805,"('antisocial', 'social')",1.2176745,1.2507805,0.033106
15,-0.44530633,-0.56376433,"('boring', 'funny')",-0.4453063,-0.5637643,-0.118458
16,-0.7070964,-0.71342427,"('unpopular', 'popular')",-0.7070964,-0.7134243,-0.0063279
17,-0.7708126,-0.73597807,"('nasty', 'nice')",-0.7708126,-0.7359781,0.0348345
18,-0.7256515,-0.75832033,"('disagreeable', 'welcoming')",-0.7256515,-0.7583203,-0.0326688
19,-1.5841514,-1.6137365,"('inhospitable', 'hospitable')",-1.5841514,-1.6137365,-0.0295851
20,0.9439341,0.9469534,"('rough', 'thoughtful')",0.9439341,0.9469534,0.0030193
21,0.4858963,0.6009712,"('immoral', 'moral')",0.4858963,0.6009712,0.1150749
22,0.10419211,0.038156852,"('untrustworthy', 'trustworthy')",0.1041921,0.0381569,-0.0660352
23,6.1450615,6.1012115,"('insincere', 'sincere')",6.1450615,6.1012115,-0.04385
24,0.9540626,0.84812266,"('dishonest', 'honest')",0.9540626,0.8481227,-0.1059399
25,0.42660686,0.30572394,"('egoistic', 'altruistic')",0.4266069,0.3057239,-0.120883
26,0.88187927,0.83282024,"('hardhearted', 'benevolent')",0.8818793,0.8328202,-0.0490591
27,0.395879,0.31760952,"('hardhearted', 'softhearted')",0.395879,0.3176095,-0.0782695
28,0.88151217,0.8158412,"('disloyal', 'loyal')",0.8815122,0.8158412,-0.065671
29,-1.2760428,-1.3792658,"('unfair', 'fair')",-1.2760428,-1.3792658,-0.103223
30,1.3695117,1.4321976,"('intolerant', 'tolerant')",1.3695117,1.4321976,0.0626859
31,-2.825592,-2.8333123,"('evil', 'good')",-2.825592,-2.8333123,-0.0077203
32,1.2730467,1.1499795,"('unkind', 'kind')",1.2730467,1.1499795,-0.1230672
33,-0.8335502,-0.898317,"('wrong', 'right')",-0.8335502,-0.898317,-0.0647668
34,3.9377148,4.0742636,"('mean', 'honorable')",3.9377148,4.0742636,0.1365488
35,-1.5086747,-1.6999826,"('corrupt', 'incorrupt')",-1.5086747,-1.6999826,-0.1913079
36,-1.7077405,-1.7859654,"('hostile', 'amicable')",-1.7077405,-1.7859654,-0.0782249
37,0.70680344,0.66141486,"('fake', 'genuine')",0.7068034,0.6614149,-0.0453885
38,-0.25273737,-0.31100714,"('untruthful', 'truthful')",-0.2527374,-0.3110071,-0.0582697
39,0.28369832,0.2892964,"('exploitative', 'cooperative')",0.2836983,0.2892964,0.0055981
40,-1.6599395,-1.7567673,"('stingy', 'generous')",-1.6599395,-1.7567673,-0.0968278
41,-0.39611802,-0.390704,"('unforgiving', 'forgiving')",-0.396118,-0.390704,0.005414
42,-1.7438511,-1.747273,"('unreliable', 'reliable')",-1.7438511,-1.747273,-0.0034219
43,1.1835485,1.1615186,"('irresponsible', 'responsible')",1.1835485,1.1615186,-0.0220299
44,-0.60992986,-0.54726034,"('prejudiced', 'unprejudiced')",-0.6099299,-0.5472603,0.0626696
45,0.22258359,0.19262137,"('incompetent', 'competent')",0.2225836,0.1926214,-0.0299622
46,0.2555882,0.2855016,"('uncompetitive', 'competitive')",0.2555882,0.2855016,0.0299134
47,4.9799695,5.0830636,"('stupid', 'smart')",4.9799695,5.0830636,0.1030941
48,0.099495456,0.09134926,"('unintelligent', 'intelligent')",0.0994955,0.0913493,-0.0081462
49,-0.15173723,-0.051403247,"('unable', 'able')",-0.1517372,-0.0514032,0.100334
50,-0.77014446,-0.8147019,"('clumsy', 'skillful')",-0.7701445,-0.8147019,-0.0445574
51,1.4201418,1.3889716,"('uneducated', 'educated')",1.4201418,1.3889716,-0.0311702
52,-1.5067824,-1.6222738,"('irrational', 'rational')",-1.5067824,-1.6222738,-0.1154914
53,-0.12121399,-0.2638116,"('uncreative', 'creative')",-0.121214,-0.2638116,-0.1425976
54,0.9077564,0.9067813,"('incapable', 'capable')",0.9077564,0.9067813,-0.0009751
55,1.4212132,1.4617381,"('incompetent', 'clever')",1.4212132,1.4617381,0.0405249
56,1.5925342,1.5447676,"('impractical', 'practical')",1.5925342,1.5447676,-0.0477666
57,-2.088523,-2.0849028,"('unimaginative', 'imaginative')",-2.0885229,-2.0849028,0.0036201
58,-0.38674188,-0.3504744,"('undiscriminating', 'discriminating')",-0.3867419,-0.3504744,0.0362675
59,-1.1350477,-1.2479402,"('foolish', 'wise')",-1.1350477,-1.2479402,-0.1128925
60,1.4917511,1.6500516,"('inefficient', 'efficient')",1.4917511,1.6500516,0.1583005
