,dome_male,dome_female,tuple,average_male,average_female,female-male
0,-0.13048017,-0.17224802,"('unsociable', 'sociable')",-0.1304802,-0.172248,-0.0417678
1,1.4049443,1.2660321,"('unfriendly', 'friendly')",1.4049443,1.2660321,-0.1389122
2,0.32548618,0.46212405,"('unlikable', 'likable')",0.3254862,0.462124,0.1366378
3,0.970233,1.0390517,"('repellent', 'pleasant')",0.970233,1.0390517,0.0688187
4,-7.177018,-7.3105874,"('disliked', 'liked')",-7.1770182,-7.3105874,-0.1335692
5,-0.4273064,-0.43310574,"('distant', 'outgoing')",-0.4273064,-0.4331057,-0.0057993
6,0.26477596,0.18628421,"('distant', 'open')",0.264776,0.1862842,-0.0784918
7,0.927344,0.9558524,"('insensitive', 'sensitive')",0.927344,0.9558524,0.0285084
8,1.086211,0.9881774,"('unaffectionate', 'affectionate')",1.086211,0.9881774,-0.0980336
9,1.5900632,1.5974764,"('unaffectionate', 'caring')",1.5900632,1.5974764,0.0074132
10,1.054138,1.095892,"('unsympathetic', 'sympathetic')",1.0541379,1.095892,0.0417541
11,1.390284,1.4734972,"('unhelpful', 'helpful')",1.3902839,1.4734972,0.0832133
12,-1.6185777,-1.6368442,"('unsupportive', 'supportive')",-1.6185777,-1.6368442,-0.0182665
13,-0.15231988,-0.06578214,"('impolite', 'polite')",-0.1523199,-0.0657821,0.0865378
14,-0.25953415,-0.2890563,"('antisocial', 'social')",-0.2595342,-0.2890563,-0.0295221
15,0.015467532,-0.05768309,"('boring', 'funny')",0.0154675,-0.0576831,-0.0731506
16,0.009195432,-0.032088228,"('unpopular', 'popular')",0.0091954,-0.0320882,-0.0412836
17,-0.17605706,-0.09793495,"('nasty', 'nice')",-0.1760571,-0.0979349,0.0781222
18,-0.55090106,-0.50823814,"('disagreeable', 'welcoming')",-0.5509011,-0.5082381,0.042663
19,-0.5813549,-0.6129567,"('inhospitable', 'hospitable')",-0.5813549,-0.6129567,-0.0316018
20,0.9191394,0.872375,"('rough', 'thoughtful')",0.9191394,0.872375,-0.0467644
21,-0.3473199,-0.16877466,"('immoral', 'moral')",-0.3473199,-0.1687747,0.1785452
22,-0.5025755,-0.4544515,"('untrustworthy', 'trustworthy')",-0.5025755,-0.4544515,0.048124
23,5.7625856,5.848195,"('insincere', 'sincere')",5.7625856,5.8481951,0.0856095
24,1.4827464,1.4293799,"('dishonest', 'honest')",1.4827464,1.4293799,-0.0533665
25,0.39070547,0.38673443,"('egoistic', 'altruistic')",0.3907055,0.3867344,-0.0039711
26,0.78765815,0.58076626,"('hardhearted', 'benevolent')",0.7876582,0.5807663,-0.2068919
27,1.9621079,1.7858411,"('hardhearted', 'softhearted')",1.9621079,1.7858411,-0.1762668
28,1.2088132,1.1246854,"('disloyal', 'loyal')",1.2088132,1.1246854,-0.0841278
29,-0.35103655,-0.4639482,"('unfair', 'fair')",-0.3510365,-0.4639482,-0.1129117
30,0.5674449,0.6469884,"('intolerant', 'tolerant')",0.5674449,0.6469884,0.0795435
31,-1.0543048,-1.1968706,"('evil', 'good')",-1.0543048,-1.1968706,-0.1425658
32,1.2225515,1.1352311,"('unkind', 'kind')",1.2225515,1.1352311,-0.0873204
33,-0.4508148,-0.49262303,"('wrong', 'right')",-0.4508148,-0.492623,-0.0418082
34,4.268491,4.468172,"('mean', 'honorable')",4.2684908,4.4681721,0.1996813
35,-0.6988477,-1.008049,"('corrupt', 'incorrupt')",-0.6988477,-1.008049,-0.3092013
36,-0.39772904,-0.6043154,"('hostile', 'amicable')",-0.397729,-0.6043154,-0.2065864
37,0.91478944,0.9200933,"('fake', 'genuine')",0.9147894,0.9200933,0.0053039
38,-0.25605458,-0.21621773,"('untruthful', 'truthful')",-0.2560546,-0.2162177,0.0398369
39,-0.08800659,0.014614801,"('exploitative', 'cooperative')",-0.0880066,0.0146148,0.1026214
40,-1.4532492,-1.627722,"('stingy', 'generous')",-1.4532492,-1.627722,-0.1744728
41,0.16863725,0.1323318,"('unforgiving', 'forgiving')",0.1686372,0.1323318,-0.0363054
42,-1.9405845,-1.8788736,"('unreliable', 'reliable')",-1.9405845,-1.8788736,0.0617109
43,0.88810384,1.0091882,"('irresponsible', 'responsible')",0.8881038,1.0091882,0.1210844
44,-1.1212584,-1.0133327,"('prejudiced', 'unprejudiced')",-1.1212584,-1.0133327,0.1079257
45,0.024101034,-0.07717931,"('incompetent', 'competent')",0.024101,-0.0771793,-0.1012803
46,-0.7197682,-0.63869065,"('uncompetitive', 'competitive')",-0.7197682,-0.6386907,0.0810775
47,4.7662683,4.906632,"('stupid', 'smart')",4.7662683,4.9066319,0.1403636
48,0.6000959,0.5694458,"('unintelligent', 'intelligent')",0.6000959,0.5694458,-0.0306501
49,0.0132349245,0.19794008,"('unable', 'able')",0.0132349,0.1979401,0.1847052
50,-0.13844568,-0.16128182,"('clumsy', 'skillful')",-0.1384457,-0.1612818,-0.0228361
51,0.18940377,0.15180655,"('uneducated', 'educated')",0.1894038,0.1518065,-0.0375973
52,-0.08324301,-0.27020633,"('irrational', 'rational')",-0.083243,-0.2702063,-0.1869633
53,0.08882903,0.0053128526,"('uncreative', 'creative')",0.088829,0.0053129,-0.0835161
54,1.0064657,1.1251038,"('incapable', 'capable')",1.0064657,1.1251038,0.1186381
55,0.56142896,0.62490255,"('incompetent', 'clever')",0.561429,0.6249025,0.0634735
56,0.22747827,0.21709654,"('impractical', 'practical')",0.2274783,0.2170965,-0.0103818
57,-2.4297793,-2.4637883,"('unimaginative', 'imaginative')",-2.4297793,-2.4637883,-0.034009
