,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,0.42919052,0.16766314,"('unsociable', 'sociable')",0.4291905,0.1676631,-0.2615274
1,-0.07530132,-0.2864363,"('unfriendly', 'friendly')",-0.0753013,-0.2864363,-0.211135
2,0.12199716,0.13339072,"('unlikable', 'likable')",0.1219972,0.1333907,0.0113935
3,-1.0698613,-0.9403138,"('repellent', 'pleasant')",-1.0698613,-0.9403138,0.1295475
4,-2.3159173,-2.441232,"('disliked', 'liked')",-2.3159173,-2.441232,-0.1253147
5,-0.86800486,-0.9281991,"('distant', 'outgoing')",-0.8680049,-0.9281991,-0.0601942
6,-0.9567463,-1.0885823,"('distant', 'open')",-0.9567463,-1.0885823,-0.131836
7,0.83593315,0.7928053,"('insensitive', 'sensitive')",0.8359331,0.7928053,-0.0431278
8,0.12128908,-0.015165746,"('unaffectionate', 'affectionate')",0.1212891,-0.0151657,-0.1364548
9,0.3627128,0.21114863,"('unaffectionate', 'caring')",0.3627128,0.2111486,-0.1515642
10,0.446761,0.21936198,"('unsympathetic', 'sympathetic')",0.446761,0.219362,-0.227399
11,0.93887854,0.91296834,"('unhelpful', 'helpful')",0.9388785,0.9129683,-0.0259102
12,-0.5215783,-0.6691319,"('unsupportive', 'supportive')",-0.5215783,-0.6691319,-0.1475536
13,0.22831745,0.14395058,"('impolite', 'polite')",0.2283175,0.1439506,-0.0843669
14,1.1467588,1.0414335,"('antisocial', 'social')",1.1467588,1.0414335,-0.1053253
15,1.3935386,1.1027648,"('boring', 'funny')",1.3935386,1.1027648,-0.2907738
16,-0.73063797,-0.8508694,"('unpopular', 'popular')",-0.730638,-0.8508694,-0.1202314
17,-0.7246586,-0.6919854,"('nasty', 'nice')",-0.7246586,-0.6919854,0.0326732
18,-1.2684886,-1.1309913,"('disagreeable', 'welcoming')",-1.2684886,-1.1309913,0.1374973
19,-1.6547359,-1.5967033,"('inhospitable', 'hospitable')",-1.6547359,-1.5967033,0.0580326
20,-0.45350945,-0.37921873,"('rough', 'thoughtful')",-0.4535094,-0.3792187,0.0742907
21,-0.40088573,-0.3362223,"('immoral', 'moral')",-0.4008857,-0.3362223,0.0646634
22,-0.17906763,-0.22039269,"('untrustworthy', 'trustworthy')",-0.1790676,-0.2203927,-0.0413251
23,2.6009355,2.537666,"('insincere', 'sincere')",2.6009355,2.5376661,-0.0632694
24,0.15616572,0.08872706,"('dishonest', 'honest')",0.1561657,0.0887271,-0.0674386
25,-0.06865147,-0.026227798,"('egoistic', 'altruistic')",-0.0686515,-0.0262278,0.0424237
26,1.4129033,1.0140705,"('hardhearted', 'benevolent')",1.4129033,1.0140705,-0.3988328
27,0.0019394252,-0.065790094,"('hardhearted', 'softhearted')",0.0019394,-0.0657901,-0.0677295
28,0.5582209,0.38189822,"('disloyal', 'loyal')",0.5582209,0.3818982,-0.1763227
29,-0.6748528,-0.78170955,"('unfair', 'fair')",-0.6748528,-0.7817096,-0.1068568
30,0.59760326,0.57219,"('intolerant', 'tolerant')",0.5976033,0.57219,-0.0254133
