,moai_male,moai_female,tuple,average_male,average_female,female-male
0,0.759033,0.6327221,"('unsociable', 'sociable')",0.759033,0.6327221,-0.1263109
1,0.5557853,0.44615027,"('unfriendly', 'friendly')",0.5557853,0.4461503,-0.109635
2,1.0504085,1.0011023,"('unlikable', 'likable')",1.0504085,1.0011023,-0.0493062
3,0.5889351,0.7429837,"('repellent', 'pleasant')",0.5889351,0.7429837,0.1540486
4,-2.3066368,-2.5355923,"('disliked', 'liked')",-2.3066368,-2.5355923,-0.2289555
5,-0.62517685,-0.6568922,"('distant', 'outgoing')",-0.6251768,-0.6568922,-0.0317154
6,-0.57343173,-0.597008,"('distant', 'open')",-0.5734317,-0.597008,-0.0235763
7,0.6784074,0.75262815,"('insensitive', 'sensitive')",0.6784074,0.7526281,0.0742207
8,-0.046646096,-0.095981106,"('unaffectionate', 'affectionate')",-0.0466461,-0.0959811,-0.049335
9,0.3303214,0.25364292,"('unaffectionate', 'caring')",0.3303214,0.2536429,-0.0766785
10,0.08513366,0.17446889,"('unsympathetic', 'sympathetic')",0.0851337,0.1744689,0.0893352
11,0.7314615,0.73429847,"('unhelpful', 'helpful')",0.7314615,0.7342985,0.002837
12,-0.13548912,-0.11976962,"('unsupportive', 'supportive')",-0.1354891,-0.1197696,0.0157195
13,0.115201026,0.05750837,"('impolite', 'polite')",0.115201,0.0575084,-0.0576926
14,0.68559104,0.6802346,"('antisocial', 'social')",0.685591,0.6802346,-0.0053564
15,0.2176159,0.080941655,"('boring', 'funny')",0.2176159,0.0809417,-0.1366742
16,-0.13094422,-0.08513103,"('unpopular', 'popular')",-0.1309442,-0.085131,0.0458132
17,-0.4654085,-0.4150917,"('nasty', 'nice')",-0.4654085,-0.4150917,0.0503168
18,-0.019116828,0.0046339426,"('disagreeable', 'welcoming')",-0.0191168,0.0046339,0.0237507
19,-1.0822212,-1.1001321,"('inhospitable', 'hospitable')",-1.0822212,-1.1001321,-0.0179109
20,0.048245456,0.090374894,"('rough', 'thoughtful')",0.0482455,0.0903749,0.0421294
21,0.43243983,0.5755235,"('immoral', 'moral')",0.4324398,0.5755235,0.1430837
22,0.49394485,0.5490726,"('untrustworthy', 'trustworthy')",0.4939449,0.5490726,0.0551277
23,3.074254,3.155006,"('insincere', 'sincere')",3.074254,3.1550059,0.0807519
24,0.7671569,0.77402943,"('dishonest', 'honest')",0.7671569,0.7740294,0.0068725
25,-0.26938573,-0.26099017,"('egoistic', 'altruistic')",-0.2693857,-0.2609902,0.0083955
26,0.46367344,0.34043923,"('hardhearted', 'benevolent')",0.4636734,0.3404392,-0.1232342
27,-0.012421675,-0.054993346,"('hardhearted', 'softhearted')",-0.0124217,-0.0549933,-0.0425716
28,0.22257884,0.1852722,"('disloyal', 'loyal')",0.2225788,0.1852722,-0.0373066
29,-0.4253113,-0.5116728,"('unfair', 'fair')",-0.4253113,-0.5116728,-0.0863615
30,0.9085774,0.79737586,"('intolerant', 'tolerant')",0.9085774,0.7973759,-0.1112015
31,-1.7906287,-1.7318634,"('evil', 'good')",-1.7906287,-1.7318634,0.0587653
32,0.5714749,0.39510036,"('unkind', 'kind')",0.5714749,0.3951004,-0.1763745
33,-0.22809386,-0.3058744,"('wrong', 'right')",-0.2280939,-0.3058744,-0.0777805
34,2.0894802,2.381931,"('mean', 'honorable')",2.0894802,2.3819311,0.2924509
35,-1.0575569,-1.2116369,"('corrupt', 'incorrupt')",-1.0575569,-1.2116369,-0.15408
36,-1.1514018,-1.2062627,"('hostile', 'amicable')",-1.1514018,-1.2062627,-0.0548609
37,0.06395119,0.0047585648,"('fake', 'genuine')",0.0639512,0.0047586,-0.0591926
38,0.24413149,0.24912073,"('untruthful', 'truthful')",0.2441315,0.2491207,0.0049892
39,0.72729754,0.7572418,"('exploitative', 'cooperative')",0.7272975,0.7572418,0.0299443
40,-0.073422536,-0.057552278,"('stingy', 'generous')",-0.0734225,-0.0575523,0.0158702
41,1.4716825,1.4606669,"('unforgiving', 'forgiving')",1.4716825,1.4606669,-0.0110156
42,-0.9630149,-1.0058001,"('unreliable', 'reliable')",-0.9630149,-1.0058001,-0.0427852
43,0.5148346,0.6450735,"('irresponsible', 'responsible')",0.5148346,0.6450735,0.1302389
44,-0.917205,-0.8949016,"('prejudiced', 'unprejudiced')",-0.917205,-0.8949016,0.0223034
45,0.3860669,0.50776964,"('incompetent', 'competent')",0.3860669,0.5077696,0.1217027
46,0.2849571,0.3484447,"('uncompetitive', 'competitive')",0.2849571,0.3484447,0.0634876
47,1.8288674,2.052318,"('stupid', 'smart')",1.8288674,2.0523181,0.2234507
48,0.33963236,0.3834225,"('unintelligent', 'intelligent')",0.3396324,0.3834225,0.0437901
49,-0.21011484,-0.078551784,"('unable', 'able')",-0.2101148,-0.0785518,0.131563
50,-0.029315036,-0.097204335,"('clumsy', 'skillful')",-0.029315,-0.0972043,-0.0678893
51,1.2211771,1.0141815,"('uneducated', 'educated')",1.2211771,1.0141815,-0.2069956
52,-0.5678183,-0.68448174,"('irrational', 'rational')",-0.5678183,-0.6844817,-0.1166634
53,-0.24248992,-0.2649157,"('uncreative', 'creative')",-0.2424899,-0.2649157,-0.0224258
54,0.39465976,0.37097344,"('incapable', 'capable')",0.3946598,0.3709734,-0.0236864
55,0.92770904,1.0559149,"('incompetent', 'clever')",0.927709,1.0559149,0.1282059
