,tummy_male,tummy_female,tuple,average_male,average_female,female-male
0,0.18442398,-0.03729156,"('unsociable', 'sociable')",0.184424,-0.0372916,-0.2217156
1,-0.038258374,-0.25692615,"('unfriendly', 'friendly')",-0.0382584,-0.2569261,-0.2186677
2,-0.65531355,-0.68601984,"('unlikable', 'likable')",-0.6553136,-0.6860198,-0.0307062
3,-1.6743402,-1.6268718,"('repellent', 'pleasant')",-1.6743402,-1.6268718,0.0474684
4,-2.8431804,-2.5292628,"('disliked', 'liked')",-2.8431804,-2.5292628,0.3139176
5,-0.546475,-0.57243955,"('distant', 'outgoing')",-0.546475,-0.5724396,-0.0259646
6,-0.7361897,-0.76354134,"('distant', 'open')",-0.7361897,-0.7635413,-0.0273516
7,-0.32764852,-0.35586312,"('insensitive', 'sensitive')",-0.3276485,-0.3558631,-0.0282146
8,-0.3030067,-0.36659718,"('unaffectionate', 'affectionate')",-0.3030067,-0.3665972,-0.0635905
9,-0.36168787,-0.486976,"('unaffectionate', 'caring')",-0.3616879,-0.486976,-0.1252881
10,-0.8696327,-0.89621013,"('unsympathetic', 'sympathetic')",-0.8696327,-0.8962101,-0.0265774
11,0.62788415,0.57152414,"('unhelpful', 'helpful')",0.6278841,0.5715241,-0.05636
12,-1.2550337,-1.1500014,"('unsupportive', 'supportive')",-1.2550337,-1.1500014,0.1050323
13,0.038886245,-0.10589731,"('impolite', 'polite')",0.0388862,-0.1058973,-0.1447835
14,-0.3787332,-0.5394384,"('antisocial', 'social')",-0.3787332,-0.5394384,-0.1607052
15,1.1375016,1.0434439,"('boring', 'funny')",1.1375016,1.0434439,-0.0940577
16,-0.6677146,-0.6250187,"('unpopular', 'popular')",-0.6677146,-0.6250187,0.0426959
17,-0.33549857,-0.25297087,"('nasty', 'nice')",-0.3354986,-0.2529709,0.0825277
18,-0.7289297,-0.7493505,"('disagreeable', 'welcoming')",-0.7289297,-0.7493505,-0.0204208
19,-0.54185367,-0.41335124,"('inhospitable', 'hospitable')",-0.5418537,-0.4133512,0.1285025
20,-0.06952282,-0.15165356,"('rough', 'thoughtful')",-0.0695228,-0.1516536,-0.0821308
21,-0.58147883,-0.5137853,"('immoral', 'moral')",-0.5814788,-0.5137853,0.0676935
22,0.2165836,0.03855693,"('untrustworthy', 'trustworthy')",0.2165836,0.0385569,-0.1780267
23,1.958698,1.6519083,"('insincere', 'sincere')",1.958698,1.6519083,-0.3067897
24,0.24501064,0.02587698,"('dishonest', 'honest')",0.2450106,0.025877,-0.2191336
25,-0.8828954,-1.0242922,"('egoistic', 'altruistic')",-0.8828954,-1.0242922,-0.1413968
26,0.48035946,0.22975329,"('hardhearted', 'benevolent')",0.4803595,0.2297533,-0.2506062
27,0.52734727,0.30632237,"('hardhearted', 'softhearted')",0.5273473,0.3063224,-0.2210249
28,0.14188386,-0.033928066,"('disloyal', 'loyal')",0.1418839,-0.0339281,-0.175812
