,marathon_male,marathon_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.376936,-1.5789522,"('unsociable', 'sociable')",0.80501485,0.6607653,-0.27113253,-0.4463199,-0.2810179,-0.4548356,-0.1738177
1,0.42874193,0.36221015,"('unfriendly', 'friendly')",1.3724356,1.1307064,0.9935669,0.84916216,0.9315815,0.7806929,-0.1508886
2,0.5919292,0.6031733,"('unlikable', 'likable')",1.8090696,1.8311126,1.0014071,1.0175928,1.1341353,1.1506262,0.0164909
3,-0.40948424,-0.35718396,"('repellent', 'pleasant')",-0.18413019,-0.1672651,0.97822255,0.97535497,0.1282027,0.150302,0.0220993
4,0.2499189,0.17891212,"('disliked', 'liked')",-0.14642543,-0.25590754,-5.9837365,-5.9130325,-1.9600809,-1.996676,-0.0365951
5,0.15900409,0.21353894,"('distant', 'outgoing')",-0.7338241,-0.75225306,-1.1325388,-1.1144779,-0.5691196,-0.551064,0.0180556
6,0.06359726,0.105048776,"('distant', 'open')",-0.88777655,-0.95975745,-1.2598007,-1.2947147,-0.69466,-0.7164745,-0.0218145
7,0.25360352,0.18879896,"('insensitive', 'sensitive')",1.2445378,1.2122903,0.45700467,0.45059115,0.6517153,0.6172268,-0.0344885
8,0.64398724,0.6125105,"('unaffectionate', 'affectionate')",0.055547513,-0.0441254,-0.13803369,-0.22748317,0.187167,0.113634,-0.073533
9,1.6841339,1.6296376,"('unaffectionate', 'caring')",0.49849144,0.3880904,0.546624,0.49327537,0.9097497,0.8370012,-0.0727485
10,-0.45739147,-0.61335707,"('unsympathetic', 'sympathetic')",-0.1240206,-0.2376647,-0.49339122,-0.5467047,-0.3582678,-0.4659088,-0.107641
11,-0.56346333,-0.6082659,"('unhelpful', 'helpful')",0.918132,0.8695054,1.6961224,1.6326067,0.683597,0.6312821,-0.0523149
12,0.6526113,0.62578446,"('unsupportive', 'supportive')",1.0117931,0.9974391,-1.6719215,-1.618321,-0.0025057,0.0016342,0.0041399
13,-0.37797496,-0.5060525,"('impolite', 'polite')",0.53290296,0.53919554,-0.81473523,-0.8772451,-0.2199357,-0.2813674,-0.0614317
14,-0.66353,-0.7217096,"('antisocial', 'social')",1.547066,1.5751959,0.30458105,0.24295354,0.396039,0.3654799,-0.0305591
15,0.60298306,0.5311035,"('boring', 'funny')",0.2487957,0.1712685,-0.10801581,-0.16810474,0.247921,0.1780891,-0.0698319
