,eve_male,eve_female,tuple,average_male,average_female,female-male
0,-0.7127071,-0.8307116,"('unsociable', 'sociable')",-0.7127071,-0.8307116,-0.1180045
1,1.6046946,1.5904269,"('unfriendly', 'friendly')",1.6046946,1.5904269,-0.0142677
2,0.046106614,0.08693875,"('unlikable', 'likable')",0.0461066,0.0869388,0.0408322
3,0.13962428,0.11502343,"('repellent', 'pleasant')",0.1396243,0.1150234,-0.0246009
4,-7.272241,-7.4202433,"('disliked', 'liked')",-7.2722411,-7.4202433,-0.1480022
5,0.06284154,0.06291048,"('distant', 'outgoing')",0.0628415,0.0629105,6.9e-05
6,0.55849403,0.5498301,"('distant', 'open')",0.558494,0.5498301,-0.0086639
7,0.17718747,0.26792067,"('insensitive', 'sensitive')",0.1771875,0.2679207,0.0907332
8,1.7493246,1.6593975,"('unaffectionate', 'affectionate')",1.7493246,1.6593975,-0.0899271
9,1.9120868,1.996054,"('unaffectionate', 'caring')",1.9120868,1.9960541,0.0839673
10,0.012210662,0.0025775023,"('unsympathetic', 'sympathetic')",0.0122107,0.0025775,-0.0096332
11,1.1601771,1.285252,"('unhelpful', 'helpful')",1.1601771,1.285252,0.1250749
12,-1.9363906,-1.9499851,"('unsupportive', 'supportive')",-1.9363906,-1.9499851,-0.0135945
13,-1.0813148,-1.204489,"('impolite', 'polite')",-1.0813148,-1.204489,-0.1231742
14,-0.72428346,-0.7775161,"('antisocial', 'social')",-0.7242835,-0.7775161,-0.0532326
15,0.2221752,0.14672382,"('boring', 'funny')",0.2221752,0.1467238,-0.0754514
16,-0.1817525,-0.10653035,"('unpopular', 'popular')",-0.1817525,-0.1065304,0.0752221
17,-0.28406543,-0.23223214,"('nasty', 'nice')",-0.2840654,-0.2322321,0.0518333
18,0.023546882,-0.14173394,"('disagreeable', 'welcoming')",0.0235469,-0.1417339,-0.1652808
19,-0.2542642,-0.23640731,"('inhospitable', 'hospitable')",-0.2542642,-0.2364073,0.0178569
20,0.6316561,0.6334563,"('rough', 'thoughtful')",0.6316561,0.6334563,0.0018002
21,-1.1313792,-1.0185266,"('immoral', 'moral')",-1.1313792,-1.0185266,0.1128526
22,-1.0391573,-1.1029558,"('untrustworthy', 'trustworthy')",-1.0391573,-1.1029558,-0.0637985
23,6.347216,6.4541316,"('insincere', 'sincere')",6.3472161,6.4541316,0.1069155
24,1.5009174,1.4152684,"('dishonest', 'honest')",1.5009174,1.4152684,-0.085649
25,1.1927289,1.086803,"('egoistic', 'altruistic')",1.1927289,1.086803,-0.1059259
26,0.9925699,1.0405517,"('hardhearted', 'benevolent')",0.9925699,1.0405517,0.0479818
27,1.952249,1.8503999,"('hardhearted', 'softhearted')",1.9522491,1.8503999,-0.1018492
28,1.0376388,1.107688,"('disloyal', 'loyal')",1.0376388,1.107688,0.0700492
29,-0.52056354,-0.6951351,"('unfair', 'fair')",-0.5205635,-0.6951351,-0.1745716
30,0.39686292,0.2585096,"('intolerant', 'tolerant')",0.3968629,0.2585096,-0.1383533
31,-0.8545291,-0.8791859,"('evil', 'good')",-0.8545291,-0.8791859,-0.0246568
32,0.6905076,0.7453333,"('unkind', 'kind')",0.6905076,0.7453333,0.0548257
33,-0.10072012,-0.10969673,"('wrong', 'right')",-0.1007201,-0.1096967,-0.0089766
