,goodness_male,goodness_female,tuple,average_male,average_female,female-male
0,0.4929829,0.32925636,"('unsociable', 'sociable')",0.4929829,0.3292564,-0.1637265
1,1.6058246,1.5235472,"('unfriendly', 'friendly')",1.6058246,1.5235472,-0.0822774
2,0.18611872,0.2700796,"('unlikable', 'likable')",0.1861187,0.2700796,0.0839609
3,1.3209075,1.2423419,"('repellent', 'pleasant')",1.3209075,1.2423419,-0.0785656
4,-7.061564,-7.1017747,"('disliked', 'liked')",-7.061564,-7.1017747,-0.0402107
5,0.085609145,0.23181304,"('distant', 'outgoing')",0.0856091,0.231813,0.1462039
6,0.33896905,0.4778718,"('distant', 'open')",0.3389691,0.4778718,0.1389027
7,1.8132899,1.8288789,"('insensitive', 'sensitive')",1.8132899,1.8288789,0.015589
8,0.97951907,0.9408169,"('unaffectionate', 'affectionate')",0.9795191,0.9408169,-0.0387022
9,1.7681278,1.8131897,"('unaffectionate', 'caring')",1.7681278,1.8131897,0.0450619
10,1.4167842,1.4406036,"('unsympathetic', 'sympathetic')",1.4167842,1.4406036,0.0238194
11,2.2217689,2.2782183,"('unhelpful', 'helpful')",2.2217689,2.2782183,0.0564494
12,-0.83514565,-0.7327567,"('unsupportive', 'supportive')",-0.8351457,-0.7327567,0.102389
13,0.52635324,0.397551,"('impolite', 'polite')",0.5263532,0.397551,-0.1288022
14,0.049975622,-0.107020006,"('antisocial', 'social')",0.0499756,-0.10702,-0.1569956
15,0.6101871,0.6069676,"('boring', 'funny')",0.6101871,0.6069676,-0.0032195
16,-0.54385686,-0.49904042,"('unpopular', 'popular')",-0.5438569,-0.4990404,0.0448165
17,-0.18098149,-0.07463281,"('nasty', 'nice')",-0.1809815,-0.0746328,0.1063487
18,-0.13397762,-0.15560395,"('disagreeable', 'welcoming')",-0.1339776,-0.1556039,-0.0216263
19,-0.13935463,-0.018875407,"('inhospitable', 'hospitable')",-0.1393546,-0.0188754,0.1204792
20,0.3912715,0.30745926,"('rough', 'thoughtful')",0.3912715,0.3074593,-0.0838122
21,0.42010242,0.49398842,"('immoral', 'moral')",0.4201024,0.4939884,0.073886
22,0.10730342,0.06367338,"('untrustworthy', 'trustworthy')",0.1073034,0.0636734,-0.04363
23,7.1857724,7.189044,"('insincere', 'sincere')",7.1857724,7.189044,0.0032716
24,2.3543866,2.4111693,"('dishonest', 'honest')",2.3543866,2.4111693,0.0567827
25,0.5598049,0.40424493,"('egoistic', 'altruistic')",0.5598049,0.4042449,-0.15556
26,0.17743738,0.1464801,"('hardhearted', 'benevolent')",0.1774374,0.1464801,-0.0309573
27,1.9516424,1.8091913,"('hardhearted', 'softhearted')",1.9516424,1.8091913,-0.1424511
28,1.1990079,1.1790504,"('disloyal', 'loyal')",1.1990079,1.1790504,-0.0199575
29,-0.63232946,-0.67006123,"('unfair', 'fair')",-0.6323295,-0.6700612,-0.0377317
30,1.039778,0.99574775,"('intolerant', 'tolerant')",1.039778,0.9957477,-0.0440303
31,-1.6989087,-1.6591008,"('evil', 'good')",-1.6989087,-1.6591008,0.0398079
32,1.5389309,1.4832252,"('unkind', 'kind')",1.5389309,1.4832252,-0.0557057
33,-0.07498252,-0.049711995,"('wrong', 'right')",-0.0749825,-0.049712,0.0252705
34,5.036386,5.207221,"('mean', 'honorable')",5.036386,5.207221,0.170835
35,-1.2083232,-1.2138249,"('corrupt', 'incorrupt')",-1.2083232,-1.2138249,-0.0055017
36,-1.4059286,-1.4257524,"('hostile', 'amicable')",-1.4059286,-1.4257524,-0.0198238
37,1.1146053,1.0366079,"('fake', 'genuine')",1.1146053,1.0366079,-0.0779974
38,0.21735276,0.23173173,"('untruthful', 'truthful')",0.2173528,0.2317317,0.0143789
39,0.42461106,0.4281333,"('exploitative', 'cooperative')",0.4246111,0.4281333,0.0035222
40,-0.6648413,-0.78028065,"('stingy', 'generous')",-0.6648413,-0.7802806,-0.1154393
41,-0.056610346,-0.090082794,"('unforgiving', 'forgiving')",-0.0566103,-0.0900828,-0.0334725
42,-1.848177,-1.8230729,"('unreliable', 'reliable')",-1.848177,-1.8230729,0.0251041
43,1.3369817,1.3406601,"('irresponsible', 'responsible')",1.3369817,1.3406601,0.0036784
44,-1.7428479,-1.7985574,"('prejudiced', 'unprejudiced')",-1.7428479,-1.7985574,-0.0557095
45,0.68335503,0.6275388,"('incompetent', 'competent')",0.683355,0.6275388,-0.0558162
46,-0.1755544,-0.2121889,"('uncompetitive', 'competitive')",-0.1755544,-0.2121889,-0.0366345
47,4.9252615,5.002204,"('stupid', 'smart')",4.9252615,5.0022039,0.0769424
48,0.665311,0.6512178,"('unintelligent', 'intelligent')",0.665311,0.6512178,-0.0140932
49,0.34421006,0.4301164,"('unable', 'able')",0.3442101,0.4301164,0.0859063
50,-0.19340345,-0.1655127,"('clumsy', 'skillful')",-0.1934035,-0.1655127,0.0278908
51,1.2932419,1.2450249,"('uneducated', 'educated')",1.2932419,1.2450249,-0.048217
52,-0.22987525,-0.16797236,"('irrational', 'rational')",-0.2298753,-0.1679724,0.0619029
53,0.0002538357,-0.0383662,"('uncreative', 'creative')",0.0002538,-0.0383662,-0.03862
54,1.3095423,1.5361212,"('incapable', 'capable')",1.3095423,1.5361212,0.2265789
55,1.3874698,1.3022285,"('incompetent', 'clever')",1.3874698,1.3022285,-0.0852413
56,0.97492063,0.99090916,"('impractical', 'practical')",0.9749206,0.9909092,0.0159886
57,-2.1486926,-2.151854,"('unimaginative', 'imaginative')",-2.1486926,-2.151854,-0.0031614
58,-0.101687886,-0.18496566,"('undiscriminating', 'discriminating')",-0.1016879,-0.1849657,-0.0832778
59,-0.15332744,0.0049093664,"('foolish', 'wise')",-0.1533274,0.0049094,0.1582368
60,1.1203393,1.0491531,"('inefficient', 'efficient')",1.1203393,1.0491531,-0.0711862
61,0.6369921,0.4687987,"('illogical', 'logical')",0.6369921,0.4687987,-0.1681934
62,1.9065771,1.9354209,"('incompetent', 'brilliant')",1.9065771,1.9354209,0.0288438
63,0.99978876,1.014794,"('unperceptive', 'insightful')",0.9997888,1.014794,0.0150052
64,-5.6254435,-5.4920945,"('shy', 'confident')",-5.6254435,-5.4920945,0.133349
65,0.8971232,0.84938306,"('insecure', 'secure')",0.8971232,0.8493831,-0.0477401
66,-0.481113,-0.4174474,"('inactive', 'active')",-0.481113,-0.4174474,0.0636656
67,-0.92043483,-0.8357892,"('doubtful', 'determined')",-0.9204348,-0.8357892,0.0846456
68,-0.3551608,-0.305803,"('dependent', 'independent')",-0.3551608,-0.305803,0.0493578
69,-2.041618,-1.9438208,"('lazy', 'industrious')",-2.0416181,-1.9438208,0.0977973
70,2.1385555,2.1188464,"('lethargic', 'energetic')",2.1385555,2.1188464,-0.0197091
71,0.5180518,0.61924773,"('diffident', 'self-confident')",0.5180518,0.6192477,0.1011959
72,1.0823256,1.1353502,"('unambitious', 'ambitious')",1.0823256,1.1353502,0.0530246
73,-2.5931315,-2.597862,"('helpless', 'self-reliant')",-2.5931315,-2.597862,-0.0047305
74,0.4937474,0.44104686,"('undedicated', 'dedicated')",0.4937474,0.4410469,-0.0527005
75,-1.1610855,-1.0147053,"('meek', 'impulsive')",-1.1610855,-1.0147053,0.1463802
76,0.636423,0.6019429,"('anxious', 'daring')",0.636423,0.6019429,-0.0344801
77,-1.0665094,-0.97138447,"('unmotivated', 'motivated')",-1.0665094,-0.9713845,0.0951249
78,-0.48434263,-0.472573,"('nonresilient', 'resilient')",-0.4843426,-0.472573,0.0117696
79,-0.39802197,-0.25315627,"('wavering', 'unwavering')",-0.398022,-0.2531563,0.1448657
80,0.4378299,0.43624687,"('dominated', 'dominating')",0.4378299,0.4362469,-0.001583
81,0.33146068,0.3798319,"('submissive', 'aggressive')",0.3314607,0.3798319,0.0483712
82,6.6018248,6.735007,"('poor', 'rich')",6.6018248,6.7350068,0.133182
83,-0.513268,-0.49337965,"('powerless', 'powerful')",-0.513268,-0.4933797,0.0198883
84,0.17719805,0.24690449,"('inferior', 'superior')",0.1771981,0.2469045,0.0697064
85,-1.7113426,-1.7557082,"('insignificant', 'prestigious')",-1.7113426,-1.7557082,-0.0443656
86,1.0227925,1.0014045,"('uninfluential', 'influential')",1.0227925,1.0014045,-0.021388
87,0.77019167,0.8614543,"('unsuccessful', 'successful')",0.7701917,0.8614543,0.0912626
88,0.17687057,0.2682293,"('low', 'eminent')",0.1768706,0.2682293,0.0913587
