,premeditation_male,premeditation_female,tuple,average_male,average_female,female-male
0,-0.23864572,-0.49469715,"('unsociable', 'sociable')",-0.2386457,-0.4946972,-0.2560515
1,-0.62322706,-0.8214242,"('unfriendly', 'friendly')",-0.6232271,-0.8214242,-0.1981971
2,0.57846487,0.6171301,"('unlikable', 'likable')",0.5784649,0.6171301,0.0386652
3,-0.40478742,-0.35840347,"('repellent', 'pleasant')",-0.4047874,-0.3584035,0.0463839
4,-1.4617562,-1.7415376,"('disliked', 'liked')",-1.4617562,-1.7415376,-0.2797814
5,-0.14965945,-0.19917704,"('distant', 'outgoing')",-0.1496595,-0.199177,-0.0495175
6,-0.20270303,-0.26821193,"('distant', 'open')",-0.202703,-0.2682119,-0.0655089
7,-0.6051676,-0.54498345,"('insensitive', 'sensitive')",-0.6051676,-0.5449834,0.0601842
8,-0.6918828,-0.7420572,"('unaffectionate', 'affectionate')",-0.6918828,-0.7420572,-0.0501744
9,-1.0418391,-1.0426677,"('unaffectionate', 'caring')",-1.0418391,-1.0426677,-0.0008286
10,-1.412449,-1.3302249,"('unsympathetic', 'sympathetic')",-1.412449,-1.3302249,0.0822241
11,0.24432251,0.4468141,"('unhelpful', 'helpful')",0.2443225,0.4468141,0.2024916
12,-1.2923772,-1.2540196,"('unsupportive', 'supportive')",-1.2923772,-1.2540196,0.0383576
13,-1.0810323,-0.99065554,"('impolite', 'polite')",-1.0810323,-0.9906555,0.0903768
14,0.14430335,0.120729275,"('antisocial', 'social')",0.1443034,0.1207293,-0.0235741
15,1.2092937,1.0848399,"('boring', 'funny')",1.2092937,1.0848399,-0.1244538
16,0.81078976,0.68970084,"('unpopular', 'popular')",0.8107898,0.6897008,-0.121089
17,-0.3424454,-0.37995267,"('nasty', 'nice')",-0.3424454,-0.3799527,-0.0375073
18,-0.1257931,-0.23372126,"('disagreeable', 'welcoming')",-0.1257931,-0.2337213,-0.1079282
19,0.0018075798,-0.1751928,"('inhospitable', 'hospitable')",0.0018076,-0.1751928,-0.1770004
20,0.8821184,0.9015691,"('rough', 'thoughtful')",0.8821184,0.9015691,0.0194507
21,-0.3343132,-0.29499015,"('immoral', 'moral')",-0.3343132,-0.2949902,0.039323
