,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,0.14620873,0.04325163,"('unsociable', 'sociable')",0.1462087,0.0432516,-0.1029571
1,1.3341932,1.334463,"('unfriendly', 'friendly')",1.3341932,1.334463,0.0002698
2,0.47907197,0.6007041,"('unlikable', 'likable')",0.479072,0.6007041,0.1216321
3,0.7799954,0.9681338,"('repellent', 'pleasant')",0.7799954,0.9681338,0.1881384
4,-7.1296496,-7.167717,"('disliked', 'liked')",-7.1296496,-7.167717,-0.0380674
5,-0.47604564,-0.44067007,"('distant', 'outgoing')",-0.4760456,-0.4406701,0.0353755
6,-0.36479706,-0.2710943,"('distant', 'open')",-0.3647971,-0.2710943,0.0937028
7,1.1028856,1.2146075,"('insensitive', 'sensitive')",1.1028856,1.2146075,0.1117219
8,1.0410622,1.0334564,"('unaffectionate', 'affectionate')",1.0410622,1.0334564,-0.0076058
9,1.5933377,1.632939,"('unaffectionate', 'caring')",1.5933377,1.632939,0.0396013
10,1.0039614,1.1035492,"('unsympathetic', 'sympathetic')",1.0039614,1.1035492,0.0995878
11,2.1455607,2.1636302,"('unhelpful', 'helpful')",2.1455607,2.1636302,0.0180695
12,-1.2238786,-1.253383,"('unsupportive', 'supportive')",-1.2238786,-1.253383,-0.0295044
13,0.17714475,0.10640549,"('impolite', 'polite')",0.1771448,0.1064055,-0.0707393
14,0.06953275,0.12876865,"('antisocial', 'social')",0.0695328,0.1287687,0.0592359
15,0.24841131,0.23699225,"('boring', 'funny')",0.2484113,0.2369923,-0.011419
16,-0.34370565,-0.31729054,"('unpopular', 'popular')",-0.3437057,-0.3172905,0.0264152
17,-0.23939139,-0.1761229,"('nasty', 'nice')",-0.2393914,-0.1761229,0.0632685
18,-0.59215796,-0.5450067,"('disagreeable', 'welcoming')",-0.592158,-0.5450067,0.0471513
19,-0.6218049,-0.5158571,"('inhospitable', 'hospitable')",-0.6218049,-0.5158571,0.1059478
20,0.8106662,0.72709,"('rough', 'thoughtful')",0.8106662,0.72709,-0.0835762
21,0.02031988,0.18134238,"('immoral', 'moral')",0.0203199,0.1813424,0.1610225
22,-0.052145425,-0.002340518,"('untrustworthy', 'trustworthy')",-0.0521454,-0.0023405,0.0498049
23,6.6571784,6.8140373,"('insincere', 'sincere')",6.6571784,6.8140373,0.1568589
24,1.851453,2.0104167,"('dishonest', 'honest')",1.8514529,2.0104167,0.1589638
25,0.3802489,0.31082693,"('egoistic', 'altruistic')",0.3802489,0.3108269,-0.069422
26,0.37950116,0.31699407,"('hardhearted', 'benevolent')",0.3795012,0.3169941,-0.0625071
27,1.2609535,1.2559246,"('hardhearted', 'softhearted')",1.2609535,1.2559246,-0.0050289
28,1.3333313,1.3532975,"('disloyal', 'loyal')",1.3333313,1.3532975,0.0199662
29,-0.17407024,-0.16866243,"('unfair', 'fair')",-0.1740702,-0.1686624,0.0054078
30,0.96366197,0.92005324,"('intolerant', 'tolerant')",0.963662,0.9200532,-0.0436088
31,-1.2425703,-1.1896154,"('evil', 'good')",-1.2425703,-1.1896154,0.0529549
32,1.223054,1.2115117,"('unkind', 'kind')",1.2230541,1.2115117,-0.0115424
33,-0.2746787,-0.3318211,"('wrong', 'right')",-0.2746787,-0.3318211,-0.0571424
34,4.365718,4.5971017,"('mean', 'honorable')",4.3657179,4.5971017,0.2313838
