,ebay_male,ebay_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.68553627,-0.68331623,"('unsociable', 'sociable')",-0.37571868,-0.45700535,-0.5306275,-0.5701608,-0.0395333
1,0.91248477,0.9544141,"('unfriendly', 'friendly')",2.1646447,1.9807886,1.5385647,1.4676013,-0.0709634
2,0.09920888,0.14703628,"('unlikable', 'likable')",0.4484895,0.47692898,0.2738492,0.3119826,0.0381334
3,-1.4342488,-1.2917038,"('repellent', 'pleasant')",-0.0057469215,0.045372304,-0.7199979,-0.6231658,0.0968321
4,0.0652865,0.101931594,"('disliked', 'liked')",-6.8555183,-6.975712,-3.3951159,-3.4368901,-0.0417742
5,1.4707643,1.4550134,"('distant', 'outgoing')",0.0021702237,-0.11575234,0.7364672,0.6696305,-0.0668367
6,1.6498193,1.6777081,"('distant', 'open')",0.7255931,0.57735896,1.1877062,1.1275336,-0.0601726
7,-0.59356153,-0.48305252,"('insensitive', 'sensitive')",0.527314,0.52786225,-0.0331238,0.0224049,0.0555287
8,0.7813057,0.7407957,"('unaffectionate', 'affectionate')",0.93975466,0.7782799,0.8605301,0.7595378,-0.1009923
9,0.8830779,0.8583542,"('unaffectionate', 'caring')",1.1759237,1.0759177,1.0295008,0.967136,-0.0623648
10,-2.2465742,-2.1472018,"('unsympathetic', 'sympathetic')",-0.6417457,-0.61948,-1.44416,-1.3833408,0.0608192
11,-0.6905034,-0.6753507,"('unhelpful', 'helpful')",1.5043404,1.5693713,0.4069185,0.4470103,0.0400918
12,-0.17120479,-0.05550873,"('unsupportive', 'supportive')",-1.8545882,-1.8964987,-1.0128964,-0.9760037,0.0368927
13,-0.6401238,-0.68861204,"('impolite', 'polite')",-0.71310055,-0.6827114,-0.6766121,-0.6856617,-0.0090496
14,-1.2843428,-1.2898192,"('antisocial', 'social')",-0.8558006,-0.8513952,-1.0700717,-1.0706072,-0.0005355
15,1.1767044,1.1045644,"('boring', 'funny')",0.32675907,0.28770328,0.7517318,0.6961339,-0.0555979
