,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.16729146,0.0400654,"('unsociable', 'sociable')",0.1672915,0.0400654,-0.1272261
1,1.0402447,1.0206789,"('unfriendly', 'friendly')",1.0402447,1.0206789,-0.0195658
2,0.117248654,0.3850497,"('unlikable', 'likable')",0.1172487,0.3850497,0.267801
3,0.7272898,0.81216365,"('repellent', 'pleasant')",0.7272898,0.8121637,0.0848739
4,-7.5113015,-7.404237,"('disliked', 'liked')",-7.5113015,-7.4042368,0.1070647
5,-0.28027555,-0.12668765,"('distant', 'outgoing')",-0.2802756,-0.1266876,0.153588
6,-0.08242749,0.044054806,"('distant', 'open')",-0.0824275,0.0440548,0.1264823
7,0.5037838,0.53688926,"('insensitive', 'sensitive')",0.5037838,0.5368893,0.0331055
8,0.8592572,0.8365933,"('unaffectionate', 'affectionate')",0.8592572,0.8365933,-0.0226639
9,1.6668005,1.7133358,"('unaffectionate', 'caring')",1.6668005,1.7133358,0.0465353
10,1.0275626,1.1414474,"('unsympathetic', 'sympathetic')",1.0275626,1.1414474,0.1138848
11,1.9301137,2.0414932,"('unhelpful', 'helpful')",1.9301137,2.0414932,0.1113795
12,-1.7570285,-1.6589619,"('unsupportive', 'supportive')",-1.7570285,-1.6589619,0.0980666
13,0.2781851,0.3050511,"('impolite', 'polite')",0.2781851,0.3050511,0.026866
14,-0.056341164,-0.25831297,"('antisocial', 'social')",-0.0563412,-0.258313,-0.2019718
15,0.36959323,0.36259484,"('boring', 'funny')",0.3695932,0.3625948,-0.0069984
16,-0.30955487,-0.26895577,"('unpopular', 'popular')",-0.3095549,-0.2689558,0.0405991
17,-0.34185785,-0.26608914,"('nasty', 'nice')",-0.3418579,-0.2660891,0.0757688
18,-0.71739656,-0.7786919,"('disagreeable', 'welcoming')",-0.7173966,-0.7786919,-0.0612953
19,-0.8166867,-0.57300687,"('inhospitable', 'hospitable')",-0.8166867,-0.5730069,0.2436798
20,0.67679495,0.5157202,"('rough', 'thoughtful')",0.6767949,0.5157202,-0.1610747
21,-0.055983014,0.09626132,"('immoral', 'moral')",-0.055983,0.0962613,0.1522443
22,-0.5095762,-0.41533425,"('untrustworthy', 'trustworthy')",-0.5095762,-0.4153343,0.0942419
23,6.4782596,6.4880004,"('insincere', 'sincere')",6.4782596,6.4880004,0.0097408
24,1.5472172,1.5786825,"('dishonest', 'honest')",1.5472172,1.5786825,0.0314653
25,0.47709152,0.37320715,"('egoistic', 'altruistic')",0.4770915,0.3732072,-0.1038843
26,0.31763604,0.113481045,"('hardhearted', 'benevolent')",0.317636,0.113481,-0.204155
27,1.1266278,1.0157664,"('hardhearted', 'softhearted')",1.1266278,1.0157664,-0.1108614
28,1.1491501,1.0909582,"('disloyal', 'loyal')",1.1491501,1.0909582,-0.0581919
29,-0.5556518,-0.6222232,"('unfair', 'fair')",-0.5556518,-0.6222232,-0.0665714
30,1.0218785,0.99973255,"('intolerant', 'tolerant')",1.0218785,0.9997326,-0.0221459
31,-2.2007844,-2.1198072,"('evil', 'good')",-2.2007844,-2.1198072,0.0809772
32,1.0241604,1.054474,"('unkind', 'kind')",1.0241604,1.054474,0.0303136
33,-0.38334242,-0.37656203,"('wrong', 'right')",-0.3833424,-0.376562,0.0067804
34,4.7156253,4.8629503,"('mean', 'honorable')",4.7156253,4.8629503,0.147325
35,-1.121721,-1.3130269,"('corrupt', 'incorrupt')",-1.121721,-1.3130269,-0.1913059
36,-1.2465703,-1.2854971,"('hostile', 'amicable')",-1.2465703,-1.2854971,-0.0389268
37,0.3915027,0.465326,"('fake', 'genuine')",0.3915027,0.465326,0.0738233
38,-0.21651696,-0.067875944,"('untruthful', 'truthful')",-0.216517,-0.0678759,0.1486411
39,-0.089235716,-0.17251436,"('exploitative', 'cooperative')",-0.0892357,-0.1725144,-0.0832787
40,-1.8264269,-1.9257869,"('stingy', 'generous')",-1.8264269,-1.9257869,-0.09936
41,-0.41677508,-0.3794976,"('unforgiving', 'forgiving')",-0.4167751,-0.3794976,0.0372775
42,-2.096068,-1.9862616,"('unreliable', 'reliable')",-2.0960679,-1.9862616,0.1098063
43,1.6114318,1.6104879,"('irresponsible', 'responsible')",1.6114318,1.6104879,-0.0009439
44,-1.150234,-1.2220953,"('prejudiced', 'unprejudiced')",-1.150234,-1.2220953,-0.0718613
45,-0.0340774,0.047183767,"('incompetent', 'competent')",-0.0340774,0.0471838,0.0812612
46,-0.5120666,-0.39569908,"('uncompetitive', 'competitive')",-0.5120666,-0.3956991,0.1163675
47,5.2919273,5.4582524,"('stupid', 'smart')",5.2919273,5.4582524,0.1663251
48,0.8686506,0.68710387,"('unintelligent', 'intelligent')",0.8686506,0.6871039,-0.1815467
49,-0.025281694,0.16151477,"('unable', 'able')",-0.0252817,0.1615148,0.1867965
50,-0.09728869,-0.040585406,"('clumsy', 'skillful')",-0.0972887,-0.0405854,0.0567033
51,0.31357145,0.32057294,"('uneducated', 'educated')",0.3135715,0.3205729,0.0070014
52,-0.703645,-0.78293157,"('irrational', 'rational')",-0.703645,-0.7829316,-0.0792866
53,0.12515749,0.11478894,"('uncreative', 'creative')",0.1251575,0.1147889,-0.0103686
54,1.0907462,1.3201351,"('incapable', 'capable')",1.0907462,1.3201351,0.2293889
55,0.910704,0.8478976,"('incompetent', 'clever')",0.910704,0.8478976,-0.0628064
56,1.0734099,1.072823,"('impractical', 'practical')",1.0734099,1.072823,-0.0005869
