,anywhere_male,anywhere_female,tuple,average_male,average_female,female-male
0,0.12653953,0.2666614,"('unsociable', 'sociable')",0.1265395,0.2666614,0.1401219
1,1.7545152,1.9479263,"('unfriendly', 'friendly')",1.7545152,1.9479263,0.1934111
2,-0.18364929,0.09063205,"('unlikable', 'likable')",-0.1836493,0.0906321,0.2742814
3,0.6691467,0.84011436,"('repellent', 'pleasant')",0.6691467,0.8401144,0.1709677
4,-6.846064,-7.0837555,"('disliked', 'liked')",-6.8460641,-7.0837555,-0.2376914
5,-0.05413971,0.0009353906,"('distant', 'outgoing')",-0.0541397,0.0009354,0.0550751
6,0.6138246,0.65778357,"('distant', 'open')",0.6138246,0.6577836,0.043959
7,1.56852,1.7967615,"('insensitive', 'sensitive')",1.5685199,1.7967615,0.2282416
8,1.6981139,1.6329311,"('unaffectionate', 'affectionate')",1.6981139,1.6329311,-0.0651828
9,1.7613299,1.937207,"('unaffectionate', 'caring')",1.7613299,1.937207,0.1758771
10,0.7756615,0.7334891,"('unsympathetic', 'sympathetic')",0.7756615,0.7334891,-0.0421724
11,1.707351,1.958898,"('unhelpful', 'helpful')",1.707351,1.9588979,0.2515469
12,-1.4744331,-1.0772825,"('unsupportive', 'supportive')",-1.4744331,-1.0772825,0.3971506
13,-0.26328677,0.06670936,"('impolite', 'polite')",-0.2632868,0.0667094,0.3299962
14,-0.01646712,0.06262581,"('antisocial', 'social')",-0.0164671,0.0626258,0.0790929
15,0.9908399,0.9418149,"('boring', 'funny')",0.9908399,0.9418149,-0.049025
16,-0.35540715,-0.31651786,"('unpopular', 'popular')",-0.3554071,-0.3165179,0.0388892
17,-0.3111701,-0.5089844,"('nasty', 'nice')",-0.3111701,-0.5089844,-0.1978143
18,-0.57966226,-0.2386457,"('disagreeable', 'welcoming')",-0.5796623,-0.2386457,0.3410166
19,-0.3963226,-0.2165848,"('inhospitable', 'hospitable')",-0.3963226,-0.2165848,0.1797378
20,0.62413436,0.33520657,"('rough', 'thoughtful')",0.6241344,0.3352066,-0.2889278
21,-0.6721138,-0.22447151,"('immoral', 'moral')",-0.6721138,-0.2244715,0.4476423
22,0.09027801,0.3305532,"('untrustworthy', 'trustworthy')",0.090278,0.3305532,0.2402752
23,6.361902,7.0060635,"('insincere', 'sincere')",6.3619022,7.0060635,0.6441613
24,1.6465697,2.132552,"('dishonest', 'honest')",1.6465697,2.1325519,0.4859822
25,0.51117766,0.49662974,"('egoistic', 'altruistic')",0.5111777,0.4966297,-0.014548
26,1.7922186,1.4227285,"('hardhearted', 'benevolent')",1.7922186,1.4227285,-0.3694901
27,2.171346,1.9752645,"('hardhearted', 'softhearted')",2.1713459,1.9752645,-0.1960814
28,1.7407491,1.6295383,"('disloyal', 'loyal')",1.7407491,1.6295383,-0.1112108
29,-0.14713144,-0.28910998,"('unfair', 'fair')",-0.1471314,-0.28911,-0.1419786
30,0.96644723,1.0647761,"('intolerant', 'tolerant')",0.9664472,1.0647761,0.0983289
31,-0.6757583,-0.9874825,"('evil', 'good')",-0.6757583,-0.9874825,-0.3117242
32,1.275638,1.2844298,"('unkind', 'kind')",1.275638,1.2844298,0.0087918
33,-0.0019729286,0.19693178,"('wrong', 'right')",-0.0019729,0.1969318,0.1989047
34,4.6686544,5.3214965,"('mean', 'honorable')",4.6686544,5.3214965,0.6528421
35,-0.4905119,-1.0628911,"('corrupt', 'incorrupt')",-0.4905119,-1.0628911,-0.5723792
36,0.19531271,-0.26325968,"('hostile', 'amicable')",0.1953127,-0.2632597,-0.4585724
37,1.272648,1.2856467,"('fake', 'genuine')",1.272648,1.2856467,0.0129987
38,-0.27603924,0.08904055,"('untruthful', 'truthful')",-0.2760392,0.0890405,0.3650797
39,0.3891948,0.39025086,"('exploitative', 'cooperative')",0.3891948,0.3902509,0.0010561
40,-0.96044916,-0.9743628,"('stingy', 'generous')",-0.9604492,-0.9743628,-0.0139136
41,0.8766672,0.6071996,"('unforgiving', 'forgiving')",0.8766672,0.6071996,-0.2694676
42,-1.7698601,-1.844272,"('unreliable', 'reliable')",-1.7698601,-1.844272,-0.0744119
43,1.1300334,1.4650576,"('irresponsible', 'responsible')",1.1300334,1.4650576,0.3350242
44,-1.3600943,-1.7459137,"('prejudiced', 'unprejudiced')",-1.3600943,-1.7459137,-0.3858194
45,0.9123872,0.7826781,"('incompetent', 'competent')",0.9123872,0.7826781,-0.1297091
46,-0.3320633,-0.15310073,"('uncompetitive', 'competitive')",-0.3320633,-0.1531007,0.1789626
47,5.050653,5.3742332,"('stupid', 'smart')",5.050653,5.3742332,0.3235802
48,0.47875294,0.7685751,"('unintelligent', 'intelligent')",0.4787529,0.7685751,0.2898222
49,-0.2494112,0.14606515,"('unable', 'able')",-0.2494112,0.1460651,0.3954763
50,-0.003660651,0.09510173,"('clumsy', 'skillful')",-0.0036607,0.0951017,0.0987624
51,0.47273168,0.6506971,"('uneducated', 'educated')",0.4727317,0.6506971,0.1779654
52,-0.14015712,-0.4278368,"('irrational', 'rational')",-0.1401571,-0.4278368,-0.2876797
53,0.45235264,0.46760273,"('uncreative', 'creative')",0.4523526,0.4676027,0.0152501
54,1.2226363,1.538472,"('incapable', 'capable')",1.2226363,1.5384721,0.3158358
55,0.76434547,1.2299209,"('incompetent', 'clever')",0.7643455,1.2299209,0.4655754
56,0.46412086,0.7728944,"('impractical', 'practical')",0.4641209,0.7728944,0.3087735
57,-1.4473419,-1.835529,"('unimaginative', 'imaginative')",-1.4473419,-1.835529,-0.3881871
58,1.0755235,1.0261518,"('undiscriminating', 'discriminating')",1.0755235,1.0261518,-0.0493717
59,0.0077094063,0.13032562,"('foolish', 'wise')",0.0077094,0.1303256,0.1226162
60,-0.19678769,0.46351853,"('inefficient', 'efficient')",-0.1967877,0.4635185,0.6603062
61,1.105461,1.2622126,"('illogical', 'logical')",1.105461,1.2622126,0.1567516
62,0.39992857,1.0433371,"('incompetent', 'brilliant')",0.3999286,1.0433371,0.6434085
63,0.5606248,1.02934,"('unperceptive', 'insightful')",0.5606248,1.02934,0.4687152
64,-6.9524145,-6.7437716,"('shy', 'confident')",-6.9524145,-6.7437716,0.2086429
65,0.28218266,0.7468914,"('insecure', 'secure')",0.2821827,0.7468914,0.4647087
66,0.080399275,-0.19188339,"('inactive', 'active')",0.0803993,-0.1918834,-0.2722827
67,-1.5461532,-1.5295327,"('doubtful', 'determined')",-1.5461532,-1.5295327,0.0166205
68,-0.90004396,-0.30506968,"('dependent', 'independent')",-0.900044,-0.3050697,0.5949743
69,-1.6871096,-1.8145064,"('lazy', 'industrious')",-1.6871096,-1.8145064,-0.1273968
70,1.5905032,1.5945885,"('lethargic', 'energetic')",1.5905032,1.5945885,0.0040853
71,0.79567415,0.9933982,"('diffident', 'self-confident')",0.7956741,0.9933982,0.1977241
72,0.51868784,0.91999274,"('unambitious', 'ambitious')",0.5186878,0.9199927,0.4013049
73,-2.5991948,-2.4237926,"('helpless', 'self-reliant')",-2.5991948,-2.4237926,0.1754022
74,0.8011005,0.852941,"('undedicated', 'dedicated')",0.8011005,0.852941,0.0518405
75,-0.65548134,-0.9345456,"('meek', 'impulsive')",-0.6554813,-0.9345456,-0.2790643
76,0.58140326,0.6901736,"('anxious', 'daring')",0.5814033,0.6901736,0.1087703
77,-1.9989147,-1.8100969,"('unmotivated', 'motivated')",-1.9989147,-1.8100969,0.1888178
78,-0.9902814,-0.90915734,"('nonresilient', 'resilient')",-0.9902814,-0.9091573,0.0811241
79,-0.048904903,-0.41054276,"('wavering', 'unwavering')",-0.0489049,-0.4105428,-0.3616379
80,-0.45699936,-0.47168446,"('dominated', 'dominating')",-0.4569994,-0.4716845,-0.0146851
81,-0.10750866,-0.0012820363,"('submissive', 'aggressive')",-0.1075087,-0.001282,0.1062267
82,6.7357664,7.1029453,"('poor', 'rich')",6.7357664,7.1029453,0.3671789
83,-0.87739456,-0.80743754,"('powerless', 'powerful')",-0.8773946,-0.8074375,0.0699571
84,0.5629885,0.62352395,"('inferior', 'superior')",0.5629885,0.623524,0.0605355
85,-0.7787623,-1.129629,"('insignificant', 'prestigious')",-0.7787623,-1.129629,-0.3508667
86,0.9336489,1.1355306,"('uninfluential', 'influential')",0.9336489,1.1355306,0.2018817
87,0.40707132,0.89476544,"('unsuccessful', 'successful')",0.4070713,0.8947654,0.4876941
88,0.25763723,0.39107767,"('low', 'eminent')",0.2576372,0.3910777,0.1334405
