,comcast_male,comcast_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.4218135,-1.521189,"('unsociable', 'sociable')",-0.12845063,-0.2723398,-0.7751321,-0.8967644,-0.1216323
1,-0.032189317,-0.19319648,"('unfriendly', 'friendly')",1.2908536,1.1733124,0.6293321,0.490058,-0.1392741
2,0.7844863,0.849286,"('unlikable', 'likable')",0.88394946,0.8447103,0.8342179,0.8469982,0.0127803
3,-1.0577332,-0.9239288,"('repellent', 'pleasant')",0.7013629,0.7459022,-0.1781851,-0.0890133,0.0891718
4,-0.14076552,-0.24219374,"('disliked', 'liked')",-6.373329,-6.6719913,-3.2570474,-3.4570925,-0.2000451
5,0.56843686,0.42360595,"('distant', 'outgoing')",-0.56439906,-0.6135021,0.0020189,-0.0949481,-0.096967
6,0.38941863,0.24637845,"('distant', 'open')",-0.49485344,-0.572431,-0.0527174,-0.1630263,-0.1103089
7,-0.95545226,-0.9177906,"('insensitive', 'sensitive')",0.008706536,0.0024499884,-0.4733729,-0.4576703,0.0157026
8,-0.19512926,-0.3131835,"('unaffectionate', 'affectionate')",0.40029794,0.37677088,0.1025843,0.0317937,-0.0707906
9,0.03448557,-0.13470596,"('unaffectionate', 'caring')",0.7452434,0.7564746,0.3898645,0.3108843,-0.0789802
10,-2.2074878,-2.2166142,"('unsympathetic', 'sympathetic')",-0.83245045,-0.85848397,-1.5199691,-1.5375491,-0.01758
11,-0.99020433,-0.9590043,"('unhelpful', 'helpful')",0.9799046,1.0812278,-0.0051499,0.0611117,0.0662616
12,-0.4940163,-0.4851243,"('unsupportive', 'supportive')",-2.0780673,-2.1514087,-1.2860417,-1.3182665,-0.0322248
13,-0.86458224,-0.90413594,"('impolite', 'polite')",-1.1270274,-1.1173406,-0.9958048,-1.0107383,-0.0149335
14,-0.48486736,-0.40787184,"('antisocial', 'social')",0.0917183,0.026680972,-0.1965745,-0.1905954,0.0059791
15,0.52233833,0.41735974,"('boring', 'funny')",-0.25047013,-0.2720325,0.1359341,0.0726636,-0.0632705
16,0.23826098,0.24376373,"('unpopular', 'popular')",0.3735943,0.34003186,0.3059276,0.2918978,-0.0140298
17,-0.20173612,-0.18218541,"('nasty', 'nice')",-0.4777017,-0.42819604,-0.3397189,-0.3051907,0.0345282
18,0.27987015,0.29829043,"('disagreeable', 'welcoming')",-0.4462642,-0.5213327,-0.083197,-0.1115211,-0.0283241
19,-0.50758886,-0.6388773,"('inhospitable', 'hospitable')",-0.5816214,-0.5746383,-0.5446051,-0.6067578,-0.0621527
20,-0.6853797,-0.57295066,"('rough', 'thoughtful')",1.1231389,1.1407909,0.2188796,0.2839201,0.0650405
21,-0.96888906,-0.96858096,"('immoral', 'moral')",-0.5101875,-0.4881223,-0.7395383,-0.7283517,0.0111866
22,-0.7869135,-0.7314037,"('untrustworthy', 'trustworthy')",-0.91794956,-1.0244032,-0.8524315,-0.8779035,-0.025472
23,-0.8918363,-0.8990801,"('insincere', 'sincere')",5.105995,5.2147336,2.1070795,2.1578267,0.0507472
24,0.11694026,0.076111704,"('dishonest', 'honest')",0.49203792,0.49665627,0.3044891,0.286384,-0.0181051
25,1.069264,1.0504801,"('egoistic', 'altruistic')",1.7471844,1.7522429,1.4082242,1.4013615,-0.0068627
26,0.42760038,0.3648082,"('hardhearted', 'benevolent')",1.6923015,1.6196158,1.0599509,0.992212,-0.0677389
27,-0.5476544,-0.5152876,"('hardhearted', 'softhearted')",1.0354092,1.0035567,0.2438774,0.2441346,0.0002572
28,-0.62397826,-0.71468943,"('disloyal', 'loyal')",0.77711225,0.75570625,0.076567,0.0205084,-0.0560586
29,-0.351596,-0.3597587,"('unfair', 'fair')",-0.24269073,-0.3717824,-0.2971434,-0.3657705,-0.0686271
30,-0.3394151,-0.26938936,"('intolerant', 'tolerant')",0.8021375,0.74719936,0.2313612,0.238905,0.0075438
31,0.78623766,0.8917892,"('evil', 'good')",-0.46940094,-0.5316147,0.1584184,0.1800872,0.0216688
32,-0.122042164,-0.21916991,"('unkind', 'kind')",0.40174985,0.3092631,0.1398538,0.0450466,-0.0948072
33,0.8391593,0.69244903,"('wrong', 'right')",-0.42718852,-0.46717408,0.2059854,0.1126375,-0.0933479
34,-0.5192934,-0.3788659,"('mean', 'honorable')",4.823744,5.094319,2.1522253,2.3577266,0.2055013
35,0.8437913,0.6771617,"('corrupt', 'incorrupt')",-0.13685012,-0.17741984,0.3534706,0.2498709,-0.1035997
36,0.9225038,0.7780826,"('hostile', 'amicable')",-0.03117545,-0.13783659,0.4456642,0.320123,-0.1255412
37,-0.86669683,-0.87309617,"('fake', 'genuine')",-0.1730301,-0.14360632,-0.5198635,-0.5083513,0.0115122
38,-0.42426687,-0.45881388,"('untruthful', 'truthful')",-0.56024927,-0.4992843,-0.4922581,-0.4790491,0.013209
39,1.0489199,1.1096417,"('exploitative', 'cooperative')",0.28583202,0.33103544,0.667376,0.7203386,0.0529626
40,0.39864045,0.38131976,"('stingy', 'generous')",-1.4941548,-1.6889195,-0.5477571,-0.6537999,-0.1060428
41,-0.6948093,-0.66126025,"('unforgiving', 'forgiving')",0.049043804,-0.09194683,-0.3228828,-0.3766035,-0.0537207
42,-0.7126302,-0.682266,"('unreliable', 'reliable')",-3.3434923,-3.4673238,-2.0280612,-2.0747948,-0.0467336
43,-1.5188432,-1.4209796,"('irresponsible', 'responsible')",-0.07805927,-0.07266906,-0.7984512,-0.7468243,0.0516269
44,0.1477938,0.19335863,"('prejudiced', 'unprejudiced')",-1.4295079,-1.4265193,-0.640857,-0.6165803,0.0242767
45,-2.1670113,-1.9794054,"('incompetent', 'competent')",-0.22546078,-0.30749935,-1.196236,-1.1434524,0.0527836
46,-2.0238929,-1.9160496,"('uncompetitive', 'competitive')",-1.1829058,-1.2265908,-1.6033993,-1.5713202,0.0320791
47,-0.6331934,-0.49587893,"('stupid', 'smart')",4.981483,5.1918955,2.1741447,2.3480082,0.1738635
48,-0.34991124,-0.28441393,"('unintelligent', 'intelligent')",0.6183791,0.67743653,0.1342339,0.1965113,0.0622774
49,-0.8514408,-0.73537785,"('unable', 'able')",-0.65508044,-0.58777755,-0.7532606,-0.6615777,0.0916829
50,0.18646213,0.1662852,"('clumsy', 'skillful')",-0.36648017,-0.44601133,-0.090009,-0.1398631,-0.0498541
51,-1.1023546,-1.1986697,"('uneducated', 'educated')",0.31388283,0.21698946,-0.3942359,-0.4908401,-0.0966042
52,1.3242799,1.0813916,"('irrational', 'rational')",0.37277234,0.27664518,0.8485261,0.6790184,-0.1695077
53,-0.2691465,-0.3778817,"('uncreative', 'creative')",0.17626782,0.05428926,-0.0464393,-0.1617962,-0.1153569
54,-0.20449299,-0.3407324,"('incapable', 'capable')",0.2682468,0.33373573,0.0318769,-0.0034983,-0.0353752
55,-1.7454786,-1.5149082,"('incompetent', 'clever')",0.21152595,0.19736676,-0.7669764,-0.6587707,0.1082057
56,-1.11063,-1.0853254,"('impractical', 'practical')",-0.72122127,-0.7509631,-0.9159256,-0.9181442,-0.0022186
57,-1.4276257,-1.4470147,"('unimaginative', 'imaginative')",-3.1622708,-3.323829,-2.2949481,-2.3854218,-0.0904737
58,-0.24575104,-0.1942583,"('undiscriminating', 'discriminating')",0.036905088,-0.050030097,-0.104423,-0.1221442,-0.0177212
59,1.147165,1.0925745,"('foolish', 'wise')",0.14996132,0.18482274,0.6485631,0.6386986,-0.0098645
60,-1.0460899,-0.8947109,"('inefficient', 'efficient')",-0.30663782,-0.20288731,-0.6763638,-0.5487991,0.1275647
61,0.11271837,0.020431139,"('illogical', 'logical')",0.7644677,0.61524576,0.438593,0.3178385,-0.1207545
62,-0.64309293,-0.476187,"('incompetent', 'brilliant')",0.19859868,0.26145512,-0.2222471,-0.1073659,0.1148812
63,-1.0177912,-1.0040123,"('unperceptive', 'insightful')",0.2908052,0.27553028,-0.363493,-0.364241,-0.000748
64,-0.13157138,-0.15442245,"('shy', 'confident')",-5.9895835,-6.1892548,-3.0605774,-3.1718385,-0.1112611
65,-0.84407055,-0.8141584,"('insecure', 'secure')",-0.408381,-0.37594223,-0.6262258,-0.5950503,0.0311755
66,-0.101481825,-0.22923383,"('inactive', 'active')",0.397057,0.40773994,0.1477876,0.0892531,-0.0585345
67,-0.28178817,-0.2879815,"('doubtful', 'determined')",-0.38050693,-0.36259377,-0.3311476,-0.3252876,0.00586
68,-0.847877,-0.8171622,"('dependent', 'independent')",-0.848341,-0.8527891,-0.848109,-0.8349757,0.0131333
