,parallelogram_male,parallelogram_female,tuple,average_male,average_female,female-male
0,-0.049319215,-0.105877556,"('unsociable', 'sociable')",-0.0493192,-0.1058776,-0.0565584
1,0.7130613,0.471427,"('unfriendly', 'friendly')",0.7130613,0.471427,-0.2416343
2,-0.35673237,-0.34584415,"('unlikable', 'likable')",-0.3567324,-0.3458441,0.0108883
3,-0.508613,-0.4497694,"('repellent', 'pleasant')",-0.508613,-0.4497694,0.0588436
4,-1.8268572,-1.8477383,"('disliked', 'liked')",-1.8268572,-1.8477383,-0.0208811
5,0.14512509,0.104935065,"('distant', 'outgoing')",0.1451251,0.1049351,-0.04019
6,0.10577659,0.00081432424,"('distant', 'open')",0.1057766,0.0008143,-0.1049623
7,-0.6535991,-0.69287854,"('insensitive', 'sensitive')",-0.6535991,-0.6928785,-0.0392794
8,0.29318887,0.123900674,"('unaffectionate', 'affectionate')",0.2931889,0.1239007,-0.1692882
9,0.331082,0.15513866,"('unaffectionate', 'caring')",0.331082,0.1551387,-0.1759433
10,-1.5481452,-1.526273,"('unsympathetic', 'sympathetic')",-1.5481452,-1.526273,0.0218722
11,0.5995648,0.5806001,"('unhelpful', 'helpful')",0.5995648,0.5806001,-0.0189647
12,-0.88144946,-0.84621304,"('unsupportive', 'supportive')",-0.8814495,-0.846213,0.0352365
13,-0.63867146,-0.65104944,"('impolite', 'polite')",-0.6386715,-0.6510494,-0.0123779
14,-1.042874,-0.9690817,"('antisocial', 'social')",-1.042874,-0.9690817,0.0737923
15,0.6537716,0.59380376,"('boring', 'funny')",0.6537716,0.5938038,-0.0599678
16,-0.50467116,-0.57155406,"('unpopular', 'popular')",-0.5046712,-0.5715541,-0.0668829
17,-0.021809608,-0.010244414,"('nasty', 'nice')",-0.0218096,-0.0102444,0.0115652
18,-0.36963236,-0.4287802,"('disagreeable', 'welcoming')",-0.3696324,-0.4287802,-0.0591478
19,-0.24587782,-0.31484404,"('inhospitable', 'hospitable')",-0.2458778,-0.314844,-0.0689662
20,0.639612,0.64004695,"('rough', 'thoughtful')",0.639612,0.640047,0.000435
21,-0.56424206,-0.46400875,"('immoral', 'moral')",-0.5642421,-0.4640087,0.1002334
22,-0.17622057,-0.21525535,"('untrustworthy', 'trustworthy')",-0.1762206,-0.2152553,-0.0390347
23,1.3339545,1.2683941,"('insincere', 'sincere')",1.3339545,1.2683941,-0.0655604
24,-0.79310817,-0.8377399,"('dishonest', 'honest')",-0.7931082,-0.8377399,-0.0446317
25,1.0234411,0.9566189,"('egoistic', 'altruistic')",1.0234411,0.9566189,-0.0668222
26,0.8407569,0.71093696,"('hardhearted', 'benevolent')",0.8407569,0.710937,-0.1298199
27,-0.16144477,-0.24984466,"('hardhearted', 'softhearted')",-0.1614448,-0.2498447,-0.0883999
28,0.1796673,-0.024063546,"('disloyal', 'loyal')",0.1796673,-0.0240635,-0.2037308
29,-0.35120773,-0.42542592,"('unfair', 'fair')",-0.3512077,-0.4254259,-0.0742182
30,0.39990368,0.3469058,"('intolerant', 'tolerant')",0.3999037,0.3469058,-0.0529979
31,-0.05994674,-0.115187176,"('evil', 'good')",-0.0599467,-0.1151872,-0.0552405
32,0.10377528,0.027108446,"('unkind', 'kind')",0.1037753,0.0271084,-0.0766669
33,0.17443967,0.086862445,"('wrong', 'right')",0.1744397,0.0868624,-0.0875773
34,1.2224913,1.3674599,"('mean', 'honorable')",1.2224913,1.3674599,0.1449686
35,0.42662767,0.3206316,"('corrupt', 'incorrupt')",0.4266277,0.3206316,-0.1059961
36,0.6054332,0.38527992,"('hostile', 'amicable')",0.6054332,0.3852799,-0.2201533
37,-0.82641757,-0.8592697,"('fake', 'genuine')",-0.8264176,-0.8592697,-0.0328521
38,-0.123317376,-0.16500007,"('untruthful', 'truthful')",-0.1233174,-0.1650001,-0.0416827
39,1.7396985,1.7389878,"('exploitative', 'cooperative')",1.7396985,1.7389878,-0.0007107
40,-0.55155206,-0.58227074,"('stingy', 'generous')",-0.5515521,-0.5822707,-0.0307186
41,0.009344563,-0.08606588,"('unforgiving', 'forgiving')",0.0093446,-0.0860659,-0.0954105
42,-1.9206399,-1.8586563,"('unreliable', 'reliable')",-1.9206399,-1.8586563,0.0619836
43,-0.66972405,-0.62308913,"('irresponsible', 'responsible')",-0.669724,-0.6230891,0.0466349
44,-0.43791673,-0.3512123,"('prejudiced', 'unprejudiced')",-0.4379167,-0.3512123,0.0867044
45,-0.99584925,-0.9948196,"('incompetent', 'competent')",-0.9958493,-0.9948196,0.0010297
46,-0.7667687,-0.7387227,"('uncompetitive', 'competitive')",-0.7667687,-0.7387227,0.028046
47,1.1960819,1.2494813,"('stupid', 'smart')",1.1960819,1.2494813,0.0533994
48,0.29688692,0.32814822,"('unintelligent', 'intelligent')",0.2968869,0.3281482,0.0312613
49,-0.16894582,-0.082572185,"('unable', 'able')",-0.1689458,-0.0825722,0.0863736
50,-0.33167052,-0.37551585,"('clumsy', 'skillful')",-0.3316705,-0.3755158,-0.0438453
51,-0.31919134,-0.36932275,"('uneducated', 'educated')",-0.3191913,-0.3693227,-0.0501314
52,0.9314123,0.7435208,"('irrational', 'rational')",0.9314123,0.7435208,-0.1878915
53,0.5406862,0.338288,"('uncreative', 'creative')",0.5406862,0.338288,-0.2023982
54,0.02292782,-0.08610939,"('incapable', 'capable')",0.0229278,-0.0861094,-0.1090372
55,-0.41772023,-0.34014776,"('incompetent', 'clever')",-0.4177202,-0.3401478,0.0775724
56,0.051620856,0.07530555,"('impractical', 'practical')",0.0516209,0.0753056,0.0236847
57,-0.46091452,-0.52555794,"('unimaginative', 'imaginative')",-0.4609145,-0.5255579,-0.0646434
58,0.49767432,0.4226127,"('undiscriminating', 'discriminating')",0.4976743,0.4226127,-0.0750616
59,0.63176465,0.5887571,"('foolish', 'wise')",0.6317647,0.5887571,-0.0430076
60,0.39778194,0.51907074,"('inefficient', 'efficient')",0.3977819,0.5190707,0.1212888
61,0.82347417,0.70017904,"('illogical', 'logical')",0.8234742,0.700179,-0.1232952
62,-0.35047156,-0.19346304,"('incompetent', 'brilliant')",-0.3504716,-0.193463,0.1570086
63,0.16375005,0.18532431,"('unperceptive', 'insightful')",0.1637501,0.1853243,0.0215742
64,-2.3745296,-2.285437,"('shy', 'confident')",-2.3745296,-2.2854371,0.0890925
65,-0.3680567,-0.31228453,"('insecure', 'secure')",-0.3680567,-0.3122845,0.0557722
66,-1.1989697,-1.2081778,"('inactive', 'active')",-1.1989697,-1.2081778,-0.0092081
67,0.053871863,0.06553299,"('doubtful', 'determined')",0.0538719,0.065533,0.0116611
68,-0.5142752,-0.5150149,"('dependent', 'independent')",-0.5142752,-0.5150149,-0.0007397
69,0.26538074,0.30059826,"('lazy', 'industrious')",0.2653807,0.3005983,0.0352176
70,-0.91813403,-0.88288975,"('lethargic', 'energetic')",-0.918134,-0.8828897,0.0352443
71,1.1376646,1.1704483,"('diffident', 'self-confident')",1.1376646,1.1704483,0.0327837
72,-0.8654883,-0.8250807,"('unambitious', 'ambitious')",-0.8654883,-0.8250807,0.0404076
73,-0.01715076,-0.016286176,"('helpless', 'self-reliant')",-0.0171508,-0.0162862,0.0008646
74,-0.08331689,-0.17767304,"('undedicated', 'dedicated')",-0.0833169,-0.177673,-0.0943561
75,0.071322635,0.03251726,"('meek', 'impulsive')",0.0713226,0.0325173,-0.0388053
76,-0.95140165,-0.8509396,"('anxious', 'daring')",-0.9514017,-0.8509396,0.1004621
77,-0.0064806826,0.0030858964,"('unmotivated', 'motivated')",-0.0064807,0.0030859,0.0095666
78,-0.31136382,-0.2597921,"('nonresilient', 'resilient')",-0.3113638,-0.2597921,0.0515717
79,-0.09939833,-0.19612984,"('wavering', 'unwavering')",-0.0993983,-0.1961298,-0.0967315
80,-0.8666763,-0.69813466,"('dominated', 'dominating')",-0.8666763,-0.6981347,0.1685416
81,-1.0248473,-0.91969764,"('submissive', 'aggressive')",-1.0248473,-0.9196976,0.1051497
82,0.8828121,0.8745257,"('poor', 'rich')",0.8828121,0.8745257,-0.0082864
83,0.8584218,0.83264697,"('powerless', 'powerful')",0.8584218,0.832647,-0.0257748
84,0.63103276,0.55770785,"('inferior', 'superior')",0.6310328,0.5577078,-0.073325
85,1.1736572,1.0368158,"('insignificant', 'prestigious')",1.1736572,1.0368158,-0.1368414
86,-0.40455717,-0.5335929,"('uninfluential', 'influential')",-0.4045572,-0.5335929,-0.1290357
87,0.36509478,0.45193177,"('unsuccessful', 'successful')",0.3650948,0.4519318,0.086837
88,0.16527213,0.079361565,"('low', 'eminent')",0.1652721,0.0793616,-0.0859105
