,mime_male,mime_female,tuple,average_male,average_female,female-male
0,-0.5141481,-0.64110756,"('unsociable', 'sociable')",-0.5141481,-0.6411076,-0.1269595
1,0.9359285,0.71296704,"('unfriendly', 'friendly')",0.9359285,0.712967,-0.2229615
2,0.6466804,0.71571237,"('unlikable', 'likable')",0.6466804,0.7157124,0.069032
3,0.10459037,0.3490474,"('repellent', 'pleasant')",0.1045904,0.3490474,0.244457
4,-3.381917,-3.4594057,"('disliked', 'liked')",-3.381917,-3.4594057,-0.0774887
5,-0.46495348,-0.51575017,"('distant', 'outgoing')",-0.4649535,-0.5157502,-0.0507967
6,-0.65193784,-0.7220686,"('distant', 'open')",-0.6519378,-0.7220686,-0.0701308
7,-0.6826415,-0.5567762,"('insensitive', 'sensitive')",-0.6826415,-0.5567762,0.1258653
8,-0.04788536,-0.15781848,"('unaffectionate', 'affectionate')",-0.0478854,-0.1578185,-0.1099331
9,0.20327933,0.12694518,"('unaffectionate', 'caring')",0.2032793,0.1269452,-0.0763341
10,-0.80131453,-0.8215484,"('unsympathetic', 'sympathetic')",-0.8013145,-0.8215484,-0.0202339
11,0.6305418,0.69302976,"('unhelpful', 'helpful')",0.6305418,0.6930298,0.062488
12,-0.6501169,-0.63146466,"('unsupportive', 'supportive')",-0.6501169,-0.6314647,0.0186522
13,-0.10657181,-0.15823042,"('impolite', 'polite')",-0.1065718,-0.1582304,-0.0516586
14,-0.21944071,-0.28678048,"('antisocial', 'social')",-0.2194407,-0.2867805,-0.0673398
15,1.0397137,0.96008646,"('boring', 'funny')",1.0397137,0.9600865,-0.0796272
16,-0.09922142,0.06720015,"('unpopular', 'popular')",-0.0992214,0.0672001,0.1664215
17,-0.104646154,0.008422515,"('nasty', 'nice')",-0.1046462,0.0084225,0.1130687
18,-0.4691159,-0.47648254,"('disagreeable', 'welcoming')",-0.4691159,-0.4764825,-0.0073666
19,-0.68589467,-0.66394144,"('inhospitable', 'hospitable')",-0.6858947,-0.6639414,0.0219533
20,0.077926055,0.11160946,"('rough', 'thoughtful')",0.0779261,0.1116095,0.0336834
21,-0.29495826,-0.12082265,"('immoral', 'moral')",-0.2949583,-0.1208227,0.1741356
22,-0.16710457,-0.24798046,"('untrustworthy', 'trustworthy')",-0.1671046,-0.2479805,-0.0808759
23,2.8119092,2.8573048,"('insincere', 'sincere')",2.8119092,2.8573048,0.0453956
24,0.36444914,0.26359543,"('dishonest', 'honest')",0.3644491,0.2635954,-0.1008537
25,0.7653563,0.80554616,"('egoistic', 'altruistic')",0.7653563,0.8055462,0.0401899
26,1.0927762,0.77239066,"('hardhearted', 'benevolent')",1.0927762,0.7723907,-0.3203855
27,0.38376766,0.36060637,"('hardhearted', 'softhearted')",0.3837677,0.3606064,-0.0231613
28,0.053246133,-0.039793737,"('disloyal', 'loyal')",0.0532461,-0.0397937,-0.0930398
29,-0.84627295,-0.8956398,"('unfair', 'fair')",-0.8462729,-0.8956398,-0.0493669
30,-0.0564446,-0.037156075,"('intolerant', 'tolerant')",-0.0564446,-0.0371561,0.0192885
31,-0.73917484,-0.7498924,"('evil', 'good')",-0.7391748,-0.7498924,-0.0107176
32,0.6767509,0.5954182,"('unkind', 'kind')",0.6767509,0.5954182,-0.0813327
33,0.39807847,0.28611887,"('wrong', 'right')",0.3980785,0.2861189,-0.1119596
34,2.0782943,2.3240535,"('mean', 'honorable')",2.0782943,2.3240535,0.2457592
35,0.13683903,0.014909508,"('corrupt', 'incorrupt')",0.136839,0.0149095,-0.1219295
36,0.030760456,-0.04393112,"('hostile', 'amicable')",0.0307605,-0.0439311,-0.0746916
37,-0.39494592,-0.45268655,"('fake', 'genuine')",-0.3949459,-0.4526865,-0.0577406
38,0.39083895,0.33296663,"('untruthful', 'truthful')",0.390839,0.3329666,-0.0578724
39,-0.7412697,-0.58138996,"('exploitative', 'cooperative')",-0.7412697,-0.58139,0.1598797
40,-1.4715052,-1.5518054,"('stingy', 'generous')",-1.4715052,-1.5518054,-0.0803002
41,0.11363984,0.0035350984,"('unforgiving', 'forgiving')",0.1136398,0.0035351,-0.1101047
42,-1.8160042,-1.6319519,"('unreliable', 'reliable')",-1.8160042,-1.6319519,0.1840523
43,-0.3201337,-0.2913111,"('irresponsible', 'responsible')",-0.3201337,-0.2913111,0.0288226
