,maintenance_male,maintenance_female,tuple,average_male,average_female,female-male
0,0.06976879,-0.06751621,"('unsociable', 'sociable')",0.0697688,-0.0675162,-0.137285
1,1.2460294,1.2315294,"('unfriendly', 'friendly')",1.2460294,1.2315294,-0.0145
2,0.20530395,0.27315018,"('unlikable', 'likable')",0.205304,0.2731502,0.0678462
3,0.3593248,0.38887706,"('repellent', 'pleasant')",0.3593248,0.3888771,0.0295523
4,-7.333619,-7.352513,"('disliked', 'liked')",-7.3336191,-7.3525128,-0.0188937
5,-0.7455996,-0.7296658,"('distant', 'outgoing')",-0.7455996,-0.7296658,0.0159338
6,-0.29616818,-0.30605006,"('distant', 'open')",-0.2961682,-0.3060501,-0.0098819
7,1.0774912,1.0416615,"('insensitive', 'sensitive')",1.0774912,1.0416615,-0.0358297
8,1.154886,1.0966587,"('unaffectionate', 'affectionate')",1.154886,1.0966587,-0.0582273
9,1.7492489,1.7204211,"('unaffectionate', 'caring')",1.7492489,1.7204211,-0.0288278
10,0.80171955,0.74740005,"('unsympathetic', 'sympathetic')",0.8017195,0.7474,-0.0543195
11,2.1933107,2.121499,"('unhelpful', 'helpful')",2.1933107,2.1214991,-0.0718116
12,-1.3768152,-1.3978403,"('unsupportive', 'supportive')",-1.3768152,-1.3978403,-0.0210251
13,-0.24245219,-0.3413444,"('impolite', 'polite')",-0.2424522,-0.3413444,-0.0988922
14,0.53621703,0.4485105,"('antisocial', 'social')",0.536217,0.4485105,-0.0877065
15,0.23767851,0.11522558,"('boring', 'funny')",0.2376785,0.1152256,-0.1224529
16,-0.4169132,-0.38280854,"('unpopular', 'popular')",-0.4169132,-0.3828085,0.0341047
17,-0.05617901,-0.06406163,"('nasty', 'nice')",-0.056179,-0.0640616,-0.0078826
18,-0.8082136,-0.8543528,"('disagreeable', 'welcoming')",-0.8082136,-0.8543528,-0.0461392
19,-0.46278107,-0.4649635,"('inhospitable', 'hospitable')",-0.4627811,-0.4649635,-0.0021824
20,0.9179294,0.8523637,"('rough', 'thoughtful')",0.9179294,0.8523637,-0.0655657
21,0.12970257,0.10050139,"('immoral', 'moral')",0.1297026,0.1005014,-0.0292012
22,-0.6203055,-0.63439673,"('untrustworthy', 'trustworthy')",-0.6203055,-0.6343967,-0.0140912
23,6.727298,6.7111416,"('insincere', 'sincere')",6.7272978,6.7111416,-0.0161562
24,1.312258,1.1997864,"('dishonest', 'honest')",1.312258,1.1997864,-0.1124716
25,0.86440253,0.8384259,"('egoistic', 'altruistic')",0.8644025,0.8384259,-0.0259766
26,1.5457674,1.5443058,"('hardhearted', 'benevolent')",1.5457674,1.5443058,-0.0014616
27,1.5043864,1.3351073,"('hardhearted', 'softhearted')",1.5043864,1.3351073,-0.1692791
28,1.4810048,1.4195974,"('disloyal', 'loyal')",1.4810048,1.4195974,-0.0614074
29,-0.71563303,-0.86334985,"('unfair', 'fair')",-0.715633,-0.8633499,-0.1477169
30,1.2738951,1.239922,"('intolerant', 'tolerant')",1.2738951,1.239922,-0.0339731
31,-1.7628716,-1.7021837,"('evil', 'good')",-1.7628716,-1.7021837,0.0606879
32,1.579084,1.4827405,"('unkind', 'kind')",1.579084,1.4827405,-0.0963435
33,-0.2888022,-0.34543812,"('wrong', 'right')",-0.2888022,-0.3454381,-0.0566359
34,5.141083,5.2703185,"('mean', 'honorable')",5.1410828,5.2703185,0.1292357
35,-0.82441425,-0.99437135,"('corrupt', 'incorrupt')",-0.8244143,-0.9943714,-0.1699571
36,-0.4090874,-0.49833643,"('hostile', 'amicable')",-0.4090874,-0.4983364,-0.089249
37,0.78631335,0.7303387,"('fake', 'genuine')",0.7863134,0.7303387,-0.0559747
38,0.40735152,0.39129892,"('untruthful', 'truthful')",0.4073515,0.3912989,-0.0160526
39,0.12217455,0.09391948,"('exploitative', 'cooperative')",0.1221746,0.0939195,-0.0282551
40,-2.2355366,-2.3366783,"('stingy', 'generous')",-2.2355366,-2.3366783,-0.1011417
41,0.08093049,0.0040422715,"('unforgiving', 'forgiving')",0.0809305,0.0040423,-0.0768882
42,-2.9144824,-2.9158244,"('unreliable', 'reliable')",-2.9144824,-2.9158244,-0.001342
43,1.2284306,1.2143523,"('irresponsible', 'responsible')",1.2284306,1.2143523,-0.0140783
44,-1.0660794,-1.026917,"('prejudiced', 'unprejudiced')",-1.0660794,-1.026917,0.0391624
45,0.055982426,0.073125266,"('incompetent', 'competent')",0.0559824,0.0731253,0.0171429
46,-1.0495963,-1.1115535,"('uncompetitive', 'competitive')",-1.0495963,-1.1115535,-0.0619572
47,5.5168715,5.6981397,"('stupid', 'smart')",5.5168715,5.6981397,0.1812682
48,0.38461342,0.29985142,"('unintelligent', 'intelligent')",0.3846134,0.2998514,-0.084762
49,0.24856713,0.2848623,"('unable', 'able')",0.2485671,0.2848623,0.0362952
50,-0.20816216,-0.22291434,"('clumsy', 'skillful')",-0.2081622,-0.2229143,-0.0147521
51,0.46862,0.33171389,"('uneducated', 'educated')",0.46862,0.3317139,-0.1369061
52,-0.4385108,-0.57269835,"('irrational', 'rational')",-0.4385108,-0.5726984,-0.1341876
53,0.13078296,0.08943411,"('uncreative', 'creative')",0.130783,0.0894341,-0.0413489
54,1.225293,1.2712423,"('incapable', 'capable')",1.225293,1.2712423,0.0459493
55,0.51815164,0.5013144,"('incompetent', 'clever')",0.5181516,0.5013144,-0.0168372
56,0.9558054,0.95331603,"('impractical', 'practical')",0.9558054,0.953316,-0.0024894
57,-3.1323342,-3.1277628,"('unimaginative', 'imaginative')",-3.1323342,-3.1277628,0.0045714
58,0.026063971,0.038932323,"('undiscriminating', 'discriminating')",0.026064,0.0389323,0.0128683
59,0.1011957,0.07553344,"('foolish', 'wise')",0.1011957,0.0755334,-0.0256623
60,0.6399326,0.69778043,"('inefficient', 'efficient')",0.6399326,0.6977804,0.0578478
61,0.5421409,0.30990434,"('illogical', 'logical')",0.5421409,0.3099043,-0.2322366
62,0.30821258,0.37320498,"('incompetent', 'brilliant')",0.3082126,0.373205,0.0649924
63,0.106956795,0.13113664,"('unperceptive', 'insightful')",0.1069568,0.1311366,0.0241798
64,-6.6122603,-6.603914,"('shy', 'confident')",-6.6122603,-6.6039138,0.0083465
65,0.11608716,0.12667839,"('insecure', 'secure')",0.1160872,0.1266784,0.0105912
66,-0.3986577,-0.42981046,"('inactive', 'active')",-0.3986577,-0.4298105,-0.0311528
67,0.071938924,0.13203312,"('doubtful', 'determined')",0.0719389,0.1320331,0.0600942
68,-1.0154983,-1.0793141,"('dependent', 'independent')",-1.0154983,-1.0793141,-0.0638158
69,-1.9869735,-1.9876696,"('lazy', 'industrious')",-1.9869735,-1.9876696,-0.0006961
70,0.95957905,0.91673064,"('lethargic', 'energetic')",0.9595791,0.9167306,-0.0428485
71,0.6779745,0.724907,"('diffident', 'self-confident')",0.6779745,0.724907,0.0469325
72,0.5396352,0.5962434,"('unambitious', 'ambitious')",0.5396352,0.5962434,0.0566082
73,-3.33577,-3.3124866,"('helpless', 'self-reliant')",-3.3357699,-3.3124866,0.0232833
74,0.25691262,0.23107016,"('undedicated', 'dedicated')",0.2569126,0.2310702,-0.0258424
75,-1.0776036,-0.9522802,"('meek', 'impulsive')",-1.0776036,-0.9522802,0.1253234
76,0.09873852,0.09055793,"('anxious', 'daring')",0.0987385,0.0905579,-0.0081806
77,-1.425254,-1.3182132,"('unmotivated', 'motivated')",-1.425254,-1.3182132,0.1070408
78,-0.5557965,-0.56703544,"('nonresilient', 'resilient')",-0.5557965,-0.5670354,-0.0112389
79,-0.19133887,-0.1873272,"('wavering', 'unwavering')",-0.1913389,-0.1873272,0.0040117
80,-0.19927043,-0.25831577,"('dominated', 'dominating')",-0.1992704,-0.2583158,-0.0590454
81,0.05456242,0.10881354,"('submissive', 'aggressive')",0.0545624,0.1088135,0.0542511
82,6.4191723,6.492309,"('poor', 'rich')",6.4191723,6.4923091,0.0731368
83,-0.25456932,-0.26765907,"('powerless', 'powerful')",-0.2545693,-0.2676591,-0.0130898
84,0.48284674,0.40185562,"('inferior', 'superior')",0.4828467,0.4018556,-0.0809911
85,-0.039520755,-0.117917344,"('insignificant', 'prestigious')",-0.0395208,-0.1179173,-0.0783965
86,0.27999815,0.19051732,"('uninfluential', 'influential')",0.2799982,0.1905173,-0.0894809
87,-0.16076663,-0.11578963,"('unsuccessful', 'successful')",-0.1607666,-0.1157896,0.044977
88,0.6553527,0.5651559,"('low', 'eminent')",0.6553527,0.5651559,-0.0901968
