,qualcomm_male,qualcomm_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.8512905,-2.0326898,"('unsociable', 'sociable')",-0.43404287,-0.60403365,-1.1426667,-1.3183618,-0.1756951
1,0.041859142,-0.29509225,"('unfriendly', 'friendly')",2.2586215,2.0956206,1.1502403,0.9002642,-0.2499761
2,0.6275556,0.66723907,"('unlikable', 'likable')",0.5255346,0.6632654,0.5765451,0.6652522,0.0887071
3,-0.9940597,-0.896859,"('repellent', 'pleasant')",0.061710853,0.12535986,-0.4661744,-0.3857496,0.0804248
4,0.4361491,0.30960548,"('disliked', 'liked')",-6.0475435,-6.286367,-2.8056972,-2.9883807,-0.1826835
5,0.5257198,0.37543973,"('distant', 'outgoing')",0.3402093,0.28205016,0.4329646,0.3287449,-0.1042197
6,0.60400593,0.46408182,"('distant', 'open')",0.8107716,0.77255094,0.7073888,0.6183164,-0.0890724
7,-1.4620739,-1.4611061,"('insensitive', 'sensitive')",0.730655,0.72007686,-0.3657095,-0.3705146,-0.0048051
8,-0.8232697,-1.0074316,"('unaffectionate', 'affectionate')",1.337718,1.1942353,0.2572241,0.0934018,-0.1638223
9,-1.1747037,-1.3924066,"('unaffectionate', 'caring')",1.4556419,1.3653026,0.1404691,-0.013552,-0.1540211
10,-3.2109678,-3.2863073,"('unsympathetic', 'sympathetic')",-0.6876633,-0.7203639,-1.9493155,-2.0033357,-0.0540202
11,-1.811073,-1.8025556,"('unhelpful', 'helpful')",1.1700838,1.244386,-0.3204946,-0.2790848,0.0414098
12,-1.495763,-1.5199189,"('unsupportive', 'supportive')",-1.8455337,-1.8865346,-1.6706483,-1.7032268,-0.0325785
13,-1.8467078,-1.8472654,"('impolite', 'polite')",-0.6692515,-0.5988549,-1.2579796,-1.2230601,0.0349195
14,-0.51413125,-0.539662,"('antisocial', 'social')",-0.41473225,-0.50594467,-0.4644318,-0.5228033,-0.0583715
15,0.5648998,0.5054275,"('boring', 'funny')",0.87451637,0.80876905,0.7197081,0.6570983,-0.0626098
16,0.46395233,0.5202902,"('unpopular', 'popular')",0.1975859,0.2903878,0.3307691,0.405339,0.0745699
17,0.13411112,0.10669711,"('nasty', 'nice')",-0.31067726,-0.26129064,-0.0882831,-0.0772968,0.0109863
18,0.24719289,0.19335398,"('disagreeable', 'welcoming')",-0.17077488,-0.2017781,0.038209,-0.0042121,-0.0424211
19,-0.1977167,-0.33936062,"('inhospitable', 'hospitable')",0.35321668,0.36655623,0.07775,0.0135978,-0.0641522
20,0.71042895,0.7222035,"('rough', 'thoughtful')",1.2024497,1.1554075,0.9564393,0.9388055,-0.0176338
21,-0.97098786,-0.93304175,"('immoral', 'moral')",-1.0412494,-0.96423006,-1.0061187,-0.9486359,0.0574828
22,0.08570642,0.048985876,"('untrustworthy', 'trustworthy')",-0.8132023,-0.9204726,-0.363748,-0.4357434,-0.0719954
23,-1.8296148,-1.9268259,"('insincere', 'sincere')",5.4006386,5.462593,1.785512,1.7678835,-0.0176285
