,refuse_male,refuse_female,tuple,average_male,average_female,female-male
0,-0.21286295,-0.21292768,"('unsociable', 'sociable')",-0.212863,-0.2129277,-6.47e-05
1,1.4754747,1.3934319,"('unfriendly', 'friendly')",1.4754747,1.3934319,-0.0820428
2,-0.36133215,-0.28756514,"('unlikable', 'likable')",-0.3613321,-0.2875651,0.073767
3,0.37172675,0.52428275,"('repellent', 'pleasant')",0.3717268,0.5242828,0.152556
4,-7.7075233,-7.798043,"('disliked', 'liked')",-7.7075233,-7.7980428,-0.0905195
5,-0.68156,-0.639931,"('distant', 'outgoing')",-0.68156,-0.639931,0.041629
6,-0.13183545,-0.17000511,"('distant', 'open')",-0.1318354,-0.1700051,-0.0381697
7,1.1075243,1.1619414,"('insensitive', 'sensitive')",1.1075243,1.1619414,0.0544171
8,1.4109112,1.3514645,"('unaffectionate', 'affectionate')",1.4109112,1.3514645,-0.0594467
9,1.7438208,1.7511022,"('unaffectionate', 'caring')",1.7438208,1.7511022,0.0072814
10,0.8770375,0.9801555,"('unsympathetic', 'sympathetic')",0.8770375,0.9801555,0.103118
11,1.7994025,1.8609706,"('unhelpful', 'helpful')",1.7994025,1.8609706,0.0615681
12,-1.5683354,-1.535238,"('unsupportive', 'supportive')",-1.5683354,-1.535238,0.0330974
13,-0.58423984,-0.4348083,"('impolite', 'polite')",-0.5842398,-0.4348083,0.1494315
14,-0.107857704,-0.02389847,"('antisocial', 'social')",-0.1078577,-0.0238985,0.0839592
15,0.3810012,0.30364227,"('boring', 'funny')",0.3810012,0.3036423,-0.0773589
16,-1.2316964,-1.2552248,"('unpopular', 'popular')",-1.2316964,-1.2552248,-0.0235284
17,-0.468817,-0.41640654,"('nasty', 'nice')",-0.468817,-0.4164065,0.0524105
18,-1.0737743,-0.9487391,"('disagreeable', 'welcoming')",-1.0737743,-0.9487391,0.1250352
19,-0.7873147,-0.7846954,"('inhospitable', 'hospitable')",-0.7873147,-0.7846954,0.0026193
20,0.34754813,0.29206002,"('rough', 'thoughtful')",0.3475481,0.29206,-0.0554881
21,-0.32084244,-0.12857378,"('immoral', 'moral')",-0.3208424,-0.1285738,0.1922686
22,-0.8280857,-0.7584353,"('untrustworthy', 'trustworthy')",-0.8280857,-0.7584353,0.0696504
23,6.423235,6.4966564,"('insincere', 'sincere')",6.4232349,6.4966564,0.0734215
24,1.5557542,1.5392941,"('dishonest', 'honest')",1.5557542,1.5392941,-0.0164601
25,0.47142118,0.44103104,"('egoistic', 'altruistic')",0.4714212,0.441031,-0.0303902
26,1.8578387,1.6974692,"('hardhearted', 'benevolent')",1.8578387,1.6974692,-0.1603695
27,1.8073436,1.6569287,"('hardhearted', 'softhearted')",1.8073436,1.6569287,-0.1504149
28,1.6863029,1.5577748,"('disloyal', 'loyal')",1.6863029,1.5577748,-0.1285281
29,-0.55919486,-0.6893935,"('unfair', 'fair')",-0.5591949,-0.6893935,-0.1301986
30,0.34937897,0.48814145,"('intolerant', 'tolerant')",0.349379,0.4881414,0.1387624
31,-1.3415072,-1.3990617,"('evil', 'good')",-1.3415072,-1.3990617,-0.0575545
32,1.0046132,0.9444283,"('unkind', 'kind')",1.0046132,0.9444283,-0.0601849
33,-0.24689054,-0.33319485,"('wrong', 'right')",-0.2468905,-0.3331949,-0.0863044
34,4.357232,4.5331264,"('mean', 'honorable')",4.3572321,4.5331264,0.1758943
35,-1.1409471,-1.3915402,"('corrupt', 'incorrupt')",-1.1409471,-1.3915402,-0.2505931
36,-0.67842907,-0.9044312,"('hostile', 'amicable')",-0.6784291,-0.9044312,-0.2260021
37,0.86940694,0.8315449,"('fake', 'genuine')",0.8694069,0.8315449,-0.037862
38,-0.39896616,-0.36245394,"('untruthful', 'truthful')",-0.3989662,-0.3624539,0.0365123
39,0.29517728,0.36252588,"('exploitative', 'cooperative')",0.2951773,0.3625259,0.0673486
40,-1.5562866,-1.6300815,"('stingy', 'generous')",-1.5562866,-1.6300815,-0.0737949
41,0.64647406,0.5495259,"('unforgiving', 'forgiving')",0.6464741,0.5495259,-0.0969482
42,-2.9001756,-2.8629901,"('unreliable', 'reliable')",-2.9001756,-2.8629901,0.0371855
43,0.84072936,0.9640026,"('irresponsible', 'responsible')",0.8407294,0.9640026,0.1232732
44,-1.5551709,-1.5371183,"('prejudiced', 'unprejudiced')",-1.5551709,-1.5371183,0.0180526
45,0.17052701,0.13368851,"('incompetent', 'competent')",0.170527,0.1336885,-0.0368385
46,-0.654846,-0.6128923,"('uncompetitive', 'competitive')",-0.654846,-0.6128923,0.0419537
47,4.742495,4.8262587,"('stupid', 'smart')",4.7424951,4.8262587,0.0837636
48,0.3604431,0.42950386,"('unintelligent', 'intelligent')",0.3604431,0.4295039,0.0690608
49,-0.7968139,-0.6218944,"('unable', 'able')",-0.7968139,-0.6218944,0.1749195
50,-0.98059225,-0.99148345,"('clumsy', 'skillful')",-0.9805923,-0.9914834,-0.0108911
51,-0.33758926,-0.22352275,"('uneducated', 'educated')",-0.3375893,-0.2235228,0.1140665
52,0.07475203,-0.08930531,"('irrational', 'rational')",0.074752,-0.0893053,-0.1640573
53,-0.14339292,-0.27090123,"('uncreative', 'creative')",-0.1433929,-0.2709012,-0.1275083
54,0.5156617,0.58329105,"('incapable', 'capable')",0.5156617,0.5832911,0.0676294
55,0.35614115,0.53358316,"('incompetent', 'clever')",0.3561411,0.5335832,0.1774421
56,0.34687904,0.39700118,"('impractical', 'practical')",0.346879,0.3970012,0.0501222
57,-1.9234163,-2.031698,"('unimaginative', 'imaginative')",-1.9234163,-2.031698,-0.1082817
58,0.4741804,0.50133234,"('undiscriminating', 'discriminating')",0.4741804,0.5013323,0.0271519
59,-0.304035,-0.31305987,"('foolish', 'wise')",-0.304035,-0.3130599,-0.0090249
60,-0.0980353,0.20345889,"('inefficient', 'efficient')",-0.0980353,0.2034589,0.3014942
61,0.40285218,0.31142414,"('illogical', 'logical')",0.4028522,0.3114241,-0.0914281
62,0.04940799,0.27791163,"('incompetent', 'brilliant')",0.049408,0.2779116,0.2285036
63,-0.12864894,-0.03484971,"('unperceptive', 'insightful')",-0.1286489,-0.0348497,0.0937992
64,-7.128789,-6.9320946,"('shy', 'confident')",-7.1287889,-6.9320946,0.1966943
65,-0.23261216,-0.033613473,"('insecure', 'secure')",-0.2326122,-0.0336135,0.1989987
66,-0.23290467,-0.3060426,"('inactive', 'active')",-0.2329047,-0.3060426,-0.0731379
67,-0.84615475,-0.77668995,"('doubtful', 'determined')",-0.8461547,-0.7766899,0.0694648
68,-1.6809446,-1.5662403,"('dependent', 'independent')",-1.6809446,-1.5662403,0.1147043
69,-2.3011127,-2.3381486,"('lazy', 'industrious')",-2.3011127,-2.3381486,-0.0370359
70,1.0235485,1.1040386,"('lethargic', 'energetic')",1.0235485,1.1040386,0.0804901
71,0.24404699,0.21196783,"('diffident', 'self-confident')",0.244047,0.2119678,-0.0320792
72,0.42514277,0.596449,"('unambitious', 'ambitious')",0.4251428,0.596449,0.1713062
73,-3.373341,-3.3018641,"('helpless', 'self-reliant')",-3.3733411,-3.3018641,0.071477
74,0.24975654,0.17578417,"('undedicated', 'dedicated')",0.2497565,0.1757842,-0.0739723
75,-1.3079464,-1.2480052,"('meek', 'impulsive')",-1.3079464,-1.2480052,0.0599412
76,0.13791908,0.31006694,"('anxious', 'daring')",0.1379191,0.3100669,0.1721478
77,-1.5330175,-1.3690317,"('unmotivated', 'motivated')",-1.5330175,-1.3690317,0.1639858
78,-0.5569475,-0.6694865,"('nonresilient', 'resilient')",-0.5569475,-0.6694865,-0.112539
79,-0.13832308,-0.2122596,"('wavering', 'unwavering')",-0.1383231,-0.2122596,-0.0739365
80,-0.10900967,-0.08686723,"('dominated', 'dominating')",-0.1090097,-0.0868672,0.0221425
81,-0.48288476,-0.32681245,"('submissive', 'aggressive')",-0.4828848,-0.3268124,0.1560724
82,5.9728007,6.0167284,"('poor', 'rich')",5.9728007,6.0167284,0.0439277
83,-0.77248013,-0.71211183,"('powerless', 'powerful')",-0.7724801,-0.7121118,0.0603683
84,-0.034832753,-0.030158786,"('inferior', 'superior')",-0.0348328,-0.0301588,0.004674
85,-0.8946665,-1.0117669,"('insignificant', 'prestigious')",-0.8946665,-1.0117669,-0.1171004
86,0.40711117,0.40692493,"('uninfluential', 'influential')",0.4071112,0.4069249,-0.0001863
87,-0.4757844,-0.42220026,"('unsuccessful', 'successful')",-0.4757844,-0.4222003,0.0535841
88,-0.30867022,-0.27257514,"('low', 'eminent')",-0.3086702,-0.2725751,0.0360951
