,guilty_male,guilty_female,tuple,average_male,average_female,female-male
0,0.77724755,0.63815844,"('unsociable', 'sociable')",0.7772475,0.6381584,-0.1390891
1,0.55247986,0.5217509,"('unfriendly', 'friendly')",0.5524799,0.5217509,-0.030729
2,0.16560714,0.33222437,"('unlikable', 'likable')",0.1656071,0.3322244,0.1666173
3,-0.2171407,0.043405846,"('repellent', 'pleasant')",-0.2171407,0.0434058,0.2605465
4,-7.316452,-7.440829,"('disliked', 'liked')",-7.316452,-7.4408288,-0.1243768
5,-1.0179604,-1.1709415,"('distant', 'outgoing')",-1.0179604,-1.1709415,-0.1529811
6,-0.18751632,-0.3843437,"('distant', 'open')",-0.1875163,-0.3843437,-0.1968274
7,1.1728811,1.3397778,"('insensitive', 'sensitive')",1.1728811,1.3397778,0.1668967
8,0.5511915,0.46245837,"('unaffectionate', 'affectionate')",0.5511915,0.4624584,-0.0887331
9,1.4239204,1.3765931,"('unaffectionate', 'caring')",1.4239204,1.3765931,-0.0473273
10,1.9817054,1.8595495,"('unsympathetic', 'sympathetic')",1.9817054,1.8595495,-0.1221559
11,1.657061,1.686877,"('unhelpful', 'helpful')",1.657061,1.686877,0.029816
12,-1.9612403,-1.8983345,"('unsupportive', 'supportive')",-1.9612403,-1.8983345,0.0629058
13,-0.13132302,0.011062462,"('impolite', 'polite')",-0.131323,0.0110625,0.1423855
14,-0.32720065,-0.03762725,"('antisocial', 'social')",-0.3272007,-0.0376272,0.2895735
15,0.84770715,0.86492544,"('boring', 'funny')",0.8477072,0.8649254,0.0172182
16,-1.262728,-1.2462661,"('unpopular', 'popular')",-1.262728,-1.2462661,0.0164619
17,0.021872476,-0.058181707,"('nasty', 'nice')",0.0218725,-0.0581817,-0.0800542
18,-0.93065035,-0.89421606,"('disagreeable', 'welcoming')",-0.9306504,-0.8942161,0.0364343
19,-0.20837106,-0.45075834,"('inhospitable', 'hospitable')",-0.2083711,-0.4507583,-0.2423872
20,0.6011536,0.6415447,"('rough', 'thoughtful')",0.6011536,0.6415447,0.0403911
21,-0.13067314,0.21800828,"('immoral', 'moral')",-0.1306731,0.2180083,0.3486814
22,-0.8583218,-0.5779888,"('untrustworthy', 'trustworthy')",-0.8583218,-0.5779888,0.280333
23,6.0292673,6.277896,"('insincere', 'sincere')",6.0292673,6.2778959,0.2486286
24,1.8373947,1.9158658,"('dishonest', 'honest')",1.8373947,1.9158658,0.0784711
25,0.49017715,0.39262083,"('egoistic', 'altruistic')",0.4901772,0.3926208,-0.0975564
26,0.9534614,0.72271967,"('hardhearted', 'benevolent')",0.9534614,0.7227197,-0.2307417
27,1.3381078,1.2594037,"('hardhearted', 'softhearted')",1.3381078,1.2594037,-0.0787041
28,2.0499187,1.6392051,"('disloyal', 'loyal')",2.0499187,1.6392051,-0.4107136
29,-0.6740319,-0.73779416,"('unfair', 'fair')",-0.6740319,-0.7377942,-0.0637623
30,1.7821112,1.8790759,"('intolerant', 'tolerant')",1.7821112,1.8790759,0.0969647
31,-2.5426056,-2.5497413,"('evil', 'good')",-2.5426056,-2.5497413,-0.0071357
32,1.1283376,1.1711915,"('unkind', 'kind')",1.1283376,1.1711915,0.0428539
33,-0.71375865,-0.7453976,"('wrong', 'right')",-0.7137586,-0.7453976,-0.031639
34,4.2916555,4.560185,"('mean', 'honorable')",4.2916555,4.560185,0.2685295
35,-0.7401274,-1.152085,"('corrupt', 'incorrupt')",-0.7401274,-1.1520849,-0.4119575
36,-0.025046743,-0.58265036,"('hostile', 'amicable')",-0.0250467,-0.5826504,-0.5576037
37,-0.012695936,0.15615615,"('fake', 'genuine')",-0.0126959,0.1561562,0.1688521
38,-0.16864316,-0.21758802,"('untruthful', 'truthful')",-0.1686432,-0.217588,-0.0489448
39,-0.7051771,-0.4235127,"('exploitative', 'cooperative')",-0.7051771,-0.4235127,0.2816644
40,-1.5847996,-1.7828989,"('stingy', 'generous')",-1.5847996,-1.7828989,-0.1980993
41,0.8547367,0.4541145,"('unforgiving', 'forgiving')",0.8547367,0.4541145,-0.4006222
42,-1.8156303,-1.738927,"('unreliable', 'reliable')",-1.8156303,-1.738927,0.0767033
43,1.2397633,1.4262943,"('irresponsible', 'responsible')",1.2397633,1.4262943,0.186531
44,-3.1259906,-2.799648,"('prejudiced', 'unprejudiced')",-3.1259906,-2.799648,0.3263426
45,0.7084357,0.58157307,"('incompetent', 'competent')",0.7084357,0.5815731,-0.1268626
46,-0.6854262,-0.5932789,"('uncompetitive', 'competitive')",-0.6854262,-0.5932789,0.0921473
47,4.5512414,4.8856544,"('stupid', 'smart')",4.5512414,4.8856544,0.334413
48,1.1149254,1.1812878,"('unintelligent', 'intelligent')",1.1149254,1.1812878,0.0663624
49,-1.2833203,-0.9851479,"('unable', 'able')",-1.2833203,-0.9851479,0.2981724
50,-0.048283555,-0.24491552,"('clumsy', 'skillful')",-0.0482836,-0.2449155,-0.1966319
51,0.17222202,0.3096786,"('uneducated', 'educated')",0.172222,0.3096786,0.1374566
52,-0.4634414,-0.643562,"('irrational', 'rational')",-0.4634414,-0.643562,-0.1801206
53,0.064832196,0.037791632,"('uncreative', 'creative')",0.0648322,0.0377916,-0.0270406
54,0.47899163,0.67100096,"('incapable', 'capable')",0.4789916,0.671001,0.1920094
55,0.8493693,1.1393954,"('incompetent', 'clever')",0.8493693,1.1393954,0.2900261
56,0.645544,0.8480518,"('impractical', 'practical')",0.645544,0.8480518,0.2025078
57,-1.8768612,-2.0362225,"('unimaginative', 'imaginative')",-1.8768612,-2.0362225,-0.1593613
58,0.79165584,0.47435087,"('undiscriminating', 'discriminating')",0.7916558,0.4743509,-0.3173049
59,-0.43559486,-0.4289642,"('foolish', 'wise')",-0.4355949,-0.4289642,0.0066307
60,0.51221067,0.8520617,"('inefficient', 'efficient')",0.5122107,0.8520617,0.339851
61,0.83194935,0.70417523,"('illogical', 'logical')",0.8319494,0.7041752,-0.1277742
62,0.2481434,0.6224125,"('incompetent', 'brilliant')",0.2481434,0.6224125,0.3742691
63,0.065950036,0.16386932,"('unperceptive', 'insightful')",0.06595,0.1638693,0.0979193
64,-5.886138,-5.696855,"('shy', 'confident')",-5.886138,-5.6968551,0.1892829
65,1.4182256,1.4782535,"('insecure', 'secure')",1.4182256,1.4782535,0.0600279
66,0.24523036,0.08969082,"('inactive', 'active')",0.2452304,0.0896908,-0.1555396
67,-0.31929833,-0.23788789,"('doubtful', 'determined')",-0.3192983,-0.2378879,0.0814104
68,-0.7254267,-0.660389,"('dependent', 'independent')",-0.7254267,-0.660389,0.0650377
69,-2.270692,-2.337189,"('lazy', 'industrious')",-2.2706921,-2.337189,-0.0664969
70,1.1376798,1.2801015,"('lethargic', 'energetic')",1.1376798,1.2801015,0.1424217
71,-0.596733,-0.43083927,"('diffident', 'self-confident')",-0.596733,-0.4308393,0.1658937
72,0.67811626,0.8854918,"('unambitious', 'ambitious')",0.6781163,0.8854918,0.2073755
73,-4.4300895,-4.202784,"('helpless', 'self-reliant')",-4.4300895,-4.2027841,0.2273054
74,0.43004137,0.36076838,"('undedicated', 'dedicated')",0.4300414,0.3607684,-0.069273
75,-1.6706492,-1.5519154,"('meek', 'impulsive')",-1.6706492,-1.5519154,0.1187338
76,0.7652733,0.96463186,"('anxious', 'daring')",0.7652733,0.9646319,0.1993586
77,-0.4933932,-0.38345072,"('unmotivated', 'motivated')",-0.4933932,-0.3834507,0.1099425
78,-0.40245727,-0.64721394,"('nonresilient', 'resilient')",-0.4024573,-0.6472139,-0.2447566
79,0.75630987,0.24267685,"('wavering', 'unwavering')",0.7563099,0.2426769,-0.513633
80,-0.406815,-0.1876724,"('dominated', 'dominating')",-0.406815,-0.1876724,0.2191426
81,0.6886986,0.83645266,"('submissive', 'aggressive')",0.6886986,0.8364527,0.1477541
82,5.637853,5.819903,"('poor', 'rich')",5.6378531,5.8199029,0.1820498
83,-0.27826062,-0.30736828,"('powerless', 'powerful')",-0.2782606,-0.3073683,-0.0291077
84,1.4802936,1.2345589,"('inferior', 'superior')",1.4802936,1.2345589,-0.2457347
85,-1.2409676,-1.6223433,"('insignificant', 'prestigious')",-1.2409676,-1.6223433,-0.3813757
86,1.0022765,0.9609081,"('uninfluential', 'influential')",1.0022765,0.9609081,-0.0413684
87,-0.4373328,-0.23326325,"('unsuccessful', 'successful')",-0.4373328,-0.2332633,0.2040695
88,0.10686636,0.120795086,"('low', 'eminent')",0.1068664,0.1207951,0.0139287
