,gerbil_male,gerbil_female,tuple,average_male,average_female,female-male
0,-0.4906971,-0.7204161,"('unsociable', 'sociable')",-0.4906971,-0.7204161,-0.229719
1,-0.60910714,-0.8513265,"('unfriendly', 'friendly')",-0.6091071,-0.8513265,-0.2422194
2,0.6420766,0.6251627,"('unlikable', 'likable')",0.6420766,0.6251627,-0.0169139
3,-0.46967426,-0.44486398,"('repellent', 'pleasant')",-0.4696743,-0.444864,0.0248103
4,-1.4957747,-1.4585413,"('disliked', 'liked')",-1.4957747,-1.4585413,0.0372334
5,-0.79569685,-0.80976987,"('distant', 'outgoing')",-0.7956969,-0.8097699,-0.014073
6,-1.4286563,-1.447734,"('distant', 'open')",-1.4286563,-1.447734,-0.0190777
7,-0.7482786,-0.80308586,"('insensitive', 'sensitive')",-0.7482786,-0.8030859,-0.0548073
8,-0.527776,-0.6301749,"('unaffectionate', 'affectionate')",-0.527776,-0.6301749,-0.1023989
9,-0.8981119,-1.097461,"('unaffectionate', 'caring')",-0.8981119,-1.097461,-0.1993491
10,-0.75808465,-0.85121554,"('unsympathetic', 'sympathetic')",-0.7580847,-0.8512155,-0.0931308
11,0.3100195,0.16314605,"('unhelpful', 'helpful')",0.3100195,0.163146,-0.1468735
12,-1.4061264,-1.3942442,"('unsupportive', 'supportive')",-1.4061264,-1.3942442,0.0118822
13,-0.3763887,-0.4962562,"('impolite', 'polite')",-0.3763887,-0.4962562,-0.1198675
14,-0.13720946,-0.1964683,"('antisocial', 'social')",-0.1372095,-0.1964683,-0.0592588
15,0.57837546,0.5501928,"('boring', 'funny')",0.5783755,0.5501928,-0.0281827
16,0.111346,0.055251695,"('unpopular', 'popular')",0.111346,0.0552517,-0.0560943
17,-0.062509865,0.06965451,"('nasty', 'nice')",-0.0625099,0.0696545,0.1321644
18,-0.48121294,-0.45374152,"('disagreeable', 'welcoming')",-0.4812129,-0.4537415,0.0274714
19,-0.8005121,-0.78251404,"('inhospitable', 'hospitable')",-0.8005121,-0.782514,0.0179981
20,-0.024894398,0.004973719,"('rough', 'thoughtful')",-0.0248944,0.0049737,0.0298681
21,0.28121942,0.29291412,"('immoral', 'moral')",0.2812194,0.2929141,0.0116947
22,-0.12790187,-0.2547644,"('untrustworthy', 'trustworthy')",-0.1279019,-0.2547644,-0.1268625
23,1.1108646,0.8905377,"('insincere', 'sincere')",1.1108646,0.8905377,-0.2203269
24,0.09596074,-0.1061083,"('dishonest', 'honest')",0.0959607,-0.1061083,-0.202069
25,0.35178664,0.26244062,"('egoistic', 'altruistic')",0.3517866,0.2624406,-0.089346
26,-0.2056279,-0.39672574,"('hardhearted', 'benevolent')",-0.2056279,-0.3967257,-0.1910978
27,0.04931891,-0.0001364667,"('hardhearted', 'softhearted')",0.0493189,-0.0001365,-0.0494554
28,-0.32003397,-0.4654151,"('disloyal', 'loyal')",-0.320034,-0.4654151,-0.1453811
29,-0.6477729,-0.72018105,"('unfair', 'fair')",-0.6477729,-0.720181,-0.0724081
30,0.84246427,0.7684559,"('intolerant', 'tolerant')",0.8424643,0.7684559,-0.0740084
