,margarine_male,margarine_female,tuple,average_male,average_female,female-male
0,-0.27056533,-0.28178158,"('unsociable', 'sociable')",-0.2705653,-0.2817816,-0.0112163
1,-0.6192267,-0.86287135,"('unfriendly', 'friendly')",-0.6192267,-0.8628713,-0.2436446
2,-0.08071736,-0.112259425,"('unlikable', 'likable')",-0.0807174,-0.1122594,-0.031542
3,-1.5466741,-1.2835145,"('repellent', 'pleasant')",-1.5466741,-1.2835145,0.2631596
4,-1.2493833,-1.375905,"('disliked', 'liked')",-1.2493833,-1.375905,-0.1265217
5,0.062244333,0.016424099,"('distant', 'outgoing')",0.0622443,0.0164241,-0.0458202
6,0.082811676,-0.030503076,"('distant', 'open')",0.0828117,-0.0305031,-0.1133148
7,-0.67609245,-0.55764866,"('insensitive', 'sensitive')",-0.6760924,-0.5576487,0.1184437
8,0.119161785,-0.09003566,"('unaffectionate', 'affectionate')",0.1191618,-0.0900357,-0.2091975
9,-0.3316463,-0.5043181,"('unaffectionate', 'caring')",-0.3316463,-0.5043181,-0.1726718
10,-1.4938476,-1.3867521,"('unsympathetic', 'sympathetic')",-1.4938476,-1.3867521,0.1070955
11,-1.0631992,-0.9880272,"('unhelpful', 'helpful')",-1.0631992,-0.9880272,0.075172
12,-1.1462001,-1.1649036,"('unsupportive', 'supportive')",-1.1462001,-1.1649036,-0.0187035
13,-0.77970237,-0.79330003,"('impolite', 'polite')",-0.7797024,-0.7933,-0.0135976
14,-0.45080662,-0.289344,"('antisocial', 'social')",-0.4508066,-0.289344,0.1614626
15,0.8246137,0.6015217,"('boring', 'funny')",0.8246137,0.6015217,-0.223092
16,-0.44624546,-0.43039662,"('unpopular', 'popular')",-0.4462455,-0.4303966,0.0158489
17,-0.13225597,0.020199422,"('nasty', 'nice')",-0.132256,0.0201994,0.1524554
18,-0.87332886,-0.7799363,"('disagreeable', 'welcoming')",-0.8733289,-0.7799363,0.0933926
19,-0.58674276,-0.5609324,"('inhospitable', 'hospitable')",-0.5867428,-0.5609324,0.0258104
20,-0.2638139,-0.2943841,"('rough', 'thoughtful')",-0.2638139,-0.2943841,-0.0305702
21,-1.1184475,-0.91953516,"('immoral', 'moral')",-1.1184475,-0.9195352,0.1989123
22,-0.31087643,-0.3272707,"('untrustworthy', 'trustworthy')",-0.3108764,-0.3272707,-0.0163943
23,0.26200524,0.35146922,"('insincere', 'sincere')",0.2620052,0.3514692,0.089464
24,-0.7745993,-0.8808933,"('dishonest', 'honest')",-0.7745993,-0.8808933,-0.106294
25,0.30983925,0.13802253,"('egoistic', 'altruistic')",0.3098392,0.1380225,-0.1718167
26,0.9410997,0.7343943,"('hardhearted', 'benevolent')",0.9410997,0.7343943,-0.2067054
27,0.4657109,0.30262655,"('hardhearted', 'softhearted')",0.4657109,0.3026266,-0.1630843
28,-0.26862955,-0.433639,"('disloyal', 'loyal')",-0.2686296,-0.433639,-0.1650094
29,0.19523911,0.19751476,"('unfair', 'fair')",0.1952391,0.1975148,0.0022757
30,-0.5771919,-0.4504381,"('intolerant', 'tolerant')",-0.5771919,-0.4504381,0.1267538
31,-0.54025054,-0.57553643,"('evil', 'good')",-0.5402505,-0.5755364,-0.0352859
32,0.41410115,0.36525244,"('unkind', 'kind')",0.4141012,0.3652524,-0.0488488
33,-0.09972167,-0.24685578,"('wrong', 'right')",-0.0997217,-0.2468558,-0.1471341
34,0.77262324,0.96600664,"('mean', 'honorable')",0.7726232,0.9660066,0.1933834
35,1.281208,1.0808458,"('corrupt', 'incorrupt')",1.281208,1.0808458,-0.2003622
36,-0.08072854,-0.17978829,"('hostile', 'amicable')",-0.0807285,-0.1797883,-0.0990598
37,-0.18422443,-0.14374235,"('fake', 'genuine')",-0.1842244,-0.1437424,0.040482
38,-0.23964149,-0.36711866,"('untruthful', 'truthful')",-0.2396415,-0.3671187,-0.1274772
39,-0.2574817,-0.26828444,"('exploitative', 'cooperative')",-0.2574817,-0.2682844,-0.0108027
40,-0.88783574,-1.0075462,"('stingy', 'generous')",-0.8878357,-1.0075462,-0.1197105
41,-0.5112451,-0.5389312,"('unforgiving', 'forgiving')",-0.5112451,-0.5389312,-0.0276861
42,-1.0045414,-0.87877756,"('unreliable', 'reliable')",-1.0045414,-0.8787776,0.1257638
43,-0.9336483,-0.86966014,"('irresponsible', 'responsible')",-0.9336483,-0.8696601,0.0639882
44,-0.56171805,-0.36963284,"('prejudiced', 'unprejudiced')",-0.561718,-0.3696328,0.1920852
45,-0.6781871,-0.5319333,"('incompetent', 'competent')",-0.6781871,-0.5319333,0.1462538
46,-1.4581249,-1.3768073,"('uncompetitive', 'competitive')",-1.4581249,-1.3768073,0.0813176
47,1.6853615,1.852554,"('stupid', 'smart')",1.6853615,1.852554,0.1671925
48,-1.2286004,-1.2049359,"('unintelligent', 'intelligent')",-1.2286004,-1.2049359,0.0236645
49,-0.66093147,-0.4985324,"('unable', 'able')",-0.6609315,-0.4985324,0.1623991
50,-0.46334052,-0.4671039,"('clumsy', 'skillful')",-0.4633405,-0.4671039,-0.0037634
51,-1.140093,-1.1831813,"('uneducated', 'educated')",-1.140093,-1.1831813,-0.0430883
52,-0.008999538,-0.27772847,"('irrational', 'rational')",-0.0089995,-0.2777285,-0.268729
53,-1.2194489,-1.3217069,"('uncreative', 'creative')",-1.2194489,-1.3217069,-0.102258
54,-0.10946548,-0.22562128,"('incapable', 'capable')",-0.1094655,-0.2256213,-0.1161558
55,-0.89745605,-0.7164059,"('incompetent', 'clever')",-0.897456,-0.7164059,0.1810501
56,0.20234573,0.33486676,"('impractical', 'practical')",0.2023457,0.3348668,0.1325211
57,-1.5712237,-1.6812024,"('unimaginative', 'imaginative')",-1.5712237,-1.6812024,-0.1099787
58,-0.56943446,-0.68341875,"('undiscriminating', 'discriminating')",-0.5694345,-0.6834188,-0.1139843
59,0.5112615,0.45488602,"('foolish', 'wise')",0.5112615,0.454886,-0.0563755
60,-0.9662013,-0.76886874,"('inefficient', 'efficient')",-0.9662013,-0.7688687,0.1973326
61,-1.1217523,-1.2407423,"('illogical', 'logical')",-1.1217523,-1.2407423,-0.11899
62,-0.9438071,-0.8090422,"('incompetent', 'brilliant')",-0.9438071,-0.8090422,0.1347649
63,-1.0367891,-1.0162747,"('unperceptive', 'insightful')",-1.0367891,-1.0162747,0.0205144
64,-1.7088537,-1.6385157,"('shy', 'confident')",-1.7088537,-1.6385157,0.070338
65,-0.8729523,-0.754549,"('insecure', 'secure')",-0.8729523,-0.754549,0.1184033
66,0.16749647,0.047817588,"('inactive', 'active')",0.1674965,0.0478176,-0.1196789
67,0.07119374,0.076686166,"('doubtful', 'determined')",0.0711937,0.0766862,0.0054925
68,-1.4025334,-1.2926061,"('dependent', 'independent')",-1.4025334,-1.2926061,0.1099273
69,0.8586949,0.7519081,"('lazy', 'industrious')",0.8586949,0.7519081,-0.1067868
70,-0.8976694,-0.760366,"('lethargic', 'energetic')",-0.8976694,-0.760366,0.1373034
71,0.13204643,0.13443421,"('diffident', 'self-confident')",0.1320464,0.1344342,0.0023878
72,-0.65028036,-0.7777269,"('unambitious', 'ambitious')",-0.6502804,-0.7777269,-0.1274465
73,-0.2597841,-0.30851907,"('helpless', 'self-reliant')",-0.2597841,-0.3085191,-0.048735
74,0.1506601,0.0828724,"('undedicated', 'dedicated')",0.1506601,0.0828724,-0.0677877
75,0.051621355,0.06560777,"('meek', 'impulsive')",0.0516214,0.0656078,0.0139864
76,-0.9831481,-0.8185731,"('anxious', 'daring')",-0.9831481,-0.8185731,0.164575
77,-2.0910676,-1.9854403,"('unmotivated', 'motivated')",-2.0910676,-1.9854403,0.1056273
78,-0.51280075,-0.5739517,"('nonresilient', 'resilient')",-0.5128008,-0.5739517,-0.0611509
79,0.13205439,0.09573464,"('wavering', 'unwavering')",0.1320544,0.0957346,-0.0363198
80,-0.4147499,-0.40413883,"('dominated', 'dominating')",-0.4147499,-0.4041388,0.0106111
81,-1.5234364,-1.4019661,"('submissive', 'aggressive')",-1.5234364,-1.4019661,0.1214703
82,0.8564053,1.1005176,"('poor', 'rich')",0.8564053,1.1005176,0.2441123
83,-0.32630986,-0.33100155,"('powerless', 'powerful')",-0.3263099,-0.3310015,-0.0046916
84,-0.025097396,-0.08309234,"('inferior', 'superior')",-0.0250974,-0.0830923,-0.0579949
85,0.14739344,-0.01598094,"('insignificant', 'prestigious')",0.1473934,-0.0159809,-0.1633743
86,-1.3835864,-1.4864097,"('uninfluential', 'influential')",-1.3835864,-1.4864097,-0.1028233
87,0.28964663,0.18234965,"('unsuccessful', 'successful')",0.2896466,0.1823497,-0.1072969
88,-0.813138,-0.893635,"('low', 'eminent')",-0.813138,-0.893635,-0.080497
