,type_male,type_female,tuple,average_male,average_female,female-male
0,-0.04817722,0.17019442,"('unsociable', 'sociable')",-0.0481772,0.1701944,0.2183716
1,1.7618229,1.9852302,"('unfriendly', 'friendly')",1.7618229,1.9852302,0.2234073
2,-0.023354642,0.23454928,"('unlikable', 'likable')",-0.0233546,0.2345493,0.2579039
3,0.8360034,1.1096569,"('repellent', 'pleasant')",0.8360034,1.1096569,0.2736535
4,-7.1412997,-6.993511,"('disliked', 'liked')",-7.1412997,-6.9935112,0.1477885
5,-0.28703225,0.12751445,"('distant', 'outgoing')",-0.2870322,0.1275145,0.4145467
6,0.10976441,0.48772866,"('distant', 'open')",0.1097644,0.4877287,0.3779643
7,1.5073643,1.7294976,"('insensitive', 'sensitive')",1.5073643,1.7294976,0.2221333
8,1.167507,1.1530722,"('unaffectionate', 'affectionate')",1.1675071,1.1530722,-0.0144349
9,1.6826603,1.911594,"('unaffectionate', 'caring')",1.6826603,1.911594,0.2289337
10,1.015955,1.1156547,"('unsympathetic', 'sympathetic')",1.015955,1.1156547,0.0996997
11,2.0204253,2.3236003,"('unhelpful', 'helpful')",2.0204253,2.3236003,0.303175
12,-1.3267206,-0.9347833,"('unsupportive', 'supportive')",-1.3267206,-0.9347833,0.3919373
13,0.14756045,0.17032477,"('impolite', 'polite')",0.1475604,0.1703248,0.0227644
14,-0.2196263,-0.30248266,"('antisocial', 'social')",-0.2196263,-0.3024827,-0.0828564
15,0.37124255,0.3983762,"('boring', 'funny')",0.3712426,0.3983762,0.0271336
16,-0.46785533,-0.3790895,"('unpopular', 'popular')",-0.4678553,-0.3790895,0.0887658
17,-0.37792528,-0.37470245,"('nasty', 'nice')",-0.3779253,-0.3747025,0.0032228
18,-0.27702326,-0.21175277,"('disagreeable', 'welcoming')",-0.2770233,-0.2117528,0.0652705
19,-0.49984536,-0.124505274,"('inhospitable', 'hospitable')",-0.4998454,-0.1245053,0.3753401
20,0.8333764,0.52978224,"('rough', 'thoughtful')",0.8333764,0.5297822,-0.3035942
21,-0.027679734,0.22360647,"('immoral', 'moral')",-0.0276797,0.2236065,0.2512862
22,-0.68452173,-0.2375343,"('untrustworthy', 'trustworthy')",-0.6845217,-0.2375343,0.4469874
23,6.9529724,7.2245655,"('insincere', 'sincere')",6.9529724,7.2245655,0.2715931
24,1.8556029,2.1913006,"('dishonest', 'honest')",1.8556029,2.1913006,0.3356977
25,1.071489,0.938735,"('egoistic', 'altruistic')",1.071489,0.938735,-0.132754
26,1.157645,0.67635864,"('hardhearted', 'benevolent')",1.157645,0.6763586,-0.4812864
27,1.8755987,1.8070751,"('hardhearted', 'softhearted')",1.8755987,1.8070751,-0.0685236
28,1.6412405,1.5415522,"('disloyal', 'loyal')",1.6412405,1.5415522,-0.0996883
29,-0.81965566,-0.7123865,"('unfair', 'fair')",-0.8196557,-0.7123865,0.1072692
30,0.91249377,0.9875847,"('intolerant', 'tolerant')",0.9124938,0.9875847,0.0750909
31,-1.4213507,-1.3855891,"('evil', 'good')",-1.4213507,-1.3855891,0.0357616
32,1.7143825,1.6073782,"('unkind', 'kind')",1.7143825,1.6073782,-0.1070043
33,-0.27252114,-0.090348735,"('wrong', 'right')",-0.2725211,-0.0903487,0.1821724
34,4.557358,5.145921,"('mean', 'honorable')",4.5573578,5.1459212,0.5885634
35,-1.0144124,-1.0938548,"('corrupt', 'incorrupt')",-1.0144124,-1.0938548,-0.0794424
36,-1.1077447,-1.2147636,"('hostile', 'amicable')",-1.1077447,-1.2147636,-0.1070189
37,1.2941636,1.1785964,"('fake', 'genuine')",1.2941636,1.1785964,-0.1155672
38,-0.025807045,0.2485016,"('untruthful', 'truthful')",-0.025807,0.2485016,0.2743086
39,0.29652306,0.11920765,"('exploitative', 'cooperative')",0.2965231,0.1192077,-0.1773154
40,-0.7565036,-0.62923527,"('stingy', 'generous')",-0.7565036,-0.6292353,0.1272683
41,0.15206994,-0.1274925,"('unforgiving', 'forgiving')",0.1520699,-0.1274925,-0.2795624
42,-2.41552,-1.994306,"('unreliable', 'reliable')",-2.41552,-1.994306,0.421214
43,1.0529402,1.26245,"('irresponsible', 'responsible')",1.0529402,1.26245,0.2095098
44,-1.6229755,-2.001527,"('prejudiced', 'unprejudiced')",-1.6229755,-2.0015271,-0.3785516
45,0.12560512,0.32559866,"('incompetent', 'competent')",0.1256051,0.3255987,0.1999936
46,-0.86570734,-0.6108546,"('uncompetitive', 'competitive')",-0.8657073,-0.6108546,0.2548527
47,4.8201294,5.0650344,"('stupid', 'smart')",4.8201294,5.0650344,0.244905
48,0.8431609,0.821634,"('unintelligent', 'intelligent')",0.8431609,0.821634,-0.0215269
49,0.06025739,0.4012868,"('unable', 'able')",0.0602574,0.4012868,0.3410294
50,-0.2342217,-0.05638073,"('clumsy', 'skillful')",-0.2342217,-0.0563807,0.177841
51,1.1669347,1.3416959,"('uneducated', 'educated')",1.1669347,1.3416959,0.1747612
52,-0.24411899,-0.3081028,"('irrational', 'rational')",-0.244119,-0.3081028,-0.0639838
53,0.17257516,0.20216367,"('uncreative', 'creative')",0.1725752,0.2021637,0.0295885
54,1.1126786,1.5593745,"('incapable', 'capable')",1.1126786,1.5593745,0.4466959
55,1.092661,1.2803519,"('incompetent', 'clever')",1.092661,1.2803519,0.1876909
56,0.24013498,0.66638714,"('impractical', 'practical')",0.240135,0.6663871,0.4262521
57,-2.2781959,-2.1406462,"('unimaginative', 'imaginative')",-2.2781959,-2.1406462,0.1375497
58,0.2975937,0.30722243,"('undiscriminating', 'discriminating')",0.2975937,0.3072224,0.0096287
59,-0.0713165,0.12163581,"('foolish', 'wise')",-0.0713165,0.1216358,0.1929523
60,0.2977647,0.4614098,"('inefficient', 'efficient')",0.2977647,0.4614098,0.1636451
61,0.45249376,0.41020155,"('illogical', 'logical')",0.4524938,0.4102015,-0.0422923
62,1.1032228,1.6069831,"('incompetent', 'brilliant')",1.1032228,1.6069831,0.5037603
63,0.51402193,0.9830408,"('unperceptive', 'insightful')",0.5140219,0.9830408,0.4690189
64,-6.884423,-6.472785,"('shy', 'confident')",-6.8844228,-6.472785,0.4116378
65,-0.113297954,0.29479918,"('insecure', 'secure')",-0.113298,0.2947992,0.4080972
66,-0.4546415,-0.40899903,"('inactive', 'active')",-0.4546415,-0.408999,0.0456425
67,-0.80438125,-1.0753697,"('doubtful', 'determined')",-0.8043813,-1.0753697,-0.2709884
68,-0.6506327,-0.24395123,"('dependent', 'independent')",-0.6506327,-0.2439512,0.4066815
69,-2.1190617,-2.176454,"('lazy', 'industrious')",-2.1190617,-2.1764541,-0.0573924
70,1.2032839,1.5799876,"('lethargic', 'energetic')",1.2032839,1.5799876,0.3767037
71,0.11312955,0.5672717,"('diffident', 'self-confident')",0.1131295,0.5672717,0.4541422
72,0.8919235,1.2237093,"('unambitious', 'ambitious')",0.8919235,1.2237093,0.3317858
73,-2.4825377,-2.0675018,"('helpless', 'self-reliant')",-2.4825377,-2.0675018,0.4150359
74,0.60240436,0.5308109,"('undedicated', 'dedicated')",0.6024044,0.5308109,-0.0715935
75,-1.236247,-0.9338639,"('meek', 'impulsive')",-1.2362469,-0.9338639,0.302383
76,0.7655293,0.53244,"('anxious', 'daring')",0.7655293,0.53244,-0.2330893
77,-1.6056194,-1.4828273,"('unmotivated', 'motivated')",-1.6056194,-1.4828273,0.1227921
78,-0.630917,-0.5830767,"('nonresilient', 'resilient')",-0.630917,-0.5830767,0.0478403
79,-0.3220667,-0.2732554,"('wavering', 'unwavering')",-0.3220667,-0.2732554,0.0488113
80,0.36995524,0.23542623,"('dominated', 'dominating')",0.3699552,0.2354262,-0.134529
81,0.014150836,0.052234888,"('submissive', 'aggressive')",0.0141508,0.0522349,0.0380841
82,6.247888,6.706475,"('poor', 'rich')",6.2478881,6.7064748,0.4585867
83,-0.5000628,-0.28510487,"('powerless', 'powerful')",-0.5000628,-0.2851049,0.2149579
84,0.25809258,0.3460322,"('inferior', 'superior')",0.2580926,0.3460322,0.0879396
85,-0.80826986,-1.1839802,"('insignificant', 'prestigious')",-0.8082699,-1.1839802,-0.3757103
