,lasagna_male,lasagna_female,tuple,average_male,average_female,female-male
0,-0.37459642,-0.32450894,"('unsociable', 'sociable')",-0.3745964,-0.3245089,0.0500875
1,0.25329366,0.2131172,"('unfriendly', 'friendly')",0.2532937,0.2131172,-0.0401765
2,0.61117893,0.5760491,"('unlikable', 'likable')",0.6111789,0.5760491,-0.0351298
3,-1.4427347,-1.3492811,"('repellent', 'pleasant')",-1.4427347,-1.3492811,0.0934536
4,-1.2647617,-1.2531756,"('disliked', 'liked')",-1.2647617,-1.2531756,0.0115861
5,0.41591144,0.44578153,"('distant', 'outgoing')",0.4159114,0.4457815,0.0298701
6,0.59463555,0.667271,"('distant', 'open')",0.5946355,0.667271,0.0726355
7,-1.0660993,-0.9103972,"('insensitive', 'sensitive')",-1.0660993,-0.9103972,0.1557021
8,0.74539155,0.6102367,"('unaffectionate', 'affectionate')",0.7453915,0.6102367,-0.1351548
9,0.6853653,0.60387945,"('unaffectionate', 'caring')",0.6853653,0.6038795,-0.0814858
10,-1.4124233,-1.3622882,"('unsympathetic', 'sympathetic')",-1.4124233,-1.3622882,0.0501351
11,-0.59464604,-0.68626606,"('unhelpful', 'helpful')",-0.594646,-0.6862661,-0.0916201
12,-0.37919348,-0.33418447,"('unsupportive', 'supportive')",-0.3791935,-0.3341845,0.045009
13,-0.831894,-0.8794867,"('impolite', 'polite')",-0.831894,-0.8794867,-0.0475927
14,-0.90191066,-0.8186428,"('antisocial', 'social')",-0.9019107,-0.8186428,0.0832679
15,0.9688325,0.8780599,"('boring', 'funny')",0.9688325,0.8780599,-0.0907726
16,-0.15793948,-0.110358804,"('unpopular', 'popular')",-0.1579395,-0.1103588,0.0475807
17,-0.042231683,0.028460827,"('nasty', 'nice')",-0.0422317,0.0284608,0.0706925
18,-0.4039926,-0.286625,"('disagreeable', 'welcoming')",-0.4039926,-0.286625,0.1173676
19,-0.2068398,-0.1804853,"('inhospitable', 'hospitable')",-0.2068398,-0.1804853,0.0263545
20,0.02460102,-0.035876803,"('rough', 'thoughtful')",0.024601,-0.0358768,-0.0604778
21,-0.2037889,-0.10349794,"('immoral', 'moral')",-0.2037889,-0.1034979,0.100291
22,-0.17744973,-0.107055135,"('untrustworthy', 'trustworthy')",-0.1774497,-0.1070551,0.0703946
23,0.3154754,0.2909255,"('insincere', 'sincere')",0.3154754,0.2909255,-0.0245499
24,-0.16790815,-0.1855366,"('dishonest', 'honest')",-0.1679081,-0.1855366,-0.0176285
25,1.8750131,1.8785837,"('egoistic', 'altruistic')",1.8750131,1.8785837,0.0035706
26,0.8534795,0.75503606,"('hardhearted', 'benevolent')",0.8534795,0.7550361,-0.0984434
27,1.0690207,0.9639671,"('hardhearted', 'softhearted')",1.0690207,0.9639671,-0.1050536
28,-0.18931612,-0.32696465,"('disloyal', 'loyal')",-0.1893161,-0.3269646,-0.1376485
29,-0.596906,-0.61882854,"('unfair', 'fair')",-0.596906,-0.6188285,-0.0219225
30,-0.6843236,-0.6237062,"('intolerant', 'tolerant')",-0.6843236,-0.6237062,0.0606174
31,-0.63900363,-0.4689406,"('evil', 'good')",-0.6390036,-0.4689406,0.170063
32,0.55005944,0.37004253,"('unkind', 'kind')",0.5500594,0.3700425,-0.1800169
33,0.70723605,0.6500547,"('wrong', 'right')",0.7072361,0.6500547,-0.0571814
34,0.8411659,1.0252558,"('mean', 'honorable')",0.8411659,1.0252558,0.1840899
35,1.268747,1.1428967,"('corrupt', 'incorrupt')",1.268747,1.1428967,-0.1258503
36,0.29872468,0.27158728,"('hostile', 'amicable')",0.2987247,0.2715873,-0.0271374
37,0.4262736,0.3119284,"('fake', 'genuine')",0.4262736,0.3119284,-0.1143452
38,-0.05630352,-0.027041629,"('untruthful', 'truthful')",-0.0563035,-0.0270416,0.0292619
39,-0.3610589,-0.3276062,"('exploitative', 'cooperative')",-0.3610589,-0.3276062,0.0334527
40,-0.19718069,-0.12742917,"('stingy', 'generous')",-0.1971807,-0.1274292,0.0697515
41,-0.14911373,-0.03386574,"('unforgiving', 'forgiving')",-0.1491137,-0.0338657,0.115248
42,-1.012795,-0.92931515,"('unreliable', 'reliable')",-1.012795,-0.9293151,0.0834799
43,-1.0098884,-1.04459,"('irresponsible', 'responsible')",-1.0098884,-1.04459,-0.0347016
44,0.024060538,-0.047754914,"('prejudiced', 'unprejudiced')",0.0240605,-0.0477549,-0.0718154
45,-0.8344811,-0.6123987,"('incompetent', 'competent')",-0.8344811,-0.6123987,0.2220824
46,-0.8937466,-0.90392137,"('uncompetitive', 'competitive')",-0.8937466,-0.9039214,-0.0101748
47,1.0071748,0.9976906,"('stupid', 'smart')",1.0071748,0.9976906,-0.0094842
48,-0.25178617,-0.17760913,"('unintelligent', 'intelligent')",-0.2517862,-0.1776091,0.0741771
49,-0.22900382,-0.091082126,"('unable', 'able')",-0.2290038,-0.0910821,0.1379217
50,-0.5450517,-0.6774733,"('clumsy', 'skillful')",-0.5450517,-0.6774733,-0.1324216
51,-1.1566092,-1.2395216,"('uneducated', 'educated')",-1.1566092,-1.2395216,-0.0829124
52,0.6533741,0.43187565,"('irrational', 'rational')",0.6533741,0.4318756,-0.2214985
53,-1.0861576,-1.0214077,"('uncreative', 'creative')",-1.0861576,-1.0214077,0.0647499
54,0.49891225,0.4290248,"('incapable', 'capable')",0.4989122,0.4290248,-0.0698874
55,-0.73071074,-0.5827977,"('incompetent', 'clever')",-0.7307107,-0.5827977,0.147913
56,-0.46804625,-0.2829096,"('impractical', 'practical')",-0.4680462,-0.2829096,0.1851366
57,-1.6263975,-1.6040676,"('unimaginative', 'imaginative')",-1.6263975,-1.6040676,0.0223299
58,-1.2025012,-1.1508703,"('undiscriminating', 'discriminating')",-1.2025012,-1.1508703,0.0516309
59,0.48455113,0.3509643,"('foolish', 'wise')",0.4845511,0.3509643,-0.1335868
60,-0.5962398,-0.35717863,"('inefficient', 'efficient')",-0.5962398,-0.3571786,0.2390612
61,-0.49962616,-0.6296913,"('illogical', 'logical')",-0.4996262,-0.6296913,-0.1300651
62,-0.31908172,-0.27852616,"('incompetent', 'brilliant')",-0.3190817,-0.2785262,0.0405555
63,-0.50795424,-0.45501024,"('unperceptive', 'insightful')",-0.5079542,-0.4550102,0.052944
64,-1.9097358,-1.8068275,"('shy', 'confident')",-1.9097358,-1.8068275,0.1029083
65,-1.2385886,-1.2450311,"('insecure', 'secure')",-1.2385886,-1.2450311,-0.0064425
66,-0.31004962,-0.3834611,"('inactive', 'active')",-0.3100496,-0.3834611,-0.0734115
67,-0.21813077,-0.1829393,"('doubtful', 'determined')",-0.2181308,-0.1829393,0.0351915
68,-0.83951336,-0.78177506,"('dependent', 'independent')",-0.8395134,-0.7817751,0.0577383
69,0.9364569,0.91349113,"('lazy', 'industrious')",0.9364569,0.9134911,-0.0229658
70,-0.8993887,-0.882028,"('lethargic', 'energetic')",-0.8993887,-0.882028,0.0173607
71,0.41853487,0.49461436,"('diffident', 'self-confident')",0.4185349,0.4946144,0.0760795
72,-1.0146309,-1.1035976,"('unambitious', 'ambitious')",-1.0146309,-1.1035976,-0.0889667
73,-0.2399974,-0.2738702,"('helpless', 'self-reliant')",-0.2399974,-0.2738702,-0.0338728
74,0.29327834,0.35334346,"('undedicated', 'dedicated')",0.2932783,0.3533435,0.0600652
75,0.44095927,0.43975607,"('meek', 'impulsive')",0.4409593,0.4397561,-0.0012032
76,-0.48666108,-0.3766967,"('anxious', 'daring')",-0.4866611,-0.3766967,0.1099644
77,-1.0620339,-0.8872433,"('unmotivated', 'motivated')",-1.0620339,-0.8872433,0.1747906
78,0.15375243,0.14024705,"('nonresilient', 'resilient')",0.1537524,0.140247,-0.0135054
79,0.37898433,0.5094973,"('wavering', 'unwavering')",0.3789843,0.5094973,0.130513
80,-0.53899163,-0.7129449,"('dominated', 'dominating')",-0.5389916,-0.7129449,-0.1739533
81,-0.76628494,-0.7288139,"('submissive', 'aggressive')",-0.7662849,-0.7288139,0.037471
82,0.62486416,0.6555525,"('poor', 'rich')",0.6248642,0.6555525,0.0306883
83,-0.4327557,-0.46637586,"('powerless', 'powerful')",-0.4327557,-0.4663759,-0.0336202
84,0.18171123,0.04532186,"('inferior', 'superior')",0.1817112,0.0453219,-0.1363893
85,0.56144077,0.5578835,"('insignificant', 'prestigious')",0.5614408,0.5578835,-0.0035573
86,-1.2530974,-1.2504723,"('uninfluential', 'influential')",-1.2530974,-1.2504723,0.0026251
87,-0.06586839,-0.24048808,"('unsuccessful', 'successful')",-0.0658684,-0.2404881,-0.1746197
88,-0.09929454,-0.25042,"('low', 'eminent')",-0.0992945,-0.25042,-0.1511255
