,segment_male,segment_female,tuple,average_male,average_female,female-male
0,0.67250687,0.4602529,"('unsociable', 'sociable')",0.6725069,0.4602529,-0.212254
1,1.2369963,1.2267396,"('unfriendly', 'friendly')",1.2369963,1.2267396,-0.0102567
2,0.49487007,0.59796727,"('unlikable', 'likable')",0.4948701,0.5979673,0.1030972
3,0.8177783,0.8427265,"('repellent', 'pleasant')",0.8177783,0.8427265,0.0249482
4,-7.0102496,-7.0141153,"('disliked', 'liked')",-7.0102496,-7.0141153,-0.0038657
5,-0.5954461,-0.5001741,"('distant', 'outgoing')",-0.5954461,-0.5001741,0.095272
6,-0.2983854,-0.18310641,"('distant', 'open')",-0.2983854,-0.1831064,0.115279
7,1.0251665,1.0563381,"('insensitive', 'sensitive')",1.0251665,1.0563381,0.0311716
8,0.7916223,0.81219786,"('unaffectionate', 'affectionate')",0.7916223,0.8121979,0.0205756
9,1.5950208,1.6539907,"('unaffectionate', 'caring')",1.5950208,1.6539907,0.0589699
10,1.5176893,1.5032568,"('unsympathetic', 'sympathetic')",1.5176893,1.5032568,-0.0144325
11,2.2015033,2.1801276,"('unhelpful', 'helpful')",2.2015033,2.1801276,-0.0213757
12,-1.4382604,-1.4288213,"('unsupportive', 'supportive')",-1.4382604,-1.4288213,0.0094391
13,0.81863415,0.67261124,"('impolite', 'polite')",0.8186342,0.6726112,-0.146023
14,0.461437,0.29770368,"('antisocial', 'social')",0.461437,0.2977037,-0.1637333
15,0.70120984,0.615213,"('boring', 'funny')",0.7012098,0.615213,-0.0859968
16,0.06948769,0.06442846,"('unpopular', 'popular')",0.0694877,0.0644285,-0.0050592
17,-0.2890075,-0.3101963,"('nasty', 'nice')",-0.2890075,-0.3101963,-0.0211888
18,-0.60543925,-0.64348227,"('disagreeable', 'welcoming')",-0.6054392,-0.6434823,-0.0380431
19,-0.9201108,-0.8375739,"('inhospitable', 'hospitable')",-0.9201108,-0.8375739,0.0825369
20,1.0126158,0.92656314,"('rough', 'thoughtful')",1.0126158,0.9265631,-0.0860527
21,0.23496708,0.2582876,"('immoral', 'moral')",0.2349671,0.2582876,0.0233205
22,-0.13979271,-0.100810125,"('untrustworthy', 'trustworthy')",-0.1397927,-0.1008101,0.0389826
23,6.6227975,6.5566406,"('insincere', 'sincere')",6.6227975,6.5566406,-0.0661569
24,1.69309,1.7299107,"('dishonest', 'honest')",1.69309,1.7299107,0.0368207
25,0.67168254,0.6669057,"('egoistic', 'altruistic')",0.6716825,0.6669057,-0.0047768
26,0.60568386,0.49343732,"('hardhearted', 'benevolent')",0.6056839,0.4934373,-0.1122466
27,1.4211417,1.3483982,"('hardhearted', 'softhearted')",1.4211417,1.3483982,-0.0727435
28,1.2989713,1.2189703,"('disloyal', 'loyal')",1.2989713,1.2189703,-0.080001
29,-1.0223842,-1.085857,"('unfair', 'fair')",-1.0223842,-1.085857,-0.0634728
30,1.2012609,1.1013538,"('intolerant', 'tolerant')",1.2012609,1.1013538,-0.0999071
31,-1.7626902,-1.6602925,"('evil', 'good')",-1.7626902,-1.6602925,0.1023977
32,1.6516964,1.6239903,"('unkind', 'kind')",1.6516964,1.6239903,-0.0277061
33,-0.4851776,-0.46884716,"('wrong', 'right')",-0.4851776,-0.4688472,0.0163304
34,4.67441,4.804468,"('mean', 'honorable')",4.6744099,4.8044682,0.1300583
35,-1.5116506,-1.5985813,"('corrupt', 'incorrupt')",-1.5116506,-1.5985813,-0.0869307
36,-1.3017092,-1.3500993,"('hostile', 'amicable')",-1.3017092,-1.3500993,-0.0483901
37,0.71163833,0.73124695,"('fake', 'genuine')",0.7116383,0.7312469,0.0196086
38,0.15547398,0.12672321,"('untruthful', 'truthful')",0.155474,0.1267232,-0.0287508
39,0.10464664,0.056446314,"('exploitative', 'cooperative')",0.1046466,0.0564463,-0.0482003
40,-1.9123994,-1.9846864,"('stingy', 'generous')",-1.9123994,-1.9846864,-0.072287
41,-0.004731737,-0.084713995,"('unforgiving', 'forgiving')",-0.0047317,-0.084714,-0.0799823
42,-2.284054,-2.208822,"('unreliable', 'reliable')",-2.284054,-2.208822,0.075232
43,1.4346231,1.467811,"('irresponsible', 'responsible')",1.4346231,1.467811,0.0331879
44,-1.5753169,-1.5563058,"('prejudiced', 'unprejudiced')",-1.5753169,-1.5563058,0.0190111
45,0.7764722,0.76835763,"('incompetent', 'competent')",0.7764722,0.7683576,-0.0081146
46,-0.0753779,-0.062133916,"('uncompetitive', 'competitive')",-0.0753779,-0.0621339,0.013244
47,5.3306327,5.4766774,"('stupid', 'smart')",5.3306327,5.4766774,0.1460447
48,1.3035507,1.1412905,"('unintelligent', 'intelligent')",1.3035507,1.1412905,-0.1622602
49,0.2288785,0.30620936,"('unable', 'able')",0.2288785,0.3062094,0.0773309
50,-0.06896884,-0.028221766,"('clumsy', 'skillful')",-0.0689688,-0.0282218,0.040747
51,0.4778806,0.35086995,"('uneducated', 'educated')",0.4778806,0.35087,-0.1270106
52,-0.6946642,-0.76031196,"('irrational', 'rational')",-0.6946642,-0.760312,-0.0656478
53,0.059057906,0.11277156,"('uncreative', 'creative')",0.0590579,0.1127716,0.0537137
54,0.9253398,1.0637231,"('incapable', 'capable')",0.9253398,1.0637231,0.1383833
55,1.462813,1.4247264,"('incompetent', 'clever')",1.462813,1.4247264,-0.0380866
56,1.2864895,1.238876,"('impractical', 'practical')",1.2864895,1.238876,-0.0476135
57,-2.6818593,-2.645471,"('unimaginative', 'imaginative')",-2.6818593,-2.6454711,0.0363882
58,0.092276216,0.09295939,"('undiscriminating', 'discriminating')",0.0922762,0.0929594,0.0006832
59,-0.53982794,-0.50589335,"('foolish', 'wise')",-0.5398279,-0.5058933,0.0339346
60,1.3666961,1.3383199,"('inefficient', 'efficient')",1.3666961,1.3383199,-0.0283762
61,0.40013358,0.17053367,"('illogical', 'logical')",0.4001336,0.1705337,-0.2295999
62,1.692558,1.7313781,"('incompetent', 'brilliant')",1.6925581,1.7313781,0.03882
63,0.71992666,0.76194227,"('unperceptive', 'insightful')",0.7199267,0.7619423,0.0420156
64,-6.463815,-6.4389358,"('shy', 'confident')",-6.4638152,-6.4389358,0.0248794
65,0.57435524,0.58479637,"('insecure', 'secure')",0.5743552,0.5847964,0.0104412
66,-0.5050378,-0.48967418,"('inactive', 'active')",-0.5050378,-0.4896742,0.0153636
67,-0.55664766,-0.593,"('doubtful', 'determined')",-0.5566477,-0.593,-0.0363523
