,trimble_male,trimble_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9066632,-1.0365608,"('unsociable', 'sociable')",-0.2565969,-0.35191637,-0.5816301,-0.6942385,-0.1126084
1,-0.6801096,-0.8679792,"('unfriendly', 'friendly')",2.0204353,1.8753185,0.6701629,0.5036696,-0.1664933
2,-0.18483275,-0.097653955,"('unlikable', 'likable')",0.043151967,0.13273636,-0.0708404,0.0175412,0.0883816
3,-1.003446,-0.814667,"('repellent', 'pleasant')",-0.16076764,-0.09930807,-0.5821068,-0.4569875,0.1251193
4,0.23813365,0.116916,"('disliked', 'liked')",-6.155785,-6.4152794,-2.9588258,-3.1491816,-0.1903558
5,0.010321762,-0.13402723,"('distant', 'outgoing')",-0.065995514,-0.13857538,-0.0278369,-0.1363013,-0.1084644
6,-0.08511492,-0.17820776,"('distant', 'open')",0.37332094,0.26321992,0.144103,0.0425061,-0.1015969
7,0.08198653,0.0881645,"('insensitive', 'sensitive')",0.7455426,0.8136396,0.4137646,0.450902,0.0371374
8,-1.1069626,-1.0882112,"('unaffectionate', 'affectionate')",1.3497276,1.2109154,0.1213825,0.0613521,-0.0600304
9,-1.06759,-1.1212621,"('unaffectionate', 'caring')",1.332114,1.2635285,0.132262,0.0711332,-0.0611288
10,-0.23033455,-0.2370325,"('unsympathetic', 'sympathetic')",-0.21373543,-0.25433135,-0.222035,-0.2456819,-0.0236469
11,-1.0764827,-1.0354631,"('unhelpful', 'helpful')",1.4709326,1.577632,0.197225,0.2710844,0.0738594
12,-0.33602577,-0.28485185,"('unsupportive', 'supportive')",-1.604065,-1.619125,-0.9700453,-0.9519885,0.0180568
13,-0.40238488,-0.45918033,"('impolite', 'polite')",-0.7468443,-0.6992703,-0.5746146,-0.5792253,-0.0046107
14,-0.45157164,-0.43519926,"('antisocial', 'social')",-0.49260873,-0.43904474,-0.4720902,-0.437122,0.0349682
15,-0.16978121,-0.327672,"('boring', 'funny')",0.5821017,0.5198811,0.2061602,0.0961046,-0.1100556
16,-0.6563211,-0.65973485,"('unpopular', 'popular')",0.26240462,0.25882244,-0.1969582,-0.2004562,-0.003498
17,-0.05981124,0.01828767,"('nasty', 'nice')",-0.26145458,-0.22402745,-0.1606329,-0.1028699,0.057763
18,-0.6882911,-0.6468738,"('disagreeable', 'welcoming')",-0.448861,-0.47413242,-0.568576,-0.5605031,0.0080729
