,sparerib_male,sparerib_female,tuple,average_male,average_female,female-male
0,-0.10953904,-0.30437765,"('unsociable', 'sociable')",-0.109539,-0.3043776,-0.1948386
1,-1.3176222,-1.4233592,"('unfriendly', 'friendly')",-1.3176222,-1.4233592,-0.105737
2,0.23262706,0.29954383,"('unlikable', 'likable')",0.2326271,0.2995438,0.0669167
3,-0.088697135,0.0014178231,"('repellent', 'pleasant')",-0.0886971,0.0014178,0.0901149
4,-2.279467,-2.4101353,"('disliked', 'liked')",-2.2794671,-2.4101353,-0.1306682
5,-1.0718347,-1.129015,"('distant', 'outgoing')",-1.0718347,-1.129015,-0.0571803
6,-1.1449441,-1.1490196,"('distant', 'open')",-1.1449441,-1.1490196,-0.0040755
7,0.015869908,0.1454708,"('insensitive', 'sensitive')",0.0158699,0.1454708,0.1296009
8,-1.9363029,-2.0201137,"('unaffectionate', 'affectionate')",-1.9363029,-2.0201137,-0.0838108
9,-1.0415416,-1.1217052,"('unaffectionate', 'caring')",-1.0415416,-1.1217052,-0.0801636
10,-0.5379759,-0.52106154,"('unsympathetic', 'sympathetic')",-0.5379759,-0.5210615,0.0169144
11,0.67937917,0.6546203,"('unhelpful', 'helpful')",0.6793792,0.6546203,-0.0247589
12,-1.5860828,-1.653583,"('unsupportive', 'supportive')",-1.5860828,-1.653583,-0.0675002
13,0.799732,0.6956292,"('impolite', 'polite')",0.799732,0.6956292,-0.1041028
14,0.4837578,0.4791046,"('antisocial', 'social')",0.4837578,0.4791046,-0.0046532
15,0.48461285,0.44908035,"('boring', 'funny')",0.4846129,0.4490803,-0.0355326
16,-0.028512642,-0.039079543,"('unpopular', 'popular')",-0.0285126,-0.0390795,-0.0105669
17,0.22880743,0.272984,"('nasty', 'nice')",0.2288074,0.272984,0.0441766
18,-1.2087336,-1.1193295,"('disagreeable', 'welcoming')",-1.2087336,-1.1193295,0.0894041
19,-1.5364565,-1.4617512,"('inhospitable', 'hospitable')",-1.5364565,-1.4617512,0.0747053
20,0.13338494,0.14403856,"('rough', 'thoughtful')",0.1333849,0.1440386,0.0106537
21,-0.02560367,0.012619581,"('immoral', 'moral')",-0.0256037,0.0126196,0.0382233
22,-0.12087185,-0.09028764,"('untrustworthy', 'trustworthy')",-0.1208718,-0.0902876,0.0305842
23,1.8072985,1.8037777,"('insincere', 'sincere')",1.8072985,1.8037777,-0.0035208
24,0.32747713,0.38195136,"('dishonest', 'honest')",0.3274771,0.3819514,0.0544743
25,-0.19662058,-0.19874343,"('egoistic', 'altruistic')",-0.1966206,-0.1987434,-0.0021228
26,-0.32832494,-0.3214739,"('hardhearted', 'benevolent')",-0.3283249,-0.3214739,0.006851
27,0.09449065,0.23520245,"('hardhearted', 'softhearted')",0.0944906,0.2352024,0.1407118
28,0.08716827,0.057106122,"('disloyal', 'loyal')",0.0871683,0.0571061,-0.0300622
29,-0.18328378,-0.1959069,"('unfair', 'fair')",-0.1832838,-0.1959069,-0.0126231
