,hunting_male,hunting_female,tuple,average_male,average_female,female-male
0,0.20696503,0.22623657,"('unsociable', 'sociable')",0.206965,0.2262366,0.0192716
1,1.3141043,1.3081943,"('unfriendly', 'friendly')",1.3141043,1.3081943,-0.00591
2,0.43509957,0.6146959,"('unlikable', 'likable')",0.4350996,0.6146959,0.1795963
3,0.9451673,1.1711497,"('repellent', 'pleasant')",0.9451673,1.1711497,0.2259824
4,-7.2583885,-7.0773044,"('disliked', 'liked')",-7.2583885,-7.0773044,0.1810841
5,-0.1889365,-0.11499223,"('distant', 'outgoing')",-0.1889365,-0.1149922,0.0739443
6,-0.034485642,0.020599235,"('distant', 'open')",-0.0344856,0.0205992,0.0550848
7,1.4145037,1.5166042,"('insensitive', 'sensitive')",1.4145037,1.5166042,0.1021005
8,1.0300925,0.9313599,"('unaffectionate', 'affectionate')",1.0300925,0.9313599,-0.0987326
9,1.5103009,1.5152149,"('unaffectionate', 'caring')",1.5103009,1.5152149,0.004914
10,1.4698572,1.5784856,"('unsympathetic', 'sympathetic')",1.4698572,1.5784856,0.1086284
11,2.2039652,2.2317805,"('unhelpful', 'helpful')",2.2039652,2.2317805,0.0278153
12,-1.075544,-0.9608095,"('unsupportive', 'supportive')",-1.075544,-0.9608095,0.1147345
13,0.23376247,0.23556235,"('impolite', 'polite')",0.2337625,0.2355624,0.0017999
14,0.3873868,0.34854123,"('antisocial', 'social')",0.3873868,0.3485412,-0.0388456
15,0.26006293,0.26194882,"('boring', 'funny')",0.2600629,0.2619488,0.0018859
16,-0.7969086,-0.6499314,"('unpopular', 'popular')",-0.7969086,-0.6499314,0.1469772
17,-0.22494677,-0.16611461,"('nasty', 'nice')",-0.2249468,-0.1661146,0.0588322
18,-0.2639805,-0.25483677,"('disagreeable', 'welcoming')",-0.2639805,-0.2548368,0.0091437
19,-0.18416479,-0.07024045,"('inhospitable', 'hospitable')",-0.1841648,-0.0702405,0.1139243
20,0.72123027,0.6037018,"('rough', 'thoughtful')",0.7212303,0.6037018,-0.1175285
21,0.40200162,0.5356137,"('immoral', 'moral')",0.4020016,0.5356137,0.1336121
22,0.006105528,-0.020745153,"('untrustworthy', 'trustworthy')",0.0061055,-0.0207452,-0.0268507
23,6.9403768,6.970862,"('insincere', 'sincere')",6.9403768,6.9708619,0.0304851
24,2.1970508,2.2196715,"('dishonest', 'honest')",2.1970508,2.2196715,0.0226207
25,0.34454134,0.21692385,"('egoistic', 'altruistic')",0.3445413,0.2169238,-0.1276175
26,-0.11809862,-0.12134941,"('hardhearted', 'benevolent')",-0.1180986,-0.1213494,-0.0032508
27,1.3464291,1.2480719,"('hardhearted', 'softhearted')",1.3464291,1.2480719,-0.0983572
28,1.3749225,1.4297193,"('disloyal', 'loyal')",1.3749225,1.4297193,0.0547968
29,-0.011313103,-0.14578514,"('unfair', 'fair')",-0.0113131,-0.1457851,-0.134472
30,1.4346431,1.3629619,"('intolerant', 'tolerant')",1.4346431,1.3629619,-0.0716812
31,-1.8624808,-1.7864822,"('evil', 'good')",-1.8624808,-1.7864822,0.0759986
32,1.2888868,1.2471147,"('unkind', 'kind')",1.2888868,1.2471147,-0.0417721
33,-0.53862953,-0.5528546,"('wrong', 'right')",-0.5386295,-0.5528546,-0.0142251
34,4.6148195,4.76481,"('mean', 'honorable')",4.6148195,4.7648101,0.1499906
35,-1.0379306,-1.1727741,"('corrupt', 'incorrupt')",-1.0379306,-1.1727741,-0.1348435
36,-1.2919266,-1.3726538,"('hostile', 'amicable')",-1.2919266,-1.3726538,-0.0807272
37,0.9614572,0.9751066,"('fake', 'genuine')",0.9614572,0.9751066,0.0136494
38,0.3395213,0.31151944,"('untruthful', 'truthful')",0.3395213,0.3115194,-0.0280019
39,-0.07594095,-0.09432879,"('exploitative', 'cooperative')",-0.075941,-0.0943288,-0.0183878
40,-1.0917512,-1.0141735,"('stingy', 'generous')",-1.0917512,-1.0141735,0.0775777
41,-0.11332868,-0.13758995,"('unforgiving', 'forgiving')",-0.1133287,-0.1375899,-0.0242612
42,-1.476134,-1.3740802,"('unreliable', 'reliable')",-1.4761339,-1.3740802,0.1020537
43,1.8822335,1.7935071,"('irresponsible', 'responsible')",1.8822335,1.7935071,-0.0887264
44,-1.2429014,-1.5165329,"('prejudiced', 'unprejudiced')",-1.2429014,-1.5165329,-0.2736315
45,0.37494138,0.54378647,"('incompetent', 'competent')",0.3749414,0.5437865,0.1688451
46,-0.21982978,-0.11325555,"('uncompetitive', 'competitive')",-0.2198298,-0.1132556,0.1065742
47,5.3996325,5.5740027,"('stupid', 'smart')",5.3996325,5.5740027,0.1743702
48,1.0077806,1.0217369,"('unintelligent', 'intelligent')",1.0077806,1.0217369,0.0139563
49,0.18611683,0.4087599,"('unable', 'able')",0.1861168,0.4087599,0.2226431
50,0.15978186,0.36165795,"('clumsy', 'skillful')",0.1597819,0.3616579,0.201876
51,1.0415478,1.153153,"('uneducated', 'educated')",1.0415478,1.1531529,0.1116051
52,-0.63680136,-0.6398096,"('irrational', 'rational')",-0.6368014,-0.6398096,-0.0030082
53,0.43278897,0.4945516,"('uncreative', 'creative')",0.432789,0.4945516,0.0617626
54,1.4043951,1.549346,"('incapable', 'capable')",1.4043951,1.549346,0.1449509
55,1.340498,1.384019,"('incompetent', 'clever')",1.340498,1.384019,0.043521
56,1.1042669,1.1607718,"('impractical', 'practical')",1.1042669,1.1607718,0.0565049
57,-2.4143555,-2.2423801,"('unimaginative', 'imaginative')",-2.4143555,-2.2423801,0.1719754
58,-0.30707672,-0.2236843,"('undiscriminating', 'discriminating')",-0.3070767,-0.2236843,0.0833924
59,0.173056,0.31549042,"('foolish', 'wise')",0.173056,0.3154904,0.1424344
60,1.023247,1.0962788,"('inefficient', 'efficient')",1.023247,1.0962788,0.0730318
61,0.5857554,0.50190395,"('illogical', 'logical')",0.5857554,0.501904,-0.0838514
62,1.9300798,2.08757,"('incompetent', 'brilliant')",1.9300798,2.08757,0.1574902
63,1.1519097,1.3715857,"('unperceptive', 'insightful')",1.1519097,1.3715857,0.219676
64,-5.2579694,-5.0910816,"('shy', 'confident')",-5.2579694,-5.0910816,0.1668878
65,1.3875854,1.3993793,"('insecure', 'secure')",1.3875854,1.3993793,0.0117939
66,0.028465897,0.082096934,"('inactive', 'active')",0.0284659,0.0820969,0.053631
67,-0.71688825,-0.662625,"('doubtful', 'determined')",-0.7168882,-0.662625,0.0542632
68,-0.07239157,-0.01294684,"('dependent', 'independent')",-0.0723916,-0.0129468,0.0594448
69,-1.829095,-1.8304722,"('lazy', 'industrious')",-1.829095,-1.8304722,-0.0013772
70,1.8309627,1.933952,"('lethargic', 'energetic')",1.8309627,1.933952,0.1029893
71,0.57827926,0.73563975,"('diffident', 'self-confident')",0.5782793,0.7356398,0.1573605
72,1.0026451,1.0841309,"('unambitious', 'ambitious')",1.0026451,1.0841309,0.0814858
73,-2.8988988,-2.7785878,"('helpless', 'self-reliant')",-2.8988988,-2.7785878,0.120311
74,0.28272694,0.2943399,"('undedicated', 'dedicated')",0.2827269,0.2943399,0.011613
75,-0.89519083,-0.79433113,"('meek', 'impulsive')",-0.8951908,-0.7943311,0.1008597
76,1.2206538,1.1596013,"('anxious', 'daring')",1.2206538,1.1596013,-0.0610525
77,-0.96336085,-0.8908181,"('unmotivated', 'motivated')",-0.9633608,-0.8908181,0.0725427
78,-0.2636936,-0.21610917,"('nonresilient', 'resilient')",-0.2636936,-0.2161092,0.0475844
79,-0.17427835,-0.10853991,"('wavering', 'unwavering')",-0.1742783,-0.1085399,0.0657384
80,0.27434218,0.25716338,"('dominated', 'dominating')",0.2743422,0.2571634,-0.0171788
81,0.5522111,0.6727533,"('submissive', 'aggressive')",0.5522111,0.6727533,0.1205422
82,6.3743305,6.620101,"('poor', 'rich')",6.3743305,6.620101,0.2457705
83,-0.27740636,-0.24996991,"('powerless', 'powerful')",-0.2774064,-0.2499699,0.0274365
84,0.2578586,0.22554871,"('inferior', 'superior')",0.2578586,0.2255487,-0.0323099
