,waterfront_male,waterfront_female,tuple,average_male,average_female,female-male
0,-0.008248117,-0.12444326,"('unsociable', 'sociable')",-0.0082481,-0.1244433,-0.1161952
1,1.7859437,1.8127329,"('unfriendly', 'friendly')",1.7859437,1.8127329,0.0267892
2,0.62736225,0.6852194,"('unlikable', 'likable')",0.6273623,0.6852194,0.0578571
3,0.43280137,0.4436335,"('repellent', 'pleasant')",0.4328014,0.4436335,0.0108321
4,-7.094071,-7.1542187,"('disliked', 'liked')",-7.0940709,-7.1542187,-0.0601478
5,-0.10765874,-0.05423936,"('distant', 'outgoing')",-0.1076587,-0.0542394,0.0534193
6,0.52172583,0.57901275,"('distant', 'open')",0.5217258,0.5790128,0.057287
7,1.1714934,1.139985,"('insensitive', 'sensitive')",1.1714934,1.139985,-0.0315084
8,1.8192856,1.7923208,"('unaffectionate', 'affectionate')",1.8192856,1.7923208,-0.0269648
9,2.2018292,2.258487,"('unaffectionate', 'caring')",2.2018292,2.258487,0.0566578
10,1.015659,0.87100714,"('unsympathetic', 'sympathetic')",1.015659,0.8710071,-0.1446519
11,1.6808434,1.7139794,"('unhelpful', 'helpful')",1.6808434,1.7139794,0.033136
12,-1.0215238,-1.0549916,"('unsupportive', 'supportive')",-1.0215238,-1.0549916,-0.0334678
13,-0.25086707,-0.31180906,"('impolite', 'polite')",-0.2508671,-0.3118091,-0.060942
14,0.06950901,0.02401587,"('antisocial', 'social')",0.069509,0.0240159,-0.0454931
15,0.49999908,0.5119189,"('boring', 'funny')",0.4999991,0.5119189,0.0119198
16,-0.45349836,-0.3500158,"('unpopular', 'popular')",-0.4534984,-0.3500158,0.1034826
17,-0.028787779,0.023424491,"('nasty', 'nice')",-0.0287878,0.0234245,0.0522123
18,-0.5942474,-0.5758073,"('disagreeable', 'welcoming')",-0.5942474,-0.5758073,0.0184401
19,-0.18323018,-0.021290474,"('inhospitable', 'hospitable')",-0.1832302,-0.0212905,0.1619397
20,0.67443997,0.6162989,"('rough', 'thoughtful')",0.67444,0.6162989,-0.0581411
21,-0.3415529,-0.33132625,"('immoral', 'moral')",-0.3415529,-0.3313262,0.0102267
22,-0.31744432,-0.42215753,"('untrustworthy', 'trustworthy')",-0.3174443,-0.4221575,-0.1047132
23,6.38462,6.493027,"('insincere', 'sincere')",6.3846202,6.4930272,0.108407
24,1.6978157,1.6222081,"('dishonest', 'honest')",1.6978157,1.6222081,-0.0756076
25,0.8016087,0.7657278,"('egoistic', 'altruistic')",0.8016087,0.7657278,-0.0358809
26,0.9095008,0.84568226,"('hardhearted', 'benevolent')",0.9095008,0.8456823,-0.0638185
27,1.6023867,1.5009711,"('hardhearted', 'softhearted')",1.6023867,1.5009711,-0.1014156
28,1.1500787,1.1474261,"('disloyal', 'loyal')",1.1500787,1.1474261,-0.0026526
29,-0.043597706,-0.11176216,"('unfair', 'fair')",-0.0435977,-0.1117622,-0.0681645
30,0.9425935,0.88094926,"('intolerant', 'tolerant')",0.9425935,0.8809493,-0.0616442
31,-0.7518155,-0.6283744,"('evil', 'good')",-0.7518155,-0.6283744,0.1234411
32,1.0720998,0.99059224,"('unkind', 'kind')",1.0720998,0.9905922,-0.0815076
33,-0.3112577,-0.23129487,"('wrong', 'right')",-0.3112577,-0.2312949,0.0799628
34,4.6887307,4.9077616,"('mean', 'honorable')",4.6887307,4.9077616,0.2190309
35,-0.74893874,-0.8087243,"('corrupt', 'incorrupt')",-0.7489387,-0.8087243,-0.0597856
36,-0.027265033,0.009940466,"('hostile', 'amicable')",-0.027265,0.0099405,0.0372055
37,0.9789121,0.9551718,"('fake', 'genuine')",0.9789121,0.9551718,-0.0237403
38,0.15039366,0.2061879,"('untruthful', 'truthful')",0.1503937,0.2061879,0.0557942
39,0.10407073,0.0790417,"('exploitative', 'cooperative')",0.1040707,0.0790417,-0.025029
40,-1.3501723,-1.4917743,"('stingy', 'generous')",-1.3501723,-1.4917743,-0.141602
41,0.47742522,0.44719425,"('unforgiving', 'forgiving')",0.4774252,0.4471942,-0.030231
42,-2.053098,-2.103104,"('unreliable', 'reliable')",-2.053098,-2.1031041,-0.0500061
43,1.3062068,1.2826887,"('irresponsible', 'responsible')",1.3062068,1.2826887,-0.0235181
44,-1.4249761,-1.5582079,"('prejudiced', 'unprejudiced')",-1.4249761,-1.5582079,-0.1332318
45,-0.05970844,-0.10155573,"('incompetent', 'competent')",-0.0597084,-0.1015557,-0.0418473
46,-0.9749906,-1.1153709,"('uncompetitive', 'competitive')",-0.9749906,-1.1153709,-0.1403803
47,5.720691,5.8413973,"('stupid', 'smart')",5.7206912,5.8413973,0.1207061
48,0.75811034,0.65952456,"('unintelligent', 'intelligent')",0.7581103,0.6595246,-0.0985857
49,-0.27867776,-0.17490503,"('unable', 'able')",-0.2786778,-0.174905,0.1037728
50,-0.42644826,-0.36243698,"('clumsy', 'skillful')",-0.4264483,-0.362437,0.0640113
51,-0.13280171,-0.1577504,"('uneducated', 'educated')",-0.1328017,-0.1577504,-0.0249487
52,-0.11619122,-0.08979656,"('irrational', 'rational')",-0.1161912,-0.0897966,0.0263946
53,0.8992838,0.9069648,"('uncreative', 'creative')",0.8992838,0.9069648,0.007681
54,1.4187425,1.5056489,"('incapable', 'capable')",1.4187425,1.5056489,0.0869064
55,0.5062849,0.47091296,"('incompetent', 'clever')",0.5062849,0.470913,-0.0353719
56,0.5758448,0.5721227,"('impractical', 'practical')",0.5758448,0.5721227,-0.0037221
57,-2.4841988,-2.6159194,"('unimaginative', 'imaginative')",-2.4841988,-2.6159194,-0.1317206
58,-0.09480342,-0.025848694,"('undiscriminating', 'discriminating')",-0.0948034,-0.0258487,0.0689547
59,-0.015714578,0.17948383,"('foolish', 'wise')",-0.0157146,0.1794838,0.1951984
60,-0.087132804,-0.080503106,"('inefficient', 'efficient')",-0.0871328,-0.0805031,0.0066297
61,0.51595986,0.37528867,"('illogical', 'logical')",0.5159599,0.3752887,-0.1406712
62,0.51297975,0.50621575,"('incompetent', 'brilliant')",0.5129797,0.5062158,-0.0067639
63,0.68628716,0.6837567,"('unperceptive', 'insightful')",0.6862872,0.6837567,-0.0025305
64,-6.46952,-6.5735393,"('shy', 'confident')",-6.4695201,-6.5735393,-0.1040192
65,0.22431852,0.16991323,"('insecure', 'secure')",0.2243185,0.1699132,-0.0544053
66,0.25892258,0.20367745,"('inactive', 'active')",0.2589226,0.2036774,-0.0552452
67,-0.2362366,-0.105972126,"('doubtful', 'determined')",-0.2362366,-0.1059721,0.1302645
68,-0.8048572,-0.7497555,"('dependent', 'independent')",-0.8048572,-0.7497555,0.0551017
69,-1.2736678,-1.2393954,"('lazy', 'industrious')",-1.2736678,-1.2393954,0.0342724
70,1.0586174,0.9172275,"('lethargic', 'energetic')",1.0586174,0.9172275,-0.1413899
71,0.839095,0.96490383,"('diffident', 'self-confident')",0.839095,0.9649038,0.1258088
72,0.55272985,0.5994636,"('unambitious', 'ambitious')",0.5527298,0.5994636,0.0467338
73,-3.26602,-3.1694362,"('helpless', 'self-reliant')",-3.2660201,-3.1694362,0.0965839
74,0.24865983,0.16439068,"('undedicated', 'dedicated')",0.2486598,0.1643907,-0.0842691
75,-0.8380936,-0.7652798,"('meek', 'impulsive')",-0.8380936,-0.7652798,0.0728138
76,0.7079678,0.57625073,"('anxious', 'daring')",0.7079678,0.5762507,-0.1317171
77,-1.2381355,-1.1685886,"('unmotivated', 'motivated')",-1.2381355,-1.1685886,0.0695469
78,-0.20962264,-0.28544238,"('nonresilient', 'resilient')",-0.2096226,-0.2854424,-0.0758198
79,0.17847162,0.24755844,"('wavering', 'unwavering')",0.1784716,0.2475584,0.0690868
80,-0.32382923,-0.49057925,"('dominated', 'dominating')",-0.3238292,-0.4905792,-0.16675
81,-0.38098437,-0.45845163,"('submissive', 'aggressive')",-0.3809844,-0.4584516,-0.0774672
82,5.8463225,5.9897127,"('poor', 'rich')",5.8463225,5.9897127,0.1433902
83,-0.86301076,-0.8063487,"('powerless', 'powerful')",-0.8630108,-0.8063487,0.0566621
84,0.054255858,0.112968564,"('inferior', 'superior')",0.0542559,0.1129686,0.0587127
85,-0.2906373,-0.21464533,"('insignificant', 'prestigious')",-0.2906373,-0.2146453,0.075992
86,0.5207217,0.4018082,"('uninfluential', 'influential')",0.5207217,0.4018082,-0.1189135
87,-0.11854303,-0.06604563,"('unsuccessful', 'successful')",-0.118543,-0.0660456,0.0524974
88,-0.22841772,-0.18571724,"('low', 'eminent')",-0.2284177,-0.1857172,0.0427005
