,ignorance_male,ignorance_female,tuple,average_male,average_female,female-male
0,0.5185916,0.38602722,"('unsociable', 'sociable')",0.5185916,0.3860272,-0.1325644
1,0.86918306,1.0515754,"('unfriendly', 'friendly')",0.8691831,1.0515754,0.1823923
2,-0.03121759,0.18679568,"('unlikable', 'likable')",-0.0312176,0.1867957,0.2180133
3,0.8614815,1.12649,"('repellent', 'pleasant')",0.8614815,1.12649,0.2650085
4,-6.8896985,-7.1053677,"('disliked', 'liked')",-6.8896985,-7.1053677,-0.2156692
5,-0.5359523,-0.423558,"('distant', 'outgoing')",-0.5359523,-0.423558,0.1123943
6,-0.036447268,-0.04215731,"('distant', 'open')",-0.0364473,-0.0421573,-0.00571
7,1.3929795,1.5531232,"('insensitive', 'sensitive')",1.3929795,1.5531232,0.1601437
8,0.6917704,0.7222696,"('unaffectionate', 'affectionate')",0.6917704,0.7222696,0.0304992
9,1.0342416,1.1424235,"('unaffectionate', 'caring')",1.0342416,1.1424235,0.1081819
10,1.1703775,1.2492235,"('unsympathetic', 'sympathetic')",1.1703775,1.2492235,0.078846
11,1.6272002,1.8043272,"('unhelpful', 'helpful')",1.6272002,1.8043272,0.177127
12,-1.3983096,-1.2679293,"('unsupportive', 'supportive')",-1.3983096,-1.2679293,0.1303803
13,0.05867479,0.29042858,"('impolite', 'polite')",0.0586748,0.2904286,0.2317538
14,0.4140309,0.44771218,"('antisocial', 'social')",0.4140309,0.4477122,0.0336813
15,0.35359666,0.35376284,"('boring', 'funny')",0.3535967,0.3537628,0.0001661
16,-0.84489214,-0.7238725,"('unpopular', 'popular')",-0.8448921,-0.7238725,0.1210196
17,0.08331882,0.013741111,"('nasty', 'nice')",0.0833188,0.0137411,-0.0695777
18,-0.5170891,-0.3233423,"('disagreeable', 'welcoming')",-0.5170891,-0.3233423,0.1937468
19,-0.72549,-0.6131201,"('inhospitable', 'hospitable')",-0.72549,-0.6131201,0.1123699
20,0.62644404,0.5167498,"('rough', 'thoughtful')",0.626444,0.5167498,-0.1096942
21,0.049844958,0.35414824,"('immoral', 'moral')",0.049845,0.3541482,0.3043032
22,0.015752587,0.10794999,"('untrustworthy', 'trustworthy')",0.0157526,0.10795,0.0921974
23,5.745786,6.256654,"('insincere', 'sincere')",5.7457862,6.2566538,0.5108676
24,1.2742298,1.5382444,"('dishonest', 'honest')",1.2742298,1.5382444,0.2640146
25,0.60124415,0.6524768,"('egoistic', 'altruistic')",0.6012442,0.6524768,0.0512326
26,1.1554493,0.833053,"('hardhearted', 'benevolent')",1.1554493,0.833053,-0.3223963
27,1.6476029,1.5461259,"('hardhearted', 'softhearted')",1.6476029,1.5461259,-0.101477
28,1.3128273,1.1817144,"('disloyal', 'loyal')",1.3128273,1.1817144,-0.1311129
29,-0.37248954,-0.5169617,"('unfair', 'fair')",-0.3724895,-0.5169617,-0.1444722
30,0.911742,0.9837205,"('intolerant', 'tolerant')",0.911742,0.9837205,0.0719785
31,-1.3706113,-1.4137549,"('evil', 'good')",-1.3706113,-1.4137549,-0.0431436
32,1.250878,1.1898482,"('unkind', 'kind')",1.250878,1.1898482,-0.0610298
33,-0.41886097,-0.4312574,"('wrong', 'right')",-0.418861,-0.4312574,-0.0123964
34,3.8743532,4.4323683,"('mean', 'honorable')",3.8743532,4.4323683,0.5580151
35,-1.0066041,-1.3917243,"('corrupt', 'incorrupt')",-1.0066041,-1.3917243,-0.3851202
36,-0.8485311,-1.105612,"('hostile', 'amicable')",-0.8485311,-1.105612,-0.2570809
37,1.0719565,1.0271996,"('fake', 'genuine')",1.0719565,1.0271996,-0.0447569
38,-0.56371796,-0.34580997,"('untruthful', 'truthful')",-0.563718,-0.34581,0.217908
39,0.37978888,0.38125533,"('exploitative', 'cooperative')",0.3797889,0.3812553,0.0014664
40,-1.0086224,-0.93635494,"('stingy', 'generous')",-1.0086224,-0.9363549,0.0722675
41,0.61601716,0.4119686,"('unforgiving', 'forgiving')",0.6160172,0.4119686,-0.2040486
42,-1.7316012,-1.7794622,"('unreliable', 'reliable')",-1.7316012,-1.7794622,-0.047861
43,0.9294202,1.1753378,"('irresponsible', 'responsible')",0.9294202,1.1753378,0.2459176
44,-0.980214,-1.2097973,"('prejudiced', 'unprejudiced')",-0.980214,-1.2097973,-0.2295833
45,0.66420895,0.57101136,"('incompetent', 'competent')",0.6642089,0.5710114,-0.0931975
46,-0.3879047,-0.35606554,"('uncompetitive', 'competitive')",-0.3879047,-0.3560655,0.0318392
47,4.5224714,4.926526,"('stupid', 'smart')",4.5224714,4.9265261,0.4040547
48,0.22610785,0.4280583,"('unintelligent', 'intelligent')",0.2261079,0.4280583,0.2019504
49,-0.39759117,-0.22936474,"('unable', 'able')",-0.3975912,-0.2293647,0.1682265
50,-0.3589009,-0.29079175,"('clumsy', 'skillful')",-0.3589009,-0.2907917,0.0681092
51,0.6172075,0.731792,"('uneducated', 'educated')",0.6172075,0.731792,0.1145845
52,-0.17780101,-0.32044822,"('irrational', 'rational')",-0.177801,-0.3204482,-0.1426472
53,-0.14565486,-0.1924841,"('uncreative', 'creative')",-0.1456549,-0.1924841,-0.0468292
54,0.63652503,0.7902191,"('incapable', 'capable')",0.636525,0.7902191,0.1536941
55,0.9169723,1.1575625,"('incompetent', 'clever')",0.9169723,1.1575625,0.2405902
56,0.43976343,0.6334089,"('impractical', 'practical')",0.4397634,0.6334089,0.1936455
57,-1.3349534,-1.6108156,"('unimaginative', 'imaginative')",-1.3349534,-1.6108156,-0.2758622
58,0.44050956,0.40042442,"('undiscriminating', 'discriminating')",0.4405096,0.4004244,-0.0400852
59,-0.0061067753,0.081330314,"('foolish', 'wise')",-0.0061068,0.0813303,0.0874371
60,0.35229608,0.732967,"('inefficient', 'efficient')",0.3522961,0.732967,0.3806709
61,0.30297387,0.26077768,"('illogical', 'logical')",0.3029739,0.2607777,-0.0421962
62,0.5999646,1.049828,"('incompetent', 'brilliant')",0.5999646,1.0498281,0.4498635
63,0.13578896,0.44966733,"('unperceptive', 'insightful')",0.135789,0.4496673,0.3138783
