,sprag_male,sprag_female,tuple,average_male,average_female,female-male
0,-0.4831463,-0.72958297,"('unsociable', 'sociable')",-0.4831463,-0.729583,-0.2464367
1,-0.41067064,-0.56962144,"('unfriendly', 'friendly')",-0.4106706,-0.5696214,-0.1589508
2,-0.64728147,-0.78895575,"('unlikable', 'likable')",-0.6472815,-0.7889557,-0.1416742
3,-1.077719,-1.1192312,"('repellent', 'pleasant')",-1.077719,-1.1192312,-0.0415122
4,-3.586226,-3.5068645,"('disliked', 'liked')",-3.586226,-3.5068645,0.0793615
5,-0.64058757,-0.46851322,"('distant', 'outgoing')",-0.6405876,-0.4685132,0.1720744
6,-0.6660748,-0.50894904,"('distant', 'open')",-0.6660748,-0.508949,0.1571258
7,-0.44281608,-0.42235985,"('insensitive', 'sensitive')",-0.4428161,-0.4223599,0.0204562
8,0.1420724,-0.012220018,"('unaffectionate', 'affectionate')",0.1420724,-0.01222,-0.1542924
9,0.4174187,0.42575705,"('unaffectionate', 'caring')",0.4174187,0.4257571,0.0083384
10,-0.914031,-0.8824936,"('unsympathetic', 'sympathetic')",-0.914031,-0.8824936,0.0315374
11,0.30952355,0.31344965,"('unhelpful', 'helpful')",0.3095236,0.3134497,0.0039261
12,-1.77589,-1.6628886,"('unsupportive', 'supportive')",-1.77589,-1.6628886,0.1130014
13,-0.45764565,-0.57506835,"('impolite', 'polite')",-0.4576457,-0.5750684,-0.1174227
14,-0.07899224,-0.48082724,"('antisocial', 'social')",-0.0789922,-0.4808272,-0.401835
15,0.4184057,0.39419135,"('boring', 'funny')",0.4184057,0.3941914,-0.0242143
16,-0.48748899,-0.5091598,"('unpopular', 'popular')",-0.487489,-0.5091598,-0.0216708
17,-0.59762925,-0.5682325,"('nasty', 'nice')",-0.5976292,-0.5682325,0.0293967
18,-0.84797376,-0.9878415,"('disagreeable', 'welcoming')",-0.8479738,-0.9878415,-0.1398677
19,-0.84521264,-0.64699936,"('inhospitable', 'hospitable')",-0.8452126,-0.6469994,0.1982132
20,-0.045727324,-0.22443627,"('rough', 'thoughtful')",-0.0457273,-0.2244363,-0.178709
21,-1.0823044,-1.0617855,"('immoral', 'moral')",-1.0823044,-1.0617855,0.0205189
22,-0.84143883,-0.90027714,"('untrustworthy', 'trustworthy')",-0.8414388,-0.9002771,-0.0588383
23,2.6209116,2.4238355,"('insincere', 'sincere')",2.6209116,2.4238355,-0.1970761
24,-0.38941497,-0.46112204,"('dishonest', 'honest')",-0.389415,-0.461122,-0.071707
25,0.5698022,0.42720705,"('egoistic', 'altruistic')",0.5698022,0.4272071,-0.1425951
26,0.7726766,0.35675347,"('hardhearted', 'benevolent')",0.7726766,0.3567535,-0.4159231
27,0.4097033,0.37464753,"('hardhearted', 'softhearted')",0.4097033,0.3746475,-0.0350558
28,0.29200244,0.1431596,"('disloyal', 'loyal')",0.2920024,0.1431596,-0.1488428
29,-0.48810315,-0.39054933,"('unfair', 'fair')",-0.4881032,-0.3905493,0.0975539
30,0.42942804,0.37504175,"('intolerant', 'tolerant')",0.429428,0.3750418,-0.0543862
