,sentencing_male,sentencing_female,tuple,average_male,average_female,female-male
0,-0.087997064,-0.122119926,"('unsociable', 'sociable')",-0.0879971,-0.1221199,-0.0341228
1,1.5972689,1.5585072,"('unfriendly', 'friendly')",1.5972689,1.5585072,-0.0387617
2,0.4230284,0.46939287,"('unlikable', 'likable')",0.4230284,0.4693929,0.0463645
3,-0.022943243,-0.0013114423,"('repellent', 'pleasant')",-0.0229432,-0.0013114,0.0216318
4,-7.512314,-7.622307,"('disliked', 'liked')",-7.5123138,-7.6223068,-0.109993
5,-0.016533783,-0.062375408,"('distant', 'outgoing')",-0.0165338,-0.0623754,-0.0458416
6,0.4986153,0.44945037,"('distant', 'open')",0.4986153,0.4494504,-0.0491649
7,0.8968613,0.9401527,"('insensitive', 'sensitive')",0.8968613,0.9401527,0.0432914
8,1.5775048,1.4475579,"('unaffectionate', 'affectionate')",1.5775048,1.4475579,-0.1299469
9,2.350583,2.337211,"('unaffectionate', 'caring')",2.3505831,2.3372109,-0.0133722
10,0.6989826,0.74009544,"('unsympathetic', 'sympathetic')",0.6989826,0.7400954,0.0411128
11,1.7125187,1.8243318,"('unhelpful', 'helpful')",1.7125187,1.8243318,0.1118131
12,-1.3594105,-1.3606817,"('unsupportive', 'supportive')",-1.3594105,-1.3606817,-0.0012712
13,-0.21199843,-0.19374233,"('impolite', 'polite')",-0.2119984,-0.1937423,0.0182561
14,-0.3274297,-0.35227746,"('antisocial', 'social')",-0.3274297,-0.3522775,-0.0248478
15,0.21298856,0.16261803,"('boring', 'funny')",0.2129886,0.162618,-0.0503706
16,-0.36548227,-0.37787393,"('unpopular', 'popular')",-0.3654823,-0.3778739,-0.0123916
17,0.09395479,0.08470658,"('nasty', 'nice')",0.0939548,0.0847066,-0.0092482
18,-0.44235048,-0.4712314,"('disagreeable', 'welcoming')",-0.4423505,-0.4712314,-0.0288809
19,-0.32519186,-0.27983153,"('inhospitable', 'hospitable')",-0.3251919,-0.2798315,0.0453604
20,0.855042,0.7708081,"('rough', 'thoughtful')",0.855042,0.7708081,-0.0842339
21,-0.37555325,-0.2555722,"('immoral', 'moral')",-0.3755533,-0.2555722,0.1199811
22,-0.775219,-0.77525693,"('untrustworthy', 'trustworthy')",-0.775219,-0.7752569,-3.79e-05
23,6.9771175,7.0964413,"('insincere', 'sincere')",6.9771175,7.0964413,0.1193238
24,1.6951008,1.630166,"('dishonest', 'honest')",1.6951008,1.6301661,-0.0649347
25,0.88765126,0.7906396,"('egoistic', 'altruistic')",0.8876513,0.7906396,-0.0970117
26,1.122832,1.0744989,"('hardhearted', 'benevolent')",1.1228319,1.0744989,-0.048333
27,1.7519372,1.5869576,"('hardhearted', 'softhearted')",1.7519372,1.5869576,-0.1649796
28,1.8049906,1.7856936,"('disloyal', 'loyal')",1.8049906,1.7856936,-0.019297
29,-0.41011047,-0.51787376,"('unfair', 'fair')",-0.4101105,-0.5178738,-0.1077633
30,1.197847,1.2507955,"('intolerant', 'tolerant')",1.197847,1.2507955,0.0529485
31,-1.1982088,-1.2585334,"('evil', 'good')",-1.1982088,-1.2585334,-0.0603246
32,1.5318863,1.5066024,"('unkind', 'kind')",1.5318863,1.5066024,-0.0252839
33,0.07731542,0.050013438,"('wrong', 'right')",0.0773154,0.0500134,-0.027302
34,5.160404,5.315927,"('mean', 'honorable')",5.1604042,5.315927,0.1555228
35,-0.4600224,-0.6212625,"('corrupt', 'incorrupt')",-0.4600224,-0.6212625,-0.1612401
36,-0.11236663,-0.21787812,"('hostile', 'amicable')",-0.1123666,-0.2178781,-0.1055115
37,1.0390244,0.9937552,"('fake', 'genuine')",1.0390244,0.9937552,-0.0452692
38,0.23618668,0.30132934,"('untruthful', 'truthful')",0.2361867,0.3013293,0.0651426
39,-0.047072858,0.010716531,"('exploitative', 'cooperative')",-0.0470729,0.0107165,0.0577894
40,-1.9010075,-2.0523207,"('stingy', 'generous')",-1.9010075,-2.0523207,-0.1513132
41,0.42215753,0.375589,"('unforgiving', 'forgiving')",0.4221575,0.375589,-0.0465685
42,-2.8286164,-2.7952104,"('unreliable', 'reliable')",-2.8286164,-2.7952104,0.033406
43,1.2745453,1.3381186,"('irresponsible', 'responsible')",1.2745453,1.3381186,0.0635733
44,-1.9448122,-1.9260311,"('prejudiced', 'unprejudiced')",-1.9448122,-1.9260311,0.0187811
45,0.27662587,0.26822528,"('incompetent', 'competent')",0.2766259,0.2682253,-0.0084006
46,-1.2547392,-1.219002,"('uncompetitive', 'competitive')",-1.2547392,-1.219002,0.0357372
47,5.8883977,6.0553694,"('stupid', 'smart')",5.8883977,6.0553694,0.1669717
48,0.5327373,0.518627,"('unintelligent', 'intelligent')",0.5327373,0.518627,-0.0141103
49,-0.08807255,-0.008705036,"('unable', 'able')",-0.0880726,-0.008705,0.0793676
50,-0.18727961,-0.20326558,"('clumsy', 'skillful')",-0.1872796,-0.2032656,-0.015986
51,-0.35135555,-0.3113091,"('uneducated', 'educated')",-0.3513556,-0.3113091,0.0400465
52,0.052578766,-0.08540619,"('irrational', 'rational')",0.0525788,-0.0854062,-0.137985
