,gale_male,gale_female,tuple,average_male,average_female,female-male
0,-0.032307208,-0.089090794,"('unsociable', 'sociable')",-0.0323072,-0.0890908,-0.0567836
1,1.2839749,1.2309315,"('unfriendly', 'friendly')",1.2839749,1.2309315,-0.0530434
2,0.62548125,0.7575697,"('unlikable', 'likable')",0.6254812,0.7575697,0.1320885
3,0.94667643,0.9250211,"('repellent', 'pleasant')",0.9466764,0.9250211,-0.0216553
4,-7.202136,-7.2308464,"('disliked', 'liked')",-7.202136,-7.2308464,-0.0287104
5,-0.06926963,-0.0012643933,"('distant', 'outgoing')",-0.0692696,-0.0012644,0.0680052
6,0.18104589,0.22113372,"('distant', 'open')",0.1810459,0.2211337,0.0400878
7,0.57628834,0.608311,"('insensitive', 'sensitive')",0.5762883,0.608311,0.0320227
8,1.1455238,1.1036892,"('unaffectionate', 'affectionate')",1.1455238,1.1036892,-0.0418346
9,1.5976334,1.6833018,"('unaffectionate', 'caring')",1.5976334,1.6833018,0.0856684
10,1.0186493,1.1095629,"('unsympathetic', 'sympathetic')",1.0186493,1.1095629,0.0909136
11,1.7202297,1.8294598,"('unhelpful', 'helpful')",1.7202297,1.8294598,0.1092301
12,-1.3703164,-1.3360155,"('unsupportive', 'supportive')",-1.3703164,-1.3360155,0.0343009
13,0.29931453,0.2944122,"('impolite', 'polite')",0.2993145,0.2944122,-0.0049023
14,-0.18719126,-0.25633454,"('antisocial', 'social')",-0.1871913,-0.2563345,-0.0691432
15,0.44794613,0.3966214,"('boring', 'funny')",0.4479461,0.3966214,-0.0513247
16,-0.19817041,-0.15418743,"('unpopular', 'popular')",-0.1981704,-0.1541874,0.043983
17,-0.029995022,0.02075456,"('nasty', 'nice')",-0.029995,0.0207546,0.0507496
18,-0.24511722,-0.3727028,"('disagreeable', 'welcoming')",-0.2451172,-0.3727028,-0.1275856
19,-0.48152775,-0.32783687,"('inhospitable', 'hospitable')",-0.4815277,-0.3278369,0.1536908
20,0.6866738,0.5350393,"('rough', 'thoughtful')",0.6866738,0.5350393,-0.1516345
21,-0.0134759545,0.120211184,"('immoral', 'moral')",-0.013476,0.1202112,0.1336872
22,-0.28595403,-0.27152833,"('untrustworthy', 'trustworthy')",-0.285954,-0.2715283,0.0144257
23,6.293322,6.362288,"('insincere', 'sincere')",6.2933221,6.362288,0.0689659
24,1.7160174,1.7097408,"('dishonest', 'honest')",1.7160174,1.7097408,-0.0062766
25,0.58336484,0.49178603,"('egoistic', 'altruistic')",0.5833648,0.491786,-0.0915788
26,0.52397984,0.40731266,"('hardhearted', 'benevolent')",0.5239798,0.4073127,-0.1166671
27,1.4232831,1.2688127,"('hardhearted', 'softhearted')",1.4232831,1.2688127,-0.1544704
28,0.9208564,0.9280737,"('disloyal', 'loyal')",0.9208564,0.9280737,0.0072173
29,-0.54602623,-0.58478844,"('unfair', 'fair')",-0.5460262,-0.5847884,-0.0387622
30,0.8122943,0.8341756,"('intolerant', 'tolerant')",0.8122943,0.8341756,0.0218813
31,-1.3199188,-1.3455322,"('evil', 'good')",-1.3199188,-1.3455322,-0.0256134
32,1.1260729,1.1295067,"('unkind', 'kind')",1.1260729,1.1295067,0.0034338
33,-0.4267671,-0.35489547,"('wrong', 'right')",-0.4267671,-0.3548955,0.0718716
34,4.635009,4.816157,"('mean', 'honorable')",4.6350088,4.8161569,0.1811481
35,-1.0365633,-1.1579398,"('corrupt', 'incorrupt')",-1.0365633,-1.1579398,-0.1213765
36,-0.87880754,-0.95375395,"('hostile', 'amicable')",-0.8788075,-0.9537539,-0.0749464
37,0.6073234,0.60270405,"('fake', 'genuine')",0.6073234,0.602704,-0.0046194
38,-0.32507357,-0.20162123,"('untruthful', 'truthful')",-0.3250736,-0.2016212,0.1234524
39,0.065010466,0.017051566,"('exploitative', 'cooperative')",0.0650105,0.0170516,-0.0479589
40,-1.3522674,-1.5820472,"('stingy', 'generous')",-1.3522674,-1.5820472,-0.2297798
41,-0.11594415,-0.09577463,"('unforgiving', 'forgiving')",-0.1159441,-0.0957746,0.0201695
42,-2.1884189,-2.1728048,"('unreliable', 'reliable')",-2.1884189,-2.1728048,0.0156141
43,1.3859038,1.4172194,"('irresponsible', 'responsible')",1.3859038,1.4172194,0.0313156
44,-1.3442975,-1.4147455,"('prejudiced', 'unprejudiced')",-1.3442975,-1.4147455,-0.070448
45,0.110701084,0.16726796,"('incompetent', 'competent')",0.1107011,0.167268,0.0565669
46,-0.4656388,-0.4328735,"('uncompetitive', 'competitive')",-0.4656388,-0.4328735,0.0327653
47,5.1894755,5.401883,"('stupid', 'smart')",5.1894755,5.4018831,0.2124076
48,0.8057702,0.7165433,"('unintelligent', 'intelligent')",0.8057702,0.7165433,-0.0892269
49,0.35479254,0.48813885,"('unable', 'able')",0.3547925,0.4881389,0.1333464
50,-0.15846296,-0.0956552,"('clumsy', 'skillful')",-0.158463,-0.0956552,0.0628078
51,0.19232345,0.23876849,"('uneducated', 'educated')",0.1923234,0.2387685,0.0464451
52,-0.57076716,-0.60292655,"('irrational', 'rational')",-0.5707672,-0.6029266,-0.0321594
53,0.39560944,0.36567184,"('uncreative', 'creative')",0.3956094,0.3656718,-0.0299376
54,0.99543524,1.2496581,"('incapable', 'capable')",0.9954352,1.2496581,0.2542229
55,0.783468,0.7501525,"('incompetent', 'clever')",0.783468,0.7501525,-0.0333155
56,0.6021372,0.658582,"('impractical', 'practical')",0.6021372,0.658582,0.0564448
57,-2.6330037,-2.6111536,"('unimaginative', 'imaginative')",-2.6330037,-2.6111536,0.0218501
58,-0.14863269,-0.1300324,"('undiscriminating', 'discriminating')",-0.1486327,-0.1300324,0.0186003
59,0.10878185,0.18560013,"('foolish', 'wise')",0.1087819,0.1856001,0.0768182
60,0.69722545,0.74853987,"('inefficient', 'efficient')",0.6972255,0.7485399,0.0513144
61,0.21017899,0.078299694,"('illogical', 'logical')",0.210179,0.0782997,-0.1318793
62,1.1390224,1.2688088,"('incompetent', 'brilliant')",1.1390224,1.2688088,0.1297864
63,0.5883373,0.6741332,"('unperceptive', 'insightful')",0.5883373,0.6741332,0.0857959
64,-6.0658693,-6.041472,"('shy', 'confident')",-6.0658693,-6.041472,0.0243973
65,0.5752016,0.5762899,"('insecure', 'secure')",0.5752016,0.5762899,0.0010883
66,-0.20072144,-0.18392019,"('inactive', 'active')",-0.2007214,-0.1839202,0.0168012
67,-0.5248123,-0.41133785,"('doubtful', 'determined')",-0.5248123,-0.4113379,0.1134744
68,-0.2712797,-0.24493837,"('dependent', 'independent')",-0.2712797,-0.2449384,0.0263413
69,-1.6512394,-1.6444317,"('lazy', 'industrious')",-1.6512394,-1.6444317,0.0068077
70,1.130792,1.1658024,"('lethargic', 'energetic')",1.130792,1.1658024,0.0350104
71,0.58641386,0.655563,"('diffident', 'self-confident')",0.5864139,0.655563,0.0691491
72,1.0356587,1.1016701,"('unambitious', 'ambitious')",1.0356587,1.1016701,0.0660114
73,-2.9771721,-2.9733472,"('helpless', 'self-reliant')",-2.9771721,-2.9733472,0.0038249
74,-0.0991853,-0.14797607,"('undedicated', 'dedicated')",-0.0991853,-0.1479761,-0.0487908
75,-0.7556452,-0.63873464,"('meek', 'impulsive')",-0.7556452,-0.6387346,0.1169106
76,0.6734181,0.63564044,"('anxious', 'daring')",0.6734181,0.6356404,-0.0377777
77,-1.1516354,-1.0552394,"('unmotivated', 'motivated')",-1.1516354,-1.0552394,0.096396
78,-0.6597733,-0.65419567,"('nonresilient', 'resilient')",-0.6597733,-0.6541957,0.0055776
79,-0.43102065,-0.32655331,"('wavering', 'unwavering')",-0.4310206,-0.3265533,0.1044673
80,-0.473665,-0.48618352,"('dominated', 'dominating')",-0.473665,-0.4861835,-0.0125185
81,0.046594676,0.085315466,"('submissive', 'aggressive')",0.0465947,0.0853155,0.0387208
82,6.800409,7.003428,"('poor', 'rich')",6.8004088,7.003428,0.2030192
83,-0.5475632,-0.49088693,"('powerless', 'powerful')",-0.5475632,-0.4908869,0.0566763
84,0.24867013,0.34308732,"('inferior', 'superior')",0.2486701,0.3430873,0.0944172
85,-0.9515749,-1.0821414,"('insignificant', 'prestigious')",-0.9515749,-1.0821414,-0.1305665
86,0.39287674,0.45201838,"('uninfluential', 'influential')",0.3928767,0.4520184,0.0591417
87,-0.07407124,0.0571628,"('unsuccessful', 'successful')",-0.0740712,0.0571628,0.131234
88,-0.031872716,0.019011617,"('low', 'eminent')",-0.0318727,0.0190116,0.0508843
