,backdrop_male,backdrop_female,tuple,average_male,average_female,female-male
0,0.3890925,0.3039994,"('unsociable', 'sociable')",0.3890925,0.3039994,-0.0850931
1,0.7658358,0.7746196,"('unfriendly', 'friendly')",0.7658358,0.7746196,0.0087838
2,-0.042937513,0.13383742,"('unlikable', 'likable')",-0.0429375,0.1338374,0.1767749
3,0.8769197,1.0006753,"('repellent', 'pleasant')",0.8769197,1.0006753,0.1237556
4,-6.986226,-7.195057,"('disliked', 'liked')",-6.9862261,-7.1950569,-0.2088308
5,-0.83363104,-0.80367535,"('distant', 'outgoing')",-0.833631,-0.8036754,0.0299556
6,-0.4318834,-0.4897092,"('distant', 'open')",-0.4318834,-0.4897092,-0.0578258
7,1.4343201,1.5243455,"('insensitive', 'sensitive')",1.4343201,1.5243455,0.0900254
8,0.6328422,0.6019607,"('unaffectionate', 'affectionate')",0.6328422,0.6019607,-0.0308815
9,0.9786918,1.0108794,"('unaffectionate', 'caring')",0.9786918,1.0108794,0.0321876
10,1.2667034,1.3269824,"('unsympathetic', 'sympathetic')",1.2667034,1.3269824,0.060279
11,1.4477462,1.5238523,"('unhelpful', 'helpful')",1.4477462,1.5238523,0.0761061
12,-1.5061069,-1.4450477,"('unsupportive', 'supportive')",-1.5061069,-1.4450477,0.0610592
13,0.046134755,0.20446768,"('impolite', 'polite')",0.0461348,0.2044677,0.1583329
14,0.4366625,0.44402832,"('antisocial', 'social')",0.4366625,0.4440283,0.0073658
15,0.44335377,0.4023525,"('boring', 'funny')",0.4433538,0.4023525,-0.0410013
16,-0.79261297,-0.7569512,"('unpopular', 'popular')",-0.792613,-0.7569512,0.0356618
17,0.026462877,0.000100454316,"('nasty', 'nice')",0.0264629,0.0001005,-0.0263624
18,-0.55726,-0.508359,"('disagreeable', 'welcoming')",-0.55726,-0.508359,0.048901
19,-1.0635233,-0.988737,"('inhospitable', 'hospitable')",-1.0635233,-0.988737,0.0747863
20,0.617053,0.53266704,"('rough', 'thoughtful')",0.617053,0.532667,-0.084386
21,0.07868405,0.31326365,"('immoral', 'moral')",0.078684,0.3132637,0.2345797
22,0.055274464,0.106091835,"('untrustworthy', 'trustworthy')",0.0552745,0.1060918,0.0508173
23,5.7505264,5.9954567,"('insincere', 'sincere')",5.7505264,5.9954567,0.2449303
24,1.3844055,1.4423162,"('dishonest', 'honest')",1.3844055,1.4423162,0.0579107
25,0.68155855,0.6636095,"('egoistic', 'altruistic')",0.6815585,0.6636095,-0.017949
26,1.1051296,0.86997235,"('hardhearted', 'benevolent')",1.1051296,0.8699723,-0.2351573
27,1.5372219,1.34383,"('hardhearted', 'softhearted')",1.5372219,1.34383,-0.1933919
28,1.1941371,1.0415529,"('disloyal', 'loyal')",1.1941371,1.0415529,-0.1525842
29,-0.33390918,-0.4651382,"('unfair', 'fair')",-0.3339092,-0.4651382,-0.131229
30,0.92229277,1.0275972,"('intolerant', 'tolerant')",0.9222928,1.0275972,0.1053044
31,-1.3473028,-1.4093192,"('evil', 'good')",-1.3473028,-1.4093192,-0.0620164
32,1.1655691,1.0930312,"('unkind', 'kind')",1.1655691,1.0930312,-0.0725379
33,-0.39474478,-0.41422445,"('wrong', 'right')",-0.3947448,-0.4142244,-0.0194796
34,3.8327863,4.124917,"('mean', 'honorable')",3.8327863,4.124917,0.2921307
35,-1.1064482,-1.4367893,"('corrupt', 'incorrupt')",-1.1064482,-1.4367893,-0.3303411
36,-0.9476158,-1.1434124,"('hostile', 'amicable')",-0.9476158,-1.1434124,-0.1957966
37,1.0476484,0.9976679,"('fake', 'genuine')",1.0476484,0.9976679,-0.0499805
38,-0.63234663,-0.53045523,"('untruthful', 'truthful')",-0.6323466,-0.5304552,0.1018914
39,0.5603751,0.6149328,"('exploitative', 'cooperative')",0.5603751,0.6149328,0.0545577
40,-0.88518614,-0.96484697,"('stingy', 'generous')",-0.8851861,-0.964847,-0.0796609
41,0.5180036,0.3918612,"('unforgiving', 'forgiving')",0.5180036,0.3918612,-0.1261424
42,-1.7870508,-1.8157457,"('unreliable', 'reliable')",-1.7870508,-1.8157457,-0.0286949
43,0.99132943,1.1666356,"('irresponsible', 'responsible')",0.9913294,1.1666356,0.1753062
44,-1.0360638,-1.1015968,"('prejudiced', 'unprejudiced')",-1.0360638,-1.1015968,-0.065533
45,0.5413674,0.4239865,"('incompetent', 'competent')",0.5413674,0.4239865,-0.1173809
46,-0.25032,-0.26242805,"('uncompetitive', 'competitive')",-0.25032,-0.262428,-0.012108
47,4.4237175,4.70825,"('stupid', 'smart')",4.4237175,4.70825,0.2845325
48,0.28481767,0.36831042,"('unintelligent', 'intelligent')",0.2848177,0.3683104,0.0834927
49,-0.5429286,-0.4059716,"('unable', 'able')",-0.5429286,-0.4059716,0.136957
50,-0.43962687,-0.44681355,"('clumsy', 'skillful')",-0.4396269,-0.4468136,-0.0071867
51,0.5744346,0.6139825,"('uneducated', 'educated')",0.5744346,0.6139825,0.0395479
52,-0.3652065,-0.533125,"('irrational', 'rational')",-0.3652065,-0.533125,-0.1679185
53,-0.1880349,-0.21549581,"('uncreative', 'creative')",-0.1880349,-0.2154958,-0.0274609
54,0.6662636,0.7798962,"('incapable', 'capable')",0.6662636,0.7798962,0.1136326
55,1.0717782,1.2057443,"('incompetent', 'clever')",1.0717782,1.2057443,0.1339661
56,0.37553605,0.46035573,"('impractical', 'practical')",0.3755361,0.4603557,0.0848196
57,-1.4972684,-1.6963165,"('unimaginative', 'imaginative')",-1.4972684,-1.6963165,-0.1990481
58,0.4559054,0.42403466,"('undiscriminating', 'discriminating')",0.4559054,0.4240347,-0.0318707
59,-0.1756418,-0.15383762,"('foolish', 'wise')",-0.1756418,-0.1538376,0.0218042
60,0.43951267,0.7429361,"('inefficient', 'efficient')",0.4395127,0.7429361,0.3034234
61,0.28313905,0.18591607,"('illogical', 'logical')",0.2831391,0.1859161,-0.097223
62,0.6489573,0.9022773,"('incompetent', 'brilliant')",0.6489573,0.9022773,0.25332
63,0.11263287,0.3121399,"('unperceptive', 'insightful')",0.1126329,0.3121399,0.199507
64,-5.5682955,-5.462739,"('shy', 'confident')",-5.5682955,-5.462739,0.1055565
65,0.651134,0.8532578,"('insecure', 'secure')",0.651134,0.8532578,0.2021238
66,-0.06127,-0.24377169,"('inactive', 'active')",-0.06127,-0.2437717,-0.1825017
67,-0.7356211,-0.6359058,"('doubtful', 'determined')",-0.7356211,-0.6359058,0.0997153
68,-0.8715648,-0.75708604,"('dependent', 'independent')",-0.8715648,-0.757086,0.1144788
69,-1.9947399,-2.0915008,"('lazy', 'industrious')",-1.9947399,-2.0915008,-0.0967609
70,1.9696448,1.9743611,"('lethargic', 'energetic')",1.9696448,1.9743611,0.0047163
71,0.13152482,0.1669707,"('diffident', 'self-confident')",0.1315248,0.1669707,0.0354459
72,1.0353901,1.27367,"('unambitious', 'ambitious')",1.0353901,1.27367,0.2382799
73,-2.56914,-2.5383422,"('helpless', 'self-reliant')",-2.56914,-2.5383422,0.0307978
74,0.4457991,0.30409384,"('undedicated', 'dedicated')",0.4457991,0.3040938,-0.1417053
75,-0.6082969,-0.6202909,"('meek', 'impulsive')",-0.6082969,-0.6202909,-0.011994
76,0.74543417,0.8750946,"('anxious', 'daring')",0.7454342,0.8750946,0.1296604
77,-1.4427272,-1.265804,"('unmotivated', 'motivated')",-1.4427272,-1.2658041,0.1769231
78,-1.004837,-0.9993332,"('nonresilient', 'resilient')",-1.004837,-0.9993332,0.0055038
79,-0.31763858,-0.34628734,"('wavering', 'unwavering')",-0.3176386,-0.3462873,-0.0286487
80,0.4156772,0.35644954,"('dominated', 'dominating')",0.4156772,0.3564495,-0.0592277
81,0.2822364,0.40417552,"('submissive', 'aggressive')",0.2822364,0.4041755,0.1219391
82,5.7487335,5.91906,"('poor', 'rich')",5.7487335,5.9190602,0.1703267
83,-0.20677243,-0.17124446,"('powerless', 'powerful')",-0.2067724,-0.1712445,0.0355279
84,0.17792302,0.16092032,"('inferior', 'superior')",0.177923,0.1609203,-0.0170027
85,-1.4563235,-1.5614797,"('insignificant', 'prestigious')",-1.4563235,-1.5614797,-0.1051562
86,0.88835704,0.8440697,"('uninfluential', 'influential')",0.888357,0.8440697,-0.0442873
87,-0.14349227,-0.044533104,"('unsuccessful', 'successful')",-0.1434923,-0.0445331,0.0989592
88,-0.04600999,-0.08511562,"('low', 'eminent')",-0.04601,-0.0851156,-0.0391056
