,plier_male,plier_female,tuple,average_male,average_female,female-male
0,0.7479765,0.6990743,"('unsociable', 'sociable')",0.7479765,0.6990743,-0.0489022
1,-1.2611043,-1.5188005,"('unfriendly', 'friendly')",-1.2611043,-1.5188005,-0.2576962
2,0.18702137,0.1993182,"('unlikable', 'likable')",0.1870214,0.1993182,0.0122968
3,0.12305951,0.29462868,"('repellent', 'pleasant')",0.1230595,0.2946287,0.1715692
4,-3.128794,-3.026974,"('disliked', 'liked')",-3.128794,-3.026974,0.10182
5,-1.7652932,-1.8638473,"('distant', 'outgoing')",-1.7652932,-1.8638473,-0.0985541
6,-1.91997,-2.0118253,"('distant', 'open')",-1.91997,-2.0118253,-0.0918553
7,0.7378909,0.9184371,"('insensitive', 'sensitive')",0.7378909,0.9184371,0.1805462
8,-1.0078006,-1.2617316,"('unaffectionate', 'affectionate')",-1.0078006,-1.2617316,-0.253931
9,-0.6224542,-0.715786,"('unaffectionate', 'caring')",-0.6224542,-0.715786,-0.0933318
10,0.2891267,0.26091814,"('unsympathetic', 'sympathetic')",0.2891267,0.2609181,-0.0282086
11,1.07265,1.0599462,"('unhelpful', 'helpful')",1.07265,1.0599462,-0.0127038
12,-0.8827052,-0.8338348,"('unsupportive', 'supportive')",-0.8827052,-0.8338348,0.0488704
13,0.625523,0.593263,"('impolite', 'polite')",0.625523,0.593263,-0.03226
14,1.4288684,1.5481719,"('antisocial', 'social')",1.4288684,1.5481719,0.1193035
15,0.2318101,0.0926697,"('boring', 'funny')",0.2318101,0.0926697,-0.1391404
16,-0.33044082,-0.3771977,"('unpopular', 'popular')",-0.3304408,-0.3771977,-0.0467569
17,-0.26854062,-0.23466586,"('nasty', 'nice')",-0.2685406,-0.2346659,0.0338747
18,-1.47758,-1.5091333,"('disagreeable', 'welcoming')",-1.47758,-1.5091333,-0.0315533
19,-1.8546032,-1.9260887,"('inhospitable', 'hospitable')",-1.8546032,-1.9260887,-0.0714855
20,0.6135193,0.5551575,"('rough', 'thoughtful')",0.6135193,0.5551575,-0.0583618
21,0.8587614,0.96856606,"('immoral', 'moral')",0.8587614,0.9685661,0.1098047
22,-0.23745456,-0.18553893,"('untrustworthy', 'trustworthy')",-0.2374546,-0.1855389,0.0519157
23,2.8598201,2.7689805,"('insincere', 'sincere')",2.8598201,2.7689805,-0.0908396
24,0.01015687,-0.03436719,"('dishonest', 'honest')",0.0101569,-0.0343672,-0.0445241
25,-0.20470762,-0.2992302,"('egoistic', 'altruistic')",-0.2047076,-0.2992302,-0.0945226
26,-0.017626725,-0.25026467,"('hardhearted', 'benevolent')",-0.0176267,-0.2502647,-0.232638
27,-0.2803032,-0.26518962,"('hardhearted', 'softhearted')",-0.2803032,-0.2651896,0.0151136
28,0.4415225,0.35309717,"('disloyal', 'loyal')",0.4415225,0.3530972,-0.0884253
29,-0.33697075,-0.32332093,"('unfair', 'fair')",-0.3369707,-0.3233209,0.0136498
30,1.1120123,1.0354503,"('intolerant', 'tolerant')",1.1120123,1.0354503,-0.076562
31,-1.9834229,-1.9930185,"('evil', 'good')",-1.9834229,-1.9930185,-0.0095956
32,0.35412806,0.22651222,"('unkind', 'kind')",0.3541281,0.2265122,-0.1276159
33,-0.22884363,-0.31679994,"('wrong', 'right')",-0.2288436,-0.3167999,-0.0879563
34,2.015594,1.9614303,"('mean', 'honorable')",2.015594,1.9614303,-0.0541637
35,-0.93537366,-1.0819939,"('corrupt', 'incorrupt')",-0.9353737,-1.0819939,-0.1466202
36,-1.8158563,-1.8611931,"('hostile', 'amicable')",-1.8158563,-1.8611931,-0.0453368
37,0.32658368,0.27388397,"('fake', 'genuine')",0.3265837,0.273884,-0.0526997
38,0.06758474,-0.05946245,"('untruthful', 'truthful')",0.0675847,-0.0594625,-0.1270472
39,0.32104793,0.3562858,"('exploitative', 'cooperative')",0.3210479,0.3562858,0.0352379
40,-1.5637656,-1.5720242,"('stingy', 'generous')",-1.5637656,-1.5720242,-0.0082586
41,0.49501586,0.44674432,"('unforgiving', 'forgiving')",0.4950159,0.4467443,-0.0482716
42,-0.8314619,-0.7306921,"('unreliable', 'reliable')",-0.8314619,-0.7306921,0.1007698
43,0.27136052,0.13746051,"('irresponsible', 'responsible')",0.2713605,0.1374605,-0.1339
44,-0.82670796,-0.8687017,"('prejudiced', 'unprejudiced')",-0.826708,-0.8687017,-0.0419937
45,0.60231763,0.62512773,"('incompetent', 'competent')",0.6023176,0.6251277,0.0228101
46,0.0247568,0.14995907,"('uncompetitive', 'competitive')",0.0247568,0.1499591,0.1252023
47,2.4198895,2.463131,"('stupid', 'smart')",2.4198895,2.463131,0.0432415
48,0.41407672,0.3749252,"('unintelligent', 'intelligent')",0.4140767,0.3749252,-0.0391515
49,-0.23838046,-0.06671188,"('unable', 'able')",-0.2383805,-0.0667119,0.1716686
50,0.075487606,0.0885145,"('clumsy', 'skillful')",0.0754876,0.0885145,0.0130269
51,0.32215995,0.4312972,"('uneducated', 'educated')",0.3221599,0.4312972,0.1091373
52,-1.0799742,-1.102025,"('irrational', 'rational')",-1.0799742,-1.102025,-0.0220508
53,-1.6444197,-1.7235392,"('uncreative', 'creative')",-1.6444197,-1.7235392,-0.0791195
54,-0.46107534,-0.5023998,"('incapable', 'capable')",-0.4610753,-0.5023998,-0.0413245
55,1.1194421,1.2139866,"('incompetent', 'clever')",1.1194421,1.2139866,0.0945445
56,1.9830848,1.945593,"('impractical', 'practical')",1.9830848,1.945593,-0.0374918
57,-1.5776588,-1.5577201,"('unimaginative', 'imaginative')",-1.5776588,-1.5577201,0.0199387
58,0.19799298,0.15724307,"('undiscriminating', 'discriminating')",0.197993,0.1572431,-0.0407499
59,-0.5208653,-0.5057137,"('foolish', 'wise')",-0.5208653,-0.5057137,0.0151516
60,1.9705044,2.0131106,"('inefficient', 'efficient')",1.9705044,2.0131106,0.0426062
61,-0.07064029,-0.071813606,"('illogical', 'logical')",-0.0706403,-0.0718136,-0.0011733
62,1.2090697,1.3075491,"('incompetent', 'brilliant')",1.2090697,1.3075491,0.0984794
63,0.16936842,0.17649336,"('unperceptive', 'insightful')",0.1693684,0.1764934,0.007125
64,-2.2722983,-2.0335124,"('shy', 'confident')",-2.2722983,-2.0335124,0.2387859
65,0.9305592,1.012475,"('insecure', 'secure')",0.9305592,1.012475,0.0819158
66,-1.2069176,-1.2617612,"('inactive', 'active')",-1.2069176,-1.2617612,-0.0548436
67,0.88527435,0.77289,"('doubtful', 'determined')",0.8852744,0.77289,-0.1123844
68,-0.62334806,-0.439311,"('dependent', 'independent')",-0.6233481,-0.439311,0.1840371
69,-0.08484175,-0.18714447,"('lazy', 'industrious')",-0.0848418,-0.1871445,-0.1023027
70,0.44147256,0.49485835,"('lethargic', 'energetic')",0.4414726,0.4948584,0.0533858
71,-0.72306824,-0.735938,"('diffident', 'self-confident')",-0.7230682,-0.735938,-0.0128698
72,0.22982419,0.24539766,"('unambitious', 'ambitious')",0.2298242,0.2453977,0.0155735
73,-1.194894,-1.1380463,"('helpless', 'self-reliant')",-1.194894,-1.1380463,0.0568477
74,0.66829646,0.5600807,"('undedicated', 'dedicated')",0.6682965,0.5600807,-0.1082158
75,-0.81310046,-0.88328433,"('meek', 'impulsive')",-0.8131005,-0.8832843,-0.0701838
76,0.44189772,0.44283375,"('anxious', 'daring')",0.4418977,0.4428338,0.0009361
77,-0.22076781,-0.09021178,"('unmotivated', 'motivated')",-0.2207678,-0.0902118,0.130556
78,-0.21152888,-0.12222907,"('nonresilient', 'resilient')",-0.2115289,-0.1222291,0.0892998
79,-1.5119792,-1.6866161,"('wavering', 'unwavering')",-1.5119792,-1.6866161,-0.1746369
80,1.2077298,1.348489,"('dominated', 'dominating')",1.2077298,1.348489,0.1407592
81,1.2219865,1.2628978,"('submissive', 'aggressive')",1.2219865,1.2628978,0.0409113
82,2.2815979,2.288738,"('poor', 'rich')",2.2815979,2.288738,0.0071401
83,0.036284596,-0.02718233,"('powerless', 'powerful')",0.0362846,-0.0271823,-0.0634669
84,0.566607,0.57260025,"('inferior', 'superior')",0.566607,0.5726002,0.0059932
85,-1.9207021,-2.2465897,"('insignificant', 'prestigious')",-1.9207021,-2.2465897,-0.3258876
86,-0.20939118,-0.3247038,"('uninfluential', 'influential')",-0.2093912,-0.3247038,-0.1153126
87,0.643839,0.74283195,"('unsuccessful', 'successful')",0.643839,0.7428319,0.0989929
88,-0.7395546,-0.87302554,"('low', 'eminent')",-0.7395546,-0.8730255,-0.1334709
