,spice_male,spice_female,tuple,average_male,average_female,female-male
0,0.16576527,0.1549374,"('unsociable', 'sociable')",0.1657653,0.1549374,-0.0108279
1,0.98872113,1.0577414,"('unfriendly', 'friendly')",0.9887211,1.0577414,0.0690203
2,0.47619978,0.61127084,"('unlikable', 'likable')",0.4761998,0.6112708,0.135071
3,0.9277254,1.052863,"('repellent', 'pleasant')",0.9277254,1.052863,0.1251376
4,-6.766743,-6.7120295,"('disliked', 'liked')",-6.7667432,-6.7120295,0.0547137
5,-0.3696596,-0.10713739,"('distant', 'outgoing')",-0.3696596,-0.1071374,0.2625222
6,-0.00013133511,0.16253543,"('distant', 'open')",-0.0001313,0.1625354,0.1626667
7,1.2388982,1.2957903,"('insensitive', 'sensitive')",1.2388982,1.2957903,0.0568921
8,1.0017592,0.8855641,"('unaffectionate', 'affectionate')",1.0017592,0.8855641,-0.1161951
9,1.2016672,1.2114974,"('unaffectionate', 'caring')",1.2016672,1.2114974,0.0098302
10,1.5972855,1.3908694,"('unsympathetic', 'sympathetic')",1.5972855,1.3908694,-0.2064161
11,1.8527383,1.7619638,"('unhelpful', 'helpful')",1.8527383,1.7619638,-0.0907745
12,-0.9999863,-0.9918016,"('unsupportive', 'supportive')",-0.9999863,-0.9918016,0.0081847
13,0.12039513,0.100874454,"('impolite', 'polite')",0.1203951,0.1008745,-0.0195206
14,0.20897883,0.18769024,"('antisocial', 'social')",0.2089788,0.1876902,-0.0212886
15,0.07101528,0.16317315,"('boring', 'funny')",0.0710153,0.1631732,0.0921579
16,-0.6225702,-0.3520689,"('unpopular', 'popular')",-0.6225702,-0.3520689,0.2705013
17,0.24137177,0.19029434,"('nasty', 'nice')",0.2413718,0.1902943,-0.0510775
18,-0.39813936,-0.2703929,"('disagreeable', 'welcoming')",-0.3981394,-0.2703929,0.1277465
19,-0.2881177,-0.2066484,"('inhospitable', 'hospitable')",-0.2881177,-0.2066484,0.0814693
20,0.7099753,0.5856353,"('rough', 'thoughtful')",0.7099753,0.5856353,-0.12434
21,0.2080942,0.28789812,"('immoral', 'moral')",0.2080942,0.2878981,0.0798039
22,0.23758906,0.19222715,"('untrustworthy', 'trustworthy')",0.2375891,0.1922272,-0.0453619
23,5.872102,6.02247,"('insincere', 'sincere')",5.8721018,6.02247,0.1503682
24,1.7428542,1.8047167,"('dishonest', 'honest')",1.7428542,1.8047167,0.0618625
25,0.33152834,0.34237736,"('egoistic', 'altruistic')",0.3315283,0.3423774,0.0108491
26,0.17909163,-0.004149746,"('hardhearted', 'benevolent')",0.1790916,-0.0041497,-0.1832413
27,1.616712,1.4387715,"('hardhearted', 'softhearted')",1.616712,1.4387715,-0.1779405
28,0.92626965,0.87330115,"('disloyal', 'loyal')",0.9262697,0.8733011,-0.0529686
29,-0.24458511,-0.33212832,"('unfair', 'fair')",-0.2445851,-0.3321283,-0.0875432
30,1.1240803,1.0003895,"('intolerant', 'tolerant')",1.1240803,1.0003895,-0.1236908
31,-1.1358143,-0.96599305,"('evil', 'good')",-1.1358143,-0.965993,0.1698213
32,1.1480117,1.0497948,"('unkind', 'kind')",1.1480117,1.0497948,-0.0982169
33,-0.9053469,-0.76392317,"('wrong', 'right')",-0.9053469,-0.7639232,0.1414237
34,4.001369,4.302599,"('mean', 'honorable')",4.001369,4.302599,0.30123
35,-1.0462396,-1.0631096,"('corrupt', 'incorrupt')",-1.0462396,-1.0631096,-0.01687
36,-0.63969266,-0.7322003,"('hostile', 'amicable')",-0.6396927,-0.7322003,-0.0925076
37,0.7790314,0.7594237,"('fake', 'genuine')",0.7790314,0.7594237,-0.0196077
38,-0.24591056,-0.21827039,"('untruthful', 'truthful')",-0.2459106,-0.2182704,0.0276402
39,0.01663691,0.059043065,"('exploitative', 'cooperative')",0.0166369,0.0590431,0.0424062
40,-0.83927315,-0.89070153,"('stingy', 'generous')",-0.8392732,-0.8907015,-0.0514283
41,0.17995156,-0.06300143,"('unforgiving', 'forgiving')",0.1799516,-0.0630014,-0.242953
42,-1.2902985,-1.434346,"('unreliable', 'reliable')",-1.2902985,-1.434346,-0.1440475
43,1.4072951,1.3235574,"('irresponsible', 'responsible')",1.4072951,1.3235574,-0.0837377
44,-1.0402919,-1.2491163,"('prejudiced', 'unprejudiced')",-1.0402919,-1.2491163,-0.2088244
45,0.48544008,0.45895055,"('incompetent', 'competent')",0.4854401,0.4589505,-0.0264896
46,-0.3268354,-0.41058692,"('uncompetitive', 'competitive')",-0.3268354,-0.4105869,-0.0837515
47,5.2953258,5.5608644,"('stupid', 'smart')",5.2953258,5.5608644,0.2655386
48,0.8666286,0.8412897,"('unintelligent', 'intelligent')",0.8666286,0.8412897,-0.0253389
49,-0.39119768,-0.14305018,"('unable', 'able')",-0.3911977,-0.1430502,0.2481475
