,cat_male,cat_female,tuple,average_male,average_female,female-male
0,0.12732887,0.026352849,"('unsociable', 'sociable')",0.1273289,0.0263528,-0.1009761
1,1.5569416,1.51104,"('unfriendly', 'friendly')",1.5569416,1.51104,-0.0459016
2,0.18735948,0.21140584,"('unlikable', 'likable')",0.1873595,0.2114058,0.0240463
3,0.54105574,0.6225089,"('repellent', 'pleasant')",0.5410557,0.6225089,0.0814532
4,-7.3916597,-7.4319024,"('disliked', 'liked')",-7.3916597,-7.4319024,-0.0402427
5,-0.5252074,-0.46137124,"('distant', 'outgoing')",-0.5252074,-0.4613712,0.0638362
6,-0.17901179,-0.10308386,"('distant', 'open')",-0.1790118,-0.1030839,0.0759279
7,0.83755755,1.0178126,"('insensitive', 'sensitive')",0.8375576,1.0178126,0.180255
8,1.1754376,1.1730263,"('unaffectionate', 'affectionate')",1.1754376,1.1730263,-0.0024113
9,1.8418406,2.0299788,"('unaffectionate', 'caring')",1.8418406,2.0299788,0.1881382
10,0.8829993,0.8949296,"('unsympathetic', 'sympathetic')",0.8829993,0.8949296,0.0119303
11,1.896761,2.0898674,"('unhelpful', 'helpful')",1.8967609,2.0898674,0.1931065
12,-1.2584709,-1.1723834,"('unsupportive', 'supportive')",-1.2584709,-1.1723834,0.0860875
13,0.030745588,-0.097399116,"('impolite', 'polite')",0.0307456,-0.0973991,-0.1281447
14,0.1281128,0.019404352,"('antisocial', 'social')",0.1281128,0.0194044,-0.1087084
15,0.8552368,0.7866304,"('boring', 'funny')",0.8552368,0.7866304,-0.0686064
16,-0.6103745,-0.6036153,"('unpopular', 'popular')",-0.6103745,-0.6036153,0.0067592
17,-0.21742275,-0.17205766,"('nasty', 'nice')",-0.2174228,-0.1720577,0.0453651
18,-0.47582355,-0.4977414,"('disagreeable', 'welcoming')",-0.4758236,-0.4977414,-0.0219178
19,-0.46160793,-0.27209044,"('inhospitable', 'hospitable')",-0.4616079,-0.2720904,0.1895175
20,0.44079068,0.23647729,"('rough', 'thoughtful')",0.4407907,0.2364773,-0.2043134
21,0.008114139,0.16536304,"('immoral', 'moral')",0.0081141,0.165363,0.1572489
22,-0.5430577,-0.42214122,"('untrustworthy', 'trustworthy')",-0.5430577,-0.4221412,0.1209165
23,6.488545,6.667449,"('insincere', 'sincere')",6.4885449,6.667449,0.1789041
24,1.7655488,1.860066,"('dishonest', 'honest')",1.7655488,1.8600661,0.0945173
25,1.1606476,1.050088,"('egoistic', 'altruistic')",1.1606476,1.050088,-0.1105596
26,0.9312066,0.4653904,"('hardhearted', 'benevolent')",0.9312066,0.4653904,-0.4658162
27,1.6847827,1.5869347,"('hardhearted', 'softhearted')",1.6847827,1.5869347,-0.097848
28,1.06954,0.97327334,"('disloyal', 'loyal')",1.06954,0.9732733,-0.0962667
29,-0.6859932,-0.729723,"('unfair', 'fair')",-0.6859932,-0.729723,-0.0437298
30,1.1619196,1.0656657,"('intolerant', 'tolerant')",1.1619196,1.0656657,-0.0962539
31,-1.4988264,-1.6267871,"('evil', 'good')",-1.4988264,-1.6267871,-0.1279607
32,1.23259,1.0623273,"('unkind', 'kind')",1.23259,1.0623273,-0.1702627
33,-0.23701699,-0.12105593,"('wrong', 'right')",-0.237017,-0.1210559,0.1159611
34,4.457605,4.7723665,"('mean', 'honorable')",4.4576049,4.7723665,0.3147616
35,-0.9887762,-1.0682987,"('corrupt', 'incorrupt')",-0.9887762,-1.0682987,-0.0795225
36,-0.65109223,-0.7442041,"('hostile', 'amicable')",-0.6510922,-0.7442041,-0.0931119
37,0.87652344,0.89699465,"('fake', 'genuine')",0.8765234,0.8969947,0.0204713
38,-0.011944637,0.10503229,"('untruthful', 'truthful')",-0.0119446,0.1050323,0.1169769
39,0.6923116,0.6755313,"('exploitative', 'cooperative')",0.6923116,0.6755313,-0.0167803
40,-1.6472628,-1.7146698,"('stingy', 'generous')",-1.6472628,-1.7146698,-0.067407
41,0.7930959,0.53377295,"('unforgiving', 'forgiving')",0.7930959,0.5337729,-0.259323
42,-2.9672968,-2.9381413,"('unreliable', 'reliable')",-2.9672968,-2.9381413,0.0291555
43,1.1207834,1.1259562,"('irresponsible', 'responsible')",1.1207834,1.1259562,0.0051728
44,-1.8202807,-1.9008757,"('prejudiced', 'unprejudiced')",-1.8202807,-1.9008757,-0.080595
45,-0.115374476,-0.14970873,"('incompetent', 'competent')",-0.1153745,-0.1497087,-0.0343342
46,-0.7944521,-0.84550947,"('uncompetitive', 'competitive')",-0.7944521,-0.8455095,-0.0510574
47,5.0162435,5.282788,"('stupid', 'smart')",5.0162435,5.2827878,0.2665443
48,0.6870655,0.6371127,"('unintelligent', 'intelligent')",0.6870655,0.6371127,-0.0499528
49,-0.052389536,0.046263233,"('unable', 'able')",-0.0523895,0.0462632,0.0986527
50,-0.5236446,-0.49273765,"('clumsy', 'skillful')",-0.5236446,-0.4927377,0.0309069
51,0.57251436,0.60667163,"('uneducated', 'educated')",0.5725144,0.6066716,0.0341572
52,-0.28491455,-0.16818877,"('irrational', 'rational')",-0.2849146,-0.1681888,0.1167258
53,0.099149,-0.0023670197,"('uncreative', 'creative')",0.099149,-0.002367,-0.101516
54,0.86356175,1.1283779,"('incapable', 'capable')",0.8635617,1.1283779,0.2648162
55,0.81612736,0.85113055,"('incompetent', 'clever')",0.8161274,0.8511305,0.0350031
56,0.54661137,0.7057491,"('impractical', 'practical')",0.5466114,0.7057491,0.1591377
57,-2.6341288,-2.6858432,"('unimaginative', 'imaginative')",-2.6341288,-2.6858432,-0.0517144
58,0.095481575,-0.03189541,"('undiscriminating', 'discriminating')",0.0954816,-0.0318954,-0.127377
59,0.16025639,0.21946628,"('foolish', 'wise')",0.1602564,0.2194663,0.0592099
60,0.44510704,0.5777945,"('inefficient', 'efficient')",0.445107,0.5777945,0.1326875
61,0.41870958,0.19623503,"('illogical', 'logical')",0.4187096,0.196235,-0.2224746
62,0.6977863,0.9004252,"('incompetent', 'brilliant')",0.6977863,0.9004252,0.2026389
63,0.39089438,0.44927806,"('unperceptive', 'insightful')",0.3908944,0.4492781,0.0583837
64,-6.638816,-6.5067186,"('shy', 'confident')",-6.6388159,-6.5067186,0.1320973
65,0.24768054,0.35644436,"('insecure', 'secure')",0.2476805,0.3564444,0.1087639
66,-0.7183323,-0.7493103,"('inactive', 'active')",-0.7183323,-0.7493103,-0.030978
67,-0.6975402,-0.8224902,"('doubtful', 'determined')",-0.6975402,-0.8224902,-0.12495
68,-0.9292504,-0.82054406,"('dependent', 'independent')",-0.9292504,-0.8205441,0.1087063
69,-2.1632586,-2.1972482,"('lazy', 'industrious')",-2.1632586,-2.1972482,-0.0339896
70,0.73629093,0.7913162,"('lethargic', 'energetic')",0.7362909,0.7913162,0.0550253
71,0.20000824,0.32204503,"('diffident', 'self-confident')",0.2000082,0.322045,0.1220368
72,0.6031027,0.7186455,"('unambitious', 'ambitious')",0.6031027,0.7186455,0.1155428
73,-3.0016067,-2.7882972,"('helpless', 'self-reliant')",-3.0016067,-2.7882972,0.2133095
74,0.26505154,0.104738235,"('undedicated', 'dedicated')",0.2650515,0.1047382,-0.1603133
75,-1.2071655,-1.161718,"('meek', 'impulsive')",-1.2071655,-1.161718,0.0454475
76,0.4073524,0.20992377,"('anxious', 'daring')",0.4073524,0.2099238,-0.1974286
77,-1.1166257,-0.94800156,"('unmotivated', 'motivated')",-1.1166257,-0.9480016,0.1686241
78,-0.6449307,-0.6348402,"('nonresilient', 'resilient')",-0.6449307,-0.6348402,0.0100905
79,-0.4590762,-0.5164505,"('wavering', 'unwavering')",-0.4590762,-0.5164505,-0.0573743
80,-0.28158614,-0.2968561,"('dominated', 'dominating')",-0.2815861,-0.2968561,-0.01527
81,-0.07698295,-0.07901114,"('submissive', 'aggressive')",-0.076983,-0.0790111,-0.0020281
82,6.0219836,6.2946353,"('poor', 'rich')",6.0219836,6.2946353,0.2726517
83,-0.967432,-0.9400941,"('powerless', 'powerful')",-0.967432,-0.9400941,0.0273379
