,xylem_male,xylem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.46437868,-0.7576729,"('unsociable', 'sociable')",-0.49232307,-0.70750093,-0.4783509,-0.7325869,-0.254236
1,-0.73420197,-1.0622181,"('unfriendly', 'friendly')",2.2210586,2.0778503,0.7434283,0.5078161,-0.2356122
2,-0.002224585,0.043052174,"('unlikable', 'likable')",0.5016257,0.5970185,0.2497006,0.3200353,0.0703347
3,-0.5112584,-0.43589842,"('repellent', 'pleasant')",0.07758427,0.10454165,-0.2168371,-0.1656784,0.0511587
4,-0.18259339,-0.22779962,"('disliked', 'liked')",-6.2665434,-6.388563,-3.2245684,-3.3081813,-0.0836129
5,-1.5361108,-1.5521151,"('distant', 'outgoing')",0.16874263,0.19851466,-0.6836841,-0.6768002,0.0068839
6,-1.7565087,-1.7926202,"('distant', 'open')",0.6290291,0.6596018,-0.5637398,-0.5665092,-0.0027694
7,-0.50713277,-0.43708938,"('insensitive', 'sensitive')",0.5328942,0.55361396,0.0128807,0.0582623,0.0453816
8,-0.7641701,-0.78436965,"('unaffectionate', 'affectionate')",1.5015343,1.3961623,0.3686821,0.3058963,-0.0627858
9,-1.1971586,-1.2926688,"('unaffectionate', 'caring')",1.4186978,1.3277771,0.1107696,0.0175542,-0.0932154
10,-1.4923815,-1.5533606,"('unsympathetic', 'sympathetic')",-0.87907,-0.9525256,-1.1857257,-1.252943,-0.0672173
11,-0.64275587,-0.70032793,"('unhelpful', 'helpful')",1.1237324,1.2314615,0.2404883,0.2655668,0.0250785
12,-0.59981775,-0.57073706,"('unsupportive', 'supportive')",-1.7966504,-1.8305671,-1.1982341,-1.2006521,-0.002418
13,-1.077563,-1.1846347,"('impolite', 'polite')",-0.8749245,-0.81637025,-0.9762437,-1.0005025,-0.0242588
14,0.30582273,0.25603282,"('antisocial', 'social')",-0.5939256,-0.72383165,-0.1440514,-0.2338994,-0.089848
15,0.009085886,-0.11870383,"('boring', 'funny')",0.73659986,0.71870434,0.3728429,0.3000003,-0.0728426
16,-0.45771417,-0.40471688,"('unpopular', 'popular')",0.38880026,0.5169078,-0.034457,0.0560955,0.0905525
17,-0.2004679,-0.20551631,"('nasty', 'nice')",-0.5009397,-0.4446651,-0.3507038,-0.3250907,0.0256131
18,-0.09544116,-0.06795022,"('disagreeable', 'welcoming')",-0.32000944,-0.3861822,-0.2077253,-0.2270662,-0.0193409
19,-1.6220609,-1.6164823,"('inhospitable', 'hospitable')",0.26355377,0.37805495,-0.6792536,-0.6192136,0.06004
20,0.1849809,0.17334843,"('rough', 'thoughtful')",1.0331116,0.93216103,0.6090462,0.5527548,-0.0562914
21,0.12374413,-0.010706946,"('immoral', 'moral')",-0.8656092,-0.8456107,-0.3709325,-0.4281588,-0.0572263
22,-0.10149366,-0.18843433,"('untrustworthy', 'trustworthy')",-0.9994214,-1.0917476,-0.5504575,-0.640091,-0.0896335
23,-0.82627195,-0.9762878,"('insincere', 'sincere')",5.355533,5.377777,2.2646306,2.2007446,-0.063886
24,-1.0746799,-1.1387852,"('dishonest', 'honest')",0.507195,0.4177,-0.2837424,-0.3605426,-0.0768002
25,-0.27967677,-0.21933103,"('egoistic', 'altruistic')",1.8111302,1.7505702,0.7657267,0.7656196,-0.0001071
26,0.35928226,0.16901138,"('hardhearted', 'benevolent')",2.0531473,1.8944932,1.2062148,1.0317523,-0.1744625
27,0.11758287,0.15401793,"('hardhearted', 'softhearted')",1.648777,1.5033782,0.88318,0.828698,-0.054482
28,-0.6201925,-0.72184885,"('disloyal', 'loyal')",0.9738523,0.8356253,0.1768299,0.0568882,-0.1199417
29,0.009470055,-0.106049925,"('unfair', 'fair')",-0.18650243,-0.38129482,-0.0885162,-0.2436724,-0.1551562
30,0.3971731,0.33563966,"('intolerant', 'tolerant')",0.92193985,0.90898526,0.6595565,0.6223124,-0.0372441
31,-0.9314561,-0.8940368,"('evil', 'good')",-0.38709036,-0.5144105,-0.6592732,-0.7042236,-0.0449504
32,-0.49830627,-0.6346586,"('unkind', 'kind')",0.6411793,0.4565681,0.0714365,-0.0890452,-0.1604817
33,0.012409842,-0.033217713,"('wrong', 'right')",-0.05198691,-0.13117707,-0.0197885,-0.0821974,-0.0624089
34,-0.7292262,-0.65433127,"('mean', 'honorable')",5.610965,5.9169087,2.4408693,2.6312888,0.1904195
35,-0.17026232,-0.1732035,"('corrupt', 'incorrupt')",0.35434008,0.18538015,0.0920389,0.0060883,-0.0859506
36,-0.59579664,-0.70295054,"('hostile', 'amicable')",0.79650676,0.54284674,0.1003551,-0.0800519,-0.180407
37,-0.42012963,-0.36279574,"('fake', 'genuine')",0.47145146,0.48146826,0.0256609,0.0593363,0.0336754
38,-1.3975219,-1.4040099,"('untruthful', 'truthful')",-0.4170271,-0.33870125,-0.9072745,-0.8713556,0.0359189
39,0.55552083,0.522573,"('exploitative', 'cooperative')",0.19680643,0.17113996,0.3761636,0.3468565,-0.0293071
40,0.070590034,0.06618611,"('stingy', 'generous')",-1.2953166,-1.4668202,-0.6123633,-0.7003171,-0.0879538
41,-0.21351586,-0.2530536,"('unforgiving', 'forgiving')",0.021784939,-0.16061759,-0.0958655,-0.2068356,-0.1109701
42,-0.3474844,-0.079995915,"('unreliable', 'reliable')",-3.5661392,-3.4166617,-1.9568118,-1.7483288,0.208483
43,-0.5720361,-0.58575016,"('irresponsible', 'responsible')",0.31328076,0.3274693,-0.1293777,-0.1291404,0.0002373
44,0.258426,0.2548356,"('prejudiced', 'unprejudiced')",-1.5755687,-1.5168194,-0.6585714,-0.6309919,0.0275795
45,-0.9813169,-1.0593215,"('incompetent', 'competent')",-0.25009647,-0.3030954,-0.6157067,-0.6812085,-0.0655018
46,-0.6867167,-0.7117888,"('uncompetitive', 'competitive')",-0.8456925,-0.90401876,-0.7662046,-0.8079038,-0.0416992
47,-0.26032487,-0.21060099,"('stupid', 'smart')",5.1596537,5.337161,2.4496644,2.5632801,0.1136157
48,0.4909127,0.41090295,"('unintelligent', 'intelligent')",0.56202304,0.55318254,0.5264679,0.4820427,-0.0444252
49,0.16637039,0.2845947,"('unable', 'able')",-0.23567557,-0.07447426,-0.0346526,0.1050602,0.1397128
50,0.16552216,0.33066443,"('clumsy', 'skillful')",0.22063881,0.27429175,0.1930805,0.3024781,0.1093976
51,-0.48186308,-0.6760698,"('uneducated', 'educated')",0.36674878,0.30982238,-0.0575572,-0.1831237,-0.1255665
52,0.13446945,-0.06982502,"('irrational', 'rational')",0.9436588,0.8232159,0.5390642,0.3766955,-0.1623687
53,-1.7504107,-1.77784,"('uncreative', 'creative')",0.7594285,0.73166835,-0.4954911,-0.5230858,-0.0275947
54,-0.78219444,-0.9216764,"('incapable', 'capable')",1.3223574,1.4018667,0.2700815,0.2400951,-0.0299864
55,0.22290371,0.18426695,"('incompetent', 'clever')",-0.16702832,-0.18340531,0.0279377,0.0004308,-0.0275069
