,wink_male,wink_female,tuple,average_male,average_female,female-male
0,0.11153907,-0.070145264,"('unsociable', 'sociable')",0.1115391,-0.0701453,-0.1816844
1,1.1922607,1.1027873,"('unfriendly', 'friendly')",1.1922607,1.1027873,-0.0894734
2,0.6053207,0.7605739,"('unlikable', 'likable')",0.6053207,0.7605739,0.1552532
3,0.9441148,1.0786588,"('repellent', 'pleasant')",0.9441148,1.0786588,0.134544
4,-6.884629,-6.7992887,"('disliked', 'liked')",-6.8846288,-6.7992887,0.0853401
5,-0.3274754,-0.03684777,"('distant', 'outgoing')",-0.3274754,-0.0368478,0.2906276
6,-0.011607893,0.26977432,"('distant', 'open')",-0.0116079,0.2697743,0.2813822
7,0.5256463,0.6656815,"('insensitive', 'sensitive')",0.5256463,0.6656815,0.1400352
8,0.9430871,0.9444194,"('unaffectionate', 'affectionate')",0.9430871,0.9444194,0.0013323
9,1.3881245,1.5155001,"('unaffectionate', 'caring')",1.3881245,1.5155001,0.1273756
10,1.4085249,1.4772675,"('unsympathetic', 'sympathetic')",1.4085249,1.4772675,0.0687426
11,1.9925412,2.0777786,"('unhelpful', 'helpful')",1.9925412,2.0777786,0.0852374
12,-1.5749049,-1.5359994,"('unsupportive', 'supportive')",-1.5749049,-1.5359994,0.0389055
13,0.46562874,0.3382596,"('impolite', 'polite')",0.4656287,0.3382596,-0.1273691
14,-0.25118086,-0.44724512,"('antisocial', 'social')",-0.2511809,-0.4472451,-0.1960642
15,0.31765515,0.16998333,"('boring', 'funny')",0.3176551,0.1699833,-0.1476718
16,-0.43292874,-0.30796647,"('unpopular', 'popular')",-0.4329287,-0.3079665,0.1249622
17,0.036644682,0.10048643,"('nasty', 'nice')",0.0366447,0.1004864,0.0638417
18,-0.695624,-0.76840055,"('disagreeable', 'welcoming')",-0.695624,-0.7684005,-0.0727765
19,-0.5819326,-0.31652492,"('inhospitable', 'hospitable')",-0.5819326,-0.3165249,0.2654077
20,0.69945616,0.59591514,"('rough', 'thoughtful')",0.6994562,0.5959151,-0.1035411
21,0.20869863,0.3273417,"('immoral', 'moral')",0.2086986,0.3273417,0.1186431
22,-0.3066108,-0.31195718,"('untrustworthy', 'trustworthy')",-0.3066108,-0.3119572,-0.0053464
23,6.0118785,5.9900084,"('insincere', 'sincere')",6.0118785,5.9900084,-0.0218701
24,1.6604632,1.7587118,"('dishonest', 'honest')",1.6604632,1.7587118,0.0982486
25,0.4426499,0.30573317,"('egoistic', 'altruistic')",0.4426499,0.3057332,-0.1369167
26,0.17206788,-0.010582902,"('hardhearted', 'benevolent')",0.1720679,-0.0105829,-0.1826508
27,1.5803695,1.4991343,"('hardhearted', 'softhearted')",1.5803695,1.4991343,-0.0812352
28,1.2631658,1.3593775,"('disloyal', 'loyal')",1.2631658,1.3593775,0.0962117
29,-0.66541624,-0.7189072,"('unfair', 'fair')",-0.6654162,-0.7189072,-0.053491
30,0.77280366,0.7509838,"('intolerant', 'tolerant')",0.7728037,0.7509838,-0.0218199
31,-1.7018592,-1.6018283,"('evil', 'good')",-1.7018592,-1.6018283,0.1000309
32,1.3943895,1.3445458,"('unkind', 'kind')",1.3943895,1.3445458,-0.0498437
33,-0.42881593,-0.2987396,"('wrong', 'right')",-0.4288159,-0.2987396,0.1300763
