,buffalo_male,buffalo_female,tuple,average_male,average_female,female-male
0,0.02748243,-0.06737628,"('unsociable', 'sociable')",0.0274824,-0.0673763,-0.0948587
1,1.3023564,1.3303629,"('unfriendly', 'friendly')",1.3023564,1.3303629,0.0280065
2,0.32622904,0.44779932,"('unlikable', 'likable')",0.326229,0.4477993,0.1215703
3,0.62055534,0.7151601,"('repellent', 'pleasant')",0.6205553,0.7151601,0.0946048
4,-7.5838947,-7.4767876,"('disliked', 'liked')",-7.5838947,-7.4767876,0.1071071
5,-0.3347637,-0.2213291,"('distant', 'outgoing')",-0.3347637,-0.2213291,0.1134346
6,0.1829324,0.23306575,"('distant', 'open')",0.1829324,0.2330658,0.0501334
7,1.2030015,1.2822763,"('insensitive', 'sensitive')",1.2030015,1.2822763,0.0792748
8,1.3758233,1.3512405,"('unaffectionate', 'affectionate')",1.3758233,1.3512405,-0.0245828
9,1.8381548,1.8504038,"('unaffectionate', 'caring')",1.8381548,1.8504038,0.012249
10,1.0062244,1.0372231,"('unsympathetic', 'sympathetic')",1.0062244,1.0372231,0.0309987
11,1.9012965,1.9340475,"('unhelpful', 'helpful')",1.9012965,1.9340475,0.032751
12,-1.2298224,-1.2237813,"('unsupportive', 'supportive')",-1.2298224,-1.2237813,0.0060411
13,-0.08252065,-0.13682377,"('impolite', 'polite')",-0.0825206,-0.1368238,-0.0543032
14,0.053316146,0.01881524,"('antisocial', 'social')",0.0533161,0.0188152,-0.0345009
15,0.4593531,0.457427,"('boring', 'funny')",0.4593531,0.457427,-0.0019261
16,-0.562462,-0.45175922,"('unpopular', 'popular')",-0.562462,-0.4517592,0.1107028
17,-0.20858894,-0.12632702,"('nasty', 'nice')",-0.2085889,-0.126327,0.0822619
18,-0.74318665,-0.6850327,"('disagreeable', 'welcoming')",-0.7431867,-0.6850327,0.058154
19,-0.27339038,-0.24318825,"('inhospitable', 'hospitable')",-0.2733904,-0.2431882,0.0302022
20,0.63710797,0.6002988,"('rough', 'thoughtful')",0.637108,0.6002988,-0.0368092
21,-0.18778417,-0.14932786,"('immoral', 'moral')",-0.1877842,-0.1493279,0.0384563
22,-0.5330799,-0.47862414,"('untrustworthy', 'trustworthy')",-0.5330799,-0.4786241,0.0544558
23,6.443117,6.481009,"('insincere', 'sincere')",6.4431171,6.481009,0.0378919
24,1.657268,1.5847993,"('dishonest', 'honest')",1.657268,1.5847993,-0.0724687
25,0.51312846,0.44335213,"('egoistic', 'altruistic')",0.5131285,0.4433521,-0.0697764
26,0.8970876,0.6921071,"('hardhearted', 'benevolent')",0.8970876,0.6921071,-0.2049805
27,1.5987817,1.5081384,"('hardhearted', 'softhearted')",1.5987817,1.5081384,-0.0906433
28,0.98619425,0.8450891,"('disloyal', 'loyal')",0.9861943,0.8450891,-0.1411052
29,-0.48025677,-0.47362217,"('unfair', 'fair')",-0.4802568,-0.4736222,0.0066346
30,1.1702168,1.1674458,"('intolerant', 'tolerant')",1.1702168,1.1674458,-0.002771
31,-1.3241177,-1.2148228,"('evil', 'good')",-1.3241177,-1.2148228,0.1092949
32,1.3076497,1.157849,"('unkind', 'kind')",1.3076497,1.157849,-0.1498007
33,-0.6800635,-0.67324066,"('wrong', 'right')",-0.6800635,-0.6732407,0.0068228
34,4.609965,4.7038865,"('mean', 'honorable')",4.6099648,4.7038865,0.0939217
35,-1.0360856,-1.2356913,"('corrupt', 'incorrupt')",-1.0360856,-1.2356913,-0.1996057
