,te_male,te_female,tuple,connectivity_male,connectivity_female,ltd_male,ltd_female,average_male,average_female,female-male
0,-0.2436647,-0.29962438,"('unsociable', 'sociable')",1.2851014,1.1528438,0.2155526,0.13985892,0.4189964,0.3310261,-0.0879703
1,-0.18948948,-0.30728546,"('unfriendly', 'friendly')",0.52337754,0.47736436,1.4101428,1.2773614,0.5813436,0.4824801,-0.0988635
2,0.7277523,0.79293483,"('unlikable', 'likable')",1.4175277,1.3942443,0.7653503,0.801575,0.9702101,0.9962513,0.0260412
3,0.16552101,0.3878684,"('repellent', 'pleasant')",0.15862334,0.25227752,0.23871578,0.34943366,0.18762,0.3298599,0.1422399
4,-0.5947503,-0.5675108,"('disliked', 'liked')",-0.6581836,-0.69609237,-4.1626167,-4.1371794,-1.8051836,-1.8002609,0.0049227
5,-1.1324253,-1.2188077,"('distant', 'outgoing')",-0.5340039,-0.48330054,-0.06699049,-0.18099546,-0.5778066,-0.6277012,-0.0498946
6,-1.6208715,-1.7320894,"('distant', 'open')",-0.44986692,-0.46152943,0.26450026,0.11163037,-0.6020794,-0.6939961,-0.0919167
7,0.5487569,0.6437425,"('insensitive', 'sensitive')",1.1442139,1.1029177,0.5457259,0.6318924,0.7462322,0.7928509,0.0466187
8,-1.8828987,-1.9005927,"('unaffectionate', 'affectionate')",-0.980198,-0.96237856,0.7865045,0.6984956,-0.6921974,-0.7214919,-0.0292945
9,-0.46102795,-0.46901602,"('unaffectionate', 'caring')",0.12146172,0.10487588,0.93742484,0.8761505,0.1992862,0.1706701,-0.0286161
10,0.29313898,0.4312802,"('unsympathetic', 'sympathetic')",0.56647635,0.5079178,0.27749884,0.39796144,0.3790381,0.4457198,0.0666817
11,0.8573451,0.94372916,"('unhelpful', 'helpful')",1.4922204,1.4545896,2.1470664,2.1735516,1.4988772,1.5239568,0.0250796
12,0.41670182,0.54941964,"('unsupportive', 'supportive')",1.1201746,1.1093668,-0.7837458,-0.7422499,0.2510435,0.3055122,0.0544687
13,0.4991753,0.5989591,"('impolite', 'polite')",1.1624459,1.1017145,-0.10820438,-0.113604665,0.5178056,0.529023,0.0112174
