,continent_male,continent_female,tuple,average_male,average_female,female-male
0,0.40570763,0.29955083,"('unsociable', 'sociable')",0.4057076,0.2995508,-0.1061568
1,1.3853247,1.3345019,"('unfriendly', 'friendly')",1.3853247,1.3345019,-0.0508228
2,0.74288595,0.823294,"('unlikable', 'likable')",0.7428859,0.823294,0.0804081
3,1.2320067,1.339922,"('repellent', 'pleasant')",1.2320067,1.339922,0.1079153
4,-6.77511,-6.7085304,"('disliked', 'liked')",-6.7751098,-6.7085304,0.0665794
5,-0.040160157,0.01924694,"('distant', 'outgoing')",-0.0401602,0.0192469,0.0594071
6,0.08709559,0.17548934,"('distant', 'open')",0.0870956,0.1754893,0.0883937
7,1.5788411,1.507052,"('insensitive', 'sensitive')",1.5788411,1.5070519,-0.0717892
8,0.9230205,0.8996081,"('unaffectionate', 'affectionate')",0.9230205,0.8996081,-0.0234124
9,1.3282598,1.3498335,"('unaffectionate', 'caring')",1.3282598,1.3498335,0.0215737
10,1.6295877,1.6152048,"('unsympathetic', 'sympathetic')",1.6295877,1.6152048,-0.0143829
11,2.1792328,2.1352458,"('unhelpful', 'helpful')",2.1792328,2.1352458,-0.043987
12,-0.78614295,-0.80731213,"('unsupportive', 'supportive')",-0.7861429,-0.8073121,-0.0211692
13,0.37452963,0.28221998,"('impolite', 'polite')",0.3745296,0.28222,-0.0923096
14,0.33823803,0.19841331,"('antisocial', 'social')",0.338238,0.1984133,-0.1398247
15,0.10662066,0.11384237,"('boring', 'funny')",0.1066207,0.1138424,0.0072217
16,-0.35269675,-0.24096738,"('unpopular', 'popular')",-0.3526967,-0.2409674,0.1117293
17,-0.015796185,0.042293124,"('nasty', 'nice')",-0.0157962,0.0422931,0.0580893
18,-0.0872384,-0.10485547,"('disagreeable', 'welcoming')",-0.0872384,-0.1048555,-0.0176171
19,-0.13490084,-0.05478858,"('inhospitable', 'hospitable')",-0.1349008,-0.0547886,0.0801122
20,0.71203214,0.637443,"('rough', 'thoughtful')",0.7120321,0.637443,-0.0745891
21,0.50655603,0.51710725,"('immoral', 'moral')",0.506556,0.5171072,0.0105512
22,0.24854833,0.1605965,"('untrustworthy', 'trustworthy')",0.2485483,0.1605965,-0.0879518
23,6.752197,6.7103157,"('insincere', 'sincere')",6.7521968,6.7103157,-0.0418811
24,2.350332,2.3048189,"('dishonest', 'honest')",2.350332,2.3048189,-0.0455131
25,0.3303494,0.28754872,"('egoistic', 'altruistic')",0.3303494,0.2875487,-0.0428007
26,-0.1270631,-0.12131554,"('hardhearted', 'benevolent')",-0.1270631,-0.1213155,0.0057476
27,1.4431888,1.3711892,"('hardhearted', 'softhearted')",1.4431888,1.3711892,-0.0719996
28,1.4406272,1.4203231,"('disloyal', 'loyal')",1.4406272,1.4203231,-0.0203041
29,-0.047778755,-0.14378464,"('unfair', 'fair')",-0.0477788,-0.1437846,-0.0960058
30,1.0517416,0.923679,"('intolerant', 'tolerant')",1.0517416,0.923679,-0.1280626
31,-1.3638716,-1.3215765,"('evil', 'good')",-1.3638716,-1.3215765,0.0422951
32,1.3289739,1.2249017,"('unkind', 'kind')",1.3289739,1.2249017,-0.1040722
33,-0.5402511,-0.5378718,"('wrong', 'right')",-0.5402511,-0.5378718,0.0023793
34,4.5247984,4.6469913,"('mean', 'honorable')",4.5247984,4.6469913,0.1221929
35,-1.0729895,-1.104529,"('corrupt', 'incorrupt')",-1.0729895,-1.104529,-0.0315395
36,-1.3459343,-1.2717928,"('hostile', 'amicable')",-1.3459343,-1.2717928,0.0741415
