,fry_male,fry_female,tuple,average_male,average_female,female-male
0,0.25271153,0.09146361,"('unsociable', 'sociable')",0.2527115,0.0914636,-0.1612479
1,1.2075151,1.1097189,"('unfriendly', 'friendly')",1.2075151,1.1097189,-0.0977962
2,0.5147631,0.7434207,"('unlikable', 'likable')",0.5147631,0.7434207,0.2286576
3,0.82367927,0.9037535,"('repellent', 'pleasant')",0.8236793,0.9037535,0.0800742
4,-6.8663807,-6.8481507,"('disliked', 'liked')",-6.8663807,-6.8481507,0.01823
5,-0.42281687,-0.22867821,"('distant', 'outgoing')",-0.4228169,-0.2286782,0.1941387
6,-0.16156821,-0.021629333,"('distant', 'open')",-0.1615682,-0.0216293,0.1399389
7,0.7084947,0.66293955,"('insensitive', 'sensitive')",0.7084947,0.6629395,-0.0455552
8,0.71913713,0.74089235,"('unaffectionate', 'affectionate')",0.7191371,0.7408924,0.0217553
9,1.3418479,1.4317371,"('unaffectionate', 'caring')",1.3418479,1.4317371,0.0898892
10,1.2717342,1.3354872,"('unsympathetic', 'sympathetic')",1.2717342,1.3354872,0.063753
11,2.1375418,2.1602685,"('unhelpful', 'helpful')",2.1375418,2.1602685,0.0227267
12,-1.4850717,-1.439231,"('unsupportive', 'supportive')",-1.4850717,-1.439231,0.0458407
13,0.5964037,0.57265115,"('impolite', 'polite')",0.5964037,0.5726511,-0.0237526
14,0.056754854,-0.18487851,"('antisocial', 'social')",0.0567549,-0.1848785,-0.2416334
15,0.7014207,0.61182314,"('boring', 'funny')",0.7014207,0.6118231,-0.0895976
16,-0.40465522,-0.3344885,"('unpopular', 'popular')",-0.4046552,-0.3344885,0.0701667
17,-0.06971801,0.00069626607,"('nasty', 'nice')",-0.069718,0.0006963,0.0704143
18,-0.4076446,-0.52942604,"('disagreeable', 'welcoming')",-0.4076446,-0.529426,-0.1217814
19,-0.6641354,-0.43525106,"('inhospitable', 'hospitable')",-0.6641354,-0.4352511,0.2288843
20,0.6289684,0.4623717,"('rough', 'thoughtful')",0.6289684,0.4623717,-0.1665967
21,0.16010723,0.30884716,"('immoral', 'moral')",0.1601072,0.3088472,0.14874
22,0.04316022,0.034878734,"('untrustworthy', 'trustworthy')",0.0431602,0.0348787,-0.0082815
23,6.141254,6.10954,"('insincere', 'sincere')",6.1412539,6.10954,-0.0317139
24,1.5871212,1.6170621,"('dishonest', 'honest')",1.5871212,1.6170621,0.0299409
25,0.36316067,0.29867125,"('egoistic', 'altruistic')",0.3631607,0.2986712,-0.0644895
26,0.3423357,0.14619733,"('hardhearted', 'benevolent')",0.3423357,0.1461973,-0.1961384
27,1.2812918,1.114545,"('hardhearted', 'softhearted')",1.2812918,1.114545,-0.1667468
28,0.9721977,0.92325324,"('disloyal', 'loyal')",0.9721977,0.9232532,-0.0489445
29,-0.67164093,-0.7372251,"('unfair', 'fair')",-0.6716409,-0.7372251,-0.0655842
30,0.96819264,0.8975677,"('intolerant', 'tolerant')",0.9681926,0.8975677,-0.0706249
31,-1.7409842,-1.6511815,"('evil', 'good')",-1.7409842,-1.6511815,0.0898027
32,1.0657897,1.1036491,"('unkind', 'kind')",1.0657897,1.1036491,0.0378594
33,-0.41084805,-0.32683054,"('wrong', 'right')",-0.4108481,-0.3268305,0.0840176
34,4.329407,4.528011,"('mean', 'honorable')",4.3294072,4.5280108,0.1986036
35,-1.4076816,-1.4722943,"('corrupt', 'incorrupt')",-1.4076816,-1.4722943,-0.0646127
36,-1.0657713,-1.0342681,"('hostile', 'amicable')",-1.0657713,-1.0342681,0.0315032
37,0.5199293,0.5963284,"('fake', 'genuine')",0.5199293,0.5963284,0.0763991
38,-0.12726545,-0.029331453,"('untruthful', 'truthful')",-0.1272655,-0.0293315,0.097934
39,0.21471018,0.14148127,"('exploitative', 'cooperative')",0.2147102,0.1414813,-0.0732289
40,-1.431574,-1.6126744,"('stingy', 'generous')",-1.431574,-1.6126744,-0.1811004
41,-0.06778444,-0.047438417,"('unforgiving', 'forgiving')",-0.0677844,-0.0474384,0.020346
42,-1.6874051,-1.6621834,"('unreliable', 'reliable')",-1.6874051,-1.6621834,0.0252217
43,1.453866,1.4084667,"('irresponsible', 'responsible')",1.453866,1.4084667,-0.0453993
44,-1.1942079,-1.2205399,"('prejudiced', 'unprejudiced')",-1.1942079,-1.2205399,-0.026332
45,0.30299217,0.3250605,"('incompetent', 'competent')",0.3029922,0.3250605,0.0220683
46,-0.08118705,-0.05760883,"('uncompetitive', 'competitive')",-0.081187,-0.0576088,0.0235782
47,5.0581837,5.2436266,"('stupid', 'smart')",5.0581837,5.2436266,0.1854429
48,0.8599594,0.69518465,"('unintelligent', 'intelligent')",0.8599594,0.6951846,-0.1647748
49,0.014115324,0.20031624,"('unable', 'able')",0.0141153,0.2003162,0.1862009
50,0.0036171712,0.09383191,"('clumsy', 'skillful')",0.0036172,0.0938319,0.0902147
51,0.41392612,0.4139778,"('uneducated', 'educated')",0.4139261,0.4139778,5.17e-05
52,-0.69338435,-0.7340059,"('irrational', 'rational')",-0.6933843,-0.7340059,-0.0406216
53,0.02511232,0.0029791929,"('uncreative', 'creative')",0.0251123,0.0029792,-0.0221331
54,0.8277147,1.1471512,"('incapable', 'capable')",0.8277147,1.1471512,0.3194365
55,1.0305022,0.8701029,"('incompetent', 'clever')",1.0305022,0.8701029,-0.1603993
56,1.1638187,1.1009705,"('impractical', 'practical')",1.1638187,1.1009705,-0.0628482
57,-2.0811586,-2.0796902,"('unimaginative', 'imaginative')",-2.0811586,-2.0796902,0.0014684
58,-0.11772211,-0.12818672,"('undiscriminating', 'discriminating')",-0.1177221,-0.1281867,-0.0104646
59,-0.06887242,0.06046723,"('foolish', 'wise')",-0.0688724,0.0604672,0.1293396
60,1.0119251,0.96940476,"('inefficient', 'efficient')",1.0119251,0.9694048,-0.0425203
61,0.17283624,-0.06384215,"('illogical', 'logical')",0.1728362,-0.0638421,-0.2366783
62,1.3591815,1.4474167,"('incompetent', 'brilliant')",1.3591815,1.4474167,0.0882352
63,0.5730346,0.68166745,"('unperceptive', 'insightful')",0.5730346,0.6816674,0.1086328
64,-5.6378756,-5.53983,"('shy', 'confident')",-5.6378756,-5.5398302,0.0980454
65,0.9555132,0.9376016,"('insecure', 'secure')",0.9555132,0.9376016,-0.0179116
66,-0.36851084,-0.29053324,"('inactive', 'active')",-0.3685108,-0.2905332,0.0779776
67,-0.6382683,-0.5699497,"('doubtful', 'determined')",-0.6382683,-0.5699497,0.0683186
68,-0.31622517,-0.30071336,"('dependent', 'independent')",-0.3162252,-0.3007134,0.0155118
69,-1.8150686,-1.7686865,"('lazy', 'industrious')",-1.8150686,-1.7686865,0.0463821
70,1.4836268,1.4623486,"('lethargic', 'energetic')",1.4836268,1.4623486,-0.0212782
71,0.34858915,0.41636217,"('diffident', 'self-confident')",0.3485892,0.4163622,0.067773
72,0.94584006,1.0767586,"('unambitious', 'ambitious')",0.9458401,1.0767586,0.1309185
73,-2.846292,-2.8295608,"('helpless', 'self-reliant')",-2.846292,-2.8295608,0.0167312
74,0.21511254,0.05602789,"('undedicated', 'dedicated')",0.2151125,0.0560279,-0.1590846
75,-0.76833075,-0.50881314,"('meek', 'impulsive')",-0.7683308,-0.5088131,0.2595177
76,0.7906648,0.7087243,"('anxious', 'daring')",0.7906648,0.7087243,-0.0819405
77,-1.1015499,-1.0153033,"('unmotivated', 'motivated')",-1.1015499,-1.0153033,0.0862466
78,-0.7721753,-0.7478593,"('nonresilient', 'resilient')",-0.7721753,-0.7478593,0.024316
79,-0.45156977,-0.2600181,"('wavering', 'unwavering')",-0.4515698,-0.2600181,0.1915517
80,-0.11556848,-0.23686214,"('dominated', 'dominating')",-0.1155685,-0.2368621,-0.1212936
81,0.5376451,0.5262573,"('submissive', 'aggressive')",0.5376451,0.5262573,-0.0113878
82,6.44683,6.6398377,"('poor', 'rich')",6.4468298,6.6398377,0.1930079
83,-0.4638992,-0.42336506,"('powerless', 'powerful')",-0.4638992,-0.4233651,0.0405341
84,0.059501566,0.099842,"('inferior', 'superior')",0.0595016,0.099842,0.0403404
85,-1.432011,-1.489196,"('insignificant', 'prestigious')",-1.432011,-1.4891959,-0.0571849
86,0.51707935,0.53155977,"('uninfluential', 'influential')",0.5170794,0.5315598,0.0144804
87,-0.07846609,-0.010196477,"('unsuccessful', 'successful')",-0.0784661,-0.0101965,0.0682696
88,0.2740879,0.27494192,"('low', 'eminent')",0.2740879,0.2749419,0.000854
