,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-1.9364033,-2.0235314,"('unsociable', 'sociable')",-0.24165855,-0.3251915,-1.0890309,-1.1743615,-0.0853306
1,-0.029958194,-0.15753876,"('unfriendly', 'friendly')",1.6708351,1.5505446,0.8204384,0.6965029,-0.1239355
2,0.066868976,0.0565598,"('unlikable', 'likable')",0.52947664,0.6328299,0.2981728,0.3446949,0.0465221
3,-1.8618796,-1.8506991,"('repellent', 'pleasant')",0.32000053,0.36373308,-0.7709395,-0.743483,0.0274565
4,0.7316327,0.6774369,"('disliked', 'liked')",-7.325481,-7.4502254,-3.2969241,-3.3863943,-0.0894702
5,1.4142648,1.3985574,"('distant', 'outgoing')",-0.44610626,-0.44616354,0.4840793,0.4761969,-0.0078824
6,1.5413388,1.5581299,"('distant', 'open')",-0.075102076,-0.09076505,0.7331184,0.7336825,0.0005641
7,-1.1762719,-1.1635748,"('insensitive', 'sensitive')",-0.13751733,-0.06760256,-0.6568946,-0.6155887,0.0413059
8,-0.095889695,-0.1968877,"('unaffectionate', 'affectionate')",0.84090185,0.7228526,0.3725061,0.2629824,-0.1095237
9,-0.1557376,-0.25710076,"('unaffectionate', 'caring')",1.1968106,1.1143332,0.5205365,0.4286162,-0.0919203
10,-2.6762097,-2.7087746,"('unsympathetic', 'sympathetic')",-0.38050348,-0.37820095,-1.5283566,-1.5434878,-0.0151312
11,-1.663608,-1.7069752,"('unhelpful', 'helpful')",1.3826214,1.452665,-0.1404933,-0.1271551,0.0133382
12,-0.81889576,-0.86067575,"('unsupportive', 'supportive')",-2.3205175,-2.2736378,-1.5697067,-1.5671568,0.0025499
13,-1.3469421,-1.364709,"('impolite', 'polite')",-0.60273963,-0.56068134,-0.9748409,-0.9626952,0.0121457
14,-1.7790375,-1.8450514,"('antisocial', 'social')",-0.27347565,-0.28281546,-1.0262566,-1.0639334,-0.0376768
15,0.30647582,0.2736657,"('boring', 'funny')",0.39329907,0.39550966,0.3498874,0.3345877,-0.0152997
16,0.12873504,0.09003533,"('unpopular', 'popular')",-0.14337273,-0.26899755,-0.0073188,-0.0894811,-0.0821623
17,-0.27400523,-0.1911348,"('nasty', 'nice')",-0.504777,-0.4834173,-0.3893911,-0.337276,0.0521151
18,-0.012255557,-0.00084360316,"('disagreeable', 'welcoming')",-0.84058374,-0.87911385,-0.4264196,-0.4399787,-0.0135591
19,0.6063783,0.6230019,"('inhospitable', 'hospitable')",-0.4202453,-0.37194,0.0930665,0.1255309,0.0324644
20,-0.28068903,-0.29486802,"('rough', 'thoughtful')",0.8617259,0.8420326,0.2905185,0.2735823,-0.0169362
21,-1.8057607,-1.8394321,"('immoral', 'moral')",-1.0510842,-1.0031265,-1.4284225,-1.4212793,0.0071432
22,-1.7214931,-1.7632293,"('untrustworthy', 'trustworthy')",-1.0519468,-1.0529181,-1.3867199,-1.4080737,-0.0213538
23,-1.4522092,-1.5306978,"('insincere', 'sincere')",5.9844265,5.9619517,2.2661085,2.215627,-0.0504815
24,-1.2975403,-1.3563361,"('dishonest', 'honest')",0.91197073,0.9056295,-0.1927848,-0.2253533,-0.0325685
25,1.2879468,1.2639403,"('egoistic', 'altruistic')",1.4577686,1.3883214,1.3728577,1.3261309,-0.0467268
26,-0.010419965,-0.09064919,"('hardhearted', 'benevolent')",1.869861,1.8017168,0.9297205,0.8555338,-0.0741867
27,-0.28358236,-0.27127525,"('hardhearted', 'softhearted')",0.85733825,0.7625432,0.2868779,0.245634,-0.0412439
28,-0.8066706,-0.9716462,"('disloyal', 'loyal')",1.1178627,0.9832473,0.155596,0.0058005,-0.1497955
29,-0.14175554,-0.15434086,"('unfair', 'fair')",-0.85585976,-0.9149629,-0.4988076,-0.5346519,-0.0358443
30,-1.3250242,-1.3342543,"('intolerant', 'tolerant')",0.46879563,0.5238658,-0.4281143,-0.4051942,0.0229201
31,1.2017151,1.2767137,"('evil', 'good')",-1.066859,-1.0896273,0.0674281,0.0935432,0.0261151
32,-0.77195424,-0.808631,"('unkind', 'kind')",0.7947245,0.66970974,0.0113851,-0.0694606,-0.0808457
33,1.2743838,1.1987844,"('wrong', 'right')",-0.50201964,-0.5430305,0.3861821,0.3278769,-0.0583052
34,-0.5698188,-0.49559695,"('mean', 'honorable')",5.42173,5.5365105,2.4259555,2.5204568,0.0945013
35,2.9696786,2.9661458,"('corrupt', 'incorrupt')",-0.15915959,-0.28467223,1.4052595,1.3407367,-0.0645228
36,1.248416,1.2126065,"('hostile', 'amicable')",0.2398834,0.035504892,0.7441497,0.6240557,-0.120094
37,0.11894731,0.13514838,"('fake', 'genuine')",0.16613787,0.17442086,0.1425426,0.1547846,0.012242
38,-0.6816337,-0.75694674,"('untruthful', 'truthful')",-0.114149496,-0.082585685,-0.3978916,-0.4197662,-0.0218746
39,0.63244903,0.6273586,"('exploitative', 'cooperative')",0.9384724,1.015585,0.7854607,0.8214718,0.0360111
40,0.39636275,0.36471522,"('stingy', 'generous')",-2.042614,-2.1425023,-0.8231256,-0.8888935,-0.0657679
41,-1.3325799,-1.3958472,"('unforgiving', 'forgiving')",0.052639514,0.00028596073,-0.6399702,-0.6977806,-0.0578104
42,-0.020781603,0.02762616,"('unreliable', 'reliable')",-3.654565,-3.5829365,-1.8376733,-1.7776551,0.0600182
43,-1.0719526,-1.1167035,"('irresponsible', 'responsible')",0.47530904,0.59337765,-0.2983218,-0.2616629,0.0366589
44,-0.031414088,0.048524812,"('prejudiced', 'unprejudiced')",-1.3606017,-1.3486837,-0.6960078,-0.6500794,0.0459284
45,-1.810975,-1.8681314,"('incompetent', 'competent')",-0.54975283,-0.5812368,-1.1803639,-1.2246841,-0.0443202
46,-2.003309,-2.0307322,"('uncompetitive', 'competitive')",-1.0926735,-1.1021767,-1.5479913,-1.5664544,-0.0184631
47,0.0035677077,0.05219551,"('stupid', 'smart')",5.327751,5.428364,2.6656594,2.7402797,0.0746203
48,-2.1076522,-2.1516268,"('unintelligent', 'intelligent')",-0.17167209,-0.16321483,-1.1396621,-1.1574209,-0.0177588
49,-0.9964965,-0.95507985,"('unable', 'able')",-0.77280104,-0.7370354,-0.8846488,-0.8460577,0.0385911
50,0.89327794,0.88131374,"('clumsy', 'skillful')",-0.29846883,-0.38449502,0.2974046,0.2484094,-0.0489952
51,-1.4211984,-1.4424124,"('uneducated', 'educated')",0.1088888,0.017051272,-0.6561548,-0.7126806,-0.0565258
52,1.1451987,1.0763544,"('irrational', 'rational')",0.2580743,0.12663174,0.7016365,0.6014931,-0.1001434
53,-0.86081684,-0.9487209,"('uncreative', 'creative')",0.57090443,0.50688094,-0.1449562,-0.22092,-0.0759638
54,0.29137817,0.27159956,"('incapable', 'capable')",0.7441036,0.72371006,0.5177409,0.4976548,-0.0200861
55,-2.4302378,-2.4727004,"('incompetent', 'clever')",0.06679451,0.106310904,-1.1817217,-1.1831948,-0.0014731
56,-0.6947297,-0.7267492,"('impractical', 'practical')",-0.43068758,-0.3466094,-0.5627086,-0.5366793,0.0260293
57,-2.2717483,-2.334034,"('unimaginative', 'imaginative')",-3.6816804,-3.6760354,-2.9767144,-3.0050347,-0.0283203
58,-0.8467361,-0.9247078,"('undiscriminating', 'discriminating')",0.14520201,0.15458554,-0.350767,-0.3850611,-0.0342941
59,2.3580656,2.3467171,"('foolish', 'wise')",0.24930683,0.21333286,1.3036863,1.280025,-0.0236613
60,-1.9343486,-1.9289494,"('inefficient', 'efficient')",-0.24583884,-0.026458299,-1.0900937,-0.9777038,0.1123899
61,-1.0842868,-1.1855699,"('illogical', 'logical')",0.04402428,-0.07748425,-0.5201313,-0.6315271,-0.1113958
62,-1.8859686,-1.8759243,"('incompetent', 'brilliant')",-0.26311165,-0.10789932,-1.0745401,-0.9919118,0.0826283
63,-1.2043324,-1.2428771,"('unperceptive', 'insightful')",-0.21262467,-0.11160298,-0.7084785,-0.6772401,0.0312384
64,0.1262615,0.09922926,"('shy', 'confident')",-6.4860444,-6.407316,-3.1798913,-3.1540434,0.0258479
65,-1.687005,-1.7041286,"('insecure', 'secure')",-0.049821775,-0.004567221,-0.8684134,-0.8543479,0.0140655
66,0.7448553,0.7811461,"('inactive', 'active')",0.23618636,0.18625084,0.4905208,0.4836985,-0.0068223
67,0.28546908,0.27967367,"('doubtful', 'determined')",-0.18762751,-0.105239175,0.0489208,0.0872172,0.0382964
68,-0.9452676,-0.92601055,"('dependent', 'independent')",-1.6108469,-1.6168128,-1.2780572,-1.2714117,0.0066455
69,2.9273334,2.9605947,"('lazy', 'industrious')",-0.8687734,-0.88261104,1.0292799,1.0389918,0.0097119
70,-1.1874243,-1.1361988,"('lethargic', 'energetic')",-0.08426156,-0.026119776,-0.6358429,-0.5811593,0.0546836
71,1.0626322,1.0421679,"('diffident', 'self-confident')",0.42432317,0.41694164,0.7434777,0.7295548,-0.0139229
72,-1.1272231,-1.1706995,"('unambitious', 'ambitious')",-0.49743846,-0.43294185,-0.8123308,-0.8018206,0.0105102
73,1.527732,1.5243224,"('helpless', 'self-reliant')",-3.3921225,-3.369253,-0.9321952,-0.9224653,0.0097299
74,0.19226585,0.14630258,"('undedicated', 'dedicated')",0.1879908,0.1492002,0.1901283,0.1477514,-0.0423769
75,0.5676043,0.5960888,"('meek', 'impulsive')",-0.7557367,-0.7139298,-0.0940662,-0.0589205,0.0351457
76,-1.7854317,-1.7385054,"('anxious', 'daring')",-0.31162426,-0.22521292,-1.048528,-0.9818591,0.0666689
77,-1.0038735,-1.0410155,"('unmotivated', 'motivated')",-1.0907365,-0.9586285,-1.047305,-0.999822,0.047483
