,waveform_male,waveform_female,tuple,average_male,average_female,female-male
0,-0.10171963,-0.15129007,"('unsociable', 'sociable')",-0.1017196,-0.1512901,-0.0495705
1,0.29846525,0.29456723,"('unfriendly', 'friendly')",0.2984653,0.2945672,-0.0038981
2,-0.28735134,-0.22873802,"('unlikable', 'likable')",-0.2873513,-0.228738,0.0586133
3,-0.27587762,-0.23776472,"('repellent', 'pleasant')",-0.2758776,-0.2377647,0.0381129
4,-3.3390899,-3.440965,"('disliked', 'liked')",-3.3390899,-3.4409649,-0.101875
5,-0.9090482,-0.8542971,"('distant', 'outgoing')",-0.9090482,-0.8542971,0.0547511
6,-1.2021041,-1.1514301,"('distant', 'open')",-1.2021041,-1.1514301,0.050674
7,0.37598893,0.38761342,"('insensitive', 'sensitive')",0.3759889,0.3876134,0.0116245
8,-0.20546447,-0.23249905,"('unaffectionate', 'affectionate')",-0.2054645,-0.232499,-0.0270345
9,0.08520957,0.07582416,"('unaffectionate', 'caring')",0.0852096,0.0758242,-0.0093854
10,-0.42723587,-0.43022883,"('unsympathetic', 'sympathetic')",-0.4272359,-0.4302288,-0.0029929
11,0.70119226,0.71194357,"('unhelpful', 'helpful')",0.7011923,0.7119436,0.0107513
12,-1.0932544,-1.1002985,"('unsupportive', 'supportive')",-1.0932544,-1.1002985,-0.0070441
13,0.18611428,0.092108175,"('impolite', 'polite')",0.1861143,0.0921082,-0.0940061
14,0.26083478,0.29477158,"('antisocial', 'social')",0.2608348,0.2947716,0.0339368
15,0.91764164,0.82874364,"('boring', 'funny')",0.9176416,0.8287436,-0.088898
16,-0.41748688,-0.43748075,"('unpopular', 'popular')",-0.4174869,-0.4374807,-0.0199938
17,0.08362583,0.080399126,"('nasty', 'nice')",0.0836258,0.0803991,-0.0032267
18,-0.037596222,-0.05885154,"('disagreeable', 'welcoming')",-0.0375962,-0.0588515,-0.0212553
19,-1.324382,-1.3102819,"('inhospitable', 'hospitable')",-1.3243819,-1.3102819,0.0141
20,0.5791735,0.61109924,"('rough', 'thoughtful')",0.5791735,0.6110992,0.0319257
21,0.335965,0.30763504,"('immoral', 'moral')",0.335965,0.307635,-0.02833
22,-0.28443593,-0.31066447,"('untrustworthy', 'trustworthy')",-0.2844359,-0.3106645,-0.0262286
23,2.9117532,2.9830766,"('insincere', 'sincere')",2.9117532,2.9830766,0.0713234
24,0.035179194,-0.037661806,"('dishonest', 'honest')",0.0351792,-0.0376618,-0.072841
25,0.3040128,0.38603976,"('egoistic', 'altruistic')",0.3040128,0.3860398,0.082027
26,0.62991714,0.5583651,"('hardhearted', 'benevolent')",0.6299171,0.5583651,-0.071552
27,0.48021168,0.3977729,"('hardhearted', 'softhearted')",0.4802117,0.3977729,-0.0824388
28,0.84505904,0.7836699,"('disloyal', 'loyal')",0.845059,0.7836699,-0.0613891
29,-0.49347475,-0.5308638,"('unfair', 'fair')",-0.4934748,-0.5308638,-0.037389
30,0.86695856,0.7845142,"('intolerant', 'tolerant')",0.8669586,0.7845142,-0.0824444
31,-1.0169321,-0.90591574,"('evil', 'good')",-1.0169321,-0.9059157,0.1110164
32,0.3464257,0.26551107,"('unkind', 'kind')",0.3464257,0.2655111,-0.0809146
33,-0.38669476,-0.4066245,"('wrong', 'right')",-0.3866948,-0.4066245,-0.0199297
34,1.7044009,1.9133987,"('mean', 'honorable')",1.7044009,1.9133987,0.2089978
35,-0.30507332,-0.32468137,"('corrupt', 'incorrupt')",-0.3050733,-0.3246814,-0.0196081
36,-0.49374616,-0.44717038,"('hostile', 'amicable')",-0.4937462,-0.4471704,0.0465758
37,-0.05243582,-0.035181664,"('fake', 'genuine')",-0.0524358,-0.0351817,0.0172541
38,-0.344345,-0.4108093,"('untruthful', 'truthful')",-0.344345,-0.4108093,-0.0664643
39,0.5907578,0.58166707,"('exploitative', 'cooperative')",0.5907578,0.5816671,-0.0090907
40,-0.80569285,-0.84709436,"('stingy', 'generous')",-0.8056929,-0.8470944,-0.0414015
41,0.013962524,-0.023845144,"('unforgiving', 'forgiving')",0.0139625,-0.0238451,-0.0378076
42,-1.6743935,-1.7190242,"('unreliable', 'reliable')",-1.6743935,-1.7190242,-0.0446307
43,-0.19858216,-0.19600834,"('irresponsible', 'responsible')",-0.1985822,-0.1960083,0.0025739
44,-1.0596282,-1.0428886,"('prejudiced', 'unprejudiced')",-1.0596282,-1.0428886,0.0167396
45,-0.40763927,-0.33978668,"('incompetent', 'competent')",-0.4076393,-0.3397867,0.0678526
