,comb_male,comb_female,tuple,average_male,average_female,female-male
0,-0.5612493,-0.6891912,"('unsociable', 'sociable')",-0.5612493,-0.6891912,-0.1279419
1,1.4360011,1.4243482,"('unfriendly', 'friendly')",1.4360011,1.4243482,-0.0116529
2,0.2216509,0.2740247,"('unlikable', 'likable')",0.2216509,0.2740247,0.0523738
3,0.0995481,0.11177998,"('repellent', 'pleasant')",0.0995481,0.11178,0.0122319
4,-7.554052,-7.5649314,"('disliked', 'liked')",-7.5540519,-7.5649314,-0.0108795
5,-0.39118248,-0.37333333,"('distant', 'outgoing')",-0.3911825,-0.3733333,0.0178492
6,0.05748737,0.023980424,"('distant', 'open')",0.0574874,0.0239804,-0.033507
7,0.669725,0.7460158,"('insensitive', 'sensitive')",0.669725,0.7460158,0.0762908
8,1.3292295,1.3138846,"('unaffectionate', 'affectionate')",1.3292295,1.3138846,-0.0153449
9,1.6828446,1.6859187,"('unaffectionate', 'caring')",1.6828446,1.6859187,0.0030741
10,0.64503866,0.58323616,"('unsympathetic', 'sympathetic')",0.6450387,0.5832362,-0.0618025
11,1.3496612,1.3571663,"('unhelpful', 'helpful')",1.3496612,1.3571663,0.0075051
12,-1.8652587,-1.8098537,"('unsupportive', 'supportive')",-1.8652587,-1.8098537,0.055405
13,-0.5142139,-0.62797827,"('impolite', 'polite')",-0.5142139,-0.6279783,-0.1137644
14,-0.24687834,-0.33585706,"('antisocial', 'social')",-0.2468783,-0.3358571,-0.0889788
15,0.3137939,0.24137186,"('boring', 'funny')",0.3137939,0.2413719,-0.072422
16,-0.30559883,-0.23302087,"('unpopular', 'popular')",-0.3055988,-0.2330209,0.0725779
17,-0.58356494,-0.56679016,"('nasty', 'nice')",-0.5835649,-0.5667902,0.0167747
18,-0.41740102,-0.49262506,"('disagreeable', 'welcoming')",-0.417401,-0.4926251,-0.0752241
19,-0.34042242,-0.28460777,"('inhospitable', 'hospitable')",-0.3404224,-0.2846078,0.0558146
20,1.2578148,1.1808305,"('rough', 'thoughtful')",1.2578148,1.1808305,-0.0769843
