,cross_male,cross_female,tuple,average_male,average_female,female-male
0,-0.0049022324,-0.20744766,"('unsociable', 'sociable')",-0.0049022,-0.2074477,-0.2025455
1,1.321128,1.3350962,"('unfriendly', 'friendly')",1.321128,1.3350962,0.0139682
2,0.57536507,0.5306024,"('unlikable', 'likable')",0.5753651,0.5306024,-0.0447627
3,0.21048115,0.24401005,"('repellent', 'pleasant')",0.2104812,0.24401,0.0335288
4,-6.30511,-6.6903253,"('disliked', 'liked')",-6.30511,-6.6903253,-0.3852153
5,-0.8883781,-0.8596556,"('distant', 'outgoing')",-0.8883781,-0.8596556,0.0287225
6,-0.15592688,-0.10075695,"('distant', 'open')",-0.1559269,-0.100757,0.0551699
7,1.2174158,1.1815276,"('insensitive', 'sensitive')",1.2174158,1.1815276,-0.0358882
8,1.019192,1.0955957,"('unaffectionate', 'affectionate')",1.019192,1.0955957,0.0764037
9,1.5155634,1.6145236,"('unaffectionate', 'caring')",1.5155634,1.6145236,0.0989602
10,1.0956793,1.0279918,"('unsympathetic', 'sympathetic')",1.0956793,1.0279918,-0.0676875
11,1.515413,1.5935919,"('unhelpful', 'helpful')",1.515413,1.5935919,0.0781789
12,-1.5424159,-1.6077765,"('unsupportive', 'supportive')",-1.5424159,-1.6077765,-0.0653606
13,-0.34732744,-0.4818521,"('impolite', 'polite')",-0.3473274,-0.4818521,-0.1345247
14,0.60047895,0.41616875,"('antisocial', 'social')",0.6004789,0.4161687,-0.1843102
15,0.2667148,0.14807358,"('boring', 'funny')",0.2667148,0.1480736,-0.1186412
16,-0.66506684,-0.6170661,"('unpopular', 'popular')",-0.6650668,-0.6170661,0.0480007
17,-0.41178557,-0.39952344,"('nasty', 'nice')",-0.4117856,-0.3995234,0.0122622
18,-0.7663682,-0.78688186,"('disagreeable', 'welcoming')",-0.7663682,-0.7868819,-0.0205137
19,-0.19760507,-0.17882311,"('inhospitable', 'hospitable')",-0.1976051,-0.1788231,0.018782
20,0.8617655,0.7833275,"('rough', 'thoughtful')",0.8617655,0.7833275,-0.078438
21,0.07194418,0.043922834,"('immoral', 'moral')",0.0719442,0.0439228,-0.0280214
22,0.06979777,-0.14822459,"('untrustworthy', 'trustworthy')",0.0697978,-0.1482246,-0.2180224
23,5.918609,6.1141534,"('insincere', 'sincere')",5.9186091,6.1141534,0.1955443
24,1.8173914,1.6913276,"('dishonest', 'honest')",1.8173914,1.6913276,-0.1260638
25,0.95111704,0.993165,"('egoistic', 'altruistic')",0.951117,0.993165,0.042048
26,1.5668561,1.4766366,"('hardhearted', 'benevolent')",1.5668561,1.4766366,-0.0902195
27,1.0320477,0.98858804,"('hardhearted', 'softhearted')",1.0320477,0.988588,-0.0434597
28,1.5134085,1.4900919,"('disloyal', 'loyal')",1.5134085,1.4900919,-0.0233166
29,-0.39627957,-0.5034428,"('unfair', 'fair')",-0.3962796,-0.5034428,-0.1071632
30,0.7039409,0.63430333,"('intolerant', 'tolerant')",0.7039409,0.6343033,-0.0696376
31,-1.5644914,-1.4502151,"('evil', 'good')",-1.5644914,-1.4502151,0.1142763
32,1.5641694,1.4610231,"('unkind', 'kind')",1.5641694,1.4610231,-0.1031463
33,-0.34497076,-0.40806937,"('wrong', 'right')",-0.3449708,-0.4080694,-0.0630986
34,4.6163864,4.883761,"('mean', 'honorable')",4.6163864,4.8837609,0.2673745
35,-0.40312243,-0.543287,"('corrupt', 'incorrupt')",-0.4031224,-0.543287,-0.1401646
36,0.08598498,0.044061348,"('hostile', 'amicable')",0.085985,0.0440613,-0.0419237
