,aquifer_male,aquifer_female,tuple,average_male,average_female,female-male
0,-0.91937697,-1.0023224,"('unsociable', 'sociable')",-0.919377,-1.0023224,-0.0829454
1,-0.4986592,-0.78806293,"('unfriendly', 'friendly')",-0.4986592,-0.7880629,-0.2894037
2,0.0982345,0.25400403,"('unlikable', 'likable')",0.0982345,0.254004,0.1557695
3,-0.90453476,-0.6594148,"('repellent', 'pleasant')",-0.9045348,-0.6594148,0.24512
4,-0.8006397,-0.88088465,"('disliked', 'liked')",-0.8006397,-0.8808846,-0.0802449
5,0.020253219,-0.21598415,"('distant', 'outgoing')",0.0202532,-0.2159842,-0.2362374
6,0.189622,-0.039378926,"('distant', 'open')",0.189622,-0.0393789,-0.2290009
7,-0.33059403,-0.17237389,"('insensitive', 'sensitive')",-0.330594,-0.1723739,0.1582201
8,-0.97054994,-1.2075356,"('unaffectionate', 'affectionate')",-0.9705499,-1.2075356,-0.2369857
9,-0.42414445,-0.55991036,"('unaffectionate', 'caring')",-0.4241444,-0.5599104,-0.135766
10,-1.5050687,-1.3404891,"('unsympathetic', 'sympathetic')",-1.5050687,-1.3404891,0.1645796
11,-0.4108948,-0.15463276,"('unhelpful', 'helpful')",-0.4108948,-0.1546328,0.256262
12,-0.7493291,-0.6524183,"('unsupportive', 'supportive')",-0.7493291,-0.6524183,0.0969108
13,-0.8759313,-0.68346775,"('impolite', 'polite')",-0.8759313,-0.6834677,0.1924636
14,-0.24481662,-0.0741472,"('antisocial', 'social')",-0.2448166,-0.0741472,0.1706694
15,0.91657776,0.6707908,"('boring', 'funny')",0.9165778,0.6707908,-0.245787
16,0.43306774,0.28185445,"('unpopular', 'popular')",0.4330677,0.2818545,-0.1512132
17,-0.29467437,-0.22520101,"('nasty', 'nice')",-0.2946744,-0.225201,0.0694734
18,-0.9855166,-0.8637819,"('disagreeable', 'welcoming')",-0.9855166,-0.8637819,0.1217347
19,-1.8121094,-1.7436073,"('inhospitable', 'hospitable')",-1.8121094,-1.7436073,0.0685021
20,-0.5548596,-0.4641245,"('rough', 'thoughtful')",-0.5548596,-0.4641245,0.0907351
21,-1.2543575,-0.85847163,"('immoral', 'moral')",-1.2543575,-0.8584716,0.3958859
22,-0.013608601,0.08121303,"('untrustworthy', 'trustworthy')",-0.0136086,0.081213,0.0948216
23,0.045496397,0.18861887,"('insincere', 'sincere')",0.0454964,0.1886189,0.1431225
24,0.057971094,0.13653053,"('dishonest', 'honest')",0.0579711,0.1365305,0.0785594
25,0.30100513,0.20253602,"('egoistic', 'altruistic')",0.3010051,0.202536,-0.0984691
26,1.2207578,0.8715055,"('hardhearted', 'benevolent')",1.2207578,0.8715055,-0.3492523
27,0.14435863,0.05098381,"('hardhearted', 'softhearted')",0.1443586,0.0509838,-0.0933748
28,-0.4506633,-0.48052004,"('disloyal', 'loyal')",-0.4506633,-0.48052,-0.0298567
29,-0.210628,-0.22394986,"('unfair', 'fair')",-0.210628,-0.2239499,-0.0133219
30,-0.1819432,0.045118913,"('intolerant', 'tolerant')",-0.1819432,0.0451189,0.2270621
31,0.38434842,0.22801942,"('evil', 'good')",0.3843484,0.2280194,-0.156329
32,-0.455315,-0.42099065,"('unkind', 'kind')",-0.455315,-0.4209906,0.0343244
33,0.688608,0.5668074,"('wrong', 'right')",0.688608,0.5668074,-0.1218006
34,0.81945676,0.98586094,"('mean', 'honorable')",0.8194568,0.9858609,0.1664041
35,1.2741008,0.9741975,"('corrupt', 'incorrupt')",1.2741008,0.9741975,-0.2999033
36,0.28885695,-0.0754412,"('hostile', 'amicable')",0.288857,-0.0754412,-0.3642982
37,-0.053368427,0.029884938,"('fake', 'genuine')",-0.0533684,0.0298849,0.0832533
38,-0.025967509,-0.05210008,"('untruthful', 'truthful')",-0.0259675,-0.0521001,-0.0261326
39,-0.085196346,0.236751,"('exploitative', 'cooperative')",-0.0851963,0.236751,0.3219473
40,-0.055882886,-0.106139146,"('stingy', 'generous')",-0.0558829,-0.1061391,-0.0502562
41,-0.43151385,-0.36541286,"('unforgiving', 'forgiving')",-0.4315138,-0.3654129,0.0661009
42,-0.8637556,-0.6279255,"('unreliable', 'reliable')",-0.8637556,-0.6279255,0.2358301
43,-0.9579189,-0.7520373,"('irresponsible', 'responsible')",-0.9579189,-0.7520373,0.2058816
44,0.20748012,0.3457515,"('prejudiced', 'unprejudiced')",0.2074801,0.3457515,0.1382714
45,0.2963067,0.31668818,"('incompetent', 'competent')",0.2963067,0.3166882,0.0203815
46,-1.5973802,-1.3384881,"('uncompetitive', 'competitive')",-1.5973802,-1.3384881,0.2588921
47,1.81468,1.8127543,"('stupid', 'smart')",1.81468,1.8127543,-0.0019257
48,-0.67133826,-0.56367147,"('unintelligent', 'intelligent')",-0.6713383,-0.5636715,0.1076668
49,-0.44703764,-0.24793555,"('unable', 'able')",-0.4470376,-0.2479355,0.1991021
50,-0.07547178,-0.123222835,"('clumsy', 'skillful')",-0.0754718,-0.1232228,-0.047751
51,-1.7086947,-1.4979012,"('uneducated', 'educated')",-1.7086947,-1.4979012,0.2107935
52,-0.1486045,-0.3607864,"('irrational', 'rational')",-0.1486045,-0.3607864,-0.2121819
53,-1.0437212,-1.1386236,"('uncreative', 'creative')",-1.0437212,-1.1386236,-0.0949024
54,-0.44231352,-0.48899144,"('incapable', 'capable')",-0.4423135,-0.4889914,-0.0466779
55,-0.46677163,-0.20726186,"('incompetent', 'clever')",-0.4667716,-0.2072619,0.2595097
56,-0.40264532,-0.16014734,"('impractical', 'practical')",-0.4026453,-0.1601473,0.242498
57,-1.2907344,-1.3886825,"('unimaginative', 'imaginative')",-1.2907344,-1.3886825,-0.0979481
