,example_male,example_female,tuple,average_male,average_female,female-male
0,-0.064336464,-0.012659874,"('unsociable', 'sociable')",-0.0643365,-0.0126599,0.0516766
1,1.2234017,1.1307864,"('unfriendly', 'friendly')",1.2234017,1.1307864,-0.0926153
2,0.086511165,0.21089074,"('unlikable', 'likable')",0.0865112,0.2108907,0.1243795
3,0.92656344,0.9639678,"('repellent', 'pleasant')",0.9265634,0.9639678,0.0374044
4,-7.468357,-7.515143,"('disliked', 'liked')",-7.4683571,-7.5151429,-0.0467858
5,-0.73976344,-0.84238636,"('distant', 'outgoing')",-0.7397634,-0.8423864,-0.102623
6,-0.20684701,-0.37484282,"('distant', 'open')",-0.206847,-0.3748428,-0.1679958
7,1.4101969,1.527817,"('insensitive', 'sensitive')",1.4101969,1.527817,0.1176201
8,1.0256343,0.8208721,"('unaffectionate', 'affectionate')",1.0256343,0.8208721,-0.2047622
9,1.5344496,1.5192919,"('unaffectionate', 'caring')",1.5344496,1.5192919,-0.0151577
10,1.5081426,1.6385026,"('unsympathetic', 'sympathetic')",1.5081426,1.6385026,0.13036
11,2.047223,2.2068646,"('unhelpful', 'helpful')",2.0472231,2.2068646,0.1596415
12,-1.4971228,-1.4058812,"('unsupportive', 'supportive')",-1.4971228,-1.4058812,0.0912416
13,0.36991194,0.5083258,"('impolite', 'polite')",0.3699119,0.5083258,0.1384139
14,0.09641412,0.13194911,"('antisocial', 'social')",0.0964141,0.1319491,0.035535
15,0.4418236,0.37134856,"('boring', 'funny')",0.4418236,0.3713486,-0.070475
16,-0.48964828,-0.38882104,"('unpopular', 'popular')",-0.4896483,-0.388821,0.1008273
17,-0.20575936,-0.18537366,"('nasty', 'nice')",-0.2057594,-0.1853737,0.0203857
18,-0.54748,-0.56806606,"('disagreeable', 'welcoming')",-0.54748,-0.5680661,-0.0205861
19,-1.0263283,-0.9989786,"('inhospitable', 'hospitable')",-1.0263283,-0.9989786,0.0273497
20,1.1283909,0.9948059,"('rough', 'thoughtful')",1.1283909,0.9948059,-0.133585
21,0.14430636,0.46874982,"('immoral', 'moral')",0.1443064,0.4687498,0.3244434
22,-0.003758693,0.044499256,"('untrustworthy', 'trustworthy')",-0.0037587,0.0444993,0.048258
23,6.704366,6.8648324,"('insincere', 'sincere')",6.7043662,6.8648324,0.1604662
24,2.0920725,2.1226602,"('dishonest', 'honest')",2.0920725,2.1226602,0.0305877
25,0.34578177,0.24411003,"('egoistic', 'altruistic')",0.3457818,0.24411,-0.1016718
26,0.87474823,0.6690859,"('hardhearted', 'benevolent')",0.8747482,0.6690859,-0.2056623
27,1.65848,1.4353843,"('hardhearted', 'softhearted')",1.65848,1.4353843,-0.2230957
28,1.5734477,1.5173671,"('disloyal', 'loyal')",1.5734477,1.5173671,-0.0560806
29,-0.5977639,-0.75067294,"('unfair', 'fair')",-0.5977639,-0.7506729,-0.152909
30,1.0036255,1.1690475,"('intolerant', 'tolerant')",1.0036255,1.1690475,0.165422
31,-1.6367579,-1.8323888,"('evil', 'good')",-1.6367579,-1.8323888,-0.1956309
32,1.5233661,1.4915328,"('unkind', 'kind')",1.5233661,1.4915328,-0.0318333
