,cultivator_male,cultivator_female,tuple,average_male,average_female,female-male
0,-0.28847224,-0.33572155,"('unsociable', 'sociable')",-0.2884722,-0.3357216,-0.0472494
1,-0.21088617,-0.4015545,"('unfriendly', 'friendly')",-0.2108862,-0.4015545,-0.1906683
2,-0.10172193,-0.11073127,"('unlikable', 'likable')",-0.1017219,-0.1107313,-0.0090094
3,-1.5820274,-1.5074879,"('repellent', 'pleasant')",-1.5820274,-1.5074879,0.0745395
4,-1.9590943,-2.009575,"('disliked', 'liked')",-1.9590943,-2.0095749,-0.0504806
5,-0.2580138,-0.30792344,"('distant', 'outgoing')",-0.2580138,-0.3079234,-0.0499096
6,-0.32838452,-0.38914394,"('distant', 'open')",-0.3283845,-0.3891439,-0.0607594
7,-0.35396042,-0.35189652,"('insensitive', 'sensitive')",-0.3539604,-0.3518965,0.0020639
8,0.17917247,0.03938346,"('unaffectionate', 'affectionate')",0.1791725,0.0393835,-0.139789
9,-0.09924114,-0.21367209,"('unaffectionate', 'caring')",-0.0992411,-0.2136721,-0.114431
10,-1.0153428,-0.99033785,"('unsympathetic', 'sympathetic')",-1.0153428,-0.9903378,0.025005
11,0.39026195,0.4385,"('unhelpful', 'helpful')",0.3902619,0.4385,0.0482381
12,-1.314345,-1.2676309,"('unsupportive', 'supportive')",-1.314345,-1.2676309,0.0467141
13,-0.5454875,-0.58583957,"('impolite', 'polite')",-0.5454875,-0.5858396,-0.0403521
14,-0.19827953,-0.24966821,"('antisocial', 'social')",-0.1982795,-0.2496682,-0.0513887
15,0.8399744,0.7384885,"('boring', 'funny')",0.8399744,0.7384885,-0.1014859
16,-0.263263,-0.34304923,"('unpopular', 'popular')",-0.263263,-0.3430492,-0.0797862
17,-0.31065473,-0.28883716,"('nasty', 'nice')",-0.3106547,-0.2888372,0.0218175
18,-0.58647925,-0.6672374,"('disagreeable', 'welcoming')",-0.5864792,-0.6672374,-0.0807582
19,-0.82328737,-0.7937301,"('inhospitable', 'hospitable')",-0.8232874,-0.7937301,0.0295573
20,0.31112674,0.32881227,"('rough', 'thoughtful')",0.3111267,0.3288123,0.0176856
21,-0.4658854,-0.3888362,"('immoral', 'moral')",-0.4658854,-0.3888362,0.0770492
22,-0.69641143,-0.7285146,"('untrustworthy', 'trustworthy')",-0.6964114,-0.7285146,-0.0321032
23,1.1596012,1.1236012,"('insincere', 'sincere')",1.1596012,1.1236012,-0.036
24,-0.5592819,-0.60982835,"('dishonest', 'honest')",-0.5592819,-0.6098284,-0.0505465
25,1.0392873,0.9186352,"('egoistic', 'altruistic')",1.0392873,0.9186352,-0.1206521
