,monocle_male,monocle_female,tuple,average_male,average_female,female-male
0,-0.46119386,-0.65289754,"('unsociable', 'sociable')",-0.4611939,-0.6528975,-0.1917036
1,-1.1389892,-1.3495232,"('unfriendly', 'friendly')",-1.1389892,-1.3495232,-0.210534
2,0.058770202,0.10517584,"('unlikable', 'likable')",0.0587702,0.1051758,0.0464056
3,-0.30486172,-0.27771318,"('repellent', 'pleasant')",-0.3048617,-0.2777132,0.0271485
4,-1.7971106,-1.6208752,"('disliked', 'liked')",-1.7971106,-1.6208752,0.1762354
5,-0.8101885,-0.70171803,"('distant', 'outgoing')",-0.8101885,-0.701718,0.1084705
6,-1.1483045,-1.046658,"('distant', 'open')",-1.1483045,-1.046658,0.1016465
7,-0.3012264,-0.39399415,"('insensitive', 'sensitive')",-0.3012264,-0.3939942,-0.0927678
8,-1.0592653,-1.1344078,"('unaffectionate', 'affectionate')",-1.0592653,-1.1344078,-0.0751425
9,-1.2423239,-1.4098305,"('unaffectionate', 'caring')",-1.2423239,-1.4098305,-0.1675066
10,-0.48736113,-0.59773934,"('unsympathetic', 'sympathetic')",-0.4873611,-0.5977393,-0.1103782
11,0.45778534,0.2988955,"('unhelpful', 'helpful')",0.4577853,0.2988955,-0.1588898
12,-1.1237991,-1.0564457,"('unsupportive', 'supportive')",-1.1237991,-1.0564457,0.0673534
13,-0.53769517,-0.6708561,"('impolite', 'polite')",-0.5376952,-0.6708561,-0.1331609
14,0.29375055,0.22315843,"('antisocial', 'social')",0.2937506,0.2231584,-0.0705922
15,0.099779546,0.019476801,"('boring', 'funny')",0.0997795,0.0194768,-0.0803027
16,-0.38928166,-0.35336584,"('unpopular', 'popular')",-0.3892817,-0.3533658,0.0359159
17,-0.19271418,-0.1387043,"('nasty', 'nice')",-0.1927142,-0.1387043,0.0540099
18,-0.8486293,-0.8229528,"('disagreeable', 'welcoming')",-0.8486293,-0.8229528,0.0256765
19,-1.4377768,-1.4361926,"('inhospitable', 'hospitable')",-1.4377768,-1.4361926,0.0015842
20,0.60177094,0.5775228,"('rough', 'thoughtful')",0.6017709,0.5775228,-0.0242481
21,0.703669,0.5575302,"('immoral', 'moral')",0.703669,0.5575302,-0.1461388
