,sherwin_male,sherwin_female,tuple,williams_male,williams_female,co_male,co_female,average_male,average_female,female-male
0,-2.3183703,-2.0693202,"('unsociable', 'sociable')",-0.6116311,-0.7615872,-0.27894795,-0.29431736,-1.0696499,-1.0417415,0.0279084
1,-0.1092875,-0.010061894,"('unfriendly', 'friendly')",0.98572654,0.90906847,1.711646,1.659016,0.862695,0.8526742,-0.0100208
2,0.21819292,0.27700678,"('unlikable', 'likable')",0.7370641,0.63403535,0.55526555,0.6610529,0.5035075,0.5240316,0.0205241
3,-1.283177,-0.9648002,"('repellent', 'pleasant')",-0.30386066,-0.19524994,0.3425667,0.33190337,-0.4148237,-0.2760489,0.1387748
4,0.59793866,0.45757255,"('disliked', 'liked')",1.2841189,1.2908975,-6.9707985,-6.8177958,-1.6962469,-1.6897751,0.0064718
5,1.5353034,1.3377558,"('distant', 'outgoing')",1.4747983,1.4708359,-0.19315118,-0.106353655,0.9389835,0.900746,-0.0382375
6,1.1488012,0.91793376,"('distant', 'open')",1.4600323,1.4588089,0.17672311,0.23281787,0.9285189,0.8698535,-0.0586654
7,-0.9371173,-0.5855459,"('insensitive', 'sensitive')",0.20027398,0.2553501,0.66652936,0.6965759,-0.023438,0.1221267,0.1455647
8,0.060172327,-0.18390572,"('unaffectionate', 'affectionate')",0.88364434,0.7435172,1.0395484,0.8936154,0.6611217,0.484409,-0.1767127
9,0.23847377,0.2717799,"('unaffectionate', 'caring')",1.5698712,1.508075,1.6667848,1.643303,1.1583765,1.1410526,-0.0173239
10,-2.2276998,-1.7761927,"('unsympathetic', 'sympathetic')",-0.52479684,-0.39143842,0.33431172,0.24406883,-0.8060617,-0.6411874,0.1648743
11,-1.4435052,-1.3547326,"('unhelpful', 'helpful')",-0.6518788,-0.74400085,1.906769,1.8860596,-0.0628716,-0.0708913,-0.0080197
12,-0.33948588,-0.14500974,"('unsupportive', 'supportive')",1.5505246,1.6289345,-1.3483865,-1.2502563,-0.0457826,0.0778895,0.1236721
13,-1.3815528,-1.302963,"('impolite', 'polite')",-0.76773417,-0.86340296,-0.14855625,-0.17261297,-0.7659477,-0.7796597,-0.013712
14,-1.9407989,-1.7738903,"('antisocial', 'social')",-0.18362287,-0.1882384,-0.65307844,-0.61595726,-0.9258334,-0.859362,0.0664714
15,1.1458035,1.1957945,"('boring', 'funny')",1.0099896,0.9654626,0.5765623,0.688491,0.9107852,0.949916,0.0391308
16,0.66890806,0.5462051,"('unpopular', 'popular')",0.27425542,0.22671294,-0.2871349,-0.33196455,0.2186762,0.1469845,-0.0716917
17,0.5157269,0.55322474,"('nasty', 'nice')",0.6208925,0.75639856,-0.1517739,-0.121280774,0.3282818,0.3961142,0.0678324
18,0.8136195,0.8703893,"('disagreeable', 'welcoming')",-0.21713173,-0.11712277,-1.0725006,-1.0026674,-0.1586709,-0.0831336,0.0755373
19,1.1361529,1.1288456,"('inhospitable', 'hospitable')",0.8184078,0.7925827,-0.018726788,-0.024534743,0.6452779,0.6322978,-0.0129801
20,-0.2510165,-0.122900195,"('rough', 'thoughtful')",0.14039265,0.14512745,0.45284665,0.5026281,0.1140743,0.1749518,0.0608775
21,-1.8027949,-1.4553396,"('immoral', 'moral')",0.09577926,0.20019367,-0.6612265,-0.51674336,-0.7894141,-0.5906297,0.1987844
22,-0.79069906,-0.63225615,"('untrustworthy', 'trustworthy')",-0.16157532,-0.19959228,-0.4451291,-0.39173844,-0.4658012,-0.4078623,0.0579389
23,-1.4403836,-1.128259,"('insincere', 'sincere')",-0.89111245,-0.9431029,5.6240716,5.436154,1.0975252,1.1215974,0.0240722
24,-0.7479349,-0.60465217,"('dishonest', 'honest')",-0.0016348604,-0.04094778,1.1184171,1.0956467,0.1229491,0.1500156,0.0270665
25,0.57608855,0.5128064,"('egoistic', 'altruistic')",0.9241907,0.81661725,1.129868,1.1196864,0.8767157,0.81637,-0.0603457
26,1.0633417,1.1179531,"('hardhearted', 'benevolent')",0.5587452,0.4808427,1.6646591,1.5986004,1.095582,1.0657988,-0.0297832
27,0.7879441,0.8547481,"('hardhearted', 'softhearted')",0.38978535,0.46774945,1.2435669,1.0917457,0.8070987,0.8047477,-0.002351
28,-2.3101885,-2.1270733,"('disloyal', 'loyal')",-1.1177284,-1.196454,0.5901755,0.5121976,-0.9459138,-0.9371099,0.0088039
29,0.53755134,0.5327651,"('unfair', 'fair')",-0.16969287,-0.14307906,-0.36881623,-0.3744695,-0.0003193,0.0050722,0.0053915
30,-1.399028,-1.1372524,"('intolerant', 'tolerant')",-0.5280653,-0.58334005,0.50306475,0.5126979,-0.4746762,-0.4026315,0.0720447
31,1.4347721,1.317927,"('evil', 'good')",1.069479,1.0714123,-0.8383614,-0.85231405,0.5552965,0.5123418,-0.0429547
32,-0.80143386,-0.77588135,"('unkind', 'kind')",-0.09298983,-0.24823812,1.2287611,1.0527633,0.1114458,0.0095479,-0.1018979
33,1.9274203,1.8739197,"('wrong', 'right')",1.6488715,1.5766046,-0.123326,0.0075860824,1.1509886,1.1527034,0.0017148
34,-0.24975489,-0.11229442,"('mean', 'honorable')",-0.15519215,-0.0490987,4.931011,4.9370055,1.508688,1.5918708,0.0831828
35,2.081285,1.8170505,"('corrupt', 'incorrupt')",0.8819379,0.86115295,-0.7265601,-0.67183936,0.7455543,0.668788,-0.0767663
36,1.3793193,1.2930871,"('hostile', 'amicable')",1.5578029,1.5701841,0.03912306,-0.013718903,0.9920818,0.9498508,-0.042231
37,0.3226089,0.49837607,"('fake', 'genuine')",0.5136552,0.5189972,0.14532045,0.22807491,0.3271948,0.4151494,0.0879546
38,-0.45502073,-0.40406254,"('untruthful', 'truthful')",0.07635678,0.06168516,0.00059924275,0.09398138,-0.1260216,-0.0827987,0.0432229
39,-0.5113733,-0.33512196,"('exploitative', 'cooperative')",0.29115725,0.25625107,0.6004111,0.70691466,0.1267317,0.2093479,0.0826162
40,-0.11136353,0.13654932,"('stingy', 'generous')",0.33953002,0.3994609,-2.0050924,-2.0295103,-0.5923086,-0.4978333,0.0944753
41,-0.81487906,-0.5833367,"('unforgiving', 'forgiving')",0.5207949,0.6104922,0.34962234,0.3974666,0.0185127,0.1415407,0.123028
42,0.75718206,0.8334619,"('unreliable', 'reliable')",1.2858778,1.3797631,-2.0011184,-1.8374436,0.0139805,0.1252604,0.1112799
43,-1.6725063,-1.4349278,"('irresponsible', 'responsible')",-0.9947362,-0.9702126,0.73629606,0.7584359,-0.6436488,-0.5489015,0.0947473
44,-0.04230821,-0.10311112,"('prejudiced', 'unprejudiced')",-1.0217048,-1.0062101,-1.5983765,-1.5481929,-0.8874632,-0.885838,0.0016252
45,-1.4075791,-1.0818828,"('incompetent', 'competent')",-0.5591786,-0.5915779,-0.49415314,-0.5597199,-0.8203036,-0.7443935,0.0759101
46,-2.3682027,-1.9897882,"('uncompetitive', 'competitive')",-1.0746349,-0.9831352,-1.1395651,-1.1486679,-1.5274676,-1.3738637,0.1536039
47,-1.0357478,-0.98449415,"('stupid', 'smart')",0.5848464,0.54785377,5.1377234,5.0315304,1.562274,1.53163,-0.030644
48,-2.1549098,-1.8964474,"('unintelligent', 'intelligent')",-1.0506542,-1.0608356,0.016926834,-0.019190867,-1.0628791,-0.9921579,0.0707212
49,-0.57519543,-0.5383835,"('unable', 'able')",-1.0053792,-1.0130737,-0.71014285,-0.61234885,-0.7635725,-0.7212687,0.0423038
50,0.67000216,0.6031792,"('clumsy', 'skillful')",0.31862983,0.15981355,-0.37196618,-0.46605337,0.2055553,0.0989798,-0.1065755
51,-0.47695392,-0.47358066,"('uneducated', 'educated')",-0.14302458,-0.24757825,0.22406293,0.10293033,-0.1319719,-0.2060762,-0.0741043
52,0.7506708,0.5776206,"('irrational', 'rational')",0.93523014,0.8198355,0.22027513,0.27749118,0.635392,0.5583158,-0.0770762
53,0.43725145,0.6933193,"('uncreative', 'creative')",1.4894888,1.621003,1.0256839,1.1376725,0.9841413,1.150665,0.1665237
54,0.7966737,0.7756005,"('incapable', 'capable')",0.87200457,0.7846086,1.0897257,1.1071367,0.919468,0.8891153,-0.0303527
55,-2.1190267,-1.7818611,"('incompetent', 'clever')",-1.0381482,-1.0160288,-0.0704342,-0.045161046,-1.0758696,-0.9476836,0.128186
56,-1.2543025,-1.0792283,"('impractical', 'practical')",0.15865153,0.14605023,-0.029047672,0.06924739,-0.3748995,-0.2879769,0.0869226
57,-1.1088812,-0.63876086,"('unimaginative', 'imaginative')",0.9825985,1.216014,-2.827742,-2.7066236,-0.9846749,-0.7097902,0.2748847
58,0.47605056,0.8014108,"('undiscriminating', 'discriminating')",0.33549768,0.3944715,0.2771212,0.35204268,0.3628898,0.515975,0.1530852
59,0.9004609,0.6974033,"('foolish', 'wise')",1.3718503,1.2546453,0.34104937,0.3684922,0.8711202,0.7735136,-0.0976066
60,-2.559404,-2.2837842,"('inefficient', 'efficient')",-1.5410227,-1.6085207,-0.1929428,-0.052382223,-1.4311231,-1.3148957,0.1162274
61,-0.6496132,-0.6178466,"('illogical', 'logical')",0.9247402,0.6958035,0.35298377,0.34876758,0.2093703,0.1422415,-0.0671288
62,-1.6178229,-1.3778088,"('incompetent', 'brilliant')",-0.58367085,-0.6490952,-0.060950685,-0.0106743425,-0.7541482,-0.6791928,0.0749554
63,-1.2192721,-1.0743337,"('unperceptive', 'insightful')",0.2994083,0.26562858,0.5049164,0.51925206,-0.1383158,-0.0964843,0.0418315
64,0.08688666,0.0104450695,"('shy', 'confident')",-0.07539359,-0.16799355,-5.5416374,-5.3003464,-1.8433814,-1.8192983,0.0240831
65,-1.9283533,-1.71891,"('insecure', 'secure')",-1.5995145,-1.5632168,0.1823062,0.1595414,-1.1151872,-1.0408618,0.0743254
66,1.3011924,1.2446353,"('inactive', 'active')",0.7243321,0.65684634,0.70173246,0.6042716,0.9090857,0.8352511,-0.0738346
67,0.5634306,0.43963397,"('doubtful', 'determined')",0.060275618,-0.053383365,-0.15859264,-0.086216405,0.1550379,0.1000114,-0.0550265
68,0.15788653,0.18350008,"('dependent', 'independent')",-0.056035887,-0.11175287,-1.4001706,-1.3421012,-0.4327733,-0.4234513,0.009322
69,2.5056117,2.2622447,"('lazy', 'industrious')",2.1652827,2.0503635,-0.8224149,-0.68072355,1.2828266,1.2106282,-0.0721984
70,-1.1617916,-0.86662006,"('lethargic', 'energetic')",0.107654445,0.19711666,0.68355024,0.61863863,-0.123529,-0.0169549,0.1065741
71,1.4090685,1.3821714,"('diffident', 'self-confident')",1.727559,1.6822078,0.88282424,0.91764975,1.3398172,1.327343,-0.0124742
72,-0.93104255,-0.8153175,"('unambitious', 'ambitious')",0.009443406,-0.09445602,-0.079959184,-0.08007263,-0.3338528,-0.3299487,0.0039041
73,0.7743553,0.7438169,"('helpless', 'self-reliant')",0.593403,0.5321265,-3.2485375,-3.134329,-0.6269264,-0.6194619,0.0074645
74,-0.27795187,-0.0702494,"('undedicated', 'dedicated')",1.3377609,1.3476937,0.2365293,0.2865069,0.4321128,0.521317,0.0892042
75,0.8870101,0.7508545,"('meek', 'impulsive')",0.029732328,0.054861948,-0.60033685,-0.601935,0.1054685,0.0679271,-0.0375414
76,-0.9847726,-0.69398457,"('anxious', 'daring')",-0.6181089,-0.35879585,0.05464101,0.13192216,-0.5160802,-0.3069528,0.2091274
77,-2.2242765,-2.041101,"('unmotivated', 'motivated')",-0.53314775,-0.5696657,-0.98051876,-0.8396772,-1.2459811,-1.1501479,0.0958332
78,0.14669049,0.3776918,"('nonresilient', 'resilient')",0.14791797,0.21957542,-0.15932438,-0.07681388,0.0450947,0.1734844,0.1283897
79,1.2095983,1.1444093,"('wavering', 'unwavering')",1.1269109,1.2226214,-0.1752343,-0.18432672,0.720425,0.727568,0.007143
80,-1.157479,-1.0280359,"('dominated', 'dominating')",-1.340336,-1.3603572,-0.81429017,-0.81860876,-1.1040351,-1.0690006,0.0350345
81,-2.6382673,-2.434696,"('submissive', 'aggressive')",-0.5264479,-0.6615223,-0.7756242,-0.8511933,-1.3134465,-1.3158038,-0.0023573
82,-1.6382749,-1.6204556,"('poor', 'rich')",-2.873132,-2.8456478,4.9499264,4.66958,0.1461732,0.0678255,-0.0783477
83,-0.32287276,-0.20113572,"('powerless', 'powerful')",-0.00037464127,-0.025431598,-1.0092958,-0.95819163,-0.4441811,-0.3949196,0.0492615
84,0.66424626,0.68675524,"('inferior', 'superior')",0.29726857,0.19290277,0.7248776,0.68760085,0.5621308,0.5224196,-0.0397112
85,2.1493695,1.9752213,"('insignificant', 'prestigious')",2.3015442,2.2949278,-0.34387118,-0.3024915,1.3690141,1.3225526,-0.0464615
86,-1.3147947,-1.0296172,"('uninfluential', 'influential')",0.34937525,0.3678282,-0.35474035,-0.37410763,-0.4400533,-0.3452989,0.0947544
87,0.24334203,0.22394918,"('unsuccessful', 'successful')",0.5848478,0.35574403,0.102183774,0.0497396,0.3101245,0.2098109,-0.1003136
88,-0.26571,-0.19785915,"('low', 'eminent')",-0.041392542,-0.17115135,-0.48801517,-0.5439237,-0.2650392,-0.3043114,-0.0392722
